id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,play_sound,fade
d_main_39_af_04_21,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_21,True,,1,delight,,3,idle,,13,idle,,15,idle,,31,31,1.0,,,,,
d_main_39_af_04_22,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_22,True,,1,delight,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,,,,,
d_main_39_af_04_23,d_main_39_af_04,Narration,eh,,Locale_MainScenario:d_main_39_af_04_23,False,,1,delight,,3,idle,,13,idle,,15,idle,,black,black,1.0,,,,,
d_main_39_af_04_24,d_main_39_af_04,Narration,eh,,Locale_MainScenario:d_main_39_af_04_24,False,,1,idle,,3,idle,,13,idle,,15,idle,,black,black,1.0,,,,,
d_main_39_af_04_25,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_25,True,,1,idle,,3,idle,,13,idle,,15,idle,,300,30,1.0,,,,,
d_main_39_af_04_26,d_main_39_af_04,Narration,eh,,Locale_MainScenario:d_main_39_af_04_26,False,,1,idle,,3,idle,,13,idle,,15,idle,,black,black,1.0,,viper,jackal,,
d_main_39_af_04_27,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_27,True,,1,idle,,3,idle,,,,,,,,30,30,1.0,,,,,
d_main_39_af_04_28,d_main_39_af_04,Narration,eh,,Locale_MainScenario:d_main_39_af_04_28,False,,1,idle,,3,idle,,,,,,,,30,30,1.0,,,,sfx_scn_ringingear,
d_main_39_af_04_29,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_29,True,,1,no,,3,idle,,,,,,,,30,31,1.0,,,,,
d_main_39_af_04_30,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_30,True,,1,no,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_31,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_31,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_32,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_32,True,,1,delight,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_33,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_33,True,,1,delight,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_34,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_34,False,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_35,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_35,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_36,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_36,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_37,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_37,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_38,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_38,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_39,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_39,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_40,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_40,True,,1,idle,,3,idle,,,,,,,,S_10,S_100,0.5,,,,,
d_main_39_af_04_41,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_41,True,,1,idle,,3,idle,,,,,,,,300,300,1.0,,,,,
d_main_39_af_04_42,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_42,True,,1,idle,,3,idle,,,,,,,,S_100,S_100,1.0,,,,,
d_main_39_af_04_43,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_43,True,,1,idle,,3,idle,,,,,,,,S_100,S_100,1.0,,,,,
d_main_39_af_04_44,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_44,False,,1,idle,,3,idle,,,,,,,,300,300,1.0,,,,,
d_main_39_af_04_45,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_45,True,,1,idle,,3,idle,,,,,,,,300,30,1.0,,,,,
d_main_39_af_04_46,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_46,True,,1,idle,,3,idle,,,,,,,,30,30,1.0,,,,,
d_main_39_af_04_47,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_47,True,,1,idle,,3,idle,,,,,,,,30,31,1.0,,,,,
d_main_39_af_04_48,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_48,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_49,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_49,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_50,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_50,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_51,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_51,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_52,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_52,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_53,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_53,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_54,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_54,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_55,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_55,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_56,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_56,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_57,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_57,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_58,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_58,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_59,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_59,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_60,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_60,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_61,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_61,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_62,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_62,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_63,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_63,True,,1,delight,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_64,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_64,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_65,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_65,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_66,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_66,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_67,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_67,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_68,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_68,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_69,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_69,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_70,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_70,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_71,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_71,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_72,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_72,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_73,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_73,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_74,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_74,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_75,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_75,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_76,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_76,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_77,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_77,False,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_78,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_78,True,,1,idle,,3,idle,,,,,,,,31,31,1.0,,,,,
d_main_39_af_04_79,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_79,True,,1,idle,,3,idle,viper,13,idle,jackal,15,no,Backstreet_n,1300,1300,1.0,,,,,black
d_main_39_af_04_80,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_80,True,,1,idle,,3,idle,,13,idle,,15,no,,1300,1300,1.0,,,,,
d_main_39_af_04_81,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_81,True,,1,idle,,3,idle,,13,idle,,15,no,,1300,1300,1.0,,,,,
d_main_39_af_04_82,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_82,True,,1,idle,,3,idle,,13,idle,,15,no,,1300,130,1.0,,,,,
d_main_39_af_04_83,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_83,True,,1,idle,,3,idle,,13,idle,,15,no,,130,130,1.0,,,,,
d_main_39_af_04_84,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_84,True,,1,idle,,3,idle,,13,idle,,15,no,,130,130,1.0,,,,,
d_main_39_af_04_85,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_85,True,,1,idle,,3,idle,,13,idle,,15,no,,130,130,1.0,,,,,
d_main_39_af_04_86,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_86,True,,1,idle,,3,idle,,13,idle,,15,no,,130,130,1.0,,,,,
d_main_39_af_04_87,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_87,True,,1,idle,,3,idle,,13,idle,,15,no,,130,113,1.0,,,,,
d_main_39_af_04_88,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_88,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_89,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_89,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_90,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_90,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_91,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_91,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_92,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_92,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_93,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_93,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_94,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_94,True,,1,surprise,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_95,d_main_39_af_04,Narration,neon,,Locale_MainScenario:d_main_39_af_04_95,False,,1,surprise,,3,idle,,13,idle,,15,no,,black,black,1.0,,,,,
d_main_39_af_04_96,d_main_39_af_04,Narration,neon,,Locale_MainScenario:d_main_39_af_04_96,False,,1,surprise,,3,idle,,13,idle,,15,no,,black,black,1.0,,,,,
d_main_39_af_04_97,d_main_39_af_04,Narration,neon,,Locale_MainScenario:d_main_39_af_04_97,False,,1,surprise,,3,idle,,13,idle,,15,no,,black,black,1.0,,,,,
d_main_39_af_04_98,d_main_39_af_04,Narration,neon,,Locale_MainScenario:d_main_39_af_04_98,False,,1,surprise,,3,idle,,13,idle,,15,no,,black,black,1.0,,,,,
d_main_39_af_04_99,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_99,False,,1,worry,,3,idle,,13,idle,,15,no,,S_100,S_100,1.0,,,,,
d_main_39_af_04_100,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_100,True,,1,worry,,3,idle,,13,idle,,15,no,,S_100,S_100,1.0,,,,,
d_main_39_af_04_101,d_main_39_af_04,Speech,jackal,jackal,Locale_MainScenario:d_main_39_af_04_101,True,,1,worry,,3,idle,,13,idle,,15,angry,,S_1500,S_1500,1.0,,,,,
d_main_39_af_04_102,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_102,True,,1,worry,,3,idle,,13,idle,,15,angry,,S_1500,1300,1.0,,,,,
d_main_39_af_04_103,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_103,True,,1,worry,,3,idle,,13,idle,,15,angry,,300,300,1.0,,,,,
d_main_39_af_04_104,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_104,True,,1,idle,,3,idle,,13,idle,,15,angry,,1300,1300,1.0,,,,,
d_main_39_af_04_105,d_main_39_af_04,Narration,viper,,Locale_MainScenario:d_main_39_af_04_105,False,,1,idle,,3,idle,,13,idle,,15,angry,,1300,130,1.0,,,,,
d_main_39_af_04_106,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_106,True,,1,idle,,3,idle,,13,idle,,15,angry,,130,130,1.0,,,,,
d_main_39_af_04_107,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_107,True,,1,idle,,3,idle,,13,idle,,15,no,,130,113,1.0,,,,,
d_main_39_af_04_108,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_108,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_109,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_109,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_110,d_main_39_af_04,Speech,viper,viper,Locale_MainScenario:d_main_39_af_04_110,True,,1,idle,,3,idle,,13,idle,,15,no,,113,113,1.0,,,,,
d_main_39_af_04_111,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_111,True,,1,idle,,3,idle,,13,idle,,15,no,,300,300,1.0,,,,,
d_main_39_af_04_112,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_112,True,,1,idle,,3,idle,,13,idle,,15,no,,300,30,1.0,,,,,
d_main_39_af_04_113,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_113,True,,1,idle,,3,idle,,13,idle,,15,no,,30,31,1.0,,,,,
d_main_39_af_04_114,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_114,False,,1,idle,,3,idle,,13,idle,,15,no,,31,31,1.0,,,,,
d_main_39_af_04_115,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_115,True,,1,idle,,3,idle,,13,idle,,15,no,,31,31,1.0,,,,,
d_main_39_af_04_116,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_116,True,,1,idle,,3,idle,,13,idle,,15,no,,31,31,1.0,,,,,
d_main_39_af_04_117,d_main_39_af_04,Speech,neon,neon,Locale_MainScenario:d_main_39_af_04_117,True,,1,idle,,3,idle,,13,idle,,15,no,,31,31,1.0,,,,,
d_main_39_af_04_118,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_118,False,,1,idle,,3,idle,,13,idle,,15,no,,31,31,1.0,,,,,
d_main_39_af_04_119,d_main_39_af_04,Speech,eh,eh,Locale_MainScenario:d_main_39_af_04_119,True,,1,idle,,3,idle,,13,idle,,15,no,,30,300,0.5,,,,,
