id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01,fade,play_sound,set_camera_shake,conversation_id
d_main_25_03_e_15,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_15,True,,3,idle,,1,void,,13,surprise,,30,30,1.0,,,,,,,,,
d_main_25_03_e_16,d_main_25_03_e,Speech,anis,anis,Locale_MainScenario:d_main_25_03_e_16,True,,3,idle,,1,void,,13,surprise,,10,10,1.0,,,,,,,,,
d_main_25_03_e_17,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_17,True,,3,idle,,1,void,,13,surprise,,30,30,1.0,,,,,,,,,
d_main_25_03_e_18,d_main_25_03_e,Speech,neon,neon,Locale_MainScenario:d_main_25_03_e_18,True,,3,idle,,1,void,,13,surprise,,S_130,S_130,1.0,,,,,,,,,
d_main_25_03_e_19,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_19,True,,3,angry,,1,void,,13,surprise,,30,300,2.0,,,,,,,,,
d_main_25_03_e_20,d_main_25_03_e,Speech,anis,anis,Locale_MainScenario:d_main_25_03_e_20,True,,3,angry,,1,idle,,13,surprise,,12,12,1.0,,,,,,,,,
d_main_25_03_e_21,d_main_25_03_e,Speech,neon,neon,Locale_MainScenario:d_main_25_03_e_21,True,,3,angry,,1,idle,,13,surprise,,12,12,1.0,,,,,,,,,
d_main_25_03_e_22,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_22,False,,3,think,,1,idle,,13,surprise,,300,300,1.0,,,,,,,,,
d_main_25_03_e_23,d_main_25_03_e,Self,dorothy,,Locale_MainScenario:d_main_25_03_e_23,False,,3,think,,1,idle,,13,idle,,300,300,1.0,,,,,,,,,
d_main_25_03_e_24,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_24,True,,3,angry,,1,idle,,13,idle,,300,300,1.0,,,,,,,,,
d_main_25_03_e_25,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_25,False,,3,angry,,1,idle,,13,idle,,300,30,1.0,,,,,,,,,
d_main_25_03_e_26,d_main_25_03_e,Speech,anis,anis,Locale_MainScenario:d_main_25_03_e_26,True,,3,angry,,1,delight,,13,delight,,12,12,1.0,,,,,,,,,
d_main_25_03_e_27,d_main_25_03_e,Speech,neon,neon,Locale_MainScenario:d_main_25_03_e_27,True,,3,angry,,1,delight,,13,delight,,12,12,1.0,,,,,,,,,
d_main_25_03_e_28,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_28,False,,3,think,,1,delight,,13,delight,,30,30,1.0,,,,,,,,,
d_main_25_03_e_29,d_main_25_03_e,Self,dorothy,,Locale_MainScenario:d_main_25_03_e_29,False,,3,think,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_30,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_30,True,,3,think,,1,idle,,13,idle,,30,3,1.0,,,,,,,,,
d_main_25_03_e_31,d_main_25_03_e,Narration,dorothy,,Locale_MainScenario:d_main_25_03_e_31,False,,3,think,,1,idle,,13,idle,,3,7,2.0,,dorothy,,,,,,,
d_main_25_03_e_32,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_32,False,,,,nihilister_broken,1,idle,,13,idle,none,black,black,1.0,none,,anis,neon,Vignetting,black,,,
d_main_25_03_e_33,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_33,False,,,,,1,idle,,,,,nihilister_broken_04,nihilister_broken_05,2.0,bgm_volcanicnest_a,,,,Vignetting,,,,
d_main_25_03_e_34,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_34,False,,,,,1,idle,,,,,nihilister_broken_05,nihilister_broken_06,2.0,,,,,Vignetting,,,,
d_main_25_03_e_35,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_35,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_36,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_36,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_37,d_main_25_03_e,Speech,anis,anis,Locale_MainScenario:d_main_25_03_e_37,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_38,d_main_25_03_e,Speech,neon,neon,Locale_MainScenario:d_main_25_03_e_38,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_39,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_39,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_40,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_40,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_41,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_41,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_42,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_42,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_43,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_43,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_44,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_44,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_45,d_main_25_03_e,Narration,nihilister,,Locale_MainScenario:d_main_25_03_e_45,False,,,,,1,idle,,,,,black,black,1.0,,,,,Vignetting,,c233_fire,,
d_main_25_03_e_46,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_46,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_03,0.5,,,,,Vignetting,,,Low_2,
d_main_25_03_e_47,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_47,True,,,,,1,idle,,,,,nihilister_broken_03,nihilister_broken_03,1.0,,,,,Vignetting,,,,
d_main_25_03_e_48,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_48,True,,,,,1,idle,,,,,nihilister_broken_03,nihilister_broken_03,1.0,,,,,Vignetting,,,,
d_main_25_03_e_49,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_49,True,,,,,1,idle,,,,,nihilister_broken_03,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_50,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_50,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_51,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_51,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_52,d_main_25_03_e,Self,nihilister,,Locale_MainScenario:d_main_25_03_e_52,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_53,d_main_25_03_e,Self,nihilister,,Locale_MainScenario:d_main_25_03_e_53,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_54,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_54,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_55,d_main_25_03_e,Self,nihilister,,Locale_MainScenario:d_main_25_03_e_55,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_56,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_56,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_57,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_57,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_58,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_58,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_59,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_59,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_60,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_60,False,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_61,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_61,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_62,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_62,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_63,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_63,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_64,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_64,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_65,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_65,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_66,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_66,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_06,1.0,,,,,Vignetting,,,,
d_main_25_03_e_67,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_67,True,,,,,1,idle,,,,,nihilister_broken_06,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_68,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_68,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_02,1.0,,,,,Vignetting,,,,
d_main_25_03_e_69,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_69,True,,,,,1,idle,,,,,nihilister_broken_02,nihilister_broken_03,1.0,,,,,Vignetting,,,,
d_main_25_03_e_70,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_70,True,dorothy,3,think,anis,1,idle,neon,13,idle,WasteLand_02_n,black,black,1.0,,,nihilister_broken,,Vignetting,,,,
d_main_25_03_e_71,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_71,False,,3,think,,1,void,,13,idle,,3,3,1.0,,,,,,,,,m_main_25_03
d_main_25_03_e_72,d_main_25_03_e,Self,dorothy,,Locale_MainScenario:d_main_25_03_e_72,False,,3,think,,1,void,,13,idle,,3,3,1.0,,,,,,,,,
d_main_25_03_e_73,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_73,True,,3,think,,1,void,,13,idle,,3,3,1.0,,,,,,,,,
d_main_25_03_e_74,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_74,True,,3,think,,1,void,,13,idle,,3,3,1.0,,,,,,,,,
d_main_25_03_e_75,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_75,True,,3,think,,1,void,,13,idle,,3,3,1.0,,,,,,,,,
d_main_25_03_e_76,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_76,True,,3,think,,1,void,,13,idle,,3,3,1.0,,,,,,,,,
d_main_25_03_e_77,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_77,True,,3,idle,,1,void,,13,idle,,3,30,1.0,,,,,,,,,
d_main_25_03_e_78,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_78,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_79,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_79,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_80,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_80,True,,3,idle,,1,void,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_81,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_81,True,,3,smile,,1,void,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_82,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_82,True,,3,smile,,1,void,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_83,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_83,True,,3,smile,,1,void,,13,idle,,30,300,2.0,,,,,,,,,
d_main_25_03_e_84,d_main_25_03_e,Narration,dorothy,,Locale_MainScenario:d_main_25_03_e_84,False,,3,smile,,1,void,,13,idle,,black,black,1.0,,,,,,,sfx_scn_dorothy3fire,,
d_main_25_03_e_85,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_85,False,,3,smile,,1,void,,13,idle,,300,30,1.0,,,,,,,,Low_2,
d_main_25_03_e_86,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_86,True,,3,think,,1,void,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_87,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_87,True,,3,think,,1,void,,13,idle,,30,30,1.0,,,,,,,,,
d_main_25_03_e_88,d_main_25_03_e,Narration,dorothy,,Locale_MainScenario:d_main_25_03_e_88,False,,5,think,,1,void,,13,idle,,30,50,2.0,,,,,,,,,
d_main_25_03_e_89,d_main_25_03_e,Self,dorothy,,Locale_MainScenario:d_main_25_03_e_89,False,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_90,d_main_25_03_e,Self,dorothy,,Locale_MainScenario:d_main_25_03_e_90,False,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_91,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_91,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_92,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_92,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_93,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_93,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_94,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_94,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_95,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_95,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_96,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_96,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_97,d_main_25_03_e,Self,dorothy,,Locale_MainScenario:d_main_25_03_e_97,False,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_98,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_98,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_99,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_99,False,,5,think,,1,void,,13,idle,,50,5,2.0,,,,,,,,,
d_main_25_03_e_100,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_100,False,,5,think,,1,void,,13,idle,,5,5,1.0,,,,,,,,,
d_main_25_03_e_101,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_101,False,,5,think,,1,void,,13,idle,,5,5,1.0,,,,,,,,,
d_main_25_03_e_102,d_main_25_03_e,Monologue,dorothy,,Locale_MainScenario:d_main_25_03_e_102,False,,5,think,,1,void,,13,idle,,black,black,1.0,,,,,,,,,
d_main_25_03_e_103,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_103,True,,5,think,,1,void,,13,idle,,black,black,1.0,,,,,,,,,
d_main_25_03_e_104,d_main_25_03_e,Self,nihilister,,Locale_MainScenario:d_main_25_03_e_104,False,,5,think,,1,void,,13,idle,,5,5,1.0,,,,,,,,,
d_main_25_03_e_105,d_main_25_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_03_e_105,False,,5,think,,1,void,,13,idle,,5,5,1.0,,,,,,,,,
d_main_25_03_e_106,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_106,True,,5,think,,1,void,,13,idle,,5,50,1.0,,,,,,,,,
d_main_25_03_e_107,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_107,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_108,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_108,True,,5,think,,1,void,,13,idle,,50,50,1.0,,,,,,,,,
d_main_25_03_e_109,d_main_25_03_e,Monologue,nihilister,,Locale_MainScenario:d_main_25_03_e_109,False,,5,think,,1,void,,13,idle,,50,70,2.0,,dorothy,anis,neon,,,,,
d_main_25_03_e_110,d_main_25_03_e,Monologue,nihilister,,Locale_MainScenario:d_main_25_03_e_110,False,,,,,,,,,,,black,black,1.0,,,,,,,,,
d_main_25_03_e_111,d_main_25_03_e,Monologue,nihilister,,Locale_MainScenario:d_main_25_03_e_111,False,,,,,,,,,,,black,black,1.0,,,,,,,,,
d_main_25_03_e_112,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_112,True,,,,,,,,,,,black,black,1.0,,,,,,,,,
d_main_25_03_e_113,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_113,True,,,,,,,,,,,black,black,1.0,,,,,,,,,
d_main_25_03_e_114,d_main_25_03_e,Speech,nihilister,nihilister,Locale_MainScenario:d_main_25_03_e_114,True,,,,,,,,,,,black,black,1.0,,,,,,,,,
d_main_25_03_e_115,d_main_25_03_e,Monologue,nihilister,,Locale_MainScenario:d_main_25_03_e_115,False,,,,,,,,,,,black,black,1.0,,,,,,,,,
d_main_25_03_e_116,d_main_25_03_e,Monologue,nihilister,,Locale_MainScenario:d_main_25_03_e_116,False,,,,,,,,,,,black,black,1.0,,,,,,,,,
