id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/0/hide_char_id,set_camera_shake,set_filter_01,set_filter_02
d_ex_wingofvictory_04_11,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_11,True,,1,idle,,XS_100,XS_100,1.0,,,,,,,,,,,,,,
d_ex_wingofvictory_04_12,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_12,True,,1,idle,,130,130,1.0,bgm_story_kneeldownfools,viper,13,idle,black,,,,,,,,,
d_ex_wingofvictory_04_13,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_13,True,,1,idle,,130,130,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_14,d_ex_wingofvictory_04,Choice,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_14,True,,1,idle,,130,130,1.0,,,13,idle,,d_ex_wingofvictory_04_16,,,,,,,,
d_ex_wingofvictory_04_15,d_ex_wingofvictory_04,Choice,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_15,True,,1,idle,,130,130,1.0,,,13,idle,,d_ex_wingofvictory_04_16,,,,,,,,
d_ex_wingofvictory_04_16,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_16,True,,1,idle,,XS_10,XS_10,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_17,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_17,True,,1,idle,,130,130,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_18,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_18,True,,1,idle,,130,130,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_19,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_19,True,,1,idle,,130,1300,1.0,,,13,delight,,,,,,,,,,
d_ex_wingofvictory_04_20,d_ex_wingofvictory_04,Monologue,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_20,True,,1,idle,,1300,12,2.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_21,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_21,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_22,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_22,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_23,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_23,True,,1,shy,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_24,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_24,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_25,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_25,True,,1,idle,,12,12,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_26,d_ex_wingofvictory_04,Monologue,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_26,True,,1,idle,,12,130,2.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_27,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_27,True,,1,idle,,130,130,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_28,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_28,True,,1,idle,,130,130,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_29,d_ex_wingofvictory_04,Monologue,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_29,True,,1,idle,,130,1300,2.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_30,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_30,True,,1,idle,,1300,1300,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_31,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_31,True,,1,idle,,1300,1300,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_32,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_32,True,,1,idle,,1300,1300,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_33,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_33,True,,1,delight,,XS_10,XS_10,1.0,,,13,shy,,,,,,,,,,
d_ex_wingofvictory_04_34,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_34,True,,1,shy,,XS_10,XS_100,2.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_35,d_ex_wingofvictory_04,Monologue,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_35,True,,1,shy,,XS_100,XS_100,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_36,d_ex_wingofvictory_04,Monologue,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_36,True,,1,shy,,black,black,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_37,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_37,True,,1,shy,,1300,12,2.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_38,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_38,True,,1,shy,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_39,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_39,True,,1,shy,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_40,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_40,True,,1,shy,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_41,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_41,True,,1,shy,,12,12,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_42,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_42,True,,1,shy,,12,130,2.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_43,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_43,True,,1,shy,,130,130,1.0,,,13,idle,,,,,,,,,,
d_ex_wingofvictory_04_44,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_44,True,,1,idle,,130,130,1.0,,,13,delight,,,,,,,,,,
d_ex_wingofvictory_04_45,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_45,True,,1,idle,,130,130,1.0,,,13,good,,,,,,,,,,
d_ex_wingofvictory_04_46,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_46,True,,1,idle,,130,130,1.0,,,13,good,,,,,,,,,,
d_ex_wingofvictory_04_47,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_47,True,,1,idle,,130,130,1.0,,,13,delight,,,,,,,,,,
d_ex_wingofvictory_04_48,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_48,True,,1,idle,,130,1300,2.0,,,13,good,,,,,,,,,,
d_ex_wingofvictory_04_49,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_49,True,,1,idle,,1300,1300,1.0,,,13,good,,,,,,,,,,
d_ex_wingofvictory_04_50,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_50,True,,1,idle,,1300,130,1.0,,,13,good,,,,,,,,,,
d_ex_wingofvictory_04_51,d_ex_wingofvictory_04,Monologue,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_51,True,,1,idle,,130,30,2.0,,,13,good,,,harran,3,idle,,,,,
d_ex_wingofvictory_04_52,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_52,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_53,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_53,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_54,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_54,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_55,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_55,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_56,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_56,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_57,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_57,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_58,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_58,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_59,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_59,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_60,d_ex_wingofvictory_04,Monologue,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_60,True,,1,idle,,30,300,2.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_61,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_61,True,,1,idle,,300,300,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_62,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_62,True,,1,idle,,300,300,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_63,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_63,True,,1,idle,,300,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_64,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_64,True,,1,idle,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_65,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_65,True,,1,shy,,30,XS_10,2.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_66,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_66,True,,1,shy,,XS_10,130,2.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_67,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_67,True,,1,shy,,130,130,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_68,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_68,True,,1,shy,,30,30,1.0,,,13,shy,,,,3,special,,,,,
d_ex_wingofvictory_04_69,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_69,True,,1,shy,,30,12,2.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_70,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_70,True,,1,shy,,12,12,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_71,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_71,True,,1,shy,,12,2,2.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_72,d_ex_wingofvictory_04,Monologue,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_72,True,,1,shy,,2,2,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_73,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_73,True,,1,shy,,2,2,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_74,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_74,True,,1,shy,,2,30,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_75,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_75,True,,1,shy,,30,30,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_76,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_76,True,,1,shy,,130,130,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_77,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_77,True,,1,shy,,130,130,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_78,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_78,True,,1,shy,,130,XS_10,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_79,d_ex_wingofvictory_04,Monologue,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_79,True,,1,shy,,XS_10,XS_100,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_80,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_80,True,,1,shy,,XS_100,2,2.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_81,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_81,True,,1,shy,,2,12,2.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_82,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_82,True,,1,shy,,12,12,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_83,d_ex_wingofvictory_04,Monologue,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_83,True,,1,shy,,black,black,1.0,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_84,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_84,True,,1,idle,,12,12,0.5,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_85,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_85,True,,1,idle,,12,12,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_86,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_86,True,,1,idle,,12,12,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_87,d_ex_wingofvictory_04,Monologue,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_87,True,,1,idle,,12,2,2.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_88,d_ex_wingofvictory_04,Monologue,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_88,True,,1,idle,,2,2,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_89,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_89,True,,1,idle,,2,2,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_90,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_90,True,,1,idle,,2,XS_10,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_91,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_91,True,,1,idle,,XS_10,XS_10,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_92,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_92,True,,1,shy,,XS_10,XS_10,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_93,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_93,True,,1,shy,,XS_10,XS_10,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_94,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_94,True,,1,shy,,XS_10,XS_10,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_95,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_95,True,,1,delight,,XS_10,XS_10,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_96,d_ex_wingofvictory_04,Narration,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_96,True,,1,delight,,XS_10,XS_10,1.0,,,13,idle,,,,3,idle,sfx_scn_phonevibration,,,,
d_ex_wingofvictory_04_97,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_97,True,,1,idle,,XS_10,XS_100,2.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_98,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_98,True,,1,idle,,XS_100,XS_100,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_99,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_99,True,,1,idle,,XS_100,XS_100,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_100,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_100,True,,1,idle,,XS_100,XS_100,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_101,d_ex_wingofvictory_04,Speech,vesti,vesti,Locale_SuddenStory:d_ex_wingofvictory_04_101,True,,1,shy,,XS_100,XS_100,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_102,d_ex_wingofvictory_04,Monologue,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_102,True,,1,shy,,XS_100,1,2.0,,,13,idle,,,,3,idle,,vesti,,,
d_ex_wingofvictory_04_103,d_ex_wingofvictory_04,Self,vesti,,Locale_SuddenStory:d_ex_wingofvictory_04_103,True,,,,,1,3,2.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_104,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_104,True,,,,,3,30,2.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_105,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_105,True,,,,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_106,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_106,True,,,,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_107,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_107,True,,,,,30,30,1.0,,,13,idle,,,,3,idle,,,,,
d_ex_wingofvictory_04_108,d_ex_wingofvictory_04,Narration,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_108,True,,,,,30,300,0.5,,,13,shy,,,,3,idle,,,Low_2,Red,Blur_Middle
d_ex_wingofvictory_04_109,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_109,True,,,,,300,30,0.5,,,13,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_110,d_ex_wingofvictory_04,Monologue,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_110,True,,,,,30,2,1.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_111,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_111,True,,,,,2,2,1.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_112,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_112,True,,,,,2,2,1.0,,,1,delight,,,,3,idle,,,,,
d_ex_wingofvictory_04_113,d_ex_wingofvictory_04,Narration,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_113,True,,,,,2,2,1.0,,,1,shy,,,,3,idle,,,Low_2,Red,Blur_Middle
d_ex_wingofvictory_04_114,d_ex_wingofvictory_04,Monologue,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_114,True,,,,,black,black,1.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_115,d_ex_wingofvictory_04,Self,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_115,True,,,,,2,2,1.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_116,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_116,True,,,,,2,30,2.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_117,d_ex_wingofvictory_04,Self,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_117,True,,,,,30,30,1.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_118,d_ex_wingofvictory_04,Monologue,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_118,True,,,,,30,30_ground2,0.5,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_119,d_ex_wingofvictory_04,Monologue,harran,,Locale_SuddenStory:d_ex_wingofvictory_04_119,True,,,,,30_ground2,30_ground2,1.0,,,1,shy,,,,3,idle,,,Low_2,Red,Blur_Middle
d_ex_wingofvictory_04_120,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_120,True,,,,,30_ground2,30,2.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_121,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_121,True,,,,,30,30,1.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_122,d_ex_wingofvictory_04,Speech,harran,harran,Locale_SuddenStory:d_ex_wingofvictory_04_122,True,,,,,30,30,1.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_123,d_ex_wingofvictory_04,Speech,viper,viper,Locale_SuddenStory:d_ex_wingofvictory_04_123,True,,,,,30,10,2.0,,,1,shy,,,,3,idle,,,,,
d_ex_wingofvictory_04_124,d_ex_wingofvictory_04,Monologue,viper,,Locale_SuddenStory:d_ex_wingofvictory_04_124,True,,,,,black,black,1.0,,,1,shy,,,,3,idle,,,,,
