id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/hide_char_id,fade,characters/7/hide_char_id
d_main_28_09_e_28,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_28,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,worry,,10,10,1.0,,,,shifty,shifty,OP_leftup,idle,,,,,,
d_main_28_09_e_29,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_29,True,,7,idle,,5,idle,,3,idle,,1,smile,,13,idle,,15,worry,,10,10,1.0,,,,shifty,,OP_leftup,idle,,,,,,
d_main_28_09_e_30,d_main_28_09_e,Speech,hammering,Locale_MainScenario:d_main_28_09_e_30,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,10,1,1.0,,,,hammering,,OP_leftup,idle,,,,,,
d_main_28_09_e_31,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_31,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,1,1,1.0,,,,shifty,,OP_leftup,delight,,,,,,
d_main_28_09_e_32,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_32,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,1,1,1.0,,,,shifty,,OP_leftup,worry,,,,,,
d_main_28_09_e_33,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_33,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,1,1,1.0,,,,shifty,,OP_leftup,worry,unknown_grave,19,idle,,,
d_main_28_09_e_34,d_main_28_09_e,Speech,liveryn,Locale_MainScenario:d_main_28_09_e_34,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,15,15,1.0,,,,liveryn,,OP_leftup,worry,,19,idle,shifty,,
d_main_28_09_e_35,d_main_28_09_e,Monologue,liveryn,Locale_MainScenario:d_main_28_09_e_35,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,15,18,1.0,,,,,,,,,19,idle,,,
d_main_28_09_e_36,d_main_28_09_e,Monologue,liveryn,Locale_MainScenario:d_main_28_09_e_36,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,18,18,1.0,,,,,,,,,19,idle,,,
d_main_28_09_e_37,d_main_28_09_e,Speech,hammering,Locale_MainScenario:d_main_28_09_e_37,True,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,worry,,12,12,1.0,,,,hammering,,,,,19,idle,,,
d_main_28_09_e_38,d_main_28_09_e,Speech,elegg,Locale_MainScenario:d_main_28_09_e_38,True,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,worry,,12,12,1.0,,,,elegg,,,,,19,idle,,,
d_main_28_09_e_39,d_main_28_09_e,Speech,hammering,Locale_MainScenario:d_main_28_09_e_39,True,,7,idle,,5,idle,,3,idle,,1,worry,,13,idle,,15,worry,,12,12,1.0,,,,hammering,,,,,19,idle,,,
d_main_28_09_e_40,d_main_28_09_e,Speech,elegg,Locale_MainScenario:d_main_28_09_e_40,True,,7,idle,,5,idle,,3,idle,,1,worry,,13,worry,,15,worry,,12,12,1.0,,,,elegg,,,,,19,idle,,,
d_main_28_09_e_41,d_main_28_09_e,Speech,hammering,Locale_MainScenario:d_main_28_09_e_41,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,worry,,15,worry,,12,12,1.0,,,,hammering,,,,,19,idle,,,
d_main_28_09_e_42,d_main_28_09_e,Speech,elegg,Locale_MainScenario:d_main_28_09_e_42,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,worry,,15,worry,,S_130,S_130,1.0,,,,elegg,,,,,19,idle,,,
d_main_28_09_e_43,d_main_28_09_e,Narration,elegg,Locale_MainScenario:d_main_28_09_e_43,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,190,1900,0.6,sfx_scn_energyballfire,,Low_2,,,,,,19,idle,,,
d_main_28_09_e_44,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_44,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,worry,,12,12,1.0,,,,shifty,shifty,OP_leftup,surprise,,19,idle,,,
d_main_28_09_e_45,d_main_28_09_e,Speech,hammering,Locale_MainScenario:d_main_28_09_e_45,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,worry,,12,100,0.6,,,,hammering,,OP_leftup,angry,,19,idle,,,
d_main_28_09_e_46,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_46,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,worry,,100,100,1.0,,,,shifty,,OP_leftup,angry,,19,idle,,,
d_main_28_09_e_47,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_47,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,worry,,100,100,1.0,,,,shifty,,OP_leftup,angry,,19,idle,,,
d_main_28_09_e_48,d_main_28_09_e,Narration,hammering,Locale_MainScenario:d_main_28_09_e_48,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,worry,,100,12,1.0,sfx_scn_energydischarge,,,,,OP_leftup,angry,,19,idle,shifty,,
d_main_28_09_e_49,d_main_28_09_e,Monologue,hammering,Locale_MainScenario:d_main_28_09_e_49,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,worry,,12,12,1.0,,,Low_2,,,,,,19,idle,,,
d_main_28_09_e_50,d_main_28_09_e,Monologue,hammering,Locale_MainScenario:d_main_28_09_e_50,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,worry,,12,12,1.0,,,,,,,,,19,idle,,,
d_main_28_09_e_51,d_main_28_09_e,Narration,hammering,Locale_MainScenario:d_main_28_09_e_51,False,,7,idle,,5,idle,,3,idle,,1,angry,,17,idle,,19,worry,,black,black,1.0,sfx_scn_crystalgrowuplarge2,,Low_2,,,,,,19,idle,,white,
d_main_28_09_e_52,d_main_28_09_e,Monologue,hammering,Locale_MainScenario:d_main_28_09_e_52,False,,7,idle,,5,idle,,3,idle,,1,worry,,17,idle,,19,worry,,12,12,1.0,,,,,,,,,19,idle,,,unknown_grave
d_main_28_09_e_53,d_main_28_09_e,Monologue,hammering,Locale_MainScenario:d_main_28_09_e_53,False,,7,idle,,5,idle,,3,idle,,1,worry,,17,idle,,19,worry,,12,12,1.0,,,,,,,,,,,,,
d_main_28_09_e_54,d_main_28_09_e,Speech,hammering,Locale_MainScenario:d_main_28_09_e_54,True,,7,idle,,5,idle,,3,idle,,1,angry,,17,idle,,19,worry,,10,10,1.0,,,,hammering,,,,,,,,,
d_main_28_09_e_55,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_55,True,,7,idle,,5,idle,,3,idle,,1,angry,,17,idle,,19,worry,,10,10,1.0,,,,shifty,shifty,OP_leftup,surprise,,,,,,
d_main_28_09_e_56,d_main_28_09_e,Speech,anis,Locale_MainScenario:d_main_28_09_e_56,True,,7,idle,,5,idle,,3,angry,,1,angry,,17,idle,,19,worry,,10,2,1.0,,,,anis,,OP_leftup,surprise,,,,shifty,,
d_main_28_09_e_57,d_main_28_09_e,Speech,hammering,Locale_MainScenario:d_main_28_09_e_57,True,,7,idle,,5,idle,,3,angry,,1,pain,,17,idle,,19,worry,,2,2,1.0,,,,hammering,,,,,,,,,
d_main_28_09_e_58,d_main_28_09_e,Self,liveryn,Locale_MainScenario:d_main_28_09_e_58,False,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,worry,,2,2,1.0,,,,,,,,,,,,,
d_main_28_09_e_59,d_main_28_09_e,Monologue,liveryn,Locale_MainScenario:d_main_28_09_e_59,False,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,worry,,2,18,1.0,,,,,,,,,,,,,
d_main_28_09_e_60,d_main_28_09_e,Speech,liveryn,Locale_MainScenario:d_main_28_09_e_60,True,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,18,18,1.0,,,,liveryn,,,,,,,,,
d_main_28_09_e_61,d_main_28_09_e,Self,liveryn,Locale_MainScenario:d_main_28_09_e_61,False,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,18,18,1.0,,,,,,,,,,,,,
d_main_28_09_e_62,d_main_28_09_e,Speech,shifty,Locale_MainScenario:d_main_28_09_e_62,True,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,18,18,1.0,,,,shifty,shifty,OP_leftup,angry,,,,,,
d_main_28_09_e_63,d_main_28_09_e,Narration,liveryn,Locale_MainScenario:d_main_28_09_e_63,False,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,18,18,1.0,sfx_scn_energyballfire,,,,,OP_leftup,angry,,,,shifty,,
d_main_28_09_e_64,d_main_28_09_e,Self,liveryn,Locale_MainScenario:d_main_28_09_e_64,False,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,18,18,1.0,,,,,,,,,,,,,
d_main_28_09_e_65,d_main_28_09_e,Speech,liveryn,Locale_MainScenario:d_main_28_09_e_65,True,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,18,18,1.0,,,,liveryn,,,,,,,,,
d_main_28_09_e_66,d_main_28_09_e,Speech,elegg,Locale_MainScenario:d_main_28_09_e_66,True,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,18,18,1.0,,,,elegg,,,,,,,,,
d_main_28_09_e_67,d_main_28_09_e,Monologue,elegg,Locale_MainScenario:d_main_28_09_e_67,False,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,black,black,1.0,,,Low_1,,,,,,,,,,
d_main_28_09_e_68,d_main_28_09_e,Monologue,elegg,Locale_MainScenario:d_main_28_09_e_68,False,,7,idle,,5,idle,,3,angry,,1,pain,,17,pain,,19,surprise,,black,black,1.0,,,,,,,,,,,,,
