id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_21_01_s_13,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_13,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_14,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_14,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_15,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_15,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_16,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_16,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_17,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_17,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_18,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_18,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_19,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_19,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_20,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_20,False,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_21,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_21,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_22,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_22,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_23,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_23,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_24,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_24,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_25,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_25,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_26,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_26,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_27,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_27,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_28,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_28,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_29,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_29,True,,1,idle,,skymother_01,skymother_01,1.0,,,,,,,,,,,,,,
d_main_21_01_s_30,d_main_21_01_s,Self,neon,,Locale_MainScenario:d_main_21_01_s_30,False,,1,idle,,skymother_01,skymother_01,1.0,,skymother,,,,,,,,,,,,
d_main_21_01_s_31,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_31,True,rapi,1,idle,Desert_02,5,5,1.0,,,neon,3,idle,anis,5,worry,,,,,,
d_main_21_01_s_32,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_32,True,,1,idle,,5,5,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_33,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_33,True,,1,idle,,5,5,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_34,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_34,True,,1,idle,,5,53,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_35,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_35,True,,1,idle,,53,53,1.0,,,,3,idle,,5,worry,,,,,,
d_main_21_01_s_36,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_36,True,,1,idle,,53,53,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_37,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_37,True,,1,idle,,53,S_300,0.5,,,,3,no,,5,void,,,,,,
d_main_21_01_s_38,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_38,True,,1,idle,,S_300,100,1.0,,,,3,no,,5,void,,,,,,
d_main_21_01_s_39,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_39,True,,1,idle,,53,53,1.0,,,,3,shy,,5,void,,,,,,
d_main_21_01_s_40,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_40,True,,1,idle,,53,53,1.0,,,,3,shy,,5,void,,,,,,
d_main_21_01_s_41,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_41,True,,1,idle,,53,50,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_42,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_42,True,,1,idle,,50,50,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_43,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_43,False,,1,idle,,50,10,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_44,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_44,True,,1,idle,,10,10,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_45,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_45,True,,1,idle,,10,10,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_46,d_main_21_01_s,Self,rapi,,Locale_MainScenario:d_main_21_01_s_46,False,,1,idle,,10,10,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_47,d_main_21_01_s,Narration,rapi,,Locale_MainScenario:d_main_21_01_s_47,False,,1,idle,EdenLobby,15,1,3.0,none,rapi,,3,idle,,5,void,neon,anis,black,,,
d_main_21_01_s_48,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_48,True,cecil,1,idle,,1,1,1.0,bgm_story_cecil,,,,,,,,,,,,,
d_main_21_01_s_49,d_main_21_01_s,Self,cecil,,Locale_MainScenario:d_main_21_01_s_49,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,
d_main_21_01_s_50,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_50,False,,1,idle,,1,10,2.0,,,,,,,,,,,,,,
d_main_21_01_s_51,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_51,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_52,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_52,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_53,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_53,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_54,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_54,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_55,d_main_21_01_s,Self,cecil,Self,Locale_MainScenario:d_main_21_01_s_55,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_56,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_56,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_57,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_57,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_58,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_58,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_59,d_main_21_01_s,Self,cecil,,Locale_MainScenario:d_main_21_01_s_59,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_60,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_60,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_61,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_61,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_62,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_62,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_63,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_63,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_64,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_64,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_65,d_main_21_01_s,Self,cecil,,Locale_MainScenario:d_main_21_01_s_65,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_66,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_66,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
d_main_21_01_s_67,d_main_21_01_s,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_s_67,True,,1,idle,,10,100,2.0,,,,,,,,,,,,,,
d_main_21_01_s_68,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_68,True,,1,idle,Desert_02,5,5,1.0,none,cecil,neon,3,idle,anis,5,worry,,,black,,,
d_main_21_01_s_69,d_main_21_01_s,Self,anis,,Locale_MainScenario:d_main_21_01_s_69,False,rapi,1,idle,,5,5,1.0,bgm_intotheswarm,,,3,idle,,5,worry,,,,,,
d_main_21_01_s_70,d_main_21_01_s,Self,anis,,Locale_MainScenario:d_main_21_01_s_70,False,,1,idle,,5,5,1.0,,,,3,idle,,5,worry,,,,,,
d_main_21_01_s_71,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_71,False,,1,idle,,5,50,1.0,,,,3,no,,5,void,,,,,,
d_main_21_01_s_72,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_72,False,,1,idle,,S_30,S_30,1.0,,,,3,no,,5,void,,,,,,
d_main_21_01_s_73,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_73,True,,1,idle,,50,50,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_74,d_main_21_01_s,Speech,neon,neon,Locale_MainScenario:d_main_21_01_s_74,True,,1,idle,,S_30,S_30,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_75,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_75,True,,1,idle,,50,50,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_76,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_76,True,,1,idle,,10,10,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_77,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_77,True,,1,idle,,10,10,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_78,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_78,True,,1,idle,,10,10,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_79,d_main_21_01_s,Self,rapi,,Locale_MainScenario:d_main_21_01_s_79,False,,1,idle,,10,10,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_80,d_main_21_01_s,Self,rapi,,Locale_MainScenario:d_main_21_01_s_80,False,,1,idle,,10,10,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_81,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_81,True,,1,idle,,10,31,1.0,,,,3,idle,,5,idle,,,,,,
d_main_21_01_s_82,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_82,True,,1,idle,,50,50,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_83,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_83,True,,1,idle,,10,10,1.0,,,,3,idle,,5,void,,,,,,
d_main_21_01_s_84,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_84,True,,1,idle,,50,50,1.0,,,,3,idle,,5,sad,,,,,,
d_main_21_01_s_85,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_85,True,,1,idle,,130,130,1.0,,,,3,idle,,5,sad,,,,harran,13,idle
d_main_21_01_s_86,d_main_21_01_s,Speech,anis,anis,Locale_MainScenario:d_main_21_01_s_86,True,,1,idle,,50,50,1.0,,,,3,idle,,5,no,,,,,13,idle
d_main_21_01_s_87,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_87,True,,1,idle,,113,113,1.0,,,,3,idle,,5,no,,,,,13,idle
d_main_21_01_s_88,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_88,True,,1,idle,,113,113,1.0,,,,3,idle,,5,no,,,,,13,idle
d_main_21_01_s_89,d_main_21_01_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_01_s_89,True,,1,idle,,113,113,1.0,,,,3,idle,,5,no,,,,,13,idle
d_main_21_01_s_90,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_90,True,,1,idle,,113,113,1.0,,,,3,idle,,5,no,,,,,13,idle
d_main_21_01_s_91,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_91,True,,1,idle,,113,130,2.0,,,,3,idle,,5,no,,,,,13,idle
d_main_21_01_s_92,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_92,True,,1,idle,,130,130,1.0,,,,3,idle,,5,no,,,,,13,idle
d_main_21_01_s_93,d_main_21_01_s,Speech,harran,harran,Locale_MainScenario:d_main_21_01_s_93,True,,1,idle,,130,130,1.0,,,,3,idle,,5,no,,,,,13,idle
