id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,play_sound,characters/3/hide_char_id,set_filter_01,fade
d_main_35bf_03_11,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_11,False,,5,idle,,3,void,,1,idle,,13,angry,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_12,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_12,True,,5,idle,,3,void,,1,idle,,13,angry,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_13,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_13,False,,5,idle,,3,void,,1,idle,,13,think,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_14,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_14,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_15,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_15,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_16,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_16,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_17,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_17,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_18,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_18,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_19,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_19,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_20,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_20,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_21,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_21,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_22,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_22,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_23,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_23,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_24,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_24,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_25,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_25,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_26,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_26,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_27,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_27,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_28,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_28,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_29,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_29,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,L_130,14,1.0,,,,,,
d_main_35bf_03_30,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_30,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_31,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_31,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_32,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_32,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_33,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_33,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_34,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_34,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,13,1.0,,,,,,
d_main_35bf_03_35,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_35,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_36,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_36,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_37,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_37,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_38,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_38,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_39,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_39,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,12,1.0,,,,,,
d_main_35bf_03_40,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_40,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,
d_main_35bf_03_41,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_41,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,
d_main_35bf_03_42,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_42,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,
d_main_35bf_03_43,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_43,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,
d_main_35bf_03_44,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_44,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,
d_main_35bf_03_45,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_45,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,
d_main_35bf_03_46,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_46,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,13,1.0,,,,,,
d_main_35bf_03_47,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_47,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_48,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_48,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_49,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_49,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_50,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_50,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_51,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_51,False,,5,idle,,3,void,,1,idle,,13,surprise,,15,idle,,13,13,1.0,,,,,,
d_main_35bf_03_52,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_52,True,,5,idle,,3,void,,1,idle,,13,surprise,,15,idle,,13,14,1.0,,,,,,
d_main_35bf_03_53,d_main_35bf_03,Self,ingrid,,Locale_MainScenario:d_main_35bf_03_53,False,,5,idle,,3,void,,1,idle,,13,surprise,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_54,d_main_35bf_03,Self,ingrid,,Locale_MainScenario:d_main_35bf_03_54,False,,5,idle,,3,void,,1,idle,,13,surprise,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_55,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_55,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_56,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_56,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_57,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_57,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,
d_main_35bf_03_58,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_58,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,
d_main_35bf_03_59,d_main_35bf_03,Self,ingrid,,Locale_MainScenario:d_main_35bf_03_59,False,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,none,,,,,
d_main_35bf_03_60,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_60,False,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,10,10,1.0,,,,,,
d_main_35bf_03_61,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_61,False,,5,idle,,3,void,,1,idle,,13,idle,,15,think,,L_150,L_150,1.0,,,,,,
d_main_35bf_03_62,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_62,True,,5,idle,,3,void,,1,idle,,13,idle,,15,think,,L_150,L_150,1.0,bgm_story_fairytalesend_if,,,,,
d_main_35bf_03_63,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_63,True,,5,idle,,3,void,,1,idle,,13,idle,,15,think,,L_150,L_150,1.0,,,,,,
d_main_35bf_03_64,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_64,True,,5,idle,,3,void,,1,idle,,13,idle,,15,think,,L_150,14,1.0,,,,,,
d_main_35bf_03_65,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_65,True,,5,idle,,3,void,,1,idle,,13,idle,,15,think,,14,14,1.0,,,,,,
d_main_35bf_03_66,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_66,False,,5,idle,,3,void,,1,idle,,13,idle,,15,think,,14,14,1.0,,,,,,
d_main_35bf_03_67,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_67,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_68,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_68,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,
d_main_35bf_03_69,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_69,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,
d_main_35bf_03_70,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_70,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,
d_main_35bf_03_71,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_71,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,
d_main_35bf_03_72,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_72,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,
d_main_35bf_03_73,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_73,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,14,1.0,,,,,,
d_main_35bf_03_74,d_main_35bf_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_35bf_03_74,True,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,14,15,1.0,,,,,,
d_main_35bf_03_75,d_main_35bf_03,Narration,ingrid,,Locale_MainScenario:d_main_35bf_03_75,False,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,15,15,1.0,,ingrid,sfx_scn_walkaway,,,
d_main_35bf_03_76,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_76,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,15,13,1.0,,,,,,
d_main_35bf_03_77,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_77,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_78,d_main_35bf_03,Speech,anis,anis,Locale_MainScenario:d_main_35bf_03_78,True,,5,worry,,3,worry,,1,idle,,13,idle,,,,,4,4,1.0,,,,,,
d_main_35bf_03_79,d_main_35bf_03,Speech,neon,neon,Locale_MainScenario:d_main_35bf_03_79,True,,5,worry,,3,worry,,1,idle,,13,idle,,,,,4,4,1.0,,,,,,
d_main_35bf_03_80,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_80,True,,5,worry,,3,worry,,1,idle,,13,idle,,,,,4,1,1.0,,,,,,
d_main_35bf_03_81,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_81,True,,5,idle,,3,void,,1,idle,,13,think,,,,,1,13,1.0,,,,,,
d_main_35bf_03_82,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_82,False,,5,idle,,3,void,,1,idle,,13,think,,,,,13,13,1.0,,,,,,
d_main_35bf_03_83,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_83,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_84,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_84,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_85,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_85,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_86,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_86,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,L_130,1.0,,,,,,
d_main_35bf_03_87,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_87,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_88,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_88,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_89,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_89,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_90,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_90,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_91,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_91,True,,5,idle,,3,void,,1,delight,,13,idle,,,,,10,10,1.0,,,,,,
d_main_35bf_03_92,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_92,True,,5,idle,,3,void,,1,delight,,13,delight,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_93,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_93,True,,5,idle,,3,void,,1,delight,,13,delight,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_94,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_94,True,,5,idle,,3,void,,1,delight,,13,delight,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_95,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_95,True,,5,idle,,3,void,,1,delight,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_96,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_96,True,,5,idle,,3,void,,1,delight,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_97,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_97,True,,5,idle,,3,void,,1,delight,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_98,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_98,False,,5,idle,,3,void,,1,delight,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_99,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_99,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_100,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_100,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,L_130,L_130,1.0,,,,,,
d_main_35bf_03_101,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_101,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,L_130,13,1.0,,,,,,
d_main_35bf_03_102,d_main_35bf_03,Monologue,andersen,,Locale_MainScenario:d_main_35bf_03_102,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,sfx_scn_paperopenlarge,,,
d_main_35bf_03_103,d_main_35bf_03,Monologue,andersen,,Locale_MainScenario:d_main_35bf_03_103,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_104,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_104,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_105,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_105,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_106,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_106,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_107,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_107,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_108,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_108,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_109,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_109,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_110,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_110,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_111,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_111,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_112,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_112,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_113,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_113,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_114,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_114,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_115,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_115,True,,5,idle,,3,void,,1,idle,,13,delight,,,,,13,13,1.0,,,,,,
d_main_35bf_03_116,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_116,True,,5,idle,,3,void,,1,idle,,13,delight,,,,,13,13,1.0,,,,,,
d_main_35bf_03_117,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_117,False,,5,idle,,3,void,,1,idle,,13,delight,,,,,13,13,1.0,,,,,,
d_main_35bf_03_118,d_main_35bf_03,Self,andersen,,Locale_MainScenario:d_main_35bf_03_118,False,,5,idle,,3,void,,1,idle,,13,delight,,,,,13,13,1.0,,,,,,
d_main_35bf_03_119,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_119,True,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,,,,,,
d_main_35bf_03_120,d_main_35bf_03,Speech,andersen,andersen,Locale_MainScenario:d_main_35bf_03_120,False,,5,idle,,3,void,,1,idle,,13,idle,,,,,13,13,1.0,none,,,,,
d_main_35bf_03_121,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_121,True,,5,idle,,3,worry,,1,angry,cinderella,13,idle,grave_p,15,idle,CountryVillage_d,2,2,1.0,bgm_story_beforethenextstep,,,andersen,Vignetting,black
d_main_35bf_03_122,d_main_35bf_03,Speech,anis,anis,Locale_MainScenario:d_main_35bf_03_122,True,,5,idle,,3,worry,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,Vignetting,
d_main_35bf_03_123,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_123,True,,5,idle,,3,worry,,1,angry,,13,idle,,15,idle,,13,13,1.0,,,,,Vignetting,
d_main_35bf_03_124,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_124,True,,5,idle,,3,worry,,1,angry,,13,idle,,15,idle,,13,13,1.0,,,,,Vignetting,
d_main_35bf_03_125,d_main_35bf_03,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35bf_03_125,False,,5,idle,,3,worry,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,Vignetting,
d_main_35bf_03_126,d_main_35bf_03,Speech,anis,anis,Locale_MainScenario:d_main_35bf_03_126,True,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,Vignetting,
d_main_35bf_03_127,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_127,True,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,13,13,1.0,,,,,Vignetting,
d_main_35bf_03_128,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_128,True,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,13,13,1.0,,,,,Vignetting,
d_main_35bf_03_129,d_main_35bf_03,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35bf_03_129,True,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,13,13,1.0,,,,,Vignetting,
d_main_35bf_03_130,d_main_35bf_03,Speech,neon,neon,Locale_MainScenario:d_main_35bf_03_130,True,,5,idle,,3,angry,,1,angry,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,Vignetting,
