id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,fade,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
d_ex_gym_04_11,d_ex_gym_04,Narration,laplace,,Locale_SuddenStory:d_ex_gym_04_11,False,,1,idle,,S_130,9,1.0,,,13,idle,sfx_scn_swing,,,,
d_ex_gym_04_12,d_ex_gym_04,Narration,laplace,,Locale_SuddenStory:d_ex_gym_04_12,False,,1,idle,,9,9,1.0,,,13,idle,sfx_scn_glassbreak,,,,
d_ex_gym_04_13,d_ex_gym_04,Monologue,laplace,,Locale_SuddenStory:d_ex_gym_04_13,False,,1,idle,,9,9,1.0,,,13,idle,,,,,
d_ex_gym_04_14,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_14,False,,1,sad,,9,1,1.0,,,13,idle,,,,,
d_ex_gym_04_15,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_15,True,,1,sad,,1,113,1.0,,,13,idle,,,,,
d_ex_gym_04_16,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_16,True,,1,sad,,113,S_130,1.0,,,13,delight,,,,,
d_ex_gym_04_17,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_17,False,,1,sad,,L_10,L_10,1.0,,,13,delight,,,,,
d_ex_gym_04_18,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_18,True,,1,idle,,L_10,113,1.0,,,13,delight,,,,,
d_ex_gym_04_19,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_19,True,,1,idle,,113,113,1.0,,,13,delight,,,,,
d_ex_gym_04_20,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_20,True,,1,idle,,113,113,1.0,,,13,delight,,,,,
d_ex_gym_04_21,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_21,True,,1,idle,,113,113,1.0,,,13,delight,,,,,
d_ex_gym_04_22,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_22,True,,1,idle,,S_130,S_1300,1.0,,,13,delight,,,,,
d_ex_gym_04_23,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_23,False,,1,sad,,L_100,L_100,1.0,,,13,delight,,,,,
d_ex_gym_04_24,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_24,True,,1,sad,,L_100,113,1.0,,,13,delight,,,,,
d_ex_gym_04_25,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_25,True,,1,sad,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_26,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_26,False,,1,sad,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_27,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_27,True,,1,no,,113,1,2.0,,,13,idle,,,,,
d_ex_gym_04_28,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_28,True,,1,no,,1,13,2.0,,,13,angry,,,,,
d_ex_gym_04_29,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_29,True,,1,no,,13,113,1.0,,,13,angry,,,,,
d_ex_gym_04_30,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_30,True,,1,idle,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_31,d_ex_gym_04,Self,rumani,,Locale_SuddenStory:d_ex_gym_04_31,False,,1,idle,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_32,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_32,True,,1,idle,,S_130,S_1300,1.0,,,13,idle,,,,,
d_ex_gym_04_33,d_ex_gym_04,Narration,laplace,,Locale_SuddenStory:d_ex_gym_04_33,False,,1,idle,,113,113,1.0,,,13,idle,,black,,,
d_ex_gym_04_34,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_34,True,,1,no,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_35,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_35,True,,1,no,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_36,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_36,True,,1,no,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_37,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_37,True,,1,no,,S_130,S_1300,2.0,,,13,angry,,,,,
d_ex_gym_04_38,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_38,True,,1,no,,L_10,L_100,2.0,,,13,angry,,,,,
d_ex_gym_04_39,d_ex_gym_04,Narration,rumani,,Locale_SuddenStory:d_ex_gym_04_39,False,,1,no,,113,113,1.0,,,13,angry,,black,,,
d_ex_gym_04_40,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_40,True,,1,no,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_41,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_41,True,,1,no,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_42,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_42,True,,1,no,,113,113,1.0,,,13,angry,,,,,
d_ex_gym_04_43,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_43,True,,1,no,,113,L_100,1.0,,,13,angry,,,,,
d_ex_gym_04_44,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_44,False,,1,no,,S_130,S_1300,0.5,,,13,angry,,,,,
d_ex_gym_04_45,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_45,True,,1,no,,S_1300,13,0.5,,,13,angry,,,,,
d_ex_gym_04_46,d_ex_gym_04,Narration,laplace,,Locale_SuddenStory:d_ex_gym_04_46,False,,1,no,,13,13,1.0,,,13,angry,sfx_scn_toothbite,,,,
d_ex_gym_04_47,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_47,False,,1,no,,13,13,1.0,,,13,think,,,,,
d_ex_gym_04_48,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_48,False,,1,no,,13,S_130,2.0,,,13,think,,,,,
d_ex_gym_04_49,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_49,True,,1,no,,S_130,S_1300,2.0,,,13,think,,,,,
d_ex_gym_04_50,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_50,True,,1,sad,,S_1300,L_100,2.0,,,13,think,,,,,
d_ex_gym_04_51,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_51,True,,1,sad,,L_100,L_100,1.0,,,13,think,,,,,
d_ex_gym_04_52,d_ex_gym_04,Narration,rumani,,Locale_SuddenStory:d_ex_gym_04_52,False,,1,idle,,113,113,1.0,,,13,idle,,black,,,
d_ex_gym_04_53,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_53,True,,1,idle,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_54,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_54,True,,1,idle,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_55,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_55,True,,1,idle,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_56,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_56,True,,1,idle,,113,13,0.5,,,13,idle,,,,,
d_ex_gym_04_57,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_57,True,,1,idle,,13,S_130,0.5,,,13,idle,,,,,
d_ex_gym_04_58,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_58,True,,1,idle,,S_130,113,1.0,,,13,idle,,,,,
d_ex_gym_04_59,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_59,True,,1,idle,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_60,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_60,True,,1,idle,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_61,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_61,True,,1,idle,,113,113,1.0,,,13,idle,,,,,
d_ex_gym_04_62,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_62,True,,1,idle,,113,113,1.0,,,13,think,,,,,
d_ex_gym_04_63,d_ex_gym_04,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_04_63,True,,1,idle,,L_10,L_10,1.0,,,13,think,,,,,
d_ex_gym_04_64,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_64,False,,1,idle,,13,13,1.0,,,13,think,,,,,
d_ex_gym_04_65,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_65,False,,1,idle,,13,S_130,0.5,,,13,think,,,Low_2,,
d_ex_gym_04_66,d_ex_gym_04,Speech,laplace,laplace,Locale_SuddenStory:d_ex_gym_04_66,False,,1,idle,,S_130,S_1300,0.5,,,13,think,,,Low_2,,
d_ex_gym_04_67,d_ex_gym_04,Monologue,laplace,,Locale_SuddenStory:d_ex_gym_04_67,False,,1,idle,none,S_1300,S_1300,1.0,,,13,think,,,,rumani,laplace
