id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,fade
d_ex_modernbar_06_16,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_16,True,,3,idle,,1,worry,,31,31,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_17,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_17,True,,3,idle,,1,worry,,31,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_18,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_18,True,,3,idle,,1,worry,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_19,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_19,True,,3,idle,,1,worry,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_20,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_20,True,,3,idle,,1,worry,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_21,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_21,True,,3,idle,,1,worry,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_22,d_ex_modernbar_06,Self,Locale_SuddenStory:d_ex_modernbar_06_22,False,,3,idle,,1,worry,,30,30,1.0,,,,,,
d_ex_modernbar_06_23,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_23,False,,3,idle,,1,idle,,black,black,1.0,,,,,,
d_ex_modernbar_06_24,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_24,True,,3,idle,,1,idle,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_25,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_25,True,,3,idle,,1,idle,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_26,d_ex_modernbar_06,Self,Locale_SuddenStory:d_ex_modernbar_06_26,False,,3,idle,,1,idle,,10,10,1.0,,,,,,
d_ex_modernbar_06_27,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_27,False,,3,idle,,1,idle,,10,10,1.0,sfx_scn_glasstable,,,,,
d_ex_modernbar_06_28,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_28,True,,3,idle,,1,idle,,10,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_29,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_29,False,,3,idle,,1,idle,,30,30,1.0,,,,,,
d_ex_modernbar_06_30,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_30,False,,3,idle,,1,idle,,30,30,1.0,,,,,,
d_ex_modernbar_06_31,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_31,True,,3,idle,,1,idle,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_32,d_ex_modernbar_06,Choice,Locale_SuddenStory:d_ex_modernbar_06_32,False,,3,idle,,1,idle,,30,30,1.0,,,,,d_ex_modernbar_06_34,
d_ex_modernbar_06_33,d_ex_modernbar_06,Choice,Locale_SuddenStory:d_ex_modernbar_06_33,False,,3,idle,,1,idle,,30,30,1.0,,,,,d_ex_modernbar_06_37,
d_ex_modernbar_06_34,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_34,True,,3,idle,,1,idle,,30,300,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_35,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_35,True,,3,idle,,1,idle,,300,300,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_36,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_36,True,,3,good,,1,idle,,300,300,1.0,,,rosanna,rosanna,d_ex_modernbar_06_40,
d_ex_modernbar_06_37,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_37,True,,3,idle,,1,idle,,30,300,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_38,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_38,True,,3,idle,,1,idle,,300,300,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_39,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_39,True,,3,good,,1,idle,,300,300,1.0,,,rosanna,rosanna,d_ex_modernbar_06_40,
d_ex_modernbar_06_40,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_40,False,,3,idle,,1,idle,,300,30,1.0,sfx_scn_glasstable,,,,,
d_ex_modernbar_06_41,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_41,True,,3,idle,,1,idle,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_42,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_42,True,,3,idle,,1,delight,,30,31,1.0,,,moran,moran,,
d_ex_modernbar_06_43,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_43,False,,3,idle,,1,delight,,31,31,1.0,,,,,,
d_ex_modernbar_06_44,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_44,False,,3,idle,,1,special,,31,10,1.0,,,,,,
d_ex_modernbar_06_45,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_45,True,,3,idle,,1,special,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_46,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_46,True,,3,idle,,1,special,,10,100,1.0,,,moran,moran,,
d_ex_modernbar_06_47,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_47,True,,3,idle,,1,special,,100,300,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_48,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_48,True,,3,idle,,1,special,,300,300,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_49,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_49,True,,3,idle,,1,special,,300,100,1.0,,,moran,moran,,
d_ex_modernbar_06_50,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_50,True,,3,idle,,1,special,,100,100,1.0,,,moran,moran,,
d_ex_modernbar_06_51,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_51,True,,3,idle,,1,special,,100,100,1.0,,,moran,moran,,
d_ex_modernbar_06_52,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_52,False,,3,idle,,1,special,,100,100,1.0,,,,,,
d_ex_modernbar_06_53,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_53,False,,3,idle,,1,special,,100,10,1.0,,,,,,
d_ex_modernbar_06_54,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_54,True,,3,idle,,1,special,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_55,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_55,True,,3,idle,,1,special,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_56,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_56,False,,3,idle,,1,special,,black,black,1.0,,,,,,
d_ex_modernbar_06_57,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_57,True,,3,idle,,1,special,,31,31,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_58,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_58,True,,3,idle,,1,idle,,31,31,1.0,,,moran,moran,,
d_ex_modernbar_06_59,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_59,True,,3,idle,,1,idle,,31,31,1.0,,,moran,moran,,
d_ex_modernbar_06_60,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_60,True,,3,idle,,1,idle,,31,31,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_61,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_61,False,,3,idle,,1,idle,,31,10,1.0,,,,,,
d_ex_modernbar_06_62,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_62,False,,3,idle,,1,idle,,10,10,1.0,,,,,,
d_ex_modernbar_06_63,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_63,True,,3,idle,,1,no,,10,100,1.0,,,moran,moran,,
d_ex_modernbar_06_64,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_64,False,,3,idle,,1,no,,100,100,1.0,,,,,,
d_ex_modernbar_06_65,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_65,True,,3,idle,,1,delight,,100,100,1.0,,,moran,moran,,
d_ex_modernbar_06_66,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_66,False,,3,idle,,1,delight,,100,10,1.0,sfx_scn_glasstable,,,,,
d_ex_modernbar_06_67,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_67,True,,3,idle,,1,idle,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_68,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_68,False,,3,idle,,1,idle,,10,1,1.0,,,,,,
d_ex_modernbar_06_69,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_69,False,,3,idle,,1,idle,,1,1,1.0,,,,,,
d_ex_modernbar_06_70,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_70,True,,3,idle,,1,idle,,1,1,1.0,,,moran,moran,,
d_ex_modernbar_06_71,d_ex_modernbar_06,Choice,Locale_SuddenStory:d_ex_modernbar_06_71,False,,3,idle,,1,idle,,1,1,1.0,,,,,d_ex_modernbar_06_73,
d_ex_modernbar_06_72,d_ex_modernbar_06,Choice,Locale_SuddenStory:d_ex_modernbar_06_72,False,,3,idle,,1,idle,,1,1,1.0,,,,,d_ex_modernbar_06_76,
d_ex_modernbar_06_73,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_73,True,,3,idle,,1,idle,,1,10,1.0,,,moran,moran,,
d_ex_modernbar_06_74,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_74,True,,3,idle,,1,delight,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_75,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_75,True,,3,idle,,1,delight,,10,10,1.0,,,moran,moran,d_ex_modernbar_06_79,
d_ex_modernbar_06_76,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_76,True,,3,idle,,1,idle,,1,10,1.0,,,moran,moran,,
d_ex_modernbar_06_77,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_77,True,,3,idle,,1,idle,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_78,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_78,True,,3,idle,,1,idle,,10,10,1.0,,,moran,moran,d_ex_modernbar_06_79,
d_ex_modernbar_06_79,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_79,False,,3,idle,,1,idle,,10,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_80,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_80,False,,3,idle,,1,idle,,30,30,1.0,,,,,,
d_ex_modernbar_06_81,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_81,False,,3,angry,,1,idle,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_82,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_82,True,,3,angry,,1,worry,,30,31,1.0,,,moran,moran,,
d_ex_modernbar_06_83,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_83,True,,3,angry,,1,worry,,31,31,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_84,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_84,True,,3,angry,,1,worry,,31,31,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_85,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_85,True,,3,angry,,1,worry,,31,31,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_86,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_86,True,,3,angry,,1,worry,,31,31,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_87,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_87,True,,3,angry,,1,worry,,31,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_88,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_88,False,,3,angry,,1,worry,,30,30,1.0,,,,,,
d_ex_modernbar_06_89,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_89,True,,3,angry,,1,worry,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_90,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_90,False,,3,idle,,1,idle,,black,black,1.0,,none,,,,black
d_ex_modernbar_06_91,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_91,False,,3,idle,,1,idle,,black,black,1.0,,,,,,
d_ex_modernbar_06_92,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_92,True,,3,idle,,1,shy,,1,10,1.0,,bgm_story_herecomestrouble,moran,moran,,
d_ex_modernbar_06_93,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_93,True,,3,idle,,1,shy,,10,10,1.0,,,moran,moran,,
d_ex_modernbar_06_94,d_ex_modernbar_06,Narration,Locale_SuddenStory:d_ex_modernbar_06_94,False,,3,idle,,1,shy,,10,10,1.0,,,,,,
d_ex_modernbar_06_95,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_95,True,,3,angry,,1,shy,,10,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_96,d_ex_modernbar_06,Speech,Locale_SuddenStory:d_ex_modernbar_06_96,True,,3,angry,,1,shy,,30,30,1.0,,,rosanna,rosanna,,
d_ex_modernbar_06_97,d_ex_modernbar_06,Self,Locale_SuddenStory:d_ex_modernbar_06_97,False,,3,angry,,1,shy,,30,30,1.0,,,,,,
d_ex_modernbar_06_98,d_ex_modernbar_06,Monologue,Locale_SuddenStory:d_ex_modernbar_06_98,False,,3,angry,,1,shy,,black,black,1.0,,,,,,
