id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_39_af_02_17,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_17,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_100,S_10,1.0,
d_main_39_af_02_18,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_18,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_10,113,1.0,
d_main_39_af_02_19,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_19,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_20,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_20,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,31,1.5,
d_main_39_af_02_21,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_21,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_22,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_22,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,3,1.0,
d_main_39_af_02_23,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_23,False,,1,idle,,3,idle,,13,idle,,15,idle,,3,3,1.0,
d_main_39_af_02_24,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_24,True,,1,idle,,3,pain,,13,idle,,15,idle,,3,30,1.0,
d_main_39_af_02_25,d_main_39_af_02,Speech,eh,viper,Locale_MainScenario:d_main_39_af_02_25,False,,1,idle,,3,pain,,13,idle,,15,idle,,30,30,1.0,
d_main_39_af_02_26,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_26,True,,1,idle,,3,pain,,13,idle,,15,idle,,30,300,1.0,
d_main_39_af_02_27,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_27,True,,1,idle,,3,pain,,13,idle,,15,idle,,300,300,1.0,
d_main_39_af_02_28,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_28,True,,1,idle,,3,pain,,13,idle,,15,idle,,300,300,1.0,
d_main_39_af_02_29,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_29,True,,1,idle,,3,pain,,13,idle,,15,idle,,300,300,1.0,
d_main_39_af_02_30,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_30,True,,1,idle,,3,pain,,13,idle,,15,idle,,300,300,1.0,
d_main_39_af_02_31,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_31,True,,1,idle,,3,pain,,13,idle,,15,idle,,300,300,1.0,
d_main_39_af_02_32,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_32,True,,1,idle,,3,idle,,13,idle,,15,idle,,300,300,1.0,
d_main_39_af_02_33,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_33,True,,1,idle,,3,idle,,13,idle,,15,idle,,300,30,1.0,
d_main_39_af_02_34,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_34,True,,1,idle,,3,idle,,13,idle,,15,idle,,30,30,1.0,
d_main_39_af_02_35,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_35,True,,1,idle,,3,idle,,13,idle,,15,idle,,30,30,1.0,
d_main_39_af_02_36,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_36,True,,1,idle,,3,idle,,13,idle,,15,idle,,30,30,1.0,
d_main_39_af_02_37,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_37,True,,1,idle,,3,idle,,13,idle,,15,idle,,30,31,1.0,
d_main_39_af_02_38,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_38,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_39,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_39,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_40,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_40,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_41,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_41,True,,1,idle,,3,pain,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_42,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_42,False,,1,idle,,3,pain,,13,idle,,15,idle,,31,1,1.0,
d_main_39_af_02_43,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_43,True,,1,idle,,3,pain,,13,idle,,15,idle,,1,113,1.5,
d_main_39_af_02_44,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_44,True,,1,idle,,3,pain,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_45,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_45,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_46,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_46,False,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_47,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_47,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_48,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_48,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_49,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_49,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_50,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_50,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_51,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_51,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_52,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_52,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_53,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_53,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_54,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_54,False,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_55,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_55,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_56,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_56,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,S_100,1.0,
d_main_39_af_02_57,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_57,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_100,S_100,1.0,
d_main_39_af_02_58,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_58,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_100,S_100,1.0,
d_main_39_af_02_59,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_59,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_100,S_100,1.0,
d_main_39_af_02_60,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_60,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_100,S_100,1.0,
d_main_39_af_02_61,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_61,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_62,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_62,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_100,S_10,1.0,
d_main_39_af_02_63,d_main_39_af_02,Speech,neon,viper,Locale_MainScenario:d_main_39_af_02_63,False,,1,idle,,3,idle,,13,idle,,15,idle,,S_10,S_10,1.0,
d_main_39_af_02_64,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_64,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_10,S_10,1.0,
d_main_39_af_02_65,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_65,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_10,S_10,1.0,
d_main_39_af_02_66,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_66,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_10,S_10,1.0,
d_main_39_af_02_67,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_67,False,,1,idle,,3,idle,,13,idle,,15,idle,,S_10,130,1.0,
d_main_39_af_02_68,d_main_39_af_02,Narration,viper,,Locale_MainScenario:d_main_39_af_02_68,False,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_69,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_69,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_70,d_main_39_af_02,Speech,viper,neon,Locale_MainScenario:d_main_39_af_02_70,False,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_71,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_71,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,1300,1.0,
d_main_39_af_02_72,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_72,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_73,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_73,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_74,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_74,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_75,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_75,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_76,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_76,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,130,1.0,
d_main_39_af_02_77,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_77,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_78,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_78,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,113,1.0,
d_main_39_af_02_79,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_79,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_80,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_80,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_81,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_81,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_82,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_82,True,,1,idle,,3,idle,,13,shy,,15,idle,,113,113,1.0,
d_main_39_af_02_83,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_83,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_84,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_84,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_85,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_85,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_86,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_86,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_87,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_87,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_88,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_88,False,,1,idle,,3,idle,,13,idle,,15,idle,,113,13,1.0,
d_main_39_af_02_89,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_89,True,,1,idle,,3,idle,,13,idle,,15,idle,,13,130,1.0,
d_main_39_af_02_90,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_90,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_91,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_91,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,1300,1.0,
d_main_39_af_02_92,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_92,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_100,S_100,1.0,
d_main_39_af_02_93,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_93,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_94,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_94,True,,1,idle,,3,idle,,13,idle,,15,idle,,1300,130,1.0,
d_main_39_af_02_95,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_95,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_96,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_96,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_97,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_97,True,,1,idle,,3,idle,,13,idle,,15,idle,,130,130,1.0,
d_main_39_af_02_98,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_98,False,,1,idle,,3,idle,,13,idle,,15,idle,,130,113,1.0,
d_main_39_af_02_99,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_99,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_100,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_100,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_101,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_101,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,
d_main_39_af_02_102,d_main_39_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_39_af_02_102,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_1500,S_150,1.0,
d_main_39_af_02_103,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_103,True,,1,idle,,3,idle,,13,idle,,15,idle,,S_150,S_150,1.0,
d_main_39_af_02_104,d_main_39_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_39_af_02_104,True,,1,idle,,3,idle,,13,idle,,15,crazy,,S_150,S_150,1.0,
d_main_39_af_02_105,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_105,True,,1,idle,,3,idle,,13,idle,,15,crazy,,S_150,S_150,1.0,
d_main_39_af_02_106,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_106,False,,1,idle,,3,idle,,13,idle,,15,crazy,,S_150,S_10,1.5,
d_main_39_af_02_107,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_107,True,,1,delight,,3,idle,,13,idle,,15,crazy,,S_10,S_10,1.0,
d_main_39_af_02_108,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_108,True,,1,delight,,3,idle,,13,idle,,15,idle,,S_10,113,1.0,
d_main_39_af_02_109,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_109,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_110,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_110,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_111,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_111,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_112,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_112,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_113,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_113,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_114,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_114,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_115,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_115,True,,1,idle,,3,idle,,13,idle,,15,idle,,113,113,1.0,
d_main_39_af_02_116,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_116,False,,1,idle,,3,idle,,13,idle,,15,idle,,1300,1300,1.0,
d_main_39_af_02_117,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_117,False,,1,idle,,3,idle,,13,idle,,15,idle,,300,300,1.0,
d_main_39_af_02_118,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_118,True,,1,idle,,3,idle,,13,idle,,15,idle,,300,30,1.0,
d_main_39_af_02_119,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_119,True,,1,idle,,3,idle,,13,idle,,15,idle,,30,31,1.0,
d_main_39_af_02_120,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_120,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_121,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_121,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_122,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_122,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
d_main_39_af_02_123,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_123,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,
