id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/7/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
d_main_40_af_03_11,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_11,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_12,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_12,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_13,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_13,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_14,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_14,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_15,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_15,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_16,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_16,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_17,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_17,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_18,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_18,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_19,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_19,True,,1,surprise,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_20,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_20,True,,1,surprise,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_21,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_21,True,,1,surprise,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_22,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_22,True,,1,surprise,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_23,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_23,True,,1,surprise,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_24,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_24,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_25,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_25,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_26,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_26,True,,1,idle,,113,130,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_27,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_27,False,,1,idle,,130,130,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_28,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_28,True,,1,idle,,130,1300,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_29,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_29,True,,1,idle,,1300,S_100,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_30,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_30,True,,1,idle,,S_100,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_31,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_31,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_32,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_32,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_33,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_33,True,,1,idle,,113,113,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_34,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_34,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_35,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_35,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_36,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_36,False,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_37,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_37,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_38,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_38,True,,1,idle,,113,113,1.0,,neon,neon,,,13,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_39,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_39,True,,1,idle,,1300,1300,1.0,,mrsmiss,mrsmiss,,,13,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_40,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_40,True,,1,idle,,1300,1300,1.0,,mrsmiss,mrsmiss,,,13,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_41,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_41,True,,1,idle,,1300,130,1.0,,mrsmiss,mrsmiss,,,13,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_42,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_42,True,,1,idle,,130,130,1.0,,mrsmiss,mrsmiss,,,13,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_43,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_43,True,,1,idle,,130,113,1.0,,neon,neon,,,13,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_44,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_44,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_45,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_45,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_46,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_46,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_47,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_47,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_48,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_48,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_49,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_49,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_50,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_50,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_51,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_51,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_52,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_52,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_53,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_53,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_54,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_54,True,,1,surprise,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_55,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_55,True,,1,surprise,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_56,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_56,True,,1,surprise,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_57,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_57,True,,1,surprise,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_58,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_58,True,,1,surprise,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_59,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_59,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_60,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_60,True,,1,idle,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_61,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_61,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_62,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_62,True,,1,idle,,113,S_10,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_63,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_63,True,,1,idle,,S_10,S_10,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_64,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_64,True,,1,idle,,S_10,S_10,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_65,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_65,True,,1,idle,,S_10,S_100,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_66,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_66,False,,1,idle,,S_100,1300,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_67,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_67,True,,1,idle,,1300,1300,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_68,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_68,True,,1,idle,,1300,1300,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_69,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_69,True,,1,worry,,S_100,S_10,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_70,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_70,True,,1,worry,,S_10,113,1.0,,mrsmiss,mrsmiss,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_71,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_71,True,,1,worry,,113,113,1.0,,neon,neon,,,13,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_72,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_72,True,,1,worry,,113,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_73,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_73,True,,1,delight,,113,113,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_74,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_74,True,,1,idle,,113,113,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_75,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_75,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_76,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_76,True,,1,idle,,113,113,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_77,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_77,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_78,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_78,True,,1,idle,,S_10,S_100,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_79,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_79,True,,1,idle,,S_100,S_100,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_80,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_80,False,,1,idle,,S_100,S_100,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_81,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_81,True,,1,worry,,S_100,S_10,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_82,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_82,True,,1,worry,,S_10,113,1.0,,mrsmiss,mrsmiss,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_83,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_83,True,,1,idle,,113,113,1.0,,neon,neon,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_84,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_84,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_85,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_85,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_86,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_86,True,,1,idle,,113,113,1.0,,neon,neon,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_87,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_87,True,,1,idle,,113,113,1.0,,neon,neon,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_88,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_88,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_89,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_89,True,,1,delight,,113,113,1.0,,neon,neon,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_90,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_90,False,,1,delight,,113,113,1.0,,mrsmiss,mrsmiss,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_91,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_91,True,,1,delight,,113,113,1.0,,mrsmiss,mrsmiss,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_92,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_92,True,,1,idle,,113,113,1.0,,neon,neon,,,13,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_93,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_93,False,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_94,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_94,True,,1,idle,,113,113,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_95,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_95,True,,1,idle,,113,113,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_96,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_96,True,,1,idle,,130,1300,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_97,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_97,True,,1,idle,,1300,1300,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_98,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_98,True,,1,delight,,S_100,S_100,1.0,,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_99,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_99,True,,1,delight,,1300,1300,1.0,,mrsmiss,mrsmiss,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_100,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_100,True,,1,delight,,S_100,S_100,1.0,none,neon,neon,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_40_af_03_101,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_101,True,,1,idle,Corridor,300,30,1.0,bgm_manifest,viper,viper,,,13,idle,viper,3,idle,jackal,15,idle,eh,17,idle,black,,,,,,,,,,,,,,,,,
d_main_40_af_03_102,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_102,True,,1,idle,,30,31,1.0,,neon,neon,,,13,idle,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,,
d_main_40_af_03_103,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_103,True,,1,idle,,31,31,1.0,,neon,neon,,,13,idle,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,,
d_main_40_af_03_104,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_104,True,,1,idle,,31,31,1.0,,viper,viper,,,13,idle,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,,
d_main_40_af_03_105,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_105,True,,1,idle,,31,31,1.0,,neon,neon,,,13,idle,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,,
d_main_40_af_03_106,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_106,True,,1,idle,,31,31,1.0,,viper,viper,,,13,idle,,3,idle,,15,idle,,17,idle,,,,,,,,,,,,,,,,,,
d_main_40_af_03_107,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_107,True,,1,idle,,black,black,1.0,,carlson,carlson,,,13,idle,,3,idle,,15,idle,,17,idle,,carlson,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_108,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_108,True,,1,idle,,L_500,L_50,1.0,,carlson,carlson,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_109,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_109,True,,1,idle,,L_50,53,1.0,,viper,viper,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_110,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_110,True,,1,idle,,170,1700,0.5,,eh,eh,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_111,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_111,True,,1,idle,,1700,1700,1.0,,eh,eh,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_112,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_112,True,,1,idle,,300,300,1.0,,viper,viper,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_113,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_113,True,,1,idle,,300,30,1.0,,viper,viper,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_114,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_114,True,,1,idle,,30,53,1.0,,carlson,carlson,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_115,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_115,True,,1,idle,,53,53,1.0,,viper,viper,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_116,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_116,True,,1,idle,,53,53,1.0,,carlson,carlson,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
d_main_40_af_03_117,d_main_40_af_03,Speech,Locale_MainScenario:d_main_40_af_03_117,True,,1,idle,,53,53,1.0,,carlson,carlson,,,13,idle,,3,idle,,15,idle,,17,idle,,,5,idle,,,,,,,,,,,,,,
