id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade
d_main_39_af_01_12,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_12,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_13,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_13,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_14,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_14,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_15,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_15,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_16,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_16,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_17,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_17,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_18,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_18,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_19,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_19,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_20,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_20,True,,1,idle,,13,idle,,15,idle,,113,S_10,1.0,,neon,neon,
d_main_39_af_01_21,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_21,True,,1,idle,,13,idle,,15,shy_02,,S_1500,S_1500,1.0,,jackal,jackal,
d_main_39_af_01_22,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_22,True,,1,idle,,13,idle,,15,shy_02,,S_1500,S_150,1.0,,jackal,jackal,
d_main_39_af_01_23,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_23,True,,1,idle,,13,idle,,15,shy_02,,S_150,130,1.0,,viper,viper,
d_main_39_af_01_24,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_24,True,,1,idle,,13,idle,,15,angry,,130,1315,1.0,,jackal,jackal,
d_main_39_af_01_25,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_25,True,,1,idle,,13,idle,,15,angry,,1315,1315,1.0,,viper,viper,
d_main_39_af_01_26,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_26,True,,1,idle,,13,idle,,15,angry,,1315,1315,1.0,,jackal,jackal,
d_main_39_af_01_27,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_27,True,,1,idle,,13,idle,,15,angry,,1315,113,1.5,,neon,neon,
d_main_39_af_01_28,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_28,True,,1,idle,,13,idle,,15,angry,,113,113,1.0,,viper,viper,
d_main_39_af_01_29,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_29,True,,1,idle,,13,idle,,15,angry,,113,130,1.0,,viper,viper,
d_main_39_af_01_30,d_main_39_af_01,Narration,Locale_MainScenario:d_main_39_af_01_30,False,,1,idle,,13,idle,,15,angry,,130,130,1.0,,viper,,
d_main_39_af_01_31,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_31,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,viper,viper,
d_main_39_af_01_32,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_32,True,,1,idle,,13,idle,,15,idle,,130,S_10,1.0,,neon,neon,
d_main_39_af_01_33,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_33,True,,1,idle,,13,idle,,15,idle,,S_150,S_150,1.0,,jackal,jackal,
d_main_39_af_01_34,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_34,True,,1,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,neon,neon,
d_main_39_af_01_35,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_35,True,,1,idle,,13,idle,,15,idle,,S_150,S_150,1.0,,jackal,jackal,
d_main_39_af_01_36,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_36,True,,1,idle,,13,idle,,15,idle,,S_150,1315,1.0,,viper,viper,
d_main_39_af_01_37,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_37,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,,jackal,jackal,
d_main_39_af_01_38,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_38,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,,viper,viper,
d_main_39_af_01_39,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_39,True,,1,idle,,13,idle,,15,crazy,,1315,1315,1.0,,jackal,jackal,
d_main_39_af_01_40,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_40,True,,1,idle,,13,idle,,15,crazy,,1315,13,1.0,,viper,viper,
d_main_39_af_01_41,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_41,True,,1,idle,,13,idle,,15,crazy,,13,13,1.0,,viper,viper,
d_main_39_af_01_42,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_42,True,,1,idle,,13,idle,,15,crazy,,13,113,1.0,,neon,neon,
d_main_39_af_01_43,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_43,True,,1,idle,,13,idle,,15,idle,OuterRim,1300,1300,1.0,,viper,viper,black
d_main_39_af_01_44,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_44,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,,viper,viper,
d_main_39_af_01_45,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_45,True,,1,idle,,13,idle,,15,idle,,1300,130,0.5,,viper,viper,
d_main_39_af_01_46,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_46,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,viper,viper,
d_main_39_af_01_47,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_47,False,,1,idle,,13,idle,,15,idle,,130,113,1.0,,neon,neon,
d_main_39_af_01_48,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_48,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_49,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_49,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_50,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_50,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_51,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_51,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_52,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_52,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_53,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_53,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_54,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_54,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_55,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_55,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_56,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_56,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_57,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_57,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_58,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_58,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_59,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_59,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_60,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_60,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_61,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_61,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_62,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_62,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_63,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_63,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_64,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_64,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_65,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_65,True,,1,no,,13,idle,,15,idle,,S_10,S_100,0.5,,neon,neon,
d_main_39_af_01_66,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_66,True,,1,no,,13,idle,,15,idle,,1300,1300,1.0,,viper,viper,
d_main_39_af_01_67,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_67,True,,1,no,,13,idle,,15,idle,,1300,130,1.0,,viper,viper,
d_main_39_af_01_68,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_68,True,,1,no,,13,idle,,15,idle,,130,130,1.0,,viper,viper,
d_main_39_af_01_69,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_69,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,viper,viper,
d_main_39_af_01_70,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_70,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,,viper,viper,
d_main_39_af_01_71,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_71,True,,1,idle,,13,idle,,15,idle,,130,113,1.0,,neon,neon,
d_main_39_af_01_72,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_72,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_73,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_73,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_74,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_74,True,,1,idle,,13,delight,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_75,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_75,True,,1,idle,,13,delight,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_76,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_76,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_77,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_77,True,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,neon,neon,
d_main_39_af_01_78,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_78,True,,1,idle,,13,idle,,15,idle,,S_100,S_100,1.0,,neon,neon,
d_main_39_af_01_79,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_79,True,,1,idle,,13,idle,,15,idle,,S_100,1300,1.0,,viper,viper,
d_main_39_af_01_80,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_80,True,,1,idle,,13,idle,,15,idle,,1300,130,1.0,,viper,viper,
d_main_39_af_01_81,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_81,True,,1,idle,,13,idle,,15,idle,,130,113,1.0,,neon,neon,
d_main_39_af_01_82,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_82,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_83,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_83,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_84,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_84,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_85,d_main_39_af_01,Narration,Locale_MainScenario:d_main_39_af_01_85,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,,
d_main_39_af_01_86,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_86,True,,1,idle,,13,good,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_87,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_87,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_88,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_88,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_89,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_89,True,,1,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,jackal,jackal,
d_main_39_af_01_90,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_90,True,,1,idle,,13,idle,,15,idle,,S_1500,S_1500,1.0,,jackal,jackal,
d_main_39_af_01_91,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_91,True,,1,idle,,13,idle,,15,idle,,S_1500,1300,1.0,,viper,viper,
d_main_39_af_01_92,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_92,True,,1,idle,,13,idle,,15,idle,,S_100,S_10,1.0,,neon,neon,
d_main_39_af_01_93,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_93,True,,1,idle,,13,idle,,15,idle,,S_10,113,1.0,,viper,viper,
d_main_39_af_01_94,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_94,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_95,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_95,True,,1,idle,,13,good,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_96,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_96,True,,1,idle,,13,good,,15,idle,,113,113,1.0,,neon,neon,
d_main_39_af_01_97,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_97,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,viper,viper,
d_main_39_af_01_98,d_main_39_af_01,Speech,Locale_MainScenario:d_main_39_af_01_98,True,,1,idle,,13,idle,,15,idle,,black,black,1.0,,viper,viper,
