id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_27_02_11,d_main_27_02,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_02_11,True,,190,190,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_12,d_main_27_02,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_02_12,True,,190,190,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_13,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_13,False,,190,190,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_14,d_main_27_02,Speech,hammering,hammering,Locale_MainScenario:d_main_27_02_14,True,,70,70,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,smile,,OP_center,idle,shifty_c
d_main_27_02_15,d_main_27_02,Speech,hammering,hammering,Locale_MainScenario:d_main_27_02_15,True,,70,70,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,smile,,,,
d_main_27_02_16,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_16,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,smile,,,,
d_main_27_02_17,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_17,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,smile,shifty,OP_leftup,idle,
d_main_27_02_18,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_18,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,smile,,OP_leftup,idle,
d_main_27_02_19,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_19,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,smile,,OP_leftup,idle,
d_main_27_02_20,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_20,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,smile,,OP_leftup,idle,
d_main_27_02_21,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_21,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,
d_main_27_02_22,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_22,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,
d_main_27_02_23,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_23,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,
d_main_27_02_24,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_24,True,,113,15,1.0,,,1,idle,,13,idle,,15,delight,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,
d_main_27_02_25,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_25,False,,15,15,1.0,,,1,idle,,13,idle,,15,delight,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,
d_main_27_02_26,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_26,True,,15,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,
d_main_27_02_27,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_27,True,,113,113,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,think,
d_main_27_02_28,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_28,True,,113,113,1.0,,,1,idle,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,think,
d_main_27_02_29,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_29,True,,113,113,1.0,,,1,idle,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,think,
d_main_27_02_30,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_30,True,,113,10,1.0,,,1,worry,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,think,
d_main_27_02_31,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_31,False,,10,10,1.0,,,1,worry,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,think,
d_main_27_02_32,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_32,False,,10,10,1.0,,,1,worry,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,think,
d_main_27_02_33,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_33,True,,10,10,1.0,,,1,think,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_02_34,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_34,True,,10,10,1.0,,,1,think,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_02_35,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_35,True,,10,10,1.0,,,1,think,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_02_36,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_36,True,,10,10,1.0,,,1,think,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_02_37,d_main_27_02,Speech,shifty,shifty,Locale_MainScenario:d_main_27_02_37,True,,10,1,1.0,,,1,think,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_02_38,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_38,False,,1,1,1.0,,,1,think,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_02_39,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_39,False,,1,1,1.0,,,1,think,,13,void,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,worry,
d_main_27_02_40,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_40,True,,1,1315,2.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,OP_leftup,idle,shifty
d_main_27_02_41,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_41,False,,1315,1315,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_42,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_42,False,,1315,1315,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_43,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_43,True,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_44,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_44,True,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_45,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_45,True,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_46,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_46,False,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_47,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_47,True,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_48,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_48,True,,10,10,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_49,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_49,True,,S_150,S_150,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_50,d_main_27_02,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_02_50,True,,30,30,1.0,,,1,think,,13,worry,,15,idle,,3,smile,,5,think,,7,idle,,,,
d_main_27_02_51,d_main_27_02,Speech,elegg,elegg,Locale_MainScenario:d_main_27_02_51,True,,30,S_50,1.0,,,1,think,,13,worry,,15,idle,,3,smile,,5,think,,7,idle,,,,
d_main_27_02_52,d_main_27_02,Speech,hammering,hammering,Locale_MainScenario:d_main_27_02_52,True,,S_50,70,1.0,,,1,think,,13,worry,,15,idle,,3,smile,,5,think,,7,surprise,,,,
d_main_27_02_53,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_53,False,,130,130,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,think,,7,surprise,,,,
d_main_27_02_54,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_54,True,,130,130,1.0,,,1,think,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_55,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_55,True,,130,1300,1.0,,,1,think,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_56,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_56,True,,1300,1300,1.0,,,1,think,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_57,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_57,True,,1300,1300,1.0,,,1,think,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_58,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_58,False,,1300,1300,1.0,,,1,think,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_59,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_59,True,,1300,130,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_60,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_60,True,,130,130,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_61,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_61,True,,130,130,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_62,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_62,False,,130,130,1.0,,,1,think,,13,worry,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_63,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_63,True,,130,1300,1.0,,,1,think,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_64,d_main_27_02,Monologue,,,Locale_MainScenario:d_main_27_02_64,False,,1300,1300,1.0,,,1,think,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_65,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_65,True,,1300,1300,1.0,,,1,think,,13,delight,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_66,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_66,True,,1300,S_1500,1.0,,,1,think,,13,delight,,15,delight,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_67,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_67,True,,100,10,1.0,,,1,think,,13,delight,,15,delight,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_68,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_68,False,,10,1315,2.0,,,1,think,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_69,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_69,False,,1315,1315,1.0,,,1,think,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_70,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_70,False,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_71,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_71,False,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_72,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_72,False,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_73,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_73,False,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_74,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_74,False,,1315,1315,1.0,,,1,think,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_75,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_75,True,,1315,1315,1.0,,,1,idle,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_76,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_76,True,,1315,1315,1.0,,,1,idle,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_77,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_77,False,,19,19,1.0,,,1,idle,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,shifty_c,OP_center,idle,
d_main_27_02_78,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_78,False,,19,19,1.0,,,1,idle,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_79,d_main_27_02,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_02_79,True,,19,19,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,think,
d_main_27_02_80,d_main_27_02,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_02_80,True,,19,19,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_81,d_main_27_02,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_02_81,True,,19,19,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_82,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_82,False,,19,19,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_83,d_main_27_02,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_27_02_83,True,,19,19,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,OP_center,idle,
d_main_27_02_84,d_main_27_02,Speech,elegg,elegg,Locale_MainScenario:d_main_27_02_84,True,,S_50,S_50,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,think,,7,idle,,OP_center,idle,shifty_c
d_main_27_02_85,d_main_27_02,Speech,elegg,elegg,Locale_MainScenario:d_main_27_02_85,True,,S_50,S_50,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,think,,7,idle,,,,
d_main_27_02_86,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_86,False,,S_50,S_50,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,think,,7,idle,,,,
d_main_27_02_87,d_main_27_02,Self,,,Locale_MainScenario:d_main_27_02_87,False,,S_50,S_50,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,think,,7,idle,,,,
d_main_27_02_88,d_main_27_02,Speech,elegg,elegg,Locale_MainScenario:d_main_27_02_88,True,,S_50,S_500,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,worry,,7,idle,,,,
d_main_27_02_89,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_89,True,,100,100,1.0,,,1,delight,,13,idle,,15,idle,,3,idle,,5,worry,,7,idle,,,,
d_main_27_02_90,d_main_27_02,Speech,elegg,elegg,Locale_MainScenario:d_main_27_02_90,True,,S_500,S_50,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,surprise,,7,idle,,,,
d_main_27_02_91,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_91,True,,10,10,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,surprise,,7,idle,,,,
d_main_27_02_92,d_main_27_02,Speech,rapi,rapi,Locale_MainScenario:d_main_27_02_92,True,,10,10,1.0,,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_93,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_93,False,,10,1315,1.0,,,1,idle,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_94,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_94,False,,1315,1315,1.0,,,1,idle,,13,worry,,15,worry,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_95,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_95,True,,1315,1315,1.0,,,1,idle,,13,delight,,15,delight,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_96,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_96,True,,1315,1315,1.0,,,1,idle,,13,delight,,15,delight,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_97,d_main_27_02,Speech,anis,anis,Locale_MainScenario:d_main_27_02_97,True,,1315,1315,1.0,,,1,idle,,13,delight,,15,delight,,3,idle,,5,idle,,7,idle,,,,
d_main_27_02_98,d_main_27_02,Speech,neon,neon,Locale_MainScenario:d_main_27_02_98,True,,1315,1315,1.0,,,1,idle,,13,delight,,15,delight,,3,idle,,5,idle,,7,idle,,,,
