id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
d_main_01_07_s_42,d_main_01_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_07_s_42,True,,1315,1315,1.0,,,,,8,special,,,13,angry,,,15,angry,,,OP_leftup,angry,
d_main_01_07_s_43,d_main_01_07_s,Speech,marian,marian,Locale_MainScenario:d_main_01_07_s_43,True,,80,80,1.0,,,none,,8,special,,,13,angry,rapi,,15,angry,anis,,OP_leftup,angry,
d_main_01_07_s_44,d_main_01_07_s,Self,Self,Self,Locale_MainScenario:d_main_01_07_s_44,True,,80,80,1.0,,,,,8,special,,,,,,,,,,,OP_leftup,angry,
d_main_01_07_s_45,d_main_01_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_07_s_45,True,,80,80,1.0,,,,,8,special,,,,,,,,,,,OP_leftup,angry,
d_main_01_07_s_46,d_main_01_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_07_s_46,True,,80,80,1.0,,,,,8,special,,,,,,,,,,,OP_leftup,angry,
d_main_01_07_s_47,d_main_01_07_s,Speech,marian,marian,Locale_MainScenario:d_main_01_07_s_47,True,,80,800,1.0,,,,,8,special,,,,,,,,,,,OP_leftup,angry,
d_main_01_07_s_48,d_main_01_07_s,Narration,Narration,Narration,Locale_MainScenario:d_main_01_07_s_48,True,none,800,800,1.0,,sfx_scn_dead,,,8,special,marian,,,,,,,,,,OP_leftup,angry,shifty
d_main_01_07_s_49,d_main_01_07_s,Narration,Narration,Narration,Locale_MainScenario:d_main_01_07_s_49,False,none,1315,1315,1.0,,,,,,,,,,,,,,,,,,,
d_main_01_07_s_50,d_main_01_07_s,Self,Self,Self,Locale_MainScenario:d_main_01_07_s_50,False,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,
d_main_01_07_s_51,d_main_01_07_s,Speech,anis,anis,Locale_MainScenario:d_main_01_07_s_51,True,CityForest_03,1315,1315,1.0,,,,,,,,rapi,13,angry,,anis,15,angry,,,,,
d_main_01_07_s_52,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_52,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_53,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_53,True,,1315,130,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_54,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_54,True,,130,130,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_55,d_main_01_07_s,Speech,anis,anis,Locale_MainScenario:d_main_01_07_s_55,True,,150,150,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_56,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_56,True,,130,130,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_57,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_57,True,,130,1300,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_58,d_main_01_07_s,Speech,anis,anis,Locale_MainScenario:d_main_01_07_s_58,True,,1300,1500,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_59,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_59,True,,1500,1300,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_60,d_main_01_07_s,Self,Self,Self,Locale_MainScenario:d_main_01_07_s_60,True,,1300,1300,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_61,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_61,True,,1300,1315,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_62,d_main_01_07_s,Speech,anis,anis,Locale_MainScenario:d_main_01_07_s_62,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_63,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_63,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_64,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_64,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,angry,,,,,
d_main_01_07_s_65,d_main_01_07_s,Speech,anis,anis,Locale_MainScenario:d_main_01_07_s_65,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,,,,
d_main_01_07_s_66,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_66,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,,,,
d_main_01_07_s_67,d_main_01_07_s,Speech,anis,anis,Locale_MainScenario:d_main_01_07_s_67,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,,,,
d_main_01_07_s_68,d_main_01_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_01_07_s_68,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,,,,
d_main_01_07_s_69,d_main_01_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_07_s_69,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,shifty,OP_leftup,think,
d_main_01_07_s_70,d_main_01_07_s,Self,Self,Self,Locale_MainScenario:d_main_01_07_s_70,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,,OP_leftup,think,
d_main_01_07_s_71,d_main_01_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_07_s_71,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,,OP_leftup,angry,
d_main_01_07_s_72,d_main_01_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_07_s_72,True,,1315,1315,1.0,,,,,,,,,13,idle,,,15,void,,,OP_leftup,angry,
d_main_01_07_s_73,d_main_01_07_s,Speech,shifty,shifty,Locale_MainScenario:d_main_01_07_s_73,True,,1315,7,1.0,,,,,,,,,13,idle,,,15,void,,,OP_leftup,angry,
