id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_13af_02_14,d_main_13af_02,Monologue,,,Locale_MainScenario:d_main_13af_02_14,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,,
d_main_13af_02_15,d_main_13af_02,Monologue,,,Locale_MainScenario:d_main_13af_02_15,False,,3,idle,,1,idle,,13,idle,,17,170,2.0,,,marian_p,17,pain
d_main_13af_02_16,d_main_13af_02,Self,,,Locale_MainScenario:d_main_13af_02_16,False,,3,idle,,1,idle,,13,idle,,170,170,1.0,,,,17,pain
d_main_13af_02_17,d_main_13af_02,Speech,marian,marian,Locale_MainScenario:d_main_13af_02_17,True,,3,idle,,1,idle,,13,idle,,170,170,1.0,,,,17,pain
d_main_13af_02_18,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_18,True,,3,idle,,1,idle,,13,idle,,170,L_130,2.0,,,,17,pain
d_main_13af_02_19,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_19,True,,3,idle,,1,idle,,13,think,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_20,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_20,True,,3,idle,,1,idle,,13,think,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_21,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_21,True,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_22,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_22,True,,3,idle,,1,surprise,,13,idle,,L_130,12,1.0,,,,17,pain
d_main_13af_02_23,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_23,True,,3,idle,,1,surprise,,13,idle,,12,2,1.0,,,,17,pain
d_main_13af_02_24,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_24,True,,3,idle,,1,surprise,,13,idle,,2,2,1.0,,,,17,pain
d_main_13af_02_25,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_25,True,,3,idle,,1,surprise,,13,idle,,2,2,1.0,,,,17,pain
d_main_13af_02_26,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_26,True,,3,idle,,1,think,,13,idle,,2,2,1.0,,,,17,pain
d_main_13af_02_27,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_27,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,17,pain
d_main_13af_02_28,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_28,True,,3,idle,,1,idle,,13,idle,,2,30,1.0,,,,17,pain
d_main_13af_02_29,d_main_13af_02,Self,mana,,Locale_MainScenario:d_main_13af_02_29,False,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_30,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_30,False,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_31,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_31,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_32,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_32,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_33,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_33,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_34,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_34,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_35,d_main_13af_02,Speech,mana,mana,Locale_MainScenario:d_main_13af_02_35,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_36,d_main_13af_02,Self,mana,,Locale_MainScenario:d_main_13af_02_36,False,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,17,pain
d_main_13af_02_37,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_37,True,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_38,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_38,True,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_39,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_39,True,,3,idle,,1,surprise,,13,idle,,L_130,12,1.0,,,,17,pain
d_main_13af_02_40,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_40,True,,3,idle,,1,surprise,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_41,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_41,True,,3,idle,,1,surprise,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_42,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_42,False,,3,idle,,1,think,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_43,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_43,True,,3,idle,,1,think,,13,idle,,12,L_130,2.0,,,,17,pain
d_main_13af_02_44,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_44,True,,3,idle,,1,think,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_45,d_main_13af_02,Self,ingrid,,Locale_MainScenario:d_main_13af_02_45,False,,3,idle,,1,think,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_46,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_46,True,,3,idle,,1,think,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_47,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_47,True,,3,idle,,1,angry,,13,idle,,L_10,L_10,1.0,,,,17,pain
d_main_13af_02_48,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_48,True,,3,idle,,1,angry,,13,idle,,L_130,L_1300,1.0,,,,17,pain
d_main_13af_02_49,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_49,True,,3,idle,,1,angry,,13,idle,,L_10,L_100,0.5,,,,17,pain
d_main_13af_02_50,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_50,True,,3,idle,,1,angry,,13,idle,,L_100,12,1.0,,,,17,pain
d_main_13af_02_51,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_51,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_52,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_52,False,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_53,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_53,True,,3,idle,,1,angry,,13,think,,12,12,1.0,,,,17,pain
d_main_13af_02_54,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_54,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_55,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_55,True,,3,idle,,1,angry,,13,idle,,12,L_10,1.0,,,,17,pain
d_main_13af_02_56,d_main_13af_02,Self,andersen,,Locale_MainScenario:d_main_13af_02_56,False,,3,idle,,1,angry,,13,idle,,L_10,L_10,1.0,,,,17,pain
d_main_13af_02_57,d_main_13af_02,Self,andersen,,Locale_MainScenario:d_main_13af_02_57,False,,3,idle,,1,angry,,13,idle,,L_10,L_10,1.0,,,,17,pain
d_main_13af_02_58,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_58,True,,3,idle,,1,angry,,13,idle,,L_10,L_130,2.0,,,,17,pain
d_main_13af_02_59,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_59,True,,3,idle,,1,angry,,13,idle,,L_130,12,1.0,,,,17,pain
d_main_13af_02_60,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_60,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_61,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_61,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_62,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_62,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_63,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_63,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_64,d_main_13af_02,Self,ingrid,,Locale_MainScenario:d_main_13af_02_64,False,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,17,pain
d_main_13af_02_65,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_65,True,,3,idle,,1,angry,,13,idle,,12,L_130,2.0,,,,17,pain
d_main_13af_02_66,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_66,True,,3,idle,,1,angry,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_67,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_67,True,,3,idle,,1,angry,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_68,d_main_13af_02,Speech,andersen,andersen,Locale_MainScenario:d_main_13af_02_68,True,,3,idle,,1,think,,13,idle,,L_10,L_10,1.0,,,,17,pain
d_main_13af_02_69,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_69,True,,3,idle,,1,angry,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_70,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_70,True,,3,idle,,1,angry,,13,idle,,L_130,L_1300,0.5,,,,17,pain
d_main_13af_02_71,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_71,True,,3,idle,,1,angry,,13,idle,,L_1300,L_1300,1.0,,,,17,pain
d_main_13af_02_72,d_main_13af_02,Self,ingrid,,Locale_MainScenario:d_main_13af_02_72,False,,3,idle,,1,angry,,13,idle,,L_1300,L_1300,1.0,,,,17,pain
d_main_13af_02_73,d_main_13af_02,Self,ingrid,,Locale_MainScenario:d_main_13af_02_73,False,,3,idle,,1,angry,,13,idle,,L_1300,L_1300,1.0,,,,17,pain
d_main_13af_02_74,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_74,True,,3,idle,,1,angry,,13,idle,,L_1300,L_130,0.5,,,,17,pain
d_main_13af_02_75,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_75,True,,3,idle,,1,angry,,13,idle,,L_130,L_130,1.0,,,,17,pain
d_main_13af_02_76,d_main_13af_02,Speech,ingrid,ingrid,Locale_MainScenario:d_main_13af_02_76,True,,3,idle,,1,angry,,13,idle,,L_130,L_130,1.0,,,,17,pain
