id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/0/hide_char_id,set_camera_shake,characters/1/hide_char_id
d_ex_outdoorpool_05_24,d_ex_outdoorpool_05,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_05_24,False,,3,worry,,XS_30,XS_30,1.0,,,,1,idle,d_ex_outdoorpool_05_26,,,
d_ex_outdoorpool_05_25,d_ex_outdoorpool_05,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_05_25,False,,3,worry,,XS_30,XS_30,1.0,,,,1,idle,d_ex_outdoorpool_05_27,,,
d_ex_outdoorpool_05_26,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_26,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,d_ex_outdoorpool_05_33,,,
d_ex_outdoorpool_05_27,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_27,True,,3,void,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_28,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_28,False,,3,void,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_29,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_29,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_30,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_30,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_31,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_31,False,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_32,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_32,False,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_33,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_33,True,,3,idle,,XS_30,10,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_34,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_34,True,,3,idle,,10,10,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_35,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_35,True,,3,worry,,10,10,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_36,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_36,True,,3,idle,,10,10,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_37,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_37,True,,3,idle,,10,10,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_38,d_ex_outdoorpool_05,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_05_38,False,,3,idle,,10,10,1.0,,,,1,idle,d_ex_outdoorpool_05_40,,,
d_ex_outdoorpool_05_39,d_ex_outdoorpool_05,Choice,,,Locale_SuddenStory:d_ex_outdoorpool_05_39,False,,3,idle,,10,10,1.0,,,,1,idle,d_ex_outdoorpool_05_40,,,
d_ex_outdoorpool_05_40,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_40,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_41,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_41,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_42,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_42,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_43,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_43,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_44,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_44,False,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_45,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_45,True,,3,delight,,XS_30,XS_300,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_46,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_46,False,,3,delight,,XS_300,XS_300,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_47,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_47,True,,3,delight,,XS_300,XS_300,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_48,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_48,True,,3,delight,,XS_300,XS_300,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_49,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_49,False,,3,delight,,XS_300,XS_300,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_50,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_50,True,,3,no,,XS_300,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_51,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_51,True,,3,no,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_52,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_52,False,,3,no,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_53,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_53,True,,3,idle,,XS_30,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_54,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_54,True,,3,idle,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_55,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_55,True,,3,idle,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_56,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_56,False,,3,idle,,2,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_57,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_57,False,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_58,d_ex_outdoorpool_05,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_05_58,False,,3,idle,,black,black,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_59,d_ex_outdoorpool_05,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_05_59,False,,3,idle,,black,black,1.0,sfx_scn_waterdive,,,1,idle,,anis_s,Low_2,
d_ex_outdoorpool_05_60,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_60,False,,,,DeepWater_02,black,black,1.0,,,,1,idle,,,,helm_s
d_ex_outdoorpool_05_61,d_ex_outdoorpool_05,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_05_61,False,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_62,d_ex_outdoorpool_05,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_05_62,False,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_63,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_63,False,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_64,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_64,False,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_65,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_65,False,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_66,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_66,False,,,,Pool,1,1,1.0,sfx_scn_spraywater,,,1,idle,,,,
d_ex_outdoorpool_05_67,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_67,True,,,,,1,1,1.0,,,helm_s,1,idle,,,,
d_ex_outdoorpool_05_68,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_68,True,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_69,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_69,False,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_70,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_70,True,,,,,1,1,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_71,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_71,True,,,,,1,1,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_72,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_72,False,,,,,1,1,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_73,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_73,False,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_74,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_74,True,,,,,1,1,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_75,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_75,False,,,,,1,1,1.0,,none,,1,idle,,,,
d_ex_outdoorpool_05_76,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_76,True,,,,,1,1,1.0,,,,1,surprise,,,,
d_ex_outdoorpool_05_77,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_77,False,,,,,black,black,1.0,,bgm_story_crawlinganxiety,,1,surprise,,,,
d_ex_outdoorpool_05_78,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_78,False,,,,,black,black,1.0,,,,1,surprise,,,,
d_ex_outdoorpool_05_79,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_79,False,,,,,1,10,0.3,,,,1,angry,,,,
d_ex_outdoorpool_05_80,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_80,True,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_81,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_81,False,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_82,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_82,True,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_83,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_83,True,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_84,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_84,True,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_85,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_85,False,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_86,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_86,False,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_87,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_87,False,,,,,black,black,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_88,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_88,False,,,,,10,XS_30,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_89,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_89,False,,,,,XS_30,XS_30,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_90,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_90,True,,,,,XS_30,10,0.5,,,,1,angry,,,,
d_ex_outdoorpool_05_91,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_91,True,,,,,10,10,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_92,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_92,False,,,,,black,black,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_93,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_93,True,,,,,10,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_94,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_94,False,,,,,100,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_95,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_95,True,,,,,100,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_96,d_ex_outdoorpool_05,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_05_96,False,,,,,black,black,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_97,d_ex_outdoorpool_05,Narration,,Narration,Locale_SuddenStory:d_ex_outdoorpool_05_97,False,,,,,black,black,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_98,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_98,False,,,,,100,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_99,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_99,False,,,,,100,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_100,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_100,False,,,,,100,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_101,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_101,False,,,,,100,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_102,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_102,True,,,,,100,100,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_103,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_103,False,,,,,black,black,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_104,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_104,False,,,,,black,black,1.0,,none,,1,angry,,,,
d_ex_outdoorpool_05_105,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_105,False,,,,,black,black,1.0,,,,1,angry,,,,
d_ex_outdoorpool_05_106,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_106,True,anis_s,3,idle,,3,XS_30,1.0,,bgm_story_splashpad,,1,angry,,,,
d_ex_outdoorpool_05_107,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_107,True,,3,idle,,100,10,1.0,,,,1,special,,,Low_2,
d_ex_outdoorpool_05_108,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_108,False,,3,idle,,10,10,1.0,,,,1,special,,,Low_2,
d_ex_outdoorpool_05_109,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_109,False,,3,idle,,10,2,1.0,,,,1,special,,,,
d_ex_outdoorpool_05_110,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_110,True,,3,idle,,2,2,1.0,,,,1,shy,,,,
d_ex_outdoorpool_05_111,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_111,True,,3,idle,,2,2,1.0,,,,1,shy,,,,
d_ex_outdoorpool_05_112,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_112,True,,3,worry,,2,2,1.0,,,,1,shy,,,,
d_ex_outdoorpool_05_113,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_113,True,,3,worry,,2,2,1.0,,,,1,shy,,,,
d_ex_outdoorpool_05_114,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_114,True,,3,worry,,2,2,1.0,,,,1,shy,,,,
d_ex_outdoorpool_05_115,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_115,True,,3,worry,,2,2,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_116,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_116,True,,3,delight,,2,2,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_117,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_117,True,,3,delight,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_118,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_118,True,,3,delight,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_119,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_119,False,,3,delight,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_120,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_120,True,,3,idle,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_121,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_121,False,,3,idle,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_122,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_122,True,,3,idle,,2,2,1.0,,,,1,think,,,,
d_ex_outdoorpool_05_123,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_123,True,,3,idle,,2,2,1.0,,,,1,delight,,,,
d_ex_outdoorpool_05_124,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_124,True,,3,void,,2,XS_30,2.0,,,,1,delight,,,,
d_ex_outdoorpool_05_125,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_125,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_126,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_126,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_127,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_127,True,,3,idle,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_128,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_128,True,,3,idle,,10,10,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_129,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_129,False,,3,idle,,XS_30,XS_30,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_130,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_130,True,,3,delight,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_131,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_131,True,,3,delight,,XS_30,XS_30,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_132,d_ex_outdoorpool_05,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_outdoorpool_05_132,True,,3,delight,,XS_30,2,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_133,d_ex_outdoorpool_05,Self,,Self,Locale_SuddenStory:d_ex_outdoorpool_05_133,False,,3,delight,,2,2,1.0,,,,1,sad,,,,
d_ex_outdoorpool_05_134,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_134,True,,3,delight,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_135,d_ex_outdoorpool_05,Speech,anis_s,anis_s,Locale_SuddenStory:d_ex_outdoorpool_05_135,True,,3,delight,,2,2,1.0,,,,1,idle,,,,
d_ex_outdoorpool_05_136,d_ex_outdoorpool_05,Monologue,,Monologue,Locale_SuddenStory:d_ex_outdoorpool_05_136,False,,3,delight,,black,black,1.0,,,,1,idle,,,,
