id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,set_filter_01,set_filter_02,fade
d_main_31_06_14,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_14,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,50,50,1.0,,,17,idle,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_15,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_15,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,50,5,1.0,,,17,idle,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_16,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_16,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,L_170,0.6,none,,17,idle,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_17,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_17,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,L_170,L_170,1.0,bgm_story_danger1,,17,idle,,OP_leftup,angry,,,,,,,,,,,,,,,,,
d_main_31_06_18,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_18,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,L_170,17,1.0,,,17,idle,,OP_leftup,angry,shifty,,,,,,,,,,,,,,,,
d_main_31_06_19,d_main_31_06,Narration,grave_no,,Locale_MainScenario:d_main_31_06_19,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_20,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_20,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,4,4,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_21,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_21,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,4,4,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_22,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_22,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,4,30,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_23,d_main_31_06,Narration,rapi,,Locale_MainScenario:d_main_31_06_23,False,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,black,black,1.0,,,17,idle,,,,,sfx_scn_energyballfire,,,,,,,,,,,,,,,
d_main_31_06_24,d_main_31_06,Speech,vesti,vesti,Locale_MainScenario:d_main_31_06_24,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,XS_90,XS_90,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_25,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_25,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,XS_90,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_26,d_main_31_06,Speech,emma,emma,Locale_MainScenario:d_main_31_06_26,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_27,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_27,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_28,d_main_31_06,Narration,eunhwa,,Locale_MainScenario:d_main_31_06_28,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,black,black,1.0,,,17,idle,,,,,sfx_scn_energyballfire,,,,,,,,,,,,,,,
d_main_31_06_29,d_main_31_06,Speech,anis,anis,Locale_MainScenario:d_main_31_06_29,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,2,2,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_30,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_30,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,2,2,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_31,d_main_31_06,Speech,neon,neon,Locale_MainScenario:d_main_31_06_31,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,2,12,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_32,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_32,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_33,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_33,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_34,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_34,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,L_170,17,0.7,,,17,idle,,,,,sfx_scn_energyballfire,Low_2,,,,,,,,,,,,,,
d_main_31_06_35,d_main_31_06,Speech,emma,emma,Locale_MainScenario:d_main_31_06_35,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_36,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_36,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_37,d_main_31_06,Narration,eunhwa,,Locale_MainScenario:d_main_31_06_37,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,6,50,0.5,,,17,idle,,,,,sfx_scn_c092_fire,Low_2,,,,,,,,,,,,,,
d_main_31_06_38,d_main_31_06,Narration,eunhwa,,Locale_MainScenario:d_main_31_06_38,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,surprise,,black,black,1.0,,,17,idle,,,,,sfx_scn_explosionnear,,,,,,,,,,,,,,,
d_main_31_06_39,d_main_31_06,Monologue,eunhwa,,Locale_MainScenario:d_main_31_06_39,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_40,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_40,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,17,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_41,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_41,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,sfx_scn_energyballfire,,,,,,,,,,,,,,,
d_main_31_06_42,d_main_31_06,Speech,emma,emma,Locale_MainScenario:d_main_31_06_42,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_43,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_43,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_44,d_main_31_06,Monologue,eunhwa,,Locale_MainScenario:d_main_31_06_44,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,6,6,1.0,,,17,idle,,,,,sfx_scn_explosionnear,,,,,,,,,,,,,,,
d_main_31_06_45,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_45,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,6,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_46,d_main_31_06,Speech,vesti,vesti,Locale_MainScenario:d_main_31_06_46,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,angry,,13,idle,,XS_90,XS_90,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_47,d_main_31_06,Monologue,vesti,,Locale_MainScenario:d_main_31_06_47,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,17,L_170,1.0,,,17,idle,,,,,sfx_scn_explosionhuge,Low_2,,,,,,,,,,,,,,
d_main_31_06_48,d_main_31_06,Monologue,vesti,,Locale_MainScenario:d_main_31_06_48,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_49,d_main_31_06,Speech,emma,emma,Locale_MainScenario:d_main_31_06_49,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,70,70,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_50,d_main_31_06,Narration,grave_no,,Locale_MainScenario:d_main_31_06_50,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,black,black,1.0,,,17,idle,,,,,sfx_scn_energyballfire,,,,,,,,,,,,,,,
d_main_31_06_51,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_51,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,5,5,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_52,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_52,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,5,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_53,d_main_31_06,Narration,grave_no,,Locale_MainScenario:d_main_31_06_53,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,black,black,1.0,,,17,idle,,,,,sfx_scn_c092_fire,,,,,,,,,,,,,,,
d_main_31_06_54,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_54,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,17,L_170,0.6,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_55,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_55,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,Low_2,,,,,,,,,,,,,,
d_main_31_06_56,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_56,True,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_57,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_57,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,L_170,17,1.5,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_58,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_58,False,,9,idle,,7,angry,,5,idle,,3,angry,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_59,d_main_31_06,Speech,neon,neon,Locale_MainScenario:d_main_31_06_59,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,12,12,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_60,d_main_31_06,Speech,anis,anis,Locale_MainScenario:d_main_31_06_60,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,12,12,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_61,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_61,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,12,2,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_62,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_62,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_63,d_main_31_06,Speech,emma,emma,Locale_MainScenario:d_main_31_06_63,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,6,6,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_64,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_64,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,6,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_65,d_main_31_06,Speech,neon,neon,Locale_MainScenario:d_main_31_06_65,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,surprise,,12,12,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_66,d_main_31_06,Speech,anis,anis,Locale_MainScenario:d_main_31_06_66,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,surprise,,12,12,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_67,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_67,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,surprise,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_68,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_68,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,surprise,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_69,d_main_31_06,Self,eunhwa,,Locale_MainScenario:d_main_31_06_69,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,surprise,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_70,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_70,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_71,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_71,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_72,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_72,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_73,d_main_31_06,Speech,vesti,vesti,Locale_MainScenario:d_main_31_06_73,True,,9,shy,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,XS_90,XS_90,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_74,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_74,True,,9,shy,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_75,d_main_31_06,Self,eunhwa,,Locale_MainScenario:d_main_31_06_75,False,,9,shy,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,50,50,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_76,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_76,True,,9,idle,,7,angry,,5,idle,,3,worry,,1,void,,13,idle,,50,30,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_77,d_main_31_06,Self,rapi,,Locale_MainScenario:d_main_31_06_77,False,,9,idle,,7,angry,,5,idle,,3,worry,,1,void,,13,idle,,30,30,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_78,d_main_31_06,Self,rapi,,Locale_MainScenario:d_main_31_06_78,False,,9,idle,,7,angry,,5,idle,,3,worry,,1,void,,13,idle,,30,30,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_79,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_79,True,,9,idle,,7,angry,,5,idle,,3,think,,1,void,,13,idle,,30,3,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_80,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_80,False,,9,idle,,7,angry,,5,idle,,3,think,,1,void,,13,idle,,3,17,1.5,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_81,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_81,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_82,d_main_31_06,Self,grave_no,,Locale_MainScenario:d_main_31_06_82,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_83,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_83,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_84,d_main_31_06,Self,grave_no,,Locale_MainScenario:d_main_31_06_84,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_85,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_85,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_86,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_86,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_87,d_main_31_06,Self,grave_no,,Locale_MainScenario:d_main_31_06_87,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_88,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_88,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_89,d_main_31_06,Self,grave_no,,Locale_MainScenario:d_main_31_06_89,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_90,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_90,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_91,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_91,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_92,d_main_31_06,Self,grave_no,,Locale_MainScenario:d_main_31_06_92,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_93,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_93,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_94,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_94,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_95,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_95,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_96,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_96,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_97,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_97,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,L_170,1.5,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_98,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_98,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_99,d_main_31_06,Narration,grave_no,,Locale_MainScenario:d_main_31_06_99,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,L_170,17,0.5,,,17,idle,,,,,sfx_scn_hammerwhoosh,,,,,,,,,,,,,,,
d_main_31_06_100,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_100,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_101,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_101,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_102,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_102,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
