id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,set_camera_shake
d_main_22_01_e_36,d_main_22_01_e,Speech,neon,neon,Locale_MainScenario:d_main_22_01_e_36,True,,1,idle,,13,worry,,15,idle,,S_150,S_150,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_37,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_37,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_38,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_38,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_39,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_39,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_40,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_40,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_41,d_main_22_01_e,Self,,,Locale_MainScenario:d_main_22_01_e_41,False,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_42,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_42,True,,1,idle,,13,worry,,15,idle,,XS_30,S_50,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_43,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_43,True,,1,idle,,13,worry,,15,idle,,S_50,S_50,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_44,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_44,True,,1,idle,,13,worry,,15,idle,,S_50,XS_30,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_45,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_45,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_46,d_main_22_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_22_01_e_46,False,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_47,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_47,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_48,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_48,True,,1,idle,,13,worry,,15,idle,,S_50,S_50,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_49,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_49,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_50,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_50,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_51,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_51,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_52,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_52,True,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_53,d_main_22_01_e,Self,,,Locale_MainScenario:d_main_22_01_e_53,False,,1,idle,,13,worry,,15,idle,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_54,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_54,True,,1,idle,,13,worry,,15,idle,,XS_30,53,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_55,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_55,True,,1,idle,,13,worry,,15,idle,,53,53,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_56,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_56,True,,1,idle,,13,worry,,15,idle,,53,53,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_57,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_57,True,,1,idle,,13,worry,,15,idle,,53,53,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_58,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_58,True,,1,idle,,13,worry,,15,idle,,53,53,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_59,d_main_22_01_e,Self,,,Locale_MainScenario:d_main_22_01_e_59,False,,1,idle,,13,worry,,15,idle,,53,53,1.0,,,3,idle,,5,idle,,
