id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_31_04_e_11,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_11,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,2,S_10,1.0,,,,,
d_main_31_04_e_12,d_main_31_04_e,Speech,mana_op,mana_op,Locale_MainScenario:d_main_31_04_e_12,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_10,S_10,1.0,,mana_op,OP_leftup,idle,
d_main_31_04_e_13,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_13,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_10,S_10,1.0,,,OP_leftup,idle,mana_op
d_main_31_04_e_14,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_14,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_10,S_10,1.0,,,,,
d_main_31_04_e_15,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_15,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_10,S_10,1.0,,,,,
d_main_31_04_e_16,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_16,True,,5,idle,,3,idle,,1,no,,13,void,,15,idle,,S_10,12,1.0,,,,,
d_main_31_04_e_17,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_17,True,,5,idle,,3,idle,,1,no,,13,no,,15,idle,,12,12,1.0,,,,,
d_main_31_04_e_18,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_18,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,12,130,1.0,,,,,
d_main_31_04_e_19,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_19,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,,,,
d_main_31_04_e_20,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_20,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,14,1.0,,,,,
d_main_31_04_e_21,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_21,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,14,14,1.0,,,,,
d_main_31_04_e_22,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_22,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,14,14,1.0,,,,,
d_main_31_04_e_23,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_23,True,,5,idle,,3,idle,,1,idle,,13,angry,,15,idle,,14,14,1.0,,,,,
d_main_31_04_e_24,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_24,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,14,14,1.0,,,,,
d_main_31_04_e_25,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_25,True,,5,idle,,3,idle,,1,idle,,13,void,,15,angry,,14,14,1.0,,,,,
d_main_31_04_e_26,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_26,True,,5,idle,,3,idle,,1,idle,,13,void,,15,angry,,S_10,S_10,1.0,,,,,
d_main_31_04_e_27,d_main_31_04_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_e_27,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,XS_50,XS_50,1.0,,,,,
d_main_31_04_e_28,d_main_31_04_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_e_28,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,XS_50,XS_50,1.0,,,,,
d_main_31_04_e_29,d_main_31_04_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_e_29,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,XS_50,XS_50,1.0,,,,,
d_main_31_04_e_30,d_main_31_04_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_e_30,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,XS_50,XS_50,1.0,,,,,
d_main_31_04_e_31,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_31,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,130,130,1.0,,,,,
d_main_31_04_e_32,d_main_31_04_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_e_32,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,XS_50,XS_50,1.0,,,,,
d_main_31_04_e_33,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_33,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,S_10,S_10,1.0,,,,,
d_main_31_04_e_34,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_34,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,150,150,1.0,,,,,
d_main_31_04_e_35,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_35,True,,5,idle,,3,idle,,1,surprise,,13,void,,15,idle,,S_10,S_10,1.0,,,,,
d_main_31_04_e_36,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_36,True,,5,idle,,3,idle,,1,surprise,,13,void,,15,idle,,150,150,1.0,,,,,
d_main_31_04_e_37,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_37,True,,5,idle,,3,idle,,1,surprise,,13,void,,15,idle,,150,150,1.0,,,,,
d_main_31_04_e_38,d_main_31_04_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_04_e_38,True,,5,idle,,3,idle,,1,surprise,,13,void,,15,idle,,150,150,1.0,,,,,
d_main_31_04_e_39,d_main_31_04_e,Speech,emma,emma,Locale_MainScenario:d_main_31_04_e_39,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,
d_main_31_04_e_40,d_main_31_04_e,Speech,emma,emma,Locale_MainScenario:d_main_31_04_e_40,True,,5,idle,,3,idle,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,
d_main_31_04_e_41,d_main_31_04_e,Speech,emma,emma,Locale_MainScenario:d_main_31_04_e_41,True,,5,idle,,3,delight,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,
d_main_31_04_e_42,d_main_31_04_e,Speech,vesti,vesti,Locale_MainScenario:d_main_31_04_e_42,True,,5,idle,,3,delight,,1,idle,,13,void,,15,idle,,4,4,1.0,,,,,
d_main_31_04_e_43,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_43,True,,5,idle,,3,delight,,1,idle,,13,void,,15,idle,,4,12,1.0,,,,,
d_main_31_04_e_44,d_main_31_04_e,Speech,neon,neon,Locale_MainScenario:d_main_31_04_e_44,True,,5,idle,,3,delight,,1,delight,,13,void,,15,idle,,12,12,1.0,,,,,
d_main_31_04_e_45,d_main_31_04_e,Speech,anis,anis,Locale_MainScenario:d_main_31_04_e_45,True,,5,idle,,3,delight,,1,delight,,13,no,,15,idle,,12,130,1.0,,,,,
