id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,set_filter_01,play_sound,set_camera_shake,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_34_05_13,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_13,True,,8,delight,,6,idle,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_14,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_14,True,,8,delight,,6,idle,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_15,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_15,True,,8,delight,,6,think,,4,idle,,2,idle,,L_80,7,1.0,,,,,,,,,,,
d_main_34_05_16,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_16,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_17,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_17,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,60,1.0,,,,,,,,,,,
d_main_34_05_18,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_18,True,grave,8,idle,,6,idle,,4,idle,,2,idle,HarmonyCube,black,black,1.0,,grave_p,Grey,,,,,,,,
d_main_34_05_19,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_19,True,,8,idle,,6,idle,,4,idle,,2,idle,,60,60,1.0,,,Grey,,,,,,,,
d_main_34_05_20,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_20,True,,8,idle,,6,idle,,4,idle,,2,idle,,60,600,1.0,,,Grey,,,,,,,,
d_main_34_05_21,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_21,True,,8,idle,,6,think,,4,idle,,2,idle,,600,600,1.0,,,Grey,,,,,,,,
d_main_34_05_22,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_22,True,,8,idle,,6,think,,4,idle,,2,idle,,600,60,1.0,,,Grey,,,,,,,,
d_main_34_05_23,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_23,True,,8,idle,,6,think,,4,idle,,2,idle,,60,60,1.0,,,Grey,,,,,,,,
d_main_34_05_24,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_24,True,,8,idle,,6,think,,4,idle,,2,idle,,60,60,1.0,,,Grey,,,,,,,,
d_main_34_05_25,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_25,True,,8,idle,,6,think,,4,idle,,2,idle,,60,60,1.0,,,Grey,,,,,,,,
d_main_34_05_26,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_26,True,,8,idle,,6,think,,4,idle,,2,idle,,60,60,1.0,,,Grey,,,,,,,,
d_main_34_05_27,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_27,True,grave_p,8,idle,,6,think,,4,idle,,2,idle,BlackPuddle,black,black,1.0,,grave,Grey,,,,,,,,
d_main_34_05_28,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_28,True,,8,idle,,6,idle,,4,idle,,2,idle,,60,L_80,1.0,,,,,,,,,,,
d_main_34_05_29,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_29,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_30,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_30,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_31,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_31,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,7,1.0,,,,,,,,,,,
d_main_34_05_32,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_32,False,,8,surprise,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_33,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_33,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_34,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_34,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_35,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_35,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_36,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_36,False,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_37,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_37,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_38,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_38,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_39,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_39,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_40,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_40,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_41,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_41,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_42,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_42,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_43,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_43,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_44,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_44,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_45,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_45,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_46,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_46,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_47,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_47,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_48,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_48,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_49,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_49,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_50,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_50,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_51,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_51,True,,8,idle,,6,think,,4,idle,,2,idle,,7,L_80,1.0,,,,,,,,,,,
d_main_34_05_52,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_52,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_53,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_53,False,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_54,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_54,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_55,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_55,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_56,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_56,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_57,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_57,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_58,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_58,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_59,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_59,False,,8,idle,,6,think,,4,idle,,2,idle,,L_80,60,1.0,,,,,,,,,,,
d_main_34_05_60,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_60,True,,8,idle,,6,think,,4,idle,,2,idle,,60,7,1.0,,,,,,,,,,,
d_main_34_05_61,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_61,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_62,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_62,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_63,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_63,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_64,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_64,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_65,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_65,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_66,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_66,True,,8,idle,,6,think,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_67,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_67,True,,8,idle,,6,think,,4,idle,,2,idle,,7,L_80,1.0,,,,,,,,,,,
d_main_34_05_68,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_68,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_69,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_69,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_70,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_70,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_71,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_71,True,,8,idle,,6,think,,4,idle,,2,idle,,L_80,L_800,1.0,,,,,,,,,,,
d_main_34_05_72,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_72,False,,8,idle,,6,think,,4,idle,,2,idle,,L_800,L_800,1.0,,,,,,,,,,,
d_main_34_05_73,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_73,True,,8,idle,,6,think,,4,idle,,2,idle,,L_800,L_80,1.0,,,,,,,,,,,
d_main_34_05_74,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_74,False,,8,idle,,6,idle,,4,idle,,2,idle,,L_80,60,1.0,,,,,,,,,,,
d_main_34_05_75,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_75,True,,8,idle,,6,idle,,4,idle,,2,idle,,60,7,1.0,,,,,,,,,,,
d_main_34_05_76,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_76,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_77,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_77,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_78,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_78,True,,8,idle,,6,idle,,4,idle,,2,idle,,7,7,1.0,,,,,,,,,,,
d_main_34_05_79,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_79,False,,8,idle,,6,idle,,4,idle,,2,idle,,7,L_80,1.0,,,,,,,,,,,
d_main_34_05_80,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_80,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_81,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_81,True,,8,idle,,6,idle,,4,idle,,2,idle,,L_80,L_80,1.0,,,,,,,,,,,
d_main_34_05_82,d_main_34_05,Monologue,rapi,,Locale_MainScenario:d_main_34_05_82,False,grave_p,16,idle,,6,idle,,4,idle,,2,idle,,black,black,1.0,,grave_p,,sfx_scn_walkaway,,,,,,,
d_main_34_05_83,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_83,False,,,,,6,idle,,4,void,,2,idle,,3,3,1.0,,,,,,,,,,,
d_main_34_05_84,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_84,False,,,,,6,idle,,4,void,,2,idle,,3,3,1.0,,,,,,,,,,,
d_main_34_05_85,d_main_34_05,Self,rapi,,Locale_MainScenario:d_main_34_05_85,False,,,,,6,idle,,4,void,,2,idle,,3,6,1.5,,,,,,,,,,,
d_main_34_05_86,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_86,True,,,,,6,idle,,4,void,,2,idle,,6,6,1.0,,,,,,,,,,,
d_main_34_05_87,d_main_34_05,Self,rapi,,Locale_MainScenario:d_main_34_05_87,False,,,,,6,idle,,4,void,,2,idle,,6,6,1.0,,,,,,,,,,,
d_main_34_05_88,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_88,True,,,,,6,idle,,4,idle,,2,idle,,6,4,1.0,,,,,,,,,,,
d_main_34_05_89,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_89,True,,,,,6,idle,,4,idle,,2,idle,,4,2,1.0,,,,,,,,,,,
d_main_34_05_90,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_90,True,,,,,6,idle,,4,idle,,2,idle,,2,6,2.0,,,,,,,,,,,
d_main_34_05_91,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_91,True,,,,,6,think,,4,idle,,2,idle,,6,60,1.0,,,,,,,,,,,
d_main_34_05_92,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_92,True,,,,,6,think,,4,idle,,2,idle,,60,60,1.0,,,,,,,,,,,
d_main_34_05_93,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_93,True,,,,,6,think,,4,idle,,2,idle,,60,60,1.0,,,,,,,,,,,
d_main_34_05_94,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_94,True,,,,,6,think,,4,idle,,2,idle,,S_20,S_20,1.0,,,,,,,,,,,
d_main_34_05_95,d_main_34_05,Self,neon,,Locale_MainScenario:d_main_34_05_95,False,,,,,6,think,,4,idle,,2,idle,,S_20,S_20,1.0,,,,,,,,,,,
d_main_34_05_96,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_96,True,,,,,6,think,,4,idle,,2,delight,,S_20,S_20,1.0,,,,,,,,,,,
d_main_34_05_97,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_97,True,,,,,6,think,,4,no,,2,delight,,S_20,40,1.0,,,,,,,,,,,
d_main_34_05_98,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_98,True,,,,,6,think,,4,no,,2,idle,,40,3,1.0,,,,,,,,,,,
d_main_34_05_99,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_99,True,,,,,6,think,,4,no,,2,idle,,3,3,1.0,,,,,,,,,,,
d_main_34_05_100,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_100,True,,,,,6,think,,4,no,,2,idle,,3,3,1.0,,,,,,,,,,,
d_main_34_05_101,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_101,True,,,,,6,think,,4,no,,2,idle,,3,3,1.0,,,,,,,,,,,
d_main_34_05_102,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_102,True,,,,,6,think,,4,void,,2,idle,,3,3,1.0,,,,,,,,,,,
d_main_34_05_103,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_103,True,,,,,6,think,,4,void,,2,idle,,3,3,1.0,,,,,,,,,,,
d_main_34_05_104,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_104,False,,,,,6,think,,4,void,,2,idle,,3,40,1.0,,,,,,,,,,,
d_main_34_05_105,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_105,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_106,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_106,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_107,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_107,True,,,,,6,think,,4,void,,2,idle,,40,400,1.0,,,,,,,,,,,
d_main_34_05_108,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_108,True,,,,,6,think,,4,void,,2,idle,,400,400,1.0,,,,,,,,,,,
d_main_34_05_109,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_109,True,,,,,6,think,,4,worry,,2,idle,,400,40,1.0,,,,,,,,,,,
d_main_34_05_110,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_110,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_111,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_111,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_112,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_112,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_113,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_113,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_114,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_114,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_115,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_115,True,,,,,6,think,,4,void,,2,idle,,40,40,1.0,,,,,,,,,,,
d_main_34_05_116,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_116,False,,,,,6,think,,4,void,,2,idle,,40,S_20,1.0,,,,,,,,,,,
d_main_34_05_117,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_117,True,,,,,6,think,,4,void,,2,delight,,S_20,S_20,1.0,,,,,,,,,,,
d_main_34_05_118,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_118,False,,,,,6,idle,,4,void,,2,delight,,60,60,1.0,,,,,,,,,,,
d_main_34_05_119,d_main_34_05,Self,rapi,,Locale_MainScenario:d_main_34_05_119,False,,,,,6,idle,,4,void,,2,delight,,60,60,1.0,none,,,,,,,,,,
d_main_34_05_120,d_main_34_05,Self,rapi,,Locale_MainScenario:d_main_34_05_120,False,,,,,6,idle,,4,void,,2,delight,,60,60,1.0,,,,,,,,,,,
d_main_34_05_121,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_121,False,,,,,6,idle,,4,void,,2,delight,,60,60,1.0,,,,,,,,,,,
d_main_34_05_122,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_122,True,,,,,6,idle,,4,void,,2,delight,,60,6,1.0,,,,,,,,,,,
d_main_34_05_123,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_123,False,,,,,6,idle,,4,void,,2,delight,,6,6,1.0,,,,,,,,,,,
d_main_34_05_124,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_124,True,,,,,6,idle,,4,void,,2,delight,,6,6,1.0,,,,,,,,,,,
d_main_34_05_125,d_main_34_05,Speech,rapi,rapi,Locale_MainScenario:d_main_34_05_125,True,,,,,6,idle,,4,void,,2,delight,,6,6,1.0,,,,,,,,,,,
d_main_34_05_126,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_126,True,,,,,6,idle,,4,idle,,2,delight,,6,3,1.0,,,,,,,,,,,
d_main_34_05_127,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_127,True,,,,,6,idle,,4,idle,,2,delight,,3,3,1.0,,,,,,,,,,,
d_main_34_05_128,d_main_34_05,Speech,anis,anis,Locale_MainScenario:d_main_34_05_128,True,,,,,6,idle,,4,idle,,2,delight,,3,40,0.5,,,,,Low_2,,,,,,
d_main_34_05_129,d_main_34_05,Speech,neon,neon,Locale_MainScenario:d_main_34_05_129,True,,,,,6,idle,,4,idle,,2,delight,,40,S_20,0.5,,,,,Low_2,,,,,,
d_main_34_05_130,d_main_34_05,Self,neon,,Locale_MainScenario:d_main_34_05_130,False,,,,,6,idle,,4,idle,,2,delight,,S_20,S_20,1.0,,,,,,,,,,,
d_main_34_05_131,d_main_34_05,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_05_131,True,grave_p,16,idle,,6,idle,,4,idle,,2,delight,,S_20,120,1.0,,,,,,eunhwa_t,12,idle,cinderella,14,idle
d_main_34_05_132,d_main_34_05,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_05_132,True,,16,idle,,6,idle,,4,idle,,2,delight,,120,S_140,1.0,,,,,,,12,idle,,14,delight
d_main_34_05_133,d_main_34_05,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_05_133,True,,16,delight,,6,idle,,4,idle,,2,delight,,S_140,L_160,1.0,,,,,,,12,idle,,14,delight
