id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_ex_shopping_10_20,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_20,True,,12,surprise,,1,1,1.0,,,,2,delight
d_ex_shopping_10_21,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_21,True,,12,surprise,,1,1,1.0,,,,2,delight
d_ex_shopping_10_22,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_22,True,,12,surprise,,1,1,1.0,,,,2,delight
d_ex_shopping_10_23,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_23,True,,12,surprise,,1,1,1.0,,,,2,delight
d_ex_shopping_10_24,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_24,True,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_25,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_25,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_26,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_26,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_27,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_27,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_28,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_28,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_29,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_29,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_30,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_30,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_31,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_31,True,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_32,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_32,True,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_33,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_33,True,,12,idle,,1,L_120,1.3,,,,2,delight
d_ex_shopping_10_34,d_ex_shopping_10,Narration,rupee,,Locale_SuddenStory:d_ex_shopping_10_34,False,,12,idle,,L_120,L_120,1.0,,sfx_scn_perfume,,2,delight
d_ex_shopping_10_35,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_35,True,,12,idle,,L_120,L_120,1.0,,,,2,delight
d_ex_shopping_10_36,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_36,True,,12,idle,,L_120,L_120,1.0,,,,2,delight
d_ex_shopping_10_37,d_ex_shopping_10,Monologue,flora,,Locale_SuddenStory:d_ex_shopping_10_37,False,,12,idle,,L_120,20,1.3,,,,2,idle
d_ex_shopping_10_38,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_38,True,,12,idle,,20,20,1.0,,,,2,idle
d_ex_shopping_10_39,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_39,True,,12,idle,,20,20,1.0,,,,2,idle
d_ex_shopping_10_40,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_40,True,,12,idle,,20,1,1.3,,,,2,idle
d_ex_shopping_10_41,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_41,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_42,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_42,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_43,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_43,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_44,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_44,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_45,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_45,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_46,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_46,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_47,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_47,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_48,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_48,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_49,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_49,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_50,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_50,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_51,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_51,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_52,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_52,True,,12,surprise,,1,1,1.0,,,,2,idle
d_ex_shopping_10_53,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_53,True,,12,angry,,1,1,1.0,,,,2,idle
d_ex_shopping_10_54,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_54,True,,12,angry,,1,1,1.0,,,,2,idle
d_ex_shopping_10_55,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_55,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_56,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_56,True,,12,idle,,1,L_120,1.3,,,,2,idle
d_ex_shopping_10_57,d_ex_shopping_10,Narration,rupee,,Locale_SuddenStory:d_ex_shopping_10_57,False,,12,idle,,L_120,L_120,1.0,,sfx_scn_perfume,,2,idle
d_ex_shopping_10_58,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_58,True,,12,idle,,L_120,20,1.3,,,,2,idle
d_ex_shopping_10_59,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_59,True,,12,idle,,20,20,1.0,,,,2,idle
d_ex_shopping_10_60,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_60,True,,12,idle,,20,1,1.3,,,,2,idle
d_ex_shopping_10_61,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_61,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_62,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_62,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_63,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_63,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_64,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_64,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_65,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_65,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_66,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_66,True,,12,idle,,1,1,1.0,,,,2,idle
d_ex_shopping_10_67,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_67,True,,12,delight,,1,L_120,1.3,,,,2,idle
d_ex_shopping_10_68,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_68,True,,12,idle,,L_120,L_120,1.0,,,,2,idle
d_ex_shopping_10_69,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_69,True,,12,idle,,L_120,L_120,1.0,,,,2,idle
d_ex_shopping_10_70,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_70,True,,12,idle,,L_120,L_120,1.0,,,,2,idle
d_ex_shopping_10_71,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_71,True,,12,idle,,L_120,1,1.3,,,,2,delight
d_ex_shopping_10_72,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_72,True,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_73,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_73,True,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_74,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_74,True,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_75,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_75,True,,12,surprise,,1,L_120,1.3,,,,2,delight
d_ex_shopping_10_76,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_76,True,,12,surprise,,L_120,L_120,1.0,,,,2,delight
d_ex_shopping_10_77,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_77,True,,12,idle,,L_120,L_120,1.0,,,,2,delight
d_ex_shopping_10_78,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_78,True,,12,idle,,L_120,L_120,1.0,,,,2,delight
d_ex_shopping_10_79,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_79,True,,12,idle,,L_120,L_120,1.0,,,,2,delight
d_ex_shopping_10_80,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_80,True,,12,idle,,L_120,L_120,1.0,,,,2,delight
d_ex_shopping_10_81,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_81,True,,12,idle,,L_120,20,1.3,,,,2,idle
d_ex_shopping_10_82,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_82,True,,12,idle,,20,20,1.0,,,,2,idle
d_ex_shopping_10_83,d_ex_shopping_10,Self,flora,,Locale_SuddenStory:d_ex_shopping_10_83,False,,12,idle,,20,20,1.0,,,,2,idle
d_ex_shopping_10_84,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_84,True,,12,idle,,20,20,1.0,,,,2,delight
d_ex_shopping_10_85,d_ex_shopping_10,Speech,flora,flora,Locale_SuddenStory:d_ex_shopping_10_85,True,,12,idle,,20,20,1.0,,,,2,delight
d_ex_shopping_10_86,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_86,True,,12,idle,,20,1,1.3,,,,2,delight
d_ex_shopping_10_87,d_ex_shopping_10,Speech,rupee,rupee,Locale_SuddenStory:d_ex_shopping_10_87,True,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_88,d_ex_shopping_10,Self,rupee,,Locale_SuddenStory:d_ex_shopping_10_88,False,,12,idle,,1,1,1.0,,,,2,delight
d_ex_shopping_10_89,d_ex_shopping_10,Monologue,rupee,,Locale_SuddenStory:d_ex_shopping_10_89,False,,12,idle,,black,black,1.0,,,,2,delight
d_ex_shopping_10_90,d_ex_shopping_10,Monologue,rupee,,Locale_SuddenStory:d_ex_shopping_10_90,False,,12,idle,,black,black,1.0,,,,2,delight
d_ex_shopping_10_91,d_ex_shopping_10,Monologue,rupee,,Locale_SuddenStory:d_ex_shopping_10_91,False,,12,idle,,black,black,1.0,,,,2,delight
