id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,jump_target
d_subquest_1192_e_21,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_21,True,,4,think,,2,angry,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_22,d_subquest_1192_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1192_e_22,True,,4,idle,,2,angry,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_23,d_subquest_1192_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1192_e_23,True,,4,idle,,2,angry,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_24,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_24,True,,4,idle,,2,angry,,12,idle,,3,20,1.0,,,,,1,idle,,
d_subquest_1192_e_25,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_25,True,,4,idle,,2,angry,,12,idle,,20,20,1.0,,,,,1,idle,,
d_subquest_1192_e_26,d_subquest_1192_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1192_e_26,False,,4,think,,2,angry,,12,idle,,20,40,2.0,,,,,1,idle,,
d_subquest_1192_e_27,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_27,True,,4,think,,2,angry,,12,worry,,S_120,S_120,1.0,,,,,1,idle,,
d_subquest_1192_e_28,d_subquest_1192_e,Speech,voltjr,voltjr,Locale_SubScenario:d_subquest_1192_e_28,True,,4,think,,2,angry,,12,worry,,S_120,6002,1.0,,,,,1,idle,,
d_subquest_1192_e_29,d_subquest_1192_e,Self,,Self,Locale_SubScenario:d_subquest_1192_e_29,False,,4,idle,,2,angry,,12,worry,,6002,6002,1.0,,,,,1,idle,,
d_subquest_1192_e_30,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_30,True,,4,idle,,2,angry,,12,idle,,6002,1,0.5,,,,,1,idle,,
d_subquest_1192_e_31,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_31,True,,4,idle,,2,angry,,12,idle,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_32,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_32,True,,4,idle,,2,angry,,12,surprise,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_33,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_33,True,,4,idle,,2,angry,,12,surprise,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_34,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_34,True,,4,idle,,2,angry,,12,worry,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_35,d_subquest_1192_e,Self,,Self,Locale_SubScenario:d_subquest_1192_e_35,False,,4,idle,,2,angry,,12,worry,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_36,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_36,True,,4,idle,,2,worry,,12,idle,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_37,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_37,True,,4,idle,,2,worry,,12,no,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_38,d_subquest_1192_e,Speech,voltjr,voltjr,Locale_SubScenario:d_subquest_1192_e_38,True,,4,idle,,2,worry,,12,no,,1,6002,1.0,,,,,1,idle,,
d_subquest_1192_e_39,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_39,True,,4,idle,,2,worry,,12,idle,,6002,1,0.5,,,,,1,idle,,
d_subquest_1192_e_40,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_40,True,,4,idle,,2,worry,,12,idle,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_41,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_41,True,,4,idle,,2,worry,,12,angry,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_42,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_42,True,,4,idle,,2,sad,,12,angry,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_43,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_43,True,,4,idle,,2,sad,,12,idle,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_44,d_subquest_1192_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1192_e_44,True,,4,idle,,2,sad,,12,idle,,1,3,1.0,,,,,1,idle,,
d_subquest_1192_e_45,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_45,True,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_46,d_subquest_1192_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1192_e_46,True,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_47,d_subquest_1192_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1192_e_47,True,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_48,d_subquest_1192_e,Self,,Self,Locale_SubScenario:d_subquest_1192_e_48,False,,4,idle,,2,idle,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_49,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_49,True,,4,idle,,2,worry,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_50,d_subquest_1192_e,Self,,Self,Locale_SubScenario:d_subquest_1192_e_50,False,,4,idle,,2,worry,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_51,d_subquest_1192_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1192_e_51,True,,4,idle,,2,void,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_52,d_subquest_1192_e,Self,,Self,Locale_SubScenario:d_subquest_1192_e_52,False,,4,idle,,2,void,,12,idle,,3,3,1.0,,,,,1,idle,,
d_subquest_1192_e_53,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_53,True,,4,idle,,2,worry,,12,idle,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_54,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_54,True,,4,idle,,2,worry,,12,idle,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_55,d_subquest_1192_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1192_e_55,True,,4,idle,,2,worry,,12,idle,,1,1,1.0,,,,,1,idle,,
d_subquest_1192_e_56,d_subquest_1192_e,Speech,voltjr,voltjr,Locale_SubScenario:d_subquest_1192_e_56,True,,4,idle,,2,worry,,12,idle,,1,6002,0.5,,,,,1,idle,,
d_subquest_1192_e_57,d_subquest_1192_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1192_e_57,True,,4,idle,,2,worry,,12,angry,,6002,1,1.0,,,,,1,idle,,
d_subquest_1192_e_58,d_subquest_1192_e,Speech,voltjr,voltjr,Locale_SubScenario:d_subquest_1192_e_58,True,,4,idle,,2,worry,,12,angry,,1,6002,0.5,,,,,1,idle,,
d_subquest_1192_e_59,d_subquest_1192_e,Narration,,Narration,Locale_SubScenario:d_subquest_1192_e_59,False,,4,idle,,2,worry,,12,angry,,1,1,1.0,,,,,18,idle,voltjr,
d_subquest_1192_e_60,d_subquest_1192_e,Choice,,,Locale_SubScenario:d_subquest_1192_e_60,False,,4,idle,,2,worry,,12,idle,,1,1,1.0,,,,,,,,d_subquest_1192_e_62
d_subquest_1192_e_61,d_subquest_1192_e,Choice,,,Locale_SubScenario:d_subquest_1192_e_61,False,,4,idle,,2,worry,,12,idle,,1,1,1.0,,,,,,,,d_subquest_1192_e_62
d_subquest_1192_e_62,d_subquest_1192_e,Speech,voltjr,voltjr,Locale_SubScenario:d_subquest_1192_e_62,True,,4,idle,,2,worry,,12,idle,,1,18,1.0,,,,,,,,
