id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_12af_03_13,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_13,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_14,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_14,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_15,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_15,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_16,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_16,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_17,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_17,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_18,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_18,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_19,d_main_12af_03,Speech,neon,neon,Locale_MainScenario:d_main_12af_03_19,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,S_170,S_170,1.0,
d_main_12af_03_20,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_20,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_21,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_21,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_22,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_22,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_23,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_23,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,10,1.0,
d_main_12af_03_24,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_24,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_25,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_25,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_26,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_26,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_27,d_main_12af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_03_27,False,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,130,130,1.0,
d_main_12af_03_28,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_28,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_29,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_29,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_30,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_30,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,100,0.5,
d_main_12af_03_31,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_31,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,100,100,1.0,
d_main_12af_03_32,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_32,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,100,100,1.0,
d_main_12af_03_33,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_33,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,100,100,1.0,
d_main_12af_03_34,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_34,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,L_300,L_300,1.0,
d_main_12af_03_35,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_35,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_36,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_36,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_37,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_37,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_38,d_main_12af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_03_38,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,1315,1.0,
d_main_12af_03_39,d_main_12af_03,Speech,anis,anis,Locale_MainScenario:d_main_12af_03_39,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,1315,1315,1.0,
d_main_12af_03_40,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_40,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,1315,31,1.0,
d_main_12af_03_41,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_41,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_42,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_42,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_43,d_main_12af_03,Self,,,Locale_MainScenario:d_main_12af_03_43,False,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_44,d_main_12af_03,Speech,rapi,rapi,Locale_MainScenario:d_main_12af_03_44,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,130,130,1.0,
d_main_12af_03_45,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_45,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_46,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_46,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_47,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_47,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_48,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_48,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,31,1.0,
d_main_12af_03_49,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_49,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_50,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_50,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_51,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_51,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_52,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_52,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_53,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_53,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_54,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_54,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
