id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,characters/3/hide_char_id,jump_target
d_main_04af_08_37,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_37,True,,3,void,,1,idle,,13,idle,,L_500,L_500,1.0,,,5,delight,,,,,,d_main_04af_08_38
d_main_04af_08_38,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_38,True,,3,void,,1,idle,,13,idle,,L_500,L_50,1.0,,,5,idle,,,,,,
d_main_04af_08_39,d_main_04af_08,Narration,mustang,Narration,Locale_MainScenario:d_main_04af_08_39,True,,3,void,,1,idle,,13,idle,,L_50,5,1.0,,,5,idle,,,,,,
d_main_04af_08_40,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_40,True,,3,void,,1,idle,,13,idle,,5,5,1.0,,,5,idle,,,,,,
d_main_04af_08_41,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_41,True,,3,void,,1,idle,,13,idle,,5,5,1.0,,,5,idle,,,,,,
d_main_04af_08_42,d_main_04af_08,Speech,neon,neon,Locale_MainScenario:d_main_04af_08_42,True,,3,void,,1,idle,,13,idle,,5,5,1.0,,,5,idle,,,,,,
d_main_04af_08_43,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_43,True,,3,void,,1,idle,,13,idle,,5,L_50,0.5,,,5,angry,,,,,,
d_main_04af_08_44,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_44,True,,3,void,,1,idle,,13,idle,,L_50,L_500,0.5,,,5,delight,,,,Low_2,,
d_main_04af_08_45,d_main_04af_08,Monologue,mustang,,Locale_MainScenario:d_main_04af_08_45,True,,3,void,,1,idle,,13,idle,,black,black,1.0,,,5,idle,,,,,,
d_main_04af_08_46,d_main_04af_08,Monologue,mustang,,Locale_MainScenario:d_main_04af_08_46,True,,3,void,,1,idle,,13,idle,,black,black,1.0,,,5,idle,,,,,,
d_main_04af_08_47,d_main_04af_08,Speech,neon,neon,Locale_MainScenario:d_main_04af_08_47,True,,3,void,,1,idle,,13,idle,,S_130,S_1300,0.5,,,5,idle,,,,,,
d_main_04af_08_48,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_48,True,,3,void,,1,idle,,13,idle,,L_50,L_50,1.0,,,5,idle,,,,,,
d_main_04af_08_49,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_49,True,,3,void,,1,idle,,13,idle,,L_50,L_500,1.0,,,5,idle,,,,,,
d_main_04af_08_50,d_main_04af_08,Narration,mustang,Narration,Locale_MainScenario:d_main_04af_08_50,True,,3,void,,1,idle,,13,idle,,L_500,L_500,1.0,,,5,idle,,,,,,
d_main_04af_08_51,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_51,True,,3,void,,1,idle,,13,idle,,L_500,L_50,1.0,,,5,idle,,,,,,
d_main_04af_08_52,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_52,True,,3,void,,1,idle,,13,idle,,L_50,L_50,1.0,,,5,delight,,,,,,
d_main_04af_08_53,d_main_04af_08,Speech,neon,neon,Locale_MainScenario:d_main_04af_08_53,True,,3,void,,1,idle,,13,no,,S_130,S_1300,0.5,,,5,delight,,,,Low_2,,
d_main_04af_08_54,d_main_04af_08,Speech,anis,anis,Locale_MainScenario:d_main_04af_08_54,False,,3,no,,1,idle,,13,no,,30,300,3.0,,,5,delight,,,,,,
d_main_04af_08_55,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_55,True,,3,no,,1,idle,,13,idle,,L_50,L_500,1.0,,,5,idle,,,,,,
d_main_04af_08_56,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_56,True,,3,void,,1,idle,,13,idle,,L_500,L_500,1.0,,,5,idle,,,,,,
d_main_04af_08_57,d_main_04af_08,Self,mustang,Self,Locale_MainScenario:d_main_04af_08_57,True,,3,void,,1,idle,,13,idle,,L_500,L_500,1.0,,,5,idle,,,,,,
d_main_04af_08_58,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_58,True,,3,void,,1,idle,,13,idle,,L_500,L_50,1.0,,,5,delight,,,,,,
d_main_04af_08_59,d_main_04af_08,Narration,mustang,Narration,Locale_MainScenario:d_main_04af_08_59,True,,3,void,,1,idle,,13,idle,,L_50,L_50,1.0,,,5,delight,,,,,,
d_main_04af_08_60,d_main_04af_08,Speech,anis,anis,Locale_MainScenario:d_main_04af_08_60,True,,3,void,,1,idle,,13,idle,,L_50,53,1.0,,,5,idle,,,,,,
d_main_04af_08_61,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_61,True,,3,void,,1,idle,,13,idle,,53,53,1.0,,,5,idle,,,,,,
d_main_04af_08_62,d_main_04af_08,Speech,anis,anis,Locale_MainScenario:d_main_04af_08_62,True,,3,void,,1,idle,,13,idle,,53,53,1.0,,,5,idle,,,,,,
d_main_04af_08_63,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_63,True,,3,void,,1,idle,,13,idle,,53,53,1.0,,,5,good,,,,,,
d_main_04af_08_64,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_64,True,,3,void,,1,idle,,13,idle,,53,L_50,1.0,,,5,good,,,,,,
d_main_04af_08_65,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_65,True,,3,void,,1,idle,,13,idle,,L_50,L_50,1.0,,,5,good,,,,,,
d_main_04af_08_66,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_66,True,,3,void,,1,idle,,13,idle,,L_50,L_50,1.0,,,5,good,,,,,,
d_main_04af_08_67,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_67,True,,3,void,,1,idle,,13,idle,,L_50,L_500,1.0,,,5,idle,,,,,,
d_main_04af_08_68,d_main_04af_08,Speech,anis,anis,Locale_MainScenario:d_main_04af_08_68,True,,3,void,,1,idle,,13,idle,,L_500,53,1.0,,,5,idle,,,,,,
d_main_04af_08_69,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_69,True,,3,void,,1,idle,,13,idle,,53,53,1.0,,,5,surprise,,,,,,
d_main_04af_08_70,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_70,True,,3,void,,1,idle,,13,idle,,53,L_50,1.0,,,5,idle,,,,,,
d_main_04af_08_71,d_main_04af_08,Speech,mustang,mustang,Locale_MainScenario:d_main_04af_08_71,True,,3,void,,1,idle,,13,idle,,L_50,L_500,3.0,,,5,delight,,,,Low_2,,
d_main_04af_08_72,d_main_04af_08,Narration,mustang,Narration,Locale_MainScenario:d_main_04af_08_72,True,,3,void,,1,idle,,13,idle,,L_500,L_500,1.0,,,5,delight,,,,,mustang,
d_main_04af_08_73,d_main_04af_08,Speech,rapi,rapi,Locale_MainScenario:d_main_04af_08_73,False,,3,void,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_main_04af_08_74,d_main_04af_08,Speech,anis,anis,Locale_MainScenario:d_main_04af_08_74,False,,3,void,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,
d_main_04af_08_75,d_main_04af_08,Speech,neon,neon,Locale_MainScenario:d_main_04af_08_75,True,,3,void,,1,idle,,13,delight,,S_130,S_130,1.0,,,,,,,,,,
d_main_04af_08_76,d_main_04af_08,Speech,anis,anis,Locale_MainScenario:d_main_04af_08_76,False,,3,no,,1,idle,,13,delight,,30,300,3.0,,,,,,,,,,
