id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/7/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,play_sound,jump_target,set_filter_01
d_main_21_10_e_38,d_main_21_10_e,Speech,neon,neon,Locale_MainScenario:d_main_21_10_e_38,True,,7,angry,,5,no,,3,idle,,,,,,,,,,,,,,,,,700,S_500,0.5,,,,,,,,,,,,,
d_main_21_10_e_39,d_main_21_10_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_10_e_39,True,,7,angry,,5,no,,3,worry,,,,,,,,,,,,,,,,,S_500,300,1.0,,,,,,,,,,,,,
d_main_21_10_e_40,d_main_21_10_e,Narration,,Narration,Locale_MainScenario:d_main_21_10_e_40,False,,7,angry,,5,no,,3,worry,,,,,,,,,,,,,,,,EdenLobby,15,1,1.0,none,,,,,,anis,neon,rapi,black,,,
d_main_21_10_e_41,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_41,True,,,,,,,,,,cecil,1,idle,,,,,,,,,,,,,,1,1,1.0,bgm_story_edenin,,,,,,,,,,,,
d_main_21_10_e_42,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_42,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_43,d_main_21_10_e,Monologue,cecil,Monologue,Locale_MainScenario:d_main_21_10_e_43,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,EventScene_Chap_21_07,1,1,1.0,,,cecil,,,,,,,,,,
d_main_21_10_e_44,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_44,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_45,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_45,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_46,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_46,True,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_47,d_main_21_10_e,Self,cecil,Self,Locale_MainScenario:d_main_21_10_e_47,False,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_48,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_48,True,,,,,,,,,,cecil,1,idle,,,,,,,,,,,,,EdenLobby,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_49,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_49,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_50,d_main_21_10_e,Self,cecil,Self,Locale_MainScenario:d_main_21_10_e_50,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_51,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_51,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_52,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_52,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_53,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_53,True,,,,,,,,,,,1,angry,,,,,,,,,,,,,,10,100,1.0,,,,,,,,,,,,,
d_main_21_10_e_54,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_54,True,,,,,,,,,,,1,angry,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_21_10_e_55,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_55,True,,,,,,,,,,,1,angry,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_21_10_e_56,d_main_21_10_e,Self,cecil,Self,Locale_MainScenario:d_main_21_10_e_56,False,,,,,,,,,,,1,angry,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_21_10_e_57,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_57,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,100,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_58,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_58,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_59,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_59,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_60,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_60,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,
d_main_21_10_e_61,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_61,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,10,100,1.0,,,,,,,,,,,,,
d_main_21_10_e_62,d_main_21_10_e,Self,cecil,Self,Locale_MainScenario:d_main_21_10_e_62,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,
d_main_21_10_e_63,d_main_21_10_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_10_e_63,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,100,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_64,d_main_21_10_e,Narration,,Narration,Locale_MainScenario:d_main_21_10_e_64,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,NikkeCorridor,15,1,1.0,none,,cecil,,,,,,,black,sfx_scn_autodooropen,,
d_main_21_10_e_65,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_65,True,,,,,,,,,,johan,1,idle,,,,,,,,,,,,,,1,1,1.0,bgm_inark,,,,,,,,,,,,
d_main_21_10_e_66,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_66,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_67,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_67,True,,,,,,,,,,,1,think,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_68,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_68,False,,,,,,,,,,,1,think,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_69,d_main_21_10_e,Monologue,johan,Monologue,Locale_MainScenario:d_main_21_10_e_69,False,,,,,,,,,,,1,think,,,,,,,,,,,,,,1,L_10,1.0,,,,,,,,,,,,,
d_main_21_10_e_70,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_70,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,,
d_main_21_10_e_71,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_71,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,,
d_main_21_10_e_72,d_main_21_10_e,Choice,johan,,Locale_MainScenario:d_main_21_10_e_72,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,d_main_21_10_e_74,
d_main_21_10_e_73,d_main_21_10_e,Choice,johan,,Locale_MainScenario:d_main_21_10_e_73,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,d_main_21_10_e_74,
d_main_21_10_e_74,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_74,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,,
d_main_21_10_e_75,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_75,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_10,L_100,1.0,,,,,,,,,,,,,
d_main_21_10_e_76,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_76,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_100,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_77,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_77,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_78,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_78,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_79,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_79,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_80,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_80,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_81,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_81,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_82,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_82,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_83,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_83,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_84,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_84,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_85,d_main_21_10_e,Monologue,Monologue,Monologue,Locale_MainScenario:d_main_21_10_e_85,False,,,,,,,,,,,1,idle,marian_sad,1,idle,,,,,,,,,,none,marian_sad_03,marian_sad_03,1.0,,,johan,,,,,,,black,,,Grey
d_main_21_10_e_86,d_main_21_10_e,Monologue,Monologue,Monologue,Locale_MainScenario:d_main_21_10_e_86,False,,,,,,,,,,,,,,1,idle,,,,,,,,,,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,Grey
d_main_21_10_e_87,d_main_21_10_e,Monologue,Monologue,Monologue,Locale_MainScenario:d_main_21_10_e_87,False,,,,,,,,,,,,,,1,idle,,,,,,,,,,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,Grey
d_main_21_10_e_88,d_main_21_10_e,Monologue,Monologue,Monologue,Locale_MainScenario:d_main_21_10_e_88,False,,,,,,,,,,,,,,1,idle,,,,,,,,,,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,Grey
d_main_21_10_e_89,d_main_21_10_e,Monologue,Monologue,Monologue,Locale_MainScenario:d_main_21_10_e_89,False,,,,,,,,,,,,,,1,idle,,,,,,,,,,,marian_sad_03,marian_sad_03,1.0,,,,,,,,,,,,,Grey
d_main_21_10_e_90,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_90,False,,,,,,,,,,johan,1,idle,,1,idle,,,,,,,,,,NikkeCorridor,1,1,1.0,,,,marian_sad,,,,,,black,,,
d_main_21_10_e_91,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_91,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_92,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_92,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_93,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_93,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_94,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_94,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_95,d_main_21_10_e,Self,johan,Self,Locale_MainScenario:d_main_21_10_e_95,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,
d_main_21_10_e_96,d_main_21_10_e,Speech,johan,johan,Locale_MainScenario:d_main_21_10_e_96,True,,,,,,,,,,,1,idle,,,,,,,,,,,,,,1,L_10,1.0,,,,,,,,,,,,,
d_main_21_10_e_97,d_main_21_10_e,Narration,,Narration,Locale_MainScenario:d_main_21_10_e_97,False,,,,,,,,,,,1,idle,,,,,,,,,,,,,,L_10,1,1.0,none,,johan,,,,,,,,,,
d_main_21_10_e_98,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_98,True,anis,7,void,neon,5,idle,rapi,3,idle,,,,,,,,,,,,,,,,EdenIndoor,75,75,1.0,bgm_story_prism,,,,,,,,,black,,,
d_main_21_10_e_99,d_main_21_10_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_10_e_99,True,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,75,53,1.0,,,,,,,,,,,,,
d_main_21_10_e_100,d_main_21_10_e,Speech,neon,neon,Locale_MainScenario:d_main_21_10_e_100,True,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,53,53,1.0,,,,,,,,,,,,,
d_main_21_10_e_101,d_main_21_10_e,Self,neon,Self,Locale_MainScenario:d_main_21_10_e_101,False,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,53,53,1.0,,,,,,,,,,,,,
d_main_21_10_e_102,d_main_21_10_e,Monologue,neon,Monologue,Locale_MainScenario:d_main_21_10_e_102,False,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,53,53,1.0,,,,,,,,,,,,,
d_main_21_10_e_103,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_103,True,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,70,70,1.0,,,,,,,,,,,,,
d_main_21_10_e_104,d_main_21_10_e,Speech,neon,neon,Locale_MainScenario:d_main_21_10_e_104,True,,7,void,,5,surprise,,3,idle,,,,,,,,,,,,,,,,,70,S_50,1.0,,,,,,,,,,,,,
d_main_21_10_e_105,d_main_21_10_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_10_e_105,True,,7,void,,5,surprise,,3,angry,,,,,,,,,,,,,,,,,S_50,30,1.0,,,,,,,,,,,,,
d_main_21_10_e_106,d_main_21_10_e,Self,rapi,Self,Locale_MainScenario:d_main_21_10_e_106,False,,7,void,,5,idle,,3,angry,,,,,,,,,,,,,,,,,30,30,1.0,,,,,,,,,,,,,
d_main_21_10_e_107,d_main_21_10_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_10_e_107,True,,7,void,,5,idle,,3,angry,,,,,,,,,,,,,,,,,30,300,2.0,,,,,,,,,,,,,
d_main_21_10_e_108,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_108,True,,7,void,,5,idle,,3,angry,,,,,,,,,,,,,,,,,70,700,2.0,,,,,,,,,,,,,
d_main_21_10_e_109,d_main_21_10_e,Speech,neon,neon,Locale_MainScenario:d_main_21_10_e_109,True,,7,void,,5,no,,3,angry,,,,,,,,,,,,,,,,,75,75,1.0,,,,,,,,,,,,,
d_main_21_10_e_110,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_110,True,,7,no,,5,no,,3,angry,,,,,,,,,,,,,,,,,75,75,1.0,,,,,,,,,,,,,
d_main_21_10_e_111,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_111,True,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,75,75,1.0,,,,,,,,,,,,,
d_main_21_10_e_112,d_main_21_10_e,Self,anis,Self,Locale_MainScenario:d_main_21_10_e_112,False,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,75,75,1.0,,,,,,,,,,,,,
d_main_21_10_e_113,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_113,True,,7,void,,5,idle,,3,idle,,,,,,,,,,,,,,,,,75,75,1.0,,,,,,,,,,,,,
d_main_21_10_e_114,d_main_21_10_e,Speech,anis,anis,Locale_MainScenario:d_main_21_10_e_114,True,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,,,75,70,2.0,,,,,,,,,,,,,
