id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,conversation_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/0/hide_char_id,effects/0/stop_effect_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,jump_target
d_ex_gym_01_18,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_18,True,,1,delight,,15,S_150,1.0,,,,,,13,idle,,exia,15,sad,,,,,,,
d_ex_gym_01_19,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_19,True,,1,delight,,S_150,S_150,1.0,,,,,,13,idle,,,15,sad,Low_2,,,,,,
d_ex_gym_01_20,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_20,True,,1,sad,,S_150,10,0.5,,,,,,13,idle,,,15,sad,,,,,,,
d_ex_gym_01_21,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_21,True,,1,idle,,10,10,1.0,,,,,,13,idle,,,15,sad,,,,,,,
d_ex_gym_01_22,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_22,True,,1,shy,,10,10,1.0,,,,,,13,idle,,,15,sad,,,,,,,
d_ex_gym_01_23,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_23,True,,1,shy,,S_150,S_150,1.0,,,,,,13,idle,,,15,sad,,,,,,,
d_ex_gym_01_24,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_24,True,,1,shy,,S_150,S_150,1.0,,,,,,13,idle,,,15,delight,,,,,,,
d_ex_gym_01_25,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_25,True,,1,idle,,S_150,S_150,1.0,,,,,,13,idle,,,15,delight,,,,,,,
d_ex_gym_01_26,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_26,True,,1,idle,none,black,black,1.0,none,,,,,13,idle,,,15,delight,,rupee,fx_Eventscene_camera_recording,,,,
d_ex_gym_01_27,d_ex_gym_01,Speech,tvad,tvad,Locale_SuddenStory:d_ex_gym_01_27,True,,1,idle,,black,black,1.0,,,,,,13,idle,,,15,delight,,,,rumani,exia,sfx_scn_fanfare,
d_ex_gym_01_28,d_ex_gym_01,Speech,tvad,tvad,Locale_SuddenStory:d_ex_gym_01_28,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_ex_gym_01_29,d_ex_gym_01,Narration,,,Locale_SuddenStory:d_ex_gym_01_29,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_ex_gym_01_30,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_30,True,rupee,1,idle,Gym,14,14,1.0,bgm_story_onlineshopping,fx_Eventscene_camera_recording,rec,True,rumani,13,idle,,exia,15,idle,,,,,,,
d_ex_gym_01_31,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_31,True,,1,idle,,14,14,1.0,,,,,,13,idle,,,15,idle,,,,,,,
d_ex_gym_01_32,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_32,True,,1,idle,,14,L_130,0.3,,,,,,13,shy,,,15,idle,,,,,,,
d_ex_gym_01_33,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_33,True,,1,idle,,L_130,L_130,1.0,,,,,,13,shy,,,15,idle,,,,,,,
d_ex_gym_01_34,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_34,True,,1,idle,,15,S_150,0.5,,,,,,13,shy,,,15,sad,Low_2,,,,,,
d_ex_gym_01_35,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_35,True,,1,idle,,S_150,S_150,1.0,,,,,,13,shy,,,15,sad,,,,,,,
d_ex_gym_01_36,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_36,True,,1,idle,,1,1,1.0,,,,,,13,shy,,,15,sad,,,,,,,
d_ex_gym_01_37,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_37,True,,1,idle,,1,1,1.0,,,,,,13,shy,,,15,sad,,,,,,,
d_ex_gym_01_38,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_38,True,,1,idle,,1,10,0.3,,,,,,13,shy,,,15,sad,,,,,,,
d_ex_gym_01_39,d_ex_gym_01,Self,rupee,,Locale_SuddenStory:d_ex_gym_01_39,True,,1,idle,,10,10,1.0,,,,,,13,shy,,,15,sad,,,,,,,
d_ex_gym_01_40,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_40,True,,1,idle,,15,15,1.0,,,,,,13,shy,,,15,sad,,,,,,,
d_ex_gym_01_41,d_ex_gym_01,Choice,exia,,Locale_SuddenStory:d_ex_gym_01_41,True,,1,idle,,15,15,1.0,,,,,,13,idle,,,15,sad,,,,,,,d_ex_gym_01_43
d_ex_gym_01_42,d_ex_gym_01,Choice,exia,,Locale_SuddenStory:d_ex_gym_01_42,True,,1,idle,,15,15,1.0,,,,,,13,idle,,,15,sad,,,,,,,d_ex_gym_01_45
d_ex_gym_01_43,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_43,False,,1,idle,,15,15,1.0,,,,,,13,idle,,,15,surprise,,,,,,,
d_ex_gym_01_44,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_44,True,,1,idle,,15,S_150,2.0,,,,,,13,idle,,,15,surprise,,,,,,,d_ex_gym_01_48
d_ex_gym_01_45,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_45,False,,1,idle,,15,15,1.0,,,,,,13,idle,,,15,surprise,,,,,,,
d_ex_gym_01_46,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_46,True,,1,idle,,15,15,1.0,,,,,,13,idle,,,15,surprise,,,,,,,
d_ex_gym_01_47,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_47,True,,1,idle,,15,S_150,2.0,,,,,,13,idle,,,15,surprise,,,,,,,d_ex_gym_01_48
d_ex_gym_01_48,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_48,False,,1,idle,,S_150,S_150,1.0,,,,,,13,idle,,,15,good,,,,,,,
d_ex_gym_01_49,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_49,True,,1,idle,,S_150,14,0.5,,,,,,13,surprise,,,15,good,,,,,,,
d_ex_gym_01_50,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_50,True,,1,idle,,14,14,1.0,,,,,,13,shy,,,15,good,,,,,,,
d_ex_gym_01_51,d_ex_gym_01,Narration,rumani,,Locale_SuddenStory:d_ex_gym_01_51,True,,1,idle,,black,black,1.0,,,,,,13,idle,,,15,idle,,,fx_Eventscene_camera_recording,,,,
d_ex_gym_01_52,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_52,True,,1,idle,,black,black,1.0,,,,,,13,idle,,,15,idle,,,,,,,
d_ex_gym_01_53,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_53,True,,1,idle,,1315,1315,1.0,,fx_Eventscene_camera_recording,rec,True,,13,idle,,,15,idle,,,,,,,
d_ex_gym_01_54,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_54,True,,1,idle,,1315,1315,1.0,,,,,,13,idle,,,15,idle,,,,,,,
d_ex_gym_01_55,d_ex_gym_01,Narration,rumani,,Locale_SuddenStory:d_ex_gym_01_55,True,,1,idle,,1315,S_150,2.0,none,,,,,13,idle,,,15,idle,,,,,,,
d_ex_gym_01_56,d_ex_gym_01,Narration,rumani,,Locale_SuddenStory:d_ex_gym_01_56,True,,1,idle,,S_150,S_150,1.0,,,,,,13,idle,,,15,idle,,,,,,,
d_ex_gym_01_57,d_ex_gym_01,Narration,rumani,,Locale_SuddenStory:d_ex_gym_01_57,True,,1,idle,,black,black,1.0,,,,,,13,idle,,,15,shy2,,,fx_Eventscene_camera_recording,,,sfx_scn_heavytrip,
d_ex_gym_01_58,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_58,False,,1,idle,,S_150,S_150,1.0,bgm_story_whosdumber,fx_Eventscene_camera_recording,rec,True,,13,sad,,,15,shy2,,,,,,,
d_ex_gym_01_59,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_59,True,,1,idle,,S_150,14,1.0,,,,,,13,idle,,,15,shy2,,,,,,,
d_ex_gym_01_60,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_60,True,,1,idle,,14,14,1.0,,,,,,13,idle,,,15,shy2,,,,,,,
d_ex_gym_01_61,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_61,True,,1,idle,,14,14,1.0,,,,,,13,idle,,,15,shy2,,,,,,,
d_ex_gym_01_62,d_ex_gym_01,Narration,rumani,,Locale_SuddenStory:d_ex_gym_01_62,True,,1,idle,,black,black,1.0,,,,,,13,idle,,,15,shy,,,fx_Eventscene_camera_recording,,,sfx_scn_trip,
d_ex_gym_01_63,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_63,True,,1,idle,,S_150,S_150,1.0,,fx_Eventscene_camera_recording,rec,True,,13,sad,,,15,shy,,,,,,,
d_ex_gym_01_64,d_ex_gym_01,Narration,rumani,,Locale_SuddenStory:d_ex_gym_01_64,True,,1,idle,,black,black,1.0,,,,,,13,sad,,,15,surprise,,,fx_Eventscene_camera_recording,,,sfx_scn_heavytrip,
d_ex_gym_01_65,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_65,True,,1,idle,,S_150,S_150,1.0,,fx_Eventscene_camera_recording,rec,True,,13,sad,,,15,surprise,,,,,,,
d_ex_gym_01_66,d_ex_gym_01,Narration,rumani,,Locale_SuddenStory:d_ex_gym_01_66,True,,1,idle,,black,black,1.0,,,,,,13,sad,,,15,sad,,,fx_Eventscene_camera_recording,,,sfx_scn_trip,
d_ex_gym_01_67,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_67,False,,1,idle,,S_150,S_150,1.0,,fx_Eventscene_camera_recording,rec,True,,13,sad,,,15,sad,,,,,,,
d_ex_gym_01_68,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_68,False,,1,idle,,S_150,14,2.0,,,,,,13,sad,,,15,sad,,,,,,,
d_ex_gym_01_69,d_ex_gym_01,Speech,exia,exia,Locale_SuddenStory:d_ex_gym_01_69,True,,1,idle,,14,14,1.0,,,,,,13,sad,,,19,sad,Low_2,,,,,sfx_scn_run,
d_ex_gym_01_70,d_ex_gym_01,Narration,exia,,Locale_SuddenStory:d_ex_gym_01_70,True,,1,idle,,14,14,1.0,,,,,,13,sad,,,19,sad,,,,,,,
d_ex_gym_01_71,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_71,True,,1,idle,,14,13,1.0,,,,,,13,no,,,,,,,,,exia,,
d_ex_gym_01_72,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_72,True,,1,sad,,13,12,1.0,,,,,,13,no,,,,,,,,,,,
d_ex_gym_01_73,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_73,True,,1,sad,,12,12,1.0,,,,,,13,no,,,,,,,,,,,
d_ex_gym_01_74,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_74,True,,1,sad,,12,12,1.0,,,,,,13,no,,,,,,,,,,,
d_ex_gym_01_75,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_75,True,,1,sad,,12,12,1.0,,,,,,13,idle,,,,,,,,,,,
d_ex_gym_01_76,d_ex_gym_01,Speech,rumani,rumani,Locale_SuddenStory:d_ex_gym_01_76,True,,1,sad,,12,L_130,2.0,,,,,,13,shy,,,,,,,,,,,
d_ex_gym_01_77,d_ex_gym_01,Speech,rupee,rupee,Locale_SuddenStory:d_ex_gym_01_77,False,,1,surprise,,10,10,1.0,,,,,,13,shy,,,,,,,,,,,
