id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
d_ex_powerplant_05_17,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_17,True,,13,angry,,1,angry,,8,idle,,10,10,1.0,,,
d_ex_powerplant_05_18,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_18,True,,13,angry,,1,angry,,8,idle,,10,113,1.0,,,
d_ex_powerplant_05_19,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_19,True,,13,angry,,1,angry,,8,idle,,113,113,1.0,,,
d_ex_powerplant_05_20,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_20,True,,13,angry,,1,angry,,8,idle,,113,113,1.0,,,
d_ex_powerplant_05_21,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_21,True,,13,angry,,1,angry,,8,idle,,113,113,1.0,,,
d_ex_powerplant_05_22,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_22,True,,13,angry,,1,angry,,8,idle,,113,113,1.0,,,
d_ex_powerplant_05_23,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_23,True,,13,angry,,1,no,,8,idle,,113,113,1.0,,,
d_ex_powerplant_05_24,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_24,True,,13,angry,,1,no,,8,idle,,113,113,1.0,,,
d_ex_powerplant_05_25,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_25,True,,13,angry,,1,no,,3,angry,,113,S_30,2.0,,,
d_ex_powerplant_05_26,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_26,True,,13,angry,,1,no,,3,angry,,S_30,S_30,1.0,,,
d_ex_powerplant_05_27,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_27,True,,13,angry,,1,angry,,3,angry,,100,100,1.0,,,
d_ex_powerplant_05_28,d_ex_powerplant_05,Self,,Self,Locale_SuddenStory:d_ex_powerplant_05_28,False,,13,angry,,1,angry,,3,angry,,100,31,1.0,,,
d_ex_powerplant_05_29,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_29,True,,13,angry,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_30,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_30,True,,13,angry,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_31,d_ex_powerplant_05,Speech,,maxwell,Locale_SuddenStory:d_ex_powerplant_05_31,False,,13,sad,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_32,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_32,True,,13,sad,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_33,d_ex_powerplant_05,Speech,,maxwell,Locale_SuddenStory:d_ex_powerplant_05_33,False,,13,sad,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_34,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_34,True,,13,angry,,1,angry,,3,surprise,,31,31,1.0,,,
d_ex_powerplant_05_35,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_35,True,,13,angry,,1,angry,,3,special,,31,31,1.0,,,
d_ex_powerplant_05_36,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_36,True,,13,angry,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_37,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_37,True,,13,angry,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_38,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_38,True,,13,angry,,1,angry,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_39,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_39,True,,13,angry,,1,no,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_40,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_40,True,,13,angry,,1,no,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_41,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_41,True,,13,angry,,1,no,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_42,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_42,True,,13,angry,,1,no,,3,angry,,31,31,1.0,,,
d_ex_powerplant_05_43,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_43,True,,13,angry,,1,angry,,3,angry,,31,100,0.7,,,
d_ex_powerplant_05_44,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_44,True,,13,angry,,1,angry,,3,special,,100,13,1.0,,,
d_ex_powerplant_05_45,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_45,True,,13,angry,,1,angry,,3,special,,13,31,1.0,,,
d_ex_powerplant_05_46,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_46,True,,13,angry,,1,angry,,3,special,,31,31,1.0,,,
d_ex_powerplant_05_47,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_47,True,,13,angry,,1,angry,,3,special,,31,31,1.0,,,
d_ex_powerplant_05_48,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_48,True,,13,angry,,1,angry,,3,special,,31,130,1.0,,,
d_ex_powerplant_05_49,d_ex_powerplant_05,Narration,,Narration,Locale_SuddenStory:d_ex_powerplant_05_49,False,,13,angry,,1,angry,,3,special,,130,31,1.0,,,
d_ex_powerplant_05_50,d_ex_powerplant_05,Narration,,Narration,Locale_SuddenStory:d_ex_powerplant_05_50,False,,13,angry,,1,angry,,3,special,,31,31,1.0,,sfx_scn_heavyspark,Low_2
d_ex_powerplant_05_51,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_51,True,,13,angry,,1,angry,,3,surprise,,31,S_30,1.0,,,
d_ex_powerplant_05_52,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_52,True,,13,angry,,1,angry,,3,surprise,,130,130,1.0,,,
d_ex_powerplant_05_53,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_53,True,,13,angry,,1,idle,,3,surprise,,130,10,1.0,,,
d_ex_powerplant_05_54,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_54,True,,13,angry,,1,delight,,3,surprise,,10,100,1.0,,,
d_ex_powerplant_05_55,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_55,True,,13,angry,,1,delight,,3,surprise,,100,113,1.0,,,
d_ex_powerplant_05_56,d_ex_powerplant_05,Narration,,Narration,Locale_SuddenStory:d_ex_powerplant_05_56,False,,13,angry,,1,delight,,3,surprise,,10,10,1.0,,,
d_ex_powerplant_05_57,d_ex_powerplant_05,Narration,,Narration,Locale_SuddenStory:d_ex_powerplant_05_57,False,,13,angry,,1,angry,,3,surprise,,10,10,1.0,,sfx_scn_heavyspark,Low_2
d_ex_powerplant_05_58,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_58,True,,13,angry,,1,angry,,3,surprise,,10,10,1.0,,,
d_ex_powerplant_05_59,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_59,True,,13,angry,,1,angry,,3,surprise,,10,113,1.0,,,
d_ex_powerplant_05_60,d_ex_powerplant_05,Self,,Self,Locale_SuddenStory:d_ex_powerplant_05_60,False,,13,angry,,1,angry,,3,surprise,,113,113,1.0,,,
d_ex_powerplant_05_61,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_61,True,,13,angry,,1,angry,,3,surprise,,113,113,1.0,,,
d_ex_powerplant_05_62,d_ex_powerplant_05,Narration,,Narration,Locale_SuddenStory:d_ex_powerplant_05_62,False,,13,angry,,1,angry,,3,surprise,,113,113,1.0,,,
d_ex_powerplant_05_63,d_ex_powerplant_05,Narration,,Narration,Locale_SuddenStory:d_ex_powerplant_05_63,False,,13,angry,,1,angry,,3,surprise,,113,113,1.0,,sfx_scn_heavyspark,Low_2
d_ex_powerplant_05_64,d_ex_powerplant_05,Self,,Self,Locale_SuddenStory:d_ex_powerplant_05_64,False,,13,angry,,1,angry,,3,surprise,,113,113,1.0,,,
d_ex_powerplant_05_65,d_ex_powerplant_05,Speech,quiry,quiry,Locale_SuddenStory:d_ex_powerplant_05_65,True,,13,angry,,1,angry,,3,surprise,,113,31,1.0,,,
d_ex_powerplant_05_66,d_ex_powerplant_05,Speech,drake,drake,Locale_SuddenStory:d_ex_powerplant_05_66,True,,13,angry,,1,angry,,3,surprise,,31,31,1.0,,,
d_ex_powerplant_05_67,d_ex_powerplant_05,Self,,Self,Locale_SuddenStory:d_ex_powerplant_05_67,False,,13,angry,,1,angry,,3,surprise,,31,31,1.0,,,
d_ex_powerplant_05_68,d_ex_powerplant_05,Speech,,maxwell,Locale_SuddenStory:d_ex_powerplant_05_68,False,,13,sad,,1,angry,,3,surprise,,31,31,1.0,,,
d_ex_powerplant_05_69,d_ex_powerplant_05,Speech,maxwell,maxwell,Locale_SuddenStory:d_ex_powerplant_05_69,True,,13,sad,,1,angry,,3,surprise,,31,130,1.0,,,
