id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_camera_shake
d_main_34_04_13,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_13,True,,9,angry,,7,shy,,5,idle,,3,idle,,1,idle,,13,idle,,8,8,1.0,,,,,,,,,,
d_main_34_04_14,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_14,True,,9,angry,,7,shy,,5,idle,,3,idle,,1,idle,,13,idle,,8,6,1.0,,,,,,,,,,
d_main_34_04_15,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_15,True,,9,idle,,7,shy,,5,idle,,3,idle,,1,idle,,13,idle,,6,6,1.0,,,,,,,,,,
d_main_34_04_16,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_16,True,,9,idle,,7,shy,,5,idle,,3,idle,,1,idle,,13,idle,,6,6,1.0,,,,,,,,,,
d_main_34_04_17,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_17,False,,9,idle,,7,shy,,5,idle,,3,idle,,1,idle,,13,idle,,6,6,1.0,,,,,,,,,,
d_main_34_04_18,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_18,True,,9,idle,,7,shy,,5,idle,,3,idle,,1,idle,,13,idle,,6,6,1.0,,,,,,,,,,
d_main_34_04_19,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_19,True,,9,idle,,7,shy,,5,idle,,3,idle,,1,idle,,13,idle,,6,6,1.0,,,,,,,,,,
d_main_34_04_20,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_20,True,,9,idle,,7,shy,,5,idle,,3,angry,,1,idle,,13,idle,,6,4,1.0,,,,,,,,,,
d_main_34_04_21,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_21,True,,9,idle,,7,idle,,5,idle,,3,angry,,1,idle,,13,idle,,4,4,1.0,,,,,,,,,,
d_main_34_04_22,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_22,True,,9,idle,,7,idle,,5,angry,,3,angry,,1,idle,,13,idle,,4,50,1.0,,,,,,,,,,
d_main_34_04_23,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_23,False,,9,idle,,7,idle,,5,angry,,3,angry,,1,think,,13,idle,,10,10,1.0,,,,,,,,,,
d_main_34_04_24,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_24,True,,9,idle,,7,idle,,5,angry,,3,angry,,1,think,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_25,d_main_34_04,Narration,eunhwa_t,,Locale_MainScenario:d_main_34_04_25,False,,9,idle,,7,idle,,5,angry,,3,void,,1,idle,,13,idle,,50,5,0.5,,sfx_scn_toolpasslight,,,,,,,,
d_main_34_04_26,d_main_34_04,Monologue,rapi,,Locale_MainScenario:d_main_34_04_26,False,,9,idle,,7,idle,,5,angry,,3,void,,1,idle,,13,idle,,10,100,0.5,,,,,,,,,,
d_main_34_04_27,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_27,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_28,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_28,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_29,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_29,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_main_34_04_30,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_30,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_31,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_31,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_32,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_32,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_main_34_04_33,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_33,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_34,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_34,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_35,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_35,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_36,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_36,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_37,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_37,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_main_34_04_38,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_38,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_39,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_39,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_40,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_40,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_41,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_41,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,no,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_42,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_42,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,no,,50,50,1.0,,,,,,,,,,
d_main_34_04_43,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_43,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,no,,50,50,1.0,,,,,,,,,,
d_main_34_04_44,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_44,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_45,d_main_34_04,Self,neon,,Locale_MainScenario:d_main_34_04_45,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_46,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_46,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,10,1.0,,,,,,,,,,
d_main_34_04_47,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_47,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_main_34_04_48,d_main_34_04,Self,rapi,,Locale_MainScenario:d_main_34_04_48,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,
d_main_34_04_49,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_49,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,surprise,,10,S_130,1.0,,,,,,,,,,
d_main_34_04_50,d_main_34_04,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_04_50,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,surprise,,black,black,1.0,,,,,,,,,,
d_main_34_04_51,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_51,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,surprise,,50,50,1.0,,,,,,,,,,
d_main_34_04_52,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_52,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,,,,,,
d_main_34_04_53,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_53,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,90,90,1.0,,,,,,,,,,
d_main_34_04_54,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_54,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,90,90,1.0,,,,,,,,,,
d_main_34_04_55,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_55,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,90,90,1.0,,,,,,,,,,
d_main_34_04_56,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_56,True,,9,idle,,7,angry,,5,idle,,3,void,,1,idle,,13,idle,,90,XS_70,1.0,,,,,,,,,,
d_main_34_04_57,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_57,True,,9,idle,,7,angry,,5,idle,,3,void,,1,idle,,13,idle,,XS_70,XS_70,1.0,,,,,,,,,,
d_main_34_04_58,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_58,True,,9,idle,,7,angry,,5,idle,,3,void,,1,idle,,13,idle,,XS_70,50,1.0,,,,,,,,,,
d_main_34_04_59,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_59,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_60,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_60,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_61,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_61,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_62,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_62,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_63,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_63,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,
d_main_34_04_64,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_64,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,,
d_main_34_04_65,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_65,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,
d_main_34_04_66,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_66,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,30,50,1.0,,,,,,,,,,
d_main_34_04_67,d_main_34_04,Narration,eunhwa_t,,Locale_MainScenario:d_main_34_04_67,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_watersplash,black,,,,,,,
d_main_34_04_68,d_main_34_04,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_04_68,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,
d_main_34_04_69,d_main_34_04,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_04_69,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,
d_main_34_04_70,d_main_34_04,Narration,eunhwa_t,,Locale_MainScenario:d_main_34_04_70,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,30,30,1.0,,sfx_scn_watersplash,,,,,,,,
d_main_34_04_71,d_main_34_04,Monologue,eunhwa_t,,Locale_MainScenario:d_main_34_04_71,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,
d_main_34_04_72,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_72,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,30,30,1.0,,,,,,,,,,
d_main_34_04_73,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_73,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,30,12,1.5,,,,,,,,,,
d_main_34_04_74,d_main_34_04,Speech,neon,neon,Locale_MainScenario:d_main_34_04_74,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
d_main_34_04_75,d_main_34_04,Speech,rapi,rapi,Locale_MainScenario:d_main_34_04_75,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
d_main_34_04_76,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_76,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,50,50,1.0,,,,cinderella,17,delight,grave_p,19,idle,
d_main_34_04_77,d_main_34_04,Monologue,cinderella,,Locale_MainScenario:d_main_34_04_77,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,17,17,1.0,,,,,17,delight,,19,idle,
d_main_34_04_78,d_main_34_04,Monologue,grave_p,,Locale_MainScenario:d_main_34_04_78,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,17,L_190,1.5,,,,,17,delight,,19,idle,
d_main_34_04_79,d_main_34_04,Narration,cinderella,,Locale_MainScenario:d_main_34_04_79,False,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_watersplash,,,17,delight,,19,idle,
d_main_34_04_80,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_80,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,delight,,19,idle,
d_main_34_04_81,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_81,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,delight,,19,idle,
d_main_34_04_82,d_main_34_04,Narration,cinderella,,Locale_MainScenario:d_main_34_04_82,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_watersplash,,,17,delight,,19,idle,
d_main_34_04_83,d_main_34_04,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_04_83,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,8,8,1.0,,,,,17,delight,,19,idle,
d_main_34_04_84,d_main_34_04,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_04_84,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,8,8,1.0,,,,,17,delight,,19,idle,
d_main_34_04_85,d_main_34_04,Narration,cinderella,,Locale_MainScenario:d_main_34_04_85,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_watersplash,,,17,delight,,19,idle,
d_main_34_04_86,d_main_34_04,Monologue,cinderella,,Locale_MainScenario:d_main_34_04_86,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,delight,,19,idle,
d_main_34_04_87,d_main_34_04,Monologue,cinderella,,Locale_MainScenario:d_main_34_04_87,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,delight,,19,idle,
d_main_34_04_88,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_88,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_89,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_89,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_90,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_90,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_91,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_91,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_92,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_92,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_93,d_main_34_04,Narration,cinderella,,Locale_MainScenario:d_main_34_04_93,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_watersplash,,,17,idle,,19,idle,
d_main_34_04_94,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_94,True,,9,idle,,7,idle,,5,no,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,17,idle,,19,idle,
d_main_34_04_95,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_95,True,,9,idle,,7,idle,,5,no,,3,void,,1,idle,,13,idle,,50,50,1.0,,,,,17,idle,,19,idle,
d_main_34_04_96,d_main_34_04,Narration,cinderella,,Locale_MainScenario:d_main_34_04_96,False,,9,idle,,7,idle,,5,no,,3,void,,1,idle,,13,idle,,black,black,1.0,,,black,,17,idle,,19,idle,
d_main_34_04_97,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_97,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,delight,,19,idle,
d_main_34_04_98,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_98,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_99,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_99,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_100,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_100,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,surprise,,19,idle,
d_main_34_04_101,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_101,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,surprise,,19,idle,
d_main_34_04_102,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_102,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,delight,,19,idle,
d_main_34_04_103,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_103,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,18,1.0,,,,,17,idle,,19,idle,
d_main_34_04_104,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_104,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,18,L_190,1.0,,,,,17,idle,,19,idle,
d_main_34_04_105,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_105,True,,9,idle,,7,idle,,5,idle,,3,angry,,1,idle,,13,idle,,30,30,1.0,,,,,17,idle,,19,idle,
d_main_34_04_106,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_106,True,,9,idle,,7,idle,,5,idle,,3,angry,,1,idle,,13,idle,,L_190,L_190,1.0,,,,,17,idle,,19,idle,
d_main_34_04_107,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_107,True,,9,idle,,7,idle,,5,idle,,3,angry,,1,idle,,13,idle,,L_190,L_190,1.0,,,,,17,idle,,19,idle,
d_main_34_04_108,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_108,True,,9,idle,,7,idle,,5,idle,,3,sad,,1,idle,,13,idle,,30,30,1.0,,,,,17,idle,,19,idle,
d_main_34_04_109,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_109,True,,9,idle,,7,idle,,5,idle,,3,sad,,1,idle,,13,idle,,S_170,S_170,1.0,,,,,17,surprise,,19,idle,
d_main_34_04_110,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_110,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,30,30,1.0,,,,,17,surprise,,19,idle,
d_main_34_04_111,d_main_34_04,Speech,grave_p,grave_p,Locale_MainScenario:d_main_34_04_111,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,L_190,L_190,1.0,,,,,17,surprise,,19,idle,
d_main_34_04_112,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_112,True,,9,idle,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,L_190,S_170,1.0,,,,,17,delight,,19,idle,
d_main_34_04_113,d_main_34_04,Speech,anis,anis,Locale_MainScenario:d_main_34_04_113,True,,9,idle,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,30,30,1.0,,,,,17,delight,,19,idle,
d_main_34_04_114,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_114,True,,9,idle,,7,idle,,5,angry,,3,worry,,1,idle,,13,idle,,30,50,1.0,,,,,17,idle,,19,idle,
d_main_34_04_115,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_115,True,,9,idle,,7,idle,,5,angry,,3,worry,,1,idle,,13,idle,,50,50,1.0,,,,,17,idle,,19,idle,
d_main_34_04_116,d_main_34_04,Speech,cinderella,cinderella,Locale_MainScenario:d_main_34_04_116,True,,9,idle,,7,idle,,5,angry,,3,worry,,1,idle,,13,idle,,S_170,S_170,1.0,,,,,17,idle,,19,idle,
d_main_34_04_117,d_main_34_04,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_04_117,True,,9,idle,,7,idle,,5,angry,,3,worry,,1,idle,,13,idle,,50,50,1.0,,,,,17,idle,,19,idle,
