id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_17_08_31,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_31,True,,1,idle,,13,no,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_32,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_32,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,130,1.0,
d_main_17_08_33,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_33,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,130,130,1.0,
d_main_17_08_34,d_main_17_08,Speech,anis,anis,Locale_MainScenario:d_main_17_08_34,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,130,1315,1.0,
d_main_17_08_35,d_main_17_08,Monologue,anis,,Locale_MainScenario:d_main_17_08_35,False,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,1315,1315,1.0,
d_main_17_08_36,d_main_17_08,Speech,anis,anis,Locale_MainScenario:d_main_17_08_36,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1315,1315,1.0,
d_main_17_08_37,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_37,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1315,1315,1.0,
d_main_17_08_38,d_main_17_08,Speech,anis,anis,Locale_MainScenario:d_main_17_08_38,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1315,1315,1.0,
d_main_17_08_39,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_39,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1315,130,1.0,
d_main_17_08_40,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_40,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,130,130,1.0,
d_main_17_08_41,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_41,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,130,130,1.0,
d_main_17_08_42,d_main_17_08,Self,rapunzel,,Locale_MainScenario:d_main_17_08_42,False,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,130,130,1.0,
d_main_17_08_43,d_main_17_08,Speech,anis,anis,Locale_MainScenario:d_main_17_08_43,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,130,1517,1.0,
d_main_17_08_44,d_main_17_08,Speech,anis,anis,Locale_MainScenario:d_main_17_08_44,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1517,1517,1.0,
d_main_17_08_45,d_main_17_08,Speech,neon,neon,Locale_MainScenario:d_main_17_08_45,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1517,1517,1.0,
d_main_17_08_46,d_main_17_08,Self,neon,,Locale_MainScenario:d_main_17_08_46,False,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1517,1517,1.0,
d_main_17_08_47,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_47,False,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,1517,130,1.0,
d_main_17_08_48,d_main_17_08,Self,rapunzel,,Locale_MainScenario:d_main_17_08_48,False,,1,idle,,13,idle,,3,idle,,19,idle,,15,angry,,17,idle,,130,130,1.0,
d_main_17_08_49,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_49,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,130,130,1.0,
d_main_17_08_50,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_50,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_51,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_51,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_52,d_main_17_08,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_08_52,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,130,130,1.0,
d_main_17_08_53,d_main_17_08,Speech,anis,anis,Locale_MainScenario:d_main_17_08_53,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,150,150,1.0,
d_main_17_08_54,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_54,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_55,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_55,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_56,d_main_17_08,Speech,neon,neon,Locale_MainScenario:d_main_17_08_56,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,S_170,S_170,1.0,
d_main_17_08_57,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_57,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_58,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_58,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_59,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_59,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_60,d_main_17_08,Speech,neon,neon,Locale_MainScenario:d_main_17_08_60,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,worry,,S_170,S_170,1.0,
d_main_17_08_61,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_61,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,worry,,L_10,L_10,1.0,
d_main_17_08_62,d_main_17_08,Self,snowwhite,,Locale_MainScenario:d_main_17_08_62,False,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_63,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_63,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_64,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_64,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_65,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_65,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_100,1.0,
d_main_17_08_66,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_66,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_100,L_100,1.0,
d_main_17_08_67,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_67,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_100,L_100,1.0,
d_main_17_08_68,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_68,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_100,L_100,1.0,
d_main_17_08_69,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_69,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_100,L_100,1.0,
d_main_17_08_70,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_70,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_100,L_10,1.0,
d_main_17_08_71,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_71,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_72,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_72,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_73,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_73,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_74,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_74,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_10,1.0,
d_main_17_08_75,d_main_17_08,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_08_75,True,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_10,L_100,1.0,
d_main_17_08_76,d_main_17_08,Self,snowwhite,,Locale_MainScenario:d_main_17_08_76,False,,1,idle,,13,idle,,3,idle,,19,idle,,15,void,,17,idle,,L_100,L_100,1.0,
