id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
d_subquest_1321_e_18,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_18,False,,1,void,,13,idle,,3,idle,,S_130,S_130,1.0,,neon,
d_subquest_1321_e_19,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_19,False,,1,void,,13,idle,,3,idle,,S_130,S_130,1.0,,neon,
d_subquest_1321_e_20,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_20,False,,1,void,,13,idle,,3,idle,,S_130,S_130,1.0,,neon,
d_subquest_1321_e_21,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_21,False,,1,void,,13,idle,,3,idle,,S_130,2,1.0,,neon,
d_subquest_1321_e_22,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_22,True,,1,void,,13,idle,,3,idle,,2,2,1.0,,kity,kity
d_subquest_1321_e_23,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_23,True,,1,void,,13,idle,,3,idle,,2,2,1.0,,anis,anis
d_subquest_1321_e_24,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_24,True,,1,void,,13,idle,,3,idle,,2,2,1.0,,anis,anis
d_subquest_1321_e_25,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_25,True,,1,void,,13,idle,,3,idle,,2,2,1.0,,anis,anis
d_subquest_1321_e_26,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_26,True,,1,void,,13,idle,,3,idle,,2,2,1.0,,anis,anis
d_subquest_1321_e_27,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_27,False,,1,void,,13,idle,,3,idle,,2,S_30,0.6,,kity,kity
d_subquest_1321_e_28,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_28,True,,1,void,,13,idle,,3,idle,,S_30,S_30,1.0,,kity,kity
d_subquest_1321_e_29,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_29,False,,1,void,,13,idle,,3,idle,,S_30,S_30,1.0,,,
d_subquest_1321_e_30,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_30,False,,1,void,,13,idle,,3,idle,,S_30,S_30,1.0,,,
d_subquest_1321_e_31,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_31,False,,1,void,,13,idle,,3,idle,,S_30,S_30,1.0,,,
d_subquest_1321_e_32,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_32,False,,1,void,,13,idle,,3,idle,,S_30,S_30,1.0,,,
d_subquest_1321_e_33,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_33,False,,1,void,,13,idle,,3,idle,,S_30,S_30,1.0,,,
d_subquest_1321_e_34,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_34,False,,1,void,,13,idle,,3,idle,,S_30,S_30,1.0,,,
d_subquest_1321_e_35,d_subquest_1321_e,Monologue,Locale_SubScenario:d_subquest_1321_e_35,False,,1,void,,13,idle,,3,idle,,S_30,3,1.0,,,
d_subquest_1321_e_36,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_36,True,,1,void,,13,no,,3,idle,,3,12,1.0,,neon,neon
d_subquest_1321_e_37,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_37,True,,1,worry,,13,no,,3,idle,,12,12,1.0,,anis,anis
d_subquest_1321_e_38,d_subquest_1321_e,Speech,Locale_SubScenario:d_subquest_1321_e_38,True,,1,idle,,13,no,,3,idle,,12,12,1.0,,anis,anis
