id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,set_camera_shake
d_main_26_1_s_39,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_39,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_1_s_40,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_40,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_1_s_41,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_41,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,XXS_130,50,1.0,,chime,chime,,
d_main_26_1_s_42,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_42,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,,
d_main_26_1_s_43,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_43,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,chime,chime,,
d_main_26_1_s_44,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_44,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,12,12,1.0,,chime,chime,,
d_main_26_1_s_45,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_45,True,,7,think,,5,idle,,3,void,,1,worry,,13,idle,,15,idle,,12,12,1.0,,neon,neon,,
d_main_26_1_s_46,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_46,True,,7,think,,5,idle,,3,void,,1,worry,,13,idle,,15,idle,,12,14,1.0,,crown,crown,,
d_main_26_1_s_47,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_47,True,,7,think,,5,idle,,3,void,,1,worry,,13,idle,,15,idle,,14,14,1.0,,crown,crown,,
d_main_26_1_s_48,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_48,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,30,30,1.0,,anis,anis,,
d_main_26_1_s_49,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_49,True,,7,think,,5,idle,,3,void,,1,idle,,13,angry,,15,idle,,13,XXS_130,1.0,,chime,chime,,
d_main_26_1_s_50,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_50,True,,7,think,,5,idle,,3,void,,1,idle,,13,angry,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,
d_main_26_1_s_51,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_51,True,,7,think,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,30,30,1.0,,anis,anis,,
d_main_26_1_s_52,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_52,True,,7,think,,5,idle,,3,angry,,1,idle,,13,angry,,15,idle,,XXS_130,XXS_130,1.0,,chime,chime,,Low_2
d_main_26_1_s_53,d_main_26_01_s,Self,Locale_MainScenario:d_main_26_1_s_53,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,,
d_main_26_1_s_54,d_main_26_01_s,Self,Locale_MainScenario:d_main_26_1_s_54,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,,
d_main_26_1_s_55,d_main_26_01_s,Self,Locale_MainScenario:d_main_26_1_s_55,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,5,1.0,,,,,
d_main_26_1_s_56,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_56,False,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,5,50,1.0,,redhood,redhood,,
d_main_26_1_s_57,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_57,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_1_s_58,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_58,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,anis,anis,,
d_main_26_1_s_59,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_59,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,2,2,1.0,,neon,neon,,
d_main_26_1_s_60,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_60,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,,
d_main_26_1_s_61,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_61,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,,
d_main_26_1_s_62,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_62,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,,
d_main_26_1_s_63,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_63,True,,7,think,,5,think,,3,void,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,,
d_main_26_1_s_64,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_64,True,,7,think,,5,surprise,,3,void,,1,idle,,13,idle,,15,idle,,70,5,1.0,,redhood,redhood,,
d_main_26_1_s_65,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_65,True,,7,think,,5,surprise,,3,void,,1,idle,,13,idle,,15,idle,,5,4,1.0,,anis,anis,,
d_main_26_1_s_66,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_66,True,,7,think,,5,surprise,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,anis,anis,,
d_main_26_1_s_67,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_67,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_1_s_68,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_68,True,,7,think,,5,worry,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,anis,anis,,
d_main_26_1_s_69,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_69,True,,7,think,,5,worry,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,redhood,redhood,,
d_main_26_1_s_70,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_70,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,4,6,1.0,,dorothy,dorothy,,
d_main_26_1_s_71,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_71,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_1_s_72,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_72,True,,7,think,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_1_s_73,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_73,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_1_s_74,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_74,False,,7,worry,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,Low_2
d_main_26_1_s_75,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_75,True,,7,worry,,5,smile,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_1_s_76,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_76,True,,7,worry,,5,smile,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_1_s_77,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_77,True,,7,worry,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_1_s_78,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_78,True,,7,worry,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,70,70,1.0,,dorothy,dorothy,,
d_main_26_1_s_79,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_79,True,,7,worry,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
d_main_26_1_s_80,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_80,True,,7,think,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,70,7,1.0,,dorothy,dorothy,,
d_main_26_1_s_81,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_81,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,S_10,S_10,1.0,,neon,neon,,
d_main_26_1_s_82,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_82,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_1_s_83,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_83,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_1_s_84,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_84,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,dorothy,dorothy,,
d_main_26_1_s_85,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_85,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_1_s_86,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_86,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_1_s_87,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_87,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,redhood,redhood,,
d_main_26_1_s_88,d_main_26_01_s,Self,Locale_MainScenario:d_main_26_1_s_88,False,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,6,1.0,,,,,
d_main_26_1_s_89,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_89,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,6,50,1.0,,redhood,redhood,,
d_main_26_1_s_90,d_main_26_01_s,Speech,Locale_MainScenario:d_main_26_1_s_90,True,,7,think,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,50,50,1.0,,redhood,redhood,,
