id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/9/hide_char_id,play_sound,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_filter_01,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/7/hide_char_id,characters/8/hide_char_id
d_main_12_07_e_21,d_main_12_07_e,Speech,anis,anis,Locale_MainScenario:d_main_12_07_e_21,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,surprise,,OP_leftup,idle,,S_130,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_22,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_22,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,OP_leftup,idle,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_23,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_23,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,OP_leftup,idle,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_24,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_24,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,no,,OP_leftup,idle,,S_130,S_1300,0.5,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_25,d_main_12_07_e,Speech,anis,anis,Locale_MainScenario:d_main_12_07_e_25,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,no,,13,no,,OP_leftup,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_26,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_26,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,delight,,OP_leftup,idle,,10,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_27,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_27,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,surprise,,OP_leftup,idle,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_28,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_28,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,surprise,,OP_leftup,idle,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_29,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_29,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,surprise,,OP_leftup,idle,,S_130,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_30,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_30,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,surprise,,OP_leftup,surprise,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_31,d_main_12_07_e,Narration,shifty,,Locale_MainScenario:d_main_12_07_e_31,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,surprise,,OP_leftup,surprise,,black,black,1.0,none,shifty,sfx_scn_steamboxopen,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_32,d_main_12_07_e,Narration,shifty,,Locale_MainScenario:d_main_12_07_e_32,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_33,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_33,True,,9,idle,,7,worry,,5,idle,,3,worry,,1,angry,,13,idle,,,,,S_1300,S_130,0.5,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_34,d_main_12_07_e,Speech,anis,anis,Locale_MainScenario:d_main_12_07_e_34,False,,9,idle,,7,worry,,5,idle,,3,worry,,1,angry,,13,idle,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_35,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_35,True,,9,idle,,7,worry,,5,idle,,3,worry,,1,angry,,13,idle,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_36,d_main_12_07_e,Monologue,rapi,,Locale_MainScenario:d_main_12_07_e_36,False,,9,idle,,7,worry,,5,idle,,3,worry,,1,angry,,13,idle,,,,,black,black,1.0,bgm_mystery,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_37,d_main_12_07_e,Monologue,rapi,,Locale_MainScenario:d_main_12_07_e_37,False,,9,idle,,7,worry,,5,idle,,3,worry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_38,d_main_12_07_e,Monologue,rapi,,Locale_MainScenario:d_main_12_07_e_38,False,,9,idle,,7,worry,,5,idle,,3,worry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_39,d_main_12_07_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_e_39,True,,9,idle,,7,worry,,5,surprise,,3,worry,,1,angry,,13,idle,,,,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_40,d_main_12_07_e,Speech,vesti,vesti,Locale_MainScenario:d_main_12_07_e_40,False,,9,sad,,7,worry,,5,surprise,,3,worry,,1,angry,,13,idle,,,,,XS_90,XS_90,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_41,d_main_12_07_e,Speech,emma,emma,Locale_MainScenario:d_main_12_07_e_41,False,,9,sad,,7,surprise,,5,surprise,,3,worry,,1,angry,,13,idle,,,,,70,70,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_42,d_main_12_07_e,Narration,emma,,Locale_MainScenario:d_main_12_07_e_42,False,,9,idle,,7,surprise,,5,surprise,,3,worry,,1,angry,,13,idle,,,,,black,black,1.0,,,sfx_scn_heavyboxclose,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_43,d_main_12_07_e,Monologue,emma,,Locale_MainScenario:d_main_12_07_e_43,False,,9,idle,,7,surprise,,5,idle,,3,idle,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_44,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_44,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,angry,,13,idle,,,,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_45,d_main_12_07_e,Self,neon,,Locale_MainScenario:d_main_12_07_e_45,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,angry,,13,idle,,,,,S_130,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_46,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_46,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,angry,,13,worry,,,,,S_130,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_47,d_main_12_07_e,Self,neon,,Locale_MainScenario:d_main_12_07_e_47,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,angry,,13,worry,,,,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_48,d_main_12_07_e,Self,neon,,Locale_MainScenario:d_main_12_07_e_48,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,angry,,13,worry,,,,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_49,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_49,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,S_1300,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_50,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_50,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_51,d_main_12_07_e,Narration,,,Locale_MainScenario:d_main_12_07_e_51,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,12,12,1.0,none,,,black,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_52,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_52,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,shifty,OP_leftup,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_53,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_53,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,OP_leftup,idle,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_54,d_main_12_07_e,Speech,anis,anis,Locale_MainScenario:d_main_12_07_e_54,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,OP_leftup,idle,,12,10,1.0,,shifty,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_55,d_main_12_07_e,Speech,neon,neon,Locale_MainScenario:d_main_12_07_e_55,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,10,S_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_56,d_main_12_07_e,Narration,neon,,Locale_MainScenario:d_main_12_07_e_56,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,black,black,1.0,bgm_story_trauma,,,,laplace,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_57,d_main_12_07_e,Self,neon,,Locale_MainScenario:d_main_12_07_e_57,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,S_130,S_130,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_58,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_58,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,S_130,S_170,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_59,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_59,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,S_170,S_170,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_60,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_60,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,void,,13,idle,,,,,S_170,S_1700,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_61,d_main_12_07_e,Speech,emma,emma,Locale_MainScenario:d_main_12_07_e_61,True,,9,idle,,7,surprise,,5,surprise,,3,idle,,1,void,,13,idle,,,,,70,70,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_62,d_main_12_07_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_e_62,True,,9,idle,,7,surprise,,5,surprise,,3,idle,,1,void,,13,idle,,,,,70,50,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_63,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_63,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,void,,13,idle,,,,,50,30,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_64,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_64,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,void,,13,idle,,,,,S_1700,17,0.5,,,,,,17,void,Low_2,,,,,,,,,,,,,,,,
d_main_12_07_e_65,d_main_12_07_e,Narration,laplace,,Locale_MainScenario:d_main_12_07_e_65,False,,9,idle,,7,worry,,5,surprise,,3,angry,,1,void,,13,idle,,,,,black,black,1.0,bgm_emergency,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_66,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_66,False,,9,idle,,7,worry,,5,surprise,,3,angry,,1,void,,13,idle,,,,,black,black,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_67,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_67,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,,,,3,30,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_68,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_68,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,shifty,OP_leftup,surprise,,30,30,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_69,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_69,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,OP_leftup,surprise,,17,S_170,0.5,,shifty,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_70,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_70,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,,,,S_170,S_1700,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_71,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_71,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,,,,S_1700,S_1700,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_72,d_main_12_07_e,Narration,laplace,,Locale_MainScenario:d_main_12_07_e_72,False,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,sfx_scn_energecharge,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_73,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_73,False,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_74,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_74,False,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_75,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_75,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_76,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_76,True,,9,idle,,7,worry,,5,angry,,3,angry,,1,angry,,13,idle,shifty,OP_leftup,surprise,,50,50,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_77,d_main_12_07_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_e_77,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,OP_leftup,surprise,,50,500,0.5,,shifty,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_78,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_78,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,S_1700,S_1700,1.0,,,,,,17,void,Low_2,,,,,,,,,,,,,,,,
d_main_12_07_e_79,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_79,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,S_1700,17,0.5,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_80,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_80,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_81,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_81,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,17,S_170,2.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_82,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_82,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,S_170,S_170,1.0,,,,,,17,void,,,,,,,,,,,,,,,,,
d_main_12_07_e_83,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_83,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,none,black,black,1.0,,,,,,17,void,,vesti,emma,eunhwa,rapi,anis,neon,laplace,,,,,,,,,
d_main_12_07_e_84,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_84,False,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_85,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_85,False,,,,,,,,,,,,,,,,,,,,,,EventScene_Chap_12_01,black,black,1.0,,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_86,d_main_12_07_e,Monologue,laplace,,Locale_MainScenario:d_main_12_07_e_86,False,,,,,,,,,,,,,,,,,,,,,,,laplace_event_01,laplace_event_02,2.0,,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_87,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_87,True,,,,,,,,,,,,,,,,,,,,,,,laplace_event_02,laplace_event_03,2.0,,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_88,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_88,True,,,,,,,,,,,,,,,,,,,,,,,laplace_event_03,laplace_event_03,1.0,,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_89,d_main_12_07_e,Speech,emma,emma,Locale_MainScenario:d_main_12_07_e_89,True,,,,,,,,,,,,,,,,,,,,,,,laplace_event_03,laplace_event_04,2.0,,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_90,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_90,True,,,,,,,,,,,,,,,,,,,,,,,laplace_event_04,laplace_event_04,1.0,,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_91,d_main_12_07_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_12_07_e_91,False,,,,,,,,,,,,,,,,,,,,,,,laplace_event_04,laplace_event_04,1.0,,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_92,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_92,True,,,,,,,,,,,,,,,,,,,,,,EventScene_Chap_12_03,laplace_event_04,laplace_event_04,1.0,none,,,,,,,,,,,,,,,Vignetting,,,,,,,,
d_main_12_07_e_93,d_main_12_07_e,Monologue,maiden,,Locale_MainScenario:d_main_12_07_e_93,False,,,,,,,,,,,,,,,,,,,,,,EventScene_Chap_12_01,laplace_event_04,laplace_event_04,1.0,,,,,,,,,,,,,,,,Grey,,,,,,,,
d_main_12_07_e_94,d_main_12_07_e,Monologue,maiden,,Locale_MainScenario:d_main_12_07_e_94,False,vesti,9,idle,emma,7,surprise,eunhwa,5,surprise,rapi,3,angry,anis,1,angry,neon,13,idle,,,,Factory,black,black,1.0,,,,,,,,,,,,,,,,Grey,,,,,,,,
d_main_12_07_e_95,d_main_12_07_e,Monologue,maiden,,Locale_MainScenario:d_main_12_07_e_95,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_90,30,2.0,,,,,,,,,,,,,,,,Grey,,,,,,,,
