id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_main_27_04_e_11,d_main_27_04_e,Speech,neon,neon,Locale_MainScenario:d_main_27_04_e_11,True,,7,angry,,5,special,,3,special,,1,angry,,13,angry,,15,no,,1315,1315,1.0,,,,,,,,,,,,
d_main_27_04_e_12,d_main_27_04_e,Speech,anis,anis,Locale_MainScenario:d_main_27_04_e_12,True,,7,angry,,5,special,,3,special,,1,angry,,13,angry,,15,no,,1315,1315,1.0,,,,,,,,,,,,
d_main_27_04_e_13,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_13,False,,7,angry,,5,idle,,3,idle,,1,angry,,13,angry,,15,no,,1315,1315,1.0,,,,,,,,,,,,
d_main_27_04_e_14,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_14,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,angry,,15,idle,,1315,1,1.0,,,,,,,,,,,,
d_main_27_04_e_15,d_main_27_04_e,Speech,shifty,shifty,Locale_MainScenario:d_main_27_04_e_15,True,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,1,100,1.0,none,,shifty,OP_leftup,angry,,,,,,,
d_main_27_04_e_16,d_main_27_04_e,Speech,shifty,shifty,Locale_MainScenario:d_main_27_04_e_16,False,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,100,100,1.0,,,,OP_leftup,surprise,,,,,,,
d_main_27_04_e_17,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_17,False,,7,surprise,,5,special,,3,idle,,1,angry,,13,idle,,15,idle,,700,700,1.0,,,,OP_leftup,surprise,shifty,,,,,,
d_main_27_04_e_18,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_18,False,,7,surprise,,5,special,,3,idle,,1,angry,,13,idle,,15,idle,,700,S_500,1.0,,,,,,,,,,,,
d_main_27_04_e_19,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_19,False,,7,idle,,5,special,,3,surprise,,1,angry,,13,idle,,15,idle,,S_500,300,1.0,,,,,,,,,,,,
d_main_27_04_e_20,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_20,False,,7,idle,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,300,100,1.0,,,,,,,,,,,,
d_main_27_04_e_21,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_21,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,100,100,1.0,bgm_aztec,,,,,,,,,,,
d_main_27_04_e_22,d_main_27_04_e,Speech,anis,anis,Locale_MainScenario:d_main_27_04_e_22,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,worry,,15,idle,,100,1300,1.0,,,,,,,,,,,,
d_main_27_04_e_23,d_main_27_04_e,Speech,neon,neon,Locale_MainScenario:d_main_27_04_e_23,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,worry,,15,no,,1300,S_1500,1.0,,,,,,,,,,,,
d_main_27_04_e_24,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_24,True,,7,sad2,,5,idle,,3,idle,,1,idle,,13,worry,,15,no,,700,700,1.0,,,,,,,,,,,,
d_main_27_04_e_25,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_25,True,,7,sad2,,5,idle,,3,idle,,1,idle,,13,idle,,15,no,,700,S_500,1.0,,,,,,,,,,,,
d_main_27_04_e_26,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_26,True,,7,sad2,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,S_500,300,1.0,,,,,,,,,,,,
d_main_27_04_e_27,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_27,True,,7,idle,,5,idle,,3,sad,,1,idle,,13,idle,,15,idle,,700,700,1.0,,,,,,,,,,,,
d_main_27_04_e_28,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_28,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,
d_main_27_04_e_29,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_29,True,,7,idle,,5,special,,3,idle,,1,idle,,13,idle,,15,idle,,300,S_500,1.0,,,,,,,,,,,,
d_main_27_04_e_30,d_main_27_04_e,Narration,,,Locale_MainScenario:d_main_27_04_e_30,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_500,S_500,1.0,,sfx_scn_tinymachineengage,,,,,,,,,,
d_main_27_04_e_31,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_31,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_500,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_32,d_main_27_04_e,Speech,neon,neon,Locale_MainScenario:d_main_27_04_e_32,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_150,S_150,1.0,,,,,,,,,,,,
d_main_27_04_e_33,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_33,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_34,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_34,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_35,d_main_27_04_e,Speech,neon,neon,Locale_MainScenario:d_main_27_04_e_35,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_150,S_150,1.0,,,,,,,,,,,,
d_main_27_04_e_36,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_36,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_37,d_main_27_04_e,Speech,neon,neon,Locale_MainScenario:d_main_27_04_e_37,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_150,S_150,1.0,,,,,,,,,,,,
d_main_27_04_e_38,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_38,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_39,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_39,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_40,d_main_27_04_e,Speech,neon,neon,Locale_MainScenario:d_main_27_04_e_40,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_150,S_150,1.0,,,,,,,,,,,,
d_main_27_04_e_41,d_main_27_04_e,Speech,anis,anis,Locale_MainScenario:d_main_27_04_e_41,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,S_150,130,1.0,,,,,,,,,,,,
d_main_27_04_e_42,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_42,True,,7,smile,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,,70,70,1.0,,,,,,,,,,,,
d_main_27_04_e_43,d_main_27_04_e,Monologue,,,Locale_MainScenario:d_main_27_04_e_43,False,,7,smile,,5,idle,,3,idle,,1,idle,,13,no,,15,idle,BrokenCrystal_3,black,black,1.0,,sfx_scn_shardpickup,,,,,hammering,elegg,liveryn,rapi,anis,neon
d_main_27_04_e_44,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_44,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_01,BrokenCrystal_02,1.0,,,,,,,,,,,,
d_main_27_04_e_45,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_45,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_02,BrokenCrystal_02,1.0,,,,,,,,,,,,
d_main_27_04_e_46,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_46,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_02,BrokenCrystal_02,1.0,,,,,,,,,,,,
d_main_27_04_e_47,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_47,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_02,BrokenCrystal_02,1.0,,,,,,,,,,,,
d_main_27_04_e_48,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_48,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_02,BrokenCrystal_02,1.0,,,,,,,,,,,,
d_main_27_04_e_49,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_49,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_02,BrokenCrystal_02,1.0,,,,,,,,,,,,
d_main_27_04_e_50,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_50,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_02,BrokenCrystal_03,1.0,,,,,,,,,,,,
d_main_27_04_e_51,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_51,True,,,,,,,,,,,,,,,,,,,BrokenCrystal_1,BrokenCrystal_03,BrokenCrystal_03,1.0,,,,,,,,,,,,
d_main_27_04_e_52,d_main_27_04_e,Monologue,,,Locale_MainScenario:d_main_27_04_e_52,False,,,,,,,,,,,,,,,,,,,,BrokenCrystal_03,BrokenCrystal_03,1.0,,,,,,,,,,,,
d_main_27_04_e_53,d_main_27_04_e,Monologue,,,Locale_MainScenario:d_main_27_04_e_53,False,,,,,,,,,,,,,,,,,,,BrokenCrystal_2,BrokenCrystal_03,BrokenCrystal_04,1.0,,sfx_scn_disappear,,,,,,,,,,
d_main_27_04_e_54,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_54,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_04,BrokenCrystal_04,1.0,,,,,,,,,,,,
d_main_27_04_e_55,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_55,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_04,BrokenCrystal_04,1.0,,,,,,,,,,,,
d_main_27_04_e_56,d_main_27_04_e,Speech,anis,anis,Locale_MainScenario:d_main_27_04_e_56,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_04,BrokenCrystal_04,1.0,,,,,,,,,,,,
d_main_27_04_e_57,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_57,True,,,,,,,,,,,,,,,,,,,,BrokenCrystal_04,BrokenCrystal_05,2.0,,,,,,,,,,,,
d_main_27_04_e_58,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_58,False,,,,,,,,,,,,,,,,,,,,BrokenCrystal_05,BrokenCrystal_05,1.0,none,,,,,,,,,,,
d_main_27_04_e_59,d_main_27_04_e,Narration,,,Locale_MainScenario:d_main_27_04_e_59,False,hammering,7,idle,elegg,5,idle,liveryn,3,idle,rapi,1,idle,anis,13,idle,neon,15,idle,CrystalDesert_d,black,black,1.0,,,,,,,,,,,,
d_main_27_04_e_60,d_main_27_04_e,Monologue,,,Locale_MainScenario:d_main_27_04_e_60,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,bgm_aztec,,,,,,,,,,,
d_main_27_04_e_61,d_main_27_04_e,Monologue,,,Locale_MainScenario:d_main_27_04_e_61,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,,,,,,,,,
d_main_27_04_e_62,d_main_27_04_e,Monologue,,,Locale_MainScenario:d_main_27_04_e_62,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,900,700,2.0,,,,,,,,,,,,
d_main_27_04_e_63,d_main_27_04_e,Monologue,,,Locale_MainScenario:d_main_27_04_e_63,False,,7,sad2,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,700,7,2.0,,,,,,,,,,,,
d_main_27_04_e_64,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_64,False,,7,sad2,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,7,7,1.0,,,,,,,,,,,,
d_main_27_04_e_65,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_65,True,,7,sad2,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_27_04_e_66,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_66,False,,7,sad2,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_27_04_e_67,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_67,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,70,70,1.0,,,,,,,,,,,,
d_main_27_04_e_68,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_68,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,70,70,1.0,,,,,,,,,,,,
d_main_27_04_e_69,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_69,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,70,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_70,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_70,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,30,1.0,,,,,,,,,,,,
d_main_27_04_e_71,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_71,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_72,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_72,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,700,700,1.0,,,,,,,,,,,,
d_main_27_04_e_73,d_main_27_04_e,Speech,hammering,hammering,Locale_MainScenario:d_main_27_04_e_73,True,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,700,700,1.0,,,,,,,,,,,,
d_main_27_04_e_74,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_74,True,,7,worry,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,
d_main_27_04_e_75,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_75,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,
d_main_27_04_e_76,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_76,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,
d_main_27_04_e_77,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_77,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,30,1.0,,,,,,,,,,,,
d_main_27_04_e_78,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_78,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_79,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_79,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_80,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_80,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_81,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_81,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_82,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_82,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_83,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_83,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_84,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_84,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,,,,,,,,,,,
d_main_27_04_e_85,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_85,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,S_50,30,1.0,,,,,,,,,,,,
d_main_27_04_e_86,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_86,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_87,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_87,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_88,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_88,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,300,1.0,,,,,,,,,,,,
d_main_27_04_e_89,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_89,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,
d_main_27_04_e_90,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_90,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,
d_main_27_04_e_91,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_91,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,300,1.0,,,,,,,,,,,,
d_main_27_04_e_92,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_92,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,300,30,1.0,,,,,,,,,,,,
d_main_27_04_e_93,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_93,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_94,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_94,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_95,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_95,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,,,,,
d_main_27_04_e_96,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_96,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,30,10,1.0,,,,,,,,,,,,
d_main_27_04_e_97,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_97,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_27_04_e_98,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_98,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_27_04_e_99,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_99,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_27_04_e_100,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_100,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_27_04_e_101,d_main_27_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_27_04_e_101,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,,,,,,,,
d_main_27_04_e_102,d_main_27_04_e,Speech,shifty,shifty,Locale_MainScenario:d_main_27_04_e_102,True,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,shifty,OP_leftup,idle,,,,,,,
d_main_27_04_e_103,d_main_27_04_e,Self,,,Locale_MainScenario:d_main_27_04_e_103,False,,7,idle,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,OP_leftup,idle,,,,,,,
d_main_27_04_e_104,d_main_27_04_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_04_e_104,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,10,30,1.0,,,,OP_leftup,idle,shifty,,,,,,
d_main_27_04_e_105,d_main_27_04_e,Speech,elegg,elegg,Locale_MainScenario:d_main_27_04_e_105,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,S_50,1.0,,,,,,,,,,,,
