id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound
event_boomsday_04_e_33,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_33,True,,,,,booms_02,booms_02,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_34,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_34,True,,,,,booms_02,booms_02,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_35,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_35,True,,,,,booms_02,booms_02,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_36,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_36,True,,,,,booms_02,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_37,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_37,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_38,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_38,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_39,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_39,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_40,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_40,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_41,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_41,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_42,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_42,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_43,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_43,False,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_44,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_44,True,,,,,booms_03,booms_03,1.0,none,elegg,elegg,,,,1,idle,
event_boomsday_04_e_45,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_45,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_46,40040,event_boomsday_04_e,Narration,Locale_SubScenario:event_boomsday_04_e_46,False,,,,,black,black,1.0,bgm_story_impression,,,,,,1,idle,
event_boomsday_04_e_47,40040,event_boomsday_04_e,Narration,Locale_SubScenario:event_boomsday_04_e_47,False,,,,,black,black,1.0,,,,,,,1,idle,
event_boomsday_04_e_48,40040,event_boomsday_04_e,Narration,Locale_SubScenario:event_boomsday_04_e_48,False,,,,,black,black,1.0,,,,,,,1,idle,
event_boomsday_04_e_49,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_49,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_50,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_50,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_51,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_51,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_52,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_52,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_53,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_53,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_54,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_54,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_55,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_55,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_56,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_56,True,,,,,booms_03,booms_03,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_57,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_57,True,,,,,booms_03,booms_04,1.8,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_58,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_58,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_59,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_59,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_60,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_60,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_61,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_61,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_62,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_62,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_63,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_63,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_64,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_64,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_65,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_65,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_66,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_66,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_67,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_67,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_68,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_68,True,,,,,booms_04,booms_04,1.0,,trony,trony,,,,1,idle,
event_boomsday_04_e_69,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_69,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_70,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_70,True,,,,,booms_04,booms_04,1.0,,elegg,elegg,,,,1,idle,
event_boomsday_04_e_71,40040,event_boomsday_04_e,Speech,Locale_SubScenario:event_boomsday_04_e_71,True,,,,,booms_04,booms_04,1.0,,trony,trony,,,,1,idle,
event_boomsday_04_e_72,40040,event_boomsday_04_e,Narration,Locale_SubScenario:event_boomsday_04_e_72,False,,,,,black,black,1.0,none,,,,,,1,idle,sfx_scn_lightout
event_boomsday_04_e_73,40040,event_boomsday_04_e,Monologue,Locale_SubScenario:event_boomsday_04_e_73,False,,,,,black,black,1.0,,,,,,,1,idle,
event_boomsday_04_e_74,40040,event_boomsday_04_e,Monologue,Locale_SubScenario:event_boomsday_04_e_74,False,,,,,black,black,1.0,,,,,,,1,idle,
