id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/3/hide_char_id
event_lifeagain_04_e_34,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_34,True,,9,idle,,5,idle,,3,sad,,4,4,1.0,,,,,,,,
event_lifeagain_04_e_35,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_35,True,,9,idle,,5,think,,3,sad,,4,4,1.0,,,,,,,,
event_lifeagain_04_e_36,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_36,True,,9,idle,,5,think,,3,angry,,4,4,1.0,,,,,,,,
event_lifeagain_04_e_37,40060,event_lifeagain_04_e,Monologue,nadia,Monologue,Locale_SubScenario:event_lifeagain_04_e_37,False,,9,idle,,13,think,,3,angry,,black,black,1.0,,,,,,,,
event_lifeagain_04_e_38,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_38,True,,9,idle,,13,idle,,3,angry,,90,90,1.0,,,,,,,,
event_lifeagain_04_e_39,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_39,True,,9,delight,,13,idle,,3,angry,,90,90,1.0,,,,,,,,
event_lifeagain_04_e_40,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_40,True,,9,idle,,13,idle,,3,angry,,90,90,1.0,,,,,,,,
event_lifeagain_04_e_41,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_41,False,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_42,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_42,True,,9,idle,,13,idle,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_43,40060,event_lifeagain_04_e,Narration,rumani,Narration,Locale_SubScenario:event_lifeagain_04_e_43,False,,9,idle,,13,idle,,3,angry,Park,black,black,1.0,none,,sfx_scn_sportsstartbeep,,,,,
event_lifeagain_04_e_44,40060,event_lifeagain_04_e,Monologue,rumani,Monologue,Locale_SubScenario:event_lifeagain_04_e_44,False,,9,idle,,13,idle,,3,angry,,17,170,0.5,bgm_story_conflict,,,,,,,
event_lifeagain_04_e_45,40060,event_lifeagain_04_e,Monologue,rumani,Monologue,Locale_SubScenario:event_lifeagain_04_e_45,False,,9,idle,,13,idle,,3,angry,,black,black,1.0,,,,,,,,
event_lifeagain_04_e_46,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_46,True,,9,delight,,13,idle,,3,angry,,90,90,1.0,,,,,,,,
event_lifeagain_04_e_47,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_47,True,,9,idle,,13,idle,,3,angry,,90,90,1.0,,,,,,,,
event_lifeagain_04_e_48,40060,event_lifeagain_04_e,Monologue,folkwang,Monologue,Locale_SubScenario:event_lifeagain_04_e_48,False,,9,idle,,13,idle,,3,angry,,black,black,1.0,,,,epinel,7,idle,,
event_lifeagain_04_e_49,40060,event_lifeagain_04_e,Speech,epinel,epinel,Locale_SubScenario:event_lifeagain_04_e_49,True,,9,idle,,13,idle,,3,angry,,XS_70,XS_70,1.0,,,,,7,idle,,
event_lifeagain_04_e_50,40060,event_lifeagain_04_e,Self,epinel,Self,Locale_SubScenario:event_lifeagain_04_e_50,False,,9,idle,,13,idle,,3,angry,,XS_70,XS_70,1.0,,,,,7,idle,,
event_lifeagain_04_e_51,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_51,False,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,7,idle,epinel,
event_lifeagain_04_e_52,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_52,True,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_53,40060,event_lifeagain_04_e,Monologue,nadia,Monologue,Locale_SubScenario:event_lifeagain_04_e_53,False,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_54,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_54,True,,9,idle,,13,think,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_55,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_55,True,,9,idle,,13,think,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_56,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_56,True,,9,idle,,13,think,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_57,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_57,True,,9,idle,,13,think,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_58,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_58,True,,9,idle,,13,think,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_59,40060,event_lifeagain_04_e,Monologue,nadia,Monologue,Locale_SubScenario:event_lifeagain_04_e_59,False,,9,idle,,13,idle,,3,angry,,black,black,1.0,,,,,,,,
event_lifeagain_04_e_60,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_60,True,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_61,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_61,True,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_62,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_62,True,,9,idle,,13,think,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_63,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_63,True,,9,idle,,13,think,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_64,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_64,True,,9,idle,,13,think,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_65,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_65,True,,9,idle,,13,think,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_66,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_66,True,,9,idle,,13,think,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_67,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_67,True,,9,idle,,13,think,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_68,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_68,True,,9,idle,,13,think,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_69,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_69,True,,9,idle,,13,idle,,3,angry,,L_130,L_130,1.0,,,,,,,,
event_lifeagain_04_e_70,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_70,True,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_71,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_71,True,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_72,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_72,True,,9,idle,,13,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_73,40060,event_lifeagain_04_e,Monologue,nadia,Monologue,Locale_SubScenario:event_lifeagain_04_e_73,False,,9,idle,,13,idle,,3,angry,,black,black,1.0,,,,,,,,
event_lifeagain_04_e_74,40060,event_lifeagain_04_e,Narration,nadia,Narration,Locale_SubScenario:event_lifeagain_04_e_74,False,,9,idle,,5,idle,,3,angry,SimulationRoom,black,black,1.0,,,sfx_scn_sportsgoalbeep,,,,,
event_lifeagain_04_e_75,40060,event_lifeagain_04_e,Monologue,nadia,Monologue,Locale_SubScenario:event_lifeagain_04_e_75,False,,9,idle,,5,idle,,3,angry,,90,90,1.0,none,,,epinel,7,idle,,
event_lifeagain_04_e_76,40060,event_lifeagain_04_e,Speech,epinel,epinel,Locale_SubScenario:event_lifeagain_04_e_76,True,,9,idle,,5,idle,,3,angry,,XS_70,XS_70,1.0,,,,,7,idle,,
event_lifeagain_04_e_77,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_77,True,,9,idle,,5,idle,,3,angry,,XS_30,XS_30,1.0,bgm_story_marrybad,,,,7,idle,epinel,
event_lifeagain_04_e_78,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_78,True,,9,idle,,5,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,,,
event_lifeagain_04_e_79,40060,event_lifeagain_04_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_04_e_79,True,,9,idle,,5,idle,,3,angry,,XS_30,3,0.5,,,,,,,,
event_lifeagain_04_e_80,40060,event_lifeagain_04_e,Monologue,nadia,Monologue,Locale_SubScenario:event_lifeagain_04_e_80,False,,9,idle,,7,idle,,3,angry,,black,black,1.0,,,sfx_scn_wheelchiardry,,,,,nadia
event_lifeagain_04_e_81,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_81,True,,9,surprise,,7,think,,,,,8,8,1.0,,,,,,,,
event_lifeagain_04_e_82,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_82,True,,9,surprise,,7,think,,,,,8,8,1.0,,,,,,,,
event_lifeagain_04_e_83,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_83,True,,9,idle,,7,think,,,,,8,8,1.0,,,,,,,,
event_lifeagain_04_e_84,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_84,True,,9,idle,,7,idle,,,,,8,8,1.0,,,,,,,,
event_lifeagain_04_e_85,40060,event_lifeagain_04_e,Self,rumani,Self,Locale_SubScenario:event_lifeagain_04_e_85,False,,9,idle,,7,idle,,,,,8,8,1.0,,,,,,,,
event_lifeagain_04_e_86,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_86,True,,9,idle,,7,think,,,,,8,L_70,1.0,,,,,,,,
event_lifeagain_04_e_87,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_87,True,,9,idle,,7,think,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_88,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_88,True,,9,idle,,7,idle,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_89,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_89,True,,9,idle,,7,think,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_90,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_90,True,,9,idle,,7,think,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_91,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_91,True,,9,idle,,7,think,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_92,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_92,True,,9,idle,,7,worry,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_93,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_93,True,,9,idle,,7,worry,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_94,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_94,True,,9,idle,,7,think,,,,,L_70,L_70,1.0,,,,,,,,
event_lifeagain_04_e_95,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_95,True,,9,idle,,7,idle,,,,,L_70,L_70,1.0,none,,,,,,,
event_lifeagain_04_e_96,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_96,True,,9,idle,,7,idle,,,,,L_70,L_70,1.0,bgm_story_whosdumber,,,,,,,
event_lifeagain_04_e_97,40060,event_lifeagain_04_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_04_e_97,True,,9,idle,,7,delight,,,,,L_70,8,1.0,,,,epinel,5,idle,,
event_lifeagain_04_e_98,40060,event_lifeagain_04_e,Speech,folkwang,folkwang,Locale_SubScenario:event_lifeagain_04_e_98,True,,9,surprise,,7,delight,,,,,8,8,1.0,,,,,5,idle,,
event_lifeagain_04_e_99,40060,event_lifeagain_04_e,Self,folkwang,Self,Locale_SubScenario:event_lifeagain_04_e_99,False,,9,surprise,,7,delight,,,,,8,8,1.0,,,,,5,idle,,
event_lifeagain_04_e_100,40060,event_lifeagain_04_e,Speech,epinel,epinel,Locale_SubScenario:event_lifeagain_04_e_100,True,,9,surprise,,7,delight,,,,,XS_50,XS_50,1.0,,,,,5,pain,,
