id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade
event_overthehorizon_06_s_14,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_14,False,,1,idle,,100,100,1.0,,,,
event_overthehorizon_06_s_15,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_15,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_16,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_16,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_17,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_17,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_18,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_18,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_19,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_19,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_20,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_20,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_21,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_21,True,,1,idle2,,100,100,1.0,,sora,,
event_overthehorizon_06_s_22,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_22,False,,1,idle2,,100,100,1.0,,,,
event_overthehorizon_06_s_23,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_23,True,,1,idle2,,100,100,1.0,,sora,,
event_overthehorizon_06_s_24,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_24,True,,1,idle2,,100,10,1.0,,sora,,
event_overthehorizon_06_s_25,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_25,True,,1,idle2,,10,10,1.0,,sora,,
event_overthehorizon_06_s_26,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_26,False,,1,idle2,,10,10,1.0,,,,
event_overthehorizon_06_s_27,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_27,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_28,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_28,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_29,40081,event_overthehorizon_06_s,Narration,sora,Locale_SubScenario:event_overthehorizon_06_s_29,False,,1,idle,,black,black,1.0,,,sfx_scn_remotesignal,
event_overthehorizon_06_s_30,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_30,False,,1,idle,,black,black,1.0,,,,
event_overthehorizon_06_s_31,40081,event_overthehorizon_06_s,Narration,sora,Locale_SubScenario:event_overthehorizon_06_s_31,False,,1,idle,,black,black,1.0,,,sfx_scn_elevatorstop,
event_overthehorizon_06_s_32,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_32,True,,1,idle,,10,100,1.0,,sora,,
event_overthehorizon_06_s_33,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_33,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_34,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_34,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_35,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_35,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_36,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_36,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_37,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_37,False,,1,idle,,100,100,1.0,,,,
event_overthehorizon_06_s_38,40081,event_overthehorizon_06_s,Narration,sora,Locale_SubScenario:event_overthehorizon_06_s_38,False,,1,idle,,black,black,1.0,,,sfx_scn_liftdooropen,
event_overthehorizon_06_s_39,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_39,False,,1,idle,,black,black,1.0,,,,
event_overthehorizon_06_s_40,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_40,False,,1,idle,,100,10,1.0,,,,
event_overthehorizon_06_s_41,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_41,False,,1,idle,Elevator,10,10,1.0,,,,
event_overthehorizon_06_s_42,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_42,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_43,40081,event_overthehorizon_06_s,Narration,sora,Locale_SubScenario:event_overthehorizon_06_s_43,False,,1,idle,,10,10,1.0,,,sfx_scn_remotesignal,
event_overthehorizon_06_s_44,40081,event_overthehorizon_06_s,Narration,sora,Locale_SubScenario:event_overthehorizon_06_s_44,False,,1,idle,,10,10,1.0,,,sfx_scn_liftdoorclose,
event_overthehorizon_06_s_45,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_45,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_46,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_46,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_47,40081,event_overthehorizon_06_s,Narration,sora,Locale_SubScenario:event_overthehorizon_06_s_47,False,,1,idle,,black,black,1.0,,,sfx_scn_servo,
event_overthehorizon_06_s_48,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_48,False,,1,idle,,black,black,1.0,,,,
event_overthehorizon_06_s_49,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_49,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_50,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_50,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_51,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_51,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_52,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_52,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_53,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_53,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_54,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_54,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_55,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_55,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_56,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_56,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_57,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_57,True,,1,idle,,10,100,0.5,,sora,,
event_overthehorizon_06_s_58,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_58,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_59,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_59,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_60,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_60,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_61,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_61,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_62,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_62,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_63,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_63,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_64,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_64,False,,1,idle,,100,100,1.0,,,,
event_overthehorizon_06_s_65,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_65,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_66,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_66,False,,1,idle,,100,100,1.0,,,,
event_overthehorizon_06_s_67,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_67,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_68,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_68,False,,1,idle,,100,100,1.0,,,,
event_overthehorizon_06_s_69,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_69,True,,1,idle,,100,10,1.0,,sora,,
event_overthehorizon_06_s_70,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_70,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_71,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_71,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_72,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_72,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_73,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_73,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_74,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_74,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_75,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_75,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_76,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_76,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_77,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_77,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_78,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_78,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_79,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_79,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_80,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_80,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_81,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_81,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_82,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_82,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_83,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_83,False,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_84,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_84,True,,1,idle,,10,10,1.0,,sora,,
event_overthehorizon_06_s_85,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_85,True,,1,idle,,10,100,1.0,,sora,,
event_overthehorizon_06_s_86,40081,event_overthehorizon_06_s,Narration,sora,Locale_SubScenario:event_overthehorizon_06_s_86,False,,1,idle,,100,100,1.0,,,sfx_scn_elevatorstop,
event_overthehorizon_06_s_87,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_87,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_88,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_88,True,,1,idle,,100,100,1.0,,sora,,
event_overthehorizon_06_s_89,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_89,True,,1,idle,CityForest_03_d,100,100,1.0,,sora,,black
event_overthehorizon_06_s_90,40081,event_overthehorizon_06_s,Speech,sora,Locale_SubScenario:event_overthehorizon_06_s_90,True,,1,idle,,100,10,1.0,,sora,,
event_overthehorizon_06_s_91,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_91,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_92,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_92,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_93,40081,event_overthehorizon_06_s,Monologue,sora,Locale_SubScenario:event_overthehorizon_06_s_93,False,,1,idle,,10,10,1.0,,,,
event_overthehorizon_06_s_94,40081,event_overthehorizon_06_s,Self,sora,Locale_SubScenario:event_overthehorizon_06_s_94,False,,1,idle,,10,10,1.0,,,,
