id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,conversation_id,speaker
event_wisdomspring_01_s_11,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_11,True,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,anis
event_wisdomspring_01_s_12,40068,event_wisdomspring_01_s,Self,anis,Locale_SubScenario:event_wisdomspring_01_s_12,False,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,
event_wisdomspring_01_s_13,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_13,True,,3,idle,,1,void,,13,idle,,S_130,S_130,1.0,,,,neon
event_wisdomspring_01_s_14,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_14,True,,3,idle,,1,void,,13,no,,S_130,S_1300,1.0,,,,neon
event_wisdomspring_01_s_15,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_15,True,,3,idle,,1,void,,13,no,,S_1300,S_1300,1.0,,,,neon
event_wisdomspring_01_s_16,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_16,True,,3,idle,,1,void,,13,no,,S_1300,S_1300,1.0,,,,neon
event_wisdomspring_01_s_17,40068,event_wisdomspring_01_s,Self,neon,Locale_SubScenario:event_wisdomspring_01_s_17,False,,3,idle,,1,void,,13,no,,S_1300,S_1300,1.0,,,,
event_wisdomspring_01_s_18,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_18,True,,3,idle,,1,void,,13,no,,S_1300,S_130,1.0,,,,neon
event_wisdomspring_01_s_19,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_19,True,,3,idle,,1,void,,13,no,,S_130,S_130,1.0,,,,neon
event_wisdomspring_01_s_20,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_20,True,,3,idle,,1,angry,,13,no,,S_130,12,1.0,,,,anis
event_wisdomspring_01_s_21,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_21,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,neon
event_wisdomspring_01_s_22,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_22,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,neon
event_wisdomspring_01_s_23,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_23,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,neon
event_wisdomspring_01_s_24,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_24,True,,3,idle,,1,worry,,13,idle,,12,12,1.0,,,,anis
event_wisdomspring_01_s_25,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_25,True,,3,idle,,1,worry,,13,idle,,12,10,1.0,,,,anis
event_wisdomspring_01_s_26,40068,event_wisdomspring_01_s,Speech,rapi,Locale_SubScenario:event_wisdomspring_01_s_26,True,,3,think,,1,worry,,13,idle,,30,30,1.0,,,,rapi
event_wisdomspring_01_s_27,40068,event_wisdomspring_01_s,Self,rapi,Locale_SubScenario:event_wisdomspring_01_s_27,False,,3,think,,1,worry,,13,idle,,30,30,1.0,,,,
event_wisdomspring_01_s_28,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_28,True,,3,think,,1,worry,,13,delight,,S_130,S_130,1.0,,,,neon
event_wisdomspring_01_s_29,40068,event_wisdomspring_01_s,Self,neon,Locale_SubScenario:event_wisdomspring_01_s_29,False,,3,idle,,1,idle,,13,delight,,S_130,S_130,1.0,,,,
event_wisdomspring_01_s_30,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_30,True,,3,idle,,1,idle,,13,worry,,S_130,S_130,1.0,,,,neon
event_wisdomspring_01_s_31,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_31,True,,3,idle,,1,idle,,13,worry,,2,2,1.0,,,,anis
event_wisdomspring_01_s_32,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_32,True,,3,idle,,1,idle,,13,worry,,2,2,1.0,,,,anis
event_wisdomspring_01_s_33,40068,event_wisdomspring_01_s,Speech,rapi,Locale_SubScenario:event_wisdomspring_01_s_33,True,,3,idle,,1,idle,,13,worry,,2,2,1.0,,,,rapi
event_wisdomspring_01_s_34,40068,event_wisdomspring_01_s,Speech,rapi,Locale_SubScenario:event_wisdomspring_01_s_34,True,,3,think,,1,idle,,13,worry,,2,2,1.0,,,,rapi
event_wisdomspring_01_s_35,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_35,True,,3,think,,1,worry,,13,worry,,2,2,1.0,,,,anis
event_wisdomspring_01_s_36,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_36,True,,3,think,,1,worry,,13,idle,,2,2,1.0,,,,anis
event_wisdomspring_01_s_37,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_37,True,,3,think,,1,void,,13,idle,,2,2,1.0,,,,anis
event_wisdomspring_01_s_38,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_38,True,,3,think,,1,void,,13,idle,,2,2,1.0,,,,anis
event_wisdomspring_01_s_39,40068,event_wisdomspring_01_s,Self,anis,Locale_SubScenario:event_wisdomspring_01_s_39,False,,3,think,,1,void,,13,idle,,2,2,1.0,,,,
event_wisdomspring_01_s_40,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_40,True,,3,think,,1,void,,13,idle,,2,2,1.0,,,,anis
event_wisdomspring_01_s_41,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_41,True,,3,think,,1,void,,13,idle,,2,2,1.0,,,,anis
event_wisdomspring_01_s_42,40068,event_wisdomspring_01_s,Self,anis,Locale_SubScenario:event_wisdomspring_01_s_42,False,,3,think,,1,void,,13,idle,,2,2,1.0,,,,
event_wisdomspring_01_s_43,40068,event_wisdomspring_01_s,Speech,rapi,Locale_SubScenario:event_wisdomspring_01_s_43,True,,3,idle,,1,void,,13,idle,,2,2,1.0,,,,rapi
event_wisdomspring_01_s_44,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_44,True,,3,idle,,1,void,,13,idle,,2,12,1.0,,,,neon
event_wisdomspring_01_s_45,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_45,True,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,neon
event_wisdomspring_01_s_46,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_46,True,,3,idle,,1,angry,,13,idle,,12,12,1.0,,,,anis
event_wisdomspring_01_s_47,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_47,True,,3,idle,,1,no,,13,idle,,12,12,1.0,,,,anis
event_wisdomspring_01_s_48,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_48,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,anis
event_wisdomspring_01_s_49,40068,event_wisdomspring_01_s,Speech,rapi,Locale_SubScenario:event_wisdomspring_01_s_49,True,,3,idle,,1,idle,,13,idle,,12,2,1.0,,,,rapi
event_wisdomspring_01_s_50,40068,event_wisdomspring_01_s,Self,rapi,Locale_SubScenario:event_wisdomspring_01_s_50,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,
event_wisdomspring_01_s_51,40068,event_wisdomspring_01_s,Self,rapi,Locale_SubScenario:event_wisdomspring_01_s_51,False,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,
event_wisdomspring_01_s_52,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_52,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,anis
event_wisdomspring_01_s_53,40068,event_wisdomspring_01_s,Speech,anis,Locale_SubScenario:event_wisdomspring_01_s_53,True,,3,idle,,1,idle,,13,idle,,2,10,1.0,,,,anis
event_wisdomspring_01_s_54,40068,event_wisdomspring_01_s,Speech,rapi,Locale_SubScenario:event_wisdomspring_01_s_54,True,,3,delight,,1,idle,,13,idle,,30,30,1.0,,,,rapi
event_wisdomspring_01_s_55,40068,event_wisdomspring_01_s,Speech,neon,Locale_SubScenario:event_wisdomspring_01_s_55,True,,3,delight,,1,idle,,13,delight,,S_130,S_130,1.0,,,,neon
