id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_phantomthiefvsdetective_03_e_11,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_11,True,,2,no,,12,delight,,14,idle,,S_1200,S_120,1.0,
event_phantomthiefvsdetective_03_e_12,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_12,True,,2,no,,12,idle,,14,idle,,S_120,S_120,1.0,
event_phantomthiefvsdetective_03_e_13,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_13,True,,2,no,,12,idle,,14,idle,,S_120,L_20,1.0,
event_phantomthiefvsdetective_03_e_14,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_14,True,,2,no,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_15,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_15,True,,2,no,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_16,40059,event_phantomthiefvsdetective_03_e,Self,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_03_e_16,False,,2,no,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_17,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_17,True,,2,no,,12,idle,,14,delight,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_18,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_18,True,,2,no,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_19,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_19,True,,2,no,,12,idle,,14,idle,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_20,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_20,True,,2,no,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_21,40059,event_phantomthiefvsdetective_03_e,Self,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_03_e_21,False,,2,no,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_22,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_22,True,,2,no,,12,idle,,14,idle,,L_20,1,1.0,
event_phantomthiefvsdetective_03_e_23,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_23,True,,2,no,,12,idle,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_24,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_24,True,,2,no,,12,delight,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_25,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_25,True,,2,no,,12,delight,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_26,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_26,True,,2,no,,12,delight,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_27,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_27,True,,2,no,,12,delight,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_28,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_28,True,,2,no,,12,idle,,14,idle,,1,S_120,1.0,
event_phantomthiefvsdetective_03_e_29,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_29,True,,2,no,,12,idle,,14,idle,,S_120,S_120,1.0,
event_phantomthiefvsdetective_03_e_30,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_30,True,,2,no,,12,idle,,14,idle,,S_120,S_140,0.5,
event_phantomthiefvsdetective_03_e_31,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_31,True,,2,no,,12,idle,,14,idle,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_32,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_32,True,,2,no,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_33,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_33,True,,2,smile,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_34,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_34,True,,2,smile,,12,idle,,14,idle,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_35,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_35,True,,2,smile,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_36,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_36,True,,2,smile,,12,idle,,14,delight,,S_140,S_1400,1.0,
event_phantomthiefvsdetective_03_e_37,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_37,True,,2,sad,,12,idle,,14,delight,,L_200,L_20,0.5,
event_phantomthiefvsdetective_03_e_38,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_38,True,,2,sad,,12,idle,,14,delight,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_39,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_39,True,,2,sad,,12,idle,,14,delight,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_40,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_40,True,,2,sad,,12,idle,,14,delight,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_41,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_41,False,,2,sad,,12,idle,,14,delight,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_42,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_42,True,,2,sad,,12,delight,,14,delight,,L_20,S_120,1.0,
event_phantomthiefvsdetective_03_e_43,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_43,True,,2,sad,,12,delight,,14,delight,,S_120,S_120,1.0,
event_phantomthiefvsdetective_03_e_44,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_44,True,,2,sad,,12,delight,,14,delight,,S_120,S_120,1.0,
event_phantomthiefvsdetective_03_e_45,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_45,True,,2,sad,,12,idle,,14,delight,,S_120,S_140,1.0,
event_phantomthiefvsdetective_03_e_46,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_46,True,,2,no,,12,idle,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_47,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_47,True,,2,no,,12,idle,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_48,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_48,True,,2,no,,12,idle,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_49,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_49,True,,2,surprise,,12,idle,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_50,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_50,True,,2,surprise,,12,delight,,14,idle,,1,1,1.0,
event_phantomthiefvsdetective_03_e_51,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_51,True,,2,surprise,,12,delight,,14,idle,,1,L_20,1.0,
event_phantomthiefvsdetective_03_e_52,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_52,True,,2,surprise,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_53,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_53,True,,2,surprise,,12,idle,,14,idle,,L_20,S_120,1.0,
event_phantomthiefvsdetective_03_e_54,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_54,True,,2,surprise,,12,delight,,14,idle,,S_120,S_120,1.0,
event_phantomthiefvsdetective_03_e_55,40059,event_phantomthiefvsdetective_03_e,Self,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_03_e_55,False,,2,surprise,,12,delight,,14,idle,,S_120,S_120,1.0,
event_phantomthiefvsdetective_03_e_56,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_56,True,,2,idle,,12,delight,,14,idle,,S_120,L_20,1.0,
event_phantomthiefvsdetective_03_e_57,40059,event_phantomthiefvsdetective_03_e,Self,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_03_e_57,False,,2,idle,,12,delight,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_58,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_58,True,,2,delight,,12,delight,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_59,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_59,True,,2,delight,,12,delight,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_60,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_60,True,,2,delight,,12,delight,,14,idle,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_61,40059,event_phantomthiefvsdetective_03_e,Self,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_03_e_61,False,,2,delight,,12,delight,,14,idle,,S_140,S_140,1.0,
event_phantomthiefvsdetective_03_e_62,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_62,True,,2,delight,,12,delight,,14,idle,,S_140,S_120,1.0,
event_phantomthiefvsdetective_03_e_63,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_63,True,,2,idle,,12,idle,,14,idle,,S_120,L_20,1.0,
event_phantomthiefvsdetective_03_e_64,40059,event_phantomthiefvsdetective_03_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_03_e_64,True,,2,idle,,12,idle,,14,idle,,L_20,13,1.0,
event_phantomthiefvsdetective_03_e_65,40059,event_phantomthiefvsdetective_03_e,Speech,quency_e,quency_e,Locale_SubScenario:event_phantomthiefvsdetective_03_e_65,True,,2,idle,,12,idle,,14,idle,,13,13,1.0,
event_phantomthiefvsdetective_03_e_66,40059,event_phantomthiefvsdetective_03_e,Self,quency_e,,Locale_SubScenario:event_phantomthiefvsdetective_03_e_66,False,,2,idle,,12,idle,,14,idle,,13,13,1.0,
event_phantomthiefvsdetective_03_e_67,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_67,True,,2,idle,,12,idle,,14,idle,,13,L_20,1.0,
event_phantomthiefvsdetective_03_e_68,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_68,True,,2,idle,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_69,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_69,True,,2,idle,,12,idle,,14,idle,,L_20,L_20,1.0,
event_phantomthiefvsdetective_03_e_70,40059,event_phantomthiefvsdetective_03_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_03_e_70,True,,2,no,,12,idle,,14,idle,,L_20,L_200,1.0,
