id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id
event_fullfoolday_10_11,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_11,True,,5,delight,,50,50,1.0,,,,,,,,,,,
event_fullfoolday_10_12,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_12,False,,5,delight,,50,50,1.0,,event_fullfoolday_10_14,,,,,,,,,
event_fullfoolday_10_13,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_13,False,,5,delight,,50,50,1.0,,event_fullfoolday_10_19,,,,,,,,,
event_fullfoolday_10_14,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_14,True,,5,angry,,50,500,1.0,,,,,,,,,,,
event_fullfoolday_10_15,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_15,False,,5,angry,,500,500,1.0,,,,,,,,,,,
event_fullfoolday_10_16,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_16,True,,5,delight,,500,500,1.0,,,,,,,,,,,
event_fullfoolday_10_17,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_17,True,,5,idle,,500,50,1.0,,,,,,,,,,,
event_fullfoolday_10_18,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_18,False,,5,idle,,50,50,1.0,,event_fullfoolday_10_19,,,,,,,,,
event_fullfoolday_10_19,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_19,True,,5,idle,,50,50,1.0,,,,,,,,,,,
event_fullfoolday_10_20,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_20,True,,5,idle,,50,500,1.0,,,,,,,,,,,
event_fullfoolday_10_21,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_21,False,,5,idle,,500,500,1.0,,,,,,,,,,,
event_fullfoolday_10_22,130001,event_fullfoolday_10,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_10_22,False,,5,idle,,500,500,1.0,,,,,,,,,,,
event_fullfoolday_10_23,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_23,False,,5,idle,,500,500,1.0,,,,,,,,,,,
event_fullfoolday_10_24,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_24,False,,5,idle,,500,500,1.0,,,,,,,,,,,
event_fullfoolday_10_25,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_25,True,,5,idle,,500,50,1.0,,,,,,,,,,,
event_fullfoolday_10_26,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_26,True,,5,no,,50,5,1.0,,,,,,,,,,,
event_fullfoolday_10_27,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_27,True,,5,idle,,5,500,0.5,,,,,,,,,,,
event_fullfoolday_10_28,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_28,False,,5,idle,,500,500,1.0,,,,,,,,,,,
event_fullfoolday_10_29,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_29,True,,5,angry,,500,50,1.0,,,,,,,,,,,
event_fullfoolday_10_30,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_30,True,,5,angry,,50,50,1.0,,,,,,,,,,,
event_fullfoolday_10_31,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_31,False,,5,angry,,50,53,1.0,,,sfx_scn_autodooropen,,,,,,,,
event_fullfoolday_10_32,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_32,True,,5,idle,,53,53,1.0,,,,emma,3,surprise,,,,,
event_fullfoolday_10_33,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_33,False,,5,idle,,53,53,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_34,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_34,True,,5,idle,,53,30,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_35,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_35,True,,5,idle,,30,30,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_36,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_36,True,,5,idle,,30,30,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_37,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_37,True,,5,idle,,30,300,2.0,,,,,3,delight,,,,,
event_fullfoolday_10_38,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_38,False,,5,idle,,300,300,1.0,,event_fullfoolday_10_40,,,3,delight,,,,,
event_fullfoolday_10_39,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_39,False,,5,idle,,300,300,1.0,,event_fullfoolday_10_40,,,3,delight,,,,,
event_fullfoolday_10_40,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_40,True,,5,idle,,300,500,0.5,,,,,3,delight,,,,,
event_fullfoolday_10_41,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_41,True,,5,idle,,500,500,1.0,,,,,3,delight,,,,,
event_fullfoolday_10_42,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_42,False,,5,idle,,500,500,1.0,,,,,3,delight,,,,,
event_fullfoolday_10_43,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_43,False,,5,idle,,500,500,1.0,,,,,3,delight,,,,,
event_fullfoolday_10_44,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_44,True,,5,no,,500,5,0.5,,,,,3,delight,,,,,
event_fullfoolday_10_45,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_45,True,,5,no,,5,50,2.0,,,,,3,delight,,,,,
event_fullfoolday_10_46,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_46,True,,5,angry,,50,500,0.5,,,,,3,delight,,,,,
event_fullfoolday_10_47,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_47,True,,5,angry,,300,300,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_48,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_48,True,,5,angry,,500,500,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_49,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_49,True,,5,angry,,300,300,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_50,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_50,False,,5,angry,,300,300,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_51,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_51,False,,5,angry,,300,300,1.0,,event_fullfoolday_10_54,,,3,surprise,,,,,
event_fullfoolday_10_52,130001,event_fullfoolday_10,Choice,Choice,,Locale_SubScenario:event_fullfoolday_10_52,False,,5,angry,,300,300,1.0,,event_fullfoolday_10_53,,,3,surprise,,,,,
event_fullfoolday_10_53,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_53,True,,5,angry,,500,500,1.0,,event_fullfoolday_10_54,,,3,surprise,,,,,
event_fullfoolday_10_54,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_54,True,,5,angry,,300,53,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_55,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_55,True,,5,angry,,53,53,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_56,130001,event_fullfoolday_10,Speech,emma,emma,Locale_SubScenario:event_fullfoolday_10_56,True,,5,angry,,53,53,1.0,,,,,3,delight,,,,,
event_fullfoolday_10_57,130001,event_fullfoolday_10,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_10_57,False,,5,angry,,53,53,1.0,,,sfx_scn_autodooropen,,3,delight,emma,,,,
event_fullfoolday_10_58,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_58,True,,5,angry,,53,5,1.0,,,,,,,,,,,
event_fullfoolday_10_59,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_59,False,,5,angry,,5,5,1.0,,,,,,,,,,,
event_fullfoolday_10_60,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_60,True,,5,no,,5,5,1.0,,,,,,,,,,,
event_fullfoolday_10_61,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_61,False,,5,no,,5,53,1.0,,,sfx_scn_autodooropen,,,,,,,,
event_fullfoolday_10_62,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_62,True,,5,no,,53,3,1.0,,,,folkwang,3,idle,,,,,
event_fullfoolday_10_63,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_63,True,,5,no,,3,3,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_64,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_64,False,,5,idle,,3,3,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_65,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_65,True,,5,idle,,3,3,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_66,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_66,True,,5,idle,,3,30,1.0,,,,,3,delight,,,,,
event_fullfoolday_10_67,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_67,True,,5,idle,,30,30,1.0,,,,,3,delight,,,,,
event_fullfoolday_10_68,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_68,False,,5,idle,,30,30,1.0,,,,,3,delight,,,,,
event_fullfoolday_10_69,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_69,True,,5,idle,,30,30,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_70,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_70,True,,5,idle,,30,300,0.5,,,,,3,idle,,,,,
event_fullfoolday_10_71,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_71,True,,5,idle,,300,300,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_72,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_72,True,,5,angry,,50,500,0.5,,,,,3,idle,,,,,
event_fullfoolday_10_73,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_73,False,,5,angry,,300,300,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_74,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_74,False,,5,angry,,300,300,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_75,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_75,True,,5,angry,,500,500,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_76,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_76,True,,5,angry,,300,300,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_77,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_77,True,,5,angry,,50,500,0.5,,,,,3,surprise,,,,,
event_fullfoolday_10_78,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_78,False,,5,angry,,500,500,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_79,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_79,False,,5,angry,,500,500,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_80,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_80,True,,5,angry,,500,53,1.0,,,,,3,surprise,,,,,
event_fullfoolday_10_81,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_81,True,,5,angry,,53,53,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_82,130001,event_fullfoolday_10,Speech,folkwang,folkwang,Locale_SubScenario:event_fullfoolday_10_82,True,,5,angry,,53,53,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_83,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_83,False,,5,angry,,53,53,1.0,,,,,3,idle,,,,,
event_fullfoolday_10_84,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_84,False,,5,idle,,53,53,1.0,,,sfx_scn_autodooropen,,3,idle,folkwang,,,,
event_fullfoolday_10_85,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_85,True,,5,no,,53,5,1.0,,,,,,,,,,,
event_fullfoolday_10_86,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_86,True,,5,no,,5,5,1.0,,,,,,,,,,,
event_fullfoolday_10_87,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_87,False,,5,no,,5,5,1.0,,,,,,,,,,,
event_fullfoolday_10_88,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_88,False,,5,no,,5,53,1.0,,,sfx_scn_autodooropen,,,,,,,,
event_fullfoolday_10_89,130001,event_fullfoolday_10,Speech,miranda,miranda,Locale_SubScenario:event_fullfoolday_10_89,True,,5,no,,53,31,1.0,,,,poli,3,idle,,miranda,1,idle,
event_fullfoolday_10_90,130001,event_fullfoolday_10,Speech,poli,poli,Locale_SubScenario:event_fullfoolday_10_90,True,,5,no,,31,31,1.0,,,,,3,idle,,,1,idle,
event_fullfoolday_10_91,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_91,False,,5,no,,31,31,1.0,,,,,3,idle,,,1,idle,
event_fullfoolday_10_92,130001,event_fullfoolday_10,Speech,drake,drake,Locale_SubScenario:event_fullfoolday_10_92,True,,5,angry,,31,5,0.5,,,,,3,idle,,,1,idle,
event_fullfoolday_10_93,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_93,False,,5,angry,,5,5,1.0,,,,,3,idle,,,1,idle,
event_fullfoolday_10_94,130001,event_fullfoolday_10,Narration,Narration,Narration,Locale_SubScenario:event_fullfoolday_10_94,False,,5,angry,,5,5,1.0,,,sfx_scn_autodooropen,,3,idle,,,1,idle,drake
event_fullfoolday_10_95,130001,event_fullfoolday_10,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_10_95,False,,,,,5,5,1.0,,,,,3,idle,,,1,idle,
event_fullfoolday_10_96,130001,event_fullfoolday_10,Speech,poli,poli,Locale_SubScenario:event_fullfoolday_10_96,True,,,,,5,31,1.0,,,,,3,idle,,,1,idle,
event_fullfoolday_10_97,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_97,False,,,,,31,31,1.0,,,,,3,idle,,,1,idle,
event_fullfoolday_10_98,130001,event_fullfoolday_10,Speech,poli,poli,Locale_SubScenario:event_fullfoolday_10_98,True,,,,,31,31,1.0,,,,,3,angry,,,1,idle,
event_fullfoolday_10_99,130001,event_fullfoolday_10,Self,Self,Self,Locale_SubScenario:event_fullfoolday_10_99,False,,,,,31,31,1.0,,,,,3,angry,,,1,idle,
