id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade
event_neverland2_01_e_40,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_40,True,,1,idle,,3,idle,,75,75,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_41,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_41,False,,1,idle,,3,idle,EventScene_NeverLand_02_1,black,black,1.0,,,Grey,,,orphandirector,royalwoman,black
event_neverland2_01_e_42,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_42,True,,,,,,,,mica_belorta_01,mica_belorta_02,2.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_43,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_43,True,,,,,,,,mica_belorta_02,mica_belorta_03,2.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_44,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_44,True,,,,,,,,mica_belorta_03,mica_belorta_03,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_45,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_45,True,,,,,,,,mica_belorta_03,mica_belorta_04,2.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_46,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_46,True,,,,,,,,mica_belorta_04,mica_belorta_04,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_47,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_47,True,,,,,,,,mica_belorta_04,mica_belorta_04,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_48,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_48,False,,,,,,,,mica_belorta_04,1,2.0,,,Grey,,,,,
event_neverland2_01_e_49,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_49,True,,,,,,,,1,1,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_50,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_50,True,,,,,,,,1,mica_belorta_03,3.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_51,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_51,True,,,,,,,,mica_belorta_03,mica_belorta_03,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_52,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_52,True,,,,,,,,mica_belorta_03,mica_belorta_03,3.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_53,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_53,False,,,,,,,,mica_belorta_03,mica_belorta_03,1.0,sfx_scn_dooropenfast,,Grey,,,,,
event_neverland2_01_e_54,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_54,True,,,,,,,,mica_belorta_03,mica_belorta_03,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_55,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_55,True,,,,,,,,mica_belorta_03,mica_belorta_02,3.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_56,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_56,True,,,,,,,,mica_belorta_02,mica_belorta_02,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_57,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_57,True,,,,,,,EventScene_NeverLand_02_2,black,black,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_58,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_58,True,,,,,,,,1,1,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_59,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_59,False,,,,,,,,1,1,1.0,,,Grey,,,,,
event_neverland2_01_e_60,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_60,False,,,,,,,,1,1,1.0,,,Grey,,,,,
event_neverland2_01_e_61,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_61,True,,,,,,,,1,1,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_62,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_62,True,,,,,,,,1,10,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_63,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_63,True,,,,,,,,10,10,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_64,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_64,False,,,,,,,,10,10,1.0,,,Grey,,,,,
event_neverland2_01_e_65,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_65,True,,,,,,,,10,10,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_66,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_66,True,,,,,,,,10,1,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_67,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_67,True,,,,,,,,1,1,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_68,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_68,True,,,,,,,,1,1,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_69,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_69,True,,,,,,,,1,1,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_70,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_70,True,,,,,,,,1,1,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_71,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_71,True,,,,,,,,1,1,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_72,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_72,True,,,,,,,,1,10,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_73,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_73,False,,,,,,,,10,10,1.0,,,Grey,,,,,
event_neverland2_01_e_74,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_74,True,,,,,,,,10,10,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_75,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_75,True,,,,,,,,10,10,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_76,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_76,True,,,,,,,,10,10,1.0,,,Grey,orphandirector,orphandirector,,,
event_neverland2_01_e_77,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_77,False,,,,,,,,black,black,1.0,,,Grey,,,,,
event_neverland2_01_e_78,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_78,False,,,,,,,,black,black,1.0,,,Grey,,,,,
event_neverland2_01_e_79,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_79,True,,,,,,,,micasad_01,micasad_01,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_80,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_80,False,,,,,,,,micasad_01,micasad_01,1.0,,,Grey,,,,,
event_neverland2_01_e_81,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_81,True,,,,,,,,micasad_01,micasad_01,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_82,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_82,True,,,,,,,,micasad_01,micasad_01,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_83,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_83,True,,,,,,,,micasad_01,micasad_01,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_84,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_84,True,,,,,,,,micasad_01,micasad_01,1.0,,,Grey,belorta,belorta,,,
event_neverland2_01_e_85,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_85,True,,,,,,,,micasad_01,1,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_86,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_86,True,,,,,,,,1,1,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_87,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_87,True,,,,,,,,black,black,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_88,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_88,True,,,,,,,,black,black,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_89,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_89,True,,,,,,,IceLand_n,black,black,1.0,,,Grey,mica_w,mica_w,,,
event_neverland2_01_e_90,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_90,True,mica_w,1,pain_02,ludmilla_w,3,angry,,1,S_10,1.0,,,,mica_w,mica_w,,,
event_neverland2_01_e_91,40035,event_neverland2_01_e,Narration,Locale_MainScenario:event_neverland2_01_e_91,False,,1,pain_02,,3,angry,,S_10,S_10,1.0,sfx_scn_snow_dig,,,,,,,
event_neverland2_01_e_92,40035,event_neverland2_01_e,Monologue,Locale_MainScenario:event_neverland2_01_e_92,False,,1,pain_02,,3,angry,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_e_93,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_93,True,,1,pain_02,,3,angry,,S_10,S_10,1.0,,,,mica_w,mica_w,,,
event_neverland2_01_e_94,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_94,True,,1,pain_02,,3,angry,,S_10,S_100,1.0,,,,mica_w,mica_w,,,
event_neverland2_01_e_95,40035,event_neverland2_01_e,Self,Locale_MainScenario:event_neverland2_01_e_95,False,,1,pain_02,,3,angry,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_e_96,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_96,True,,1,pain_02,,3,angry,,S_100,S_100,1.0,,,,mica_w,mica_w,,,
event_neverland2_01_e_97,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_97,True,,1,pain_02,,3,angry,,S_100,S_100,1.0,,,,mica_w,mica_w,,,
event_neverland2_01_e_98,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_98,True,,1,pain_02,,3,angry,,S_100,31,1.0,,,,ludmilla_w,ludmilla_w,,,
event_neverland2_01_e_99,40035,event_neverland2_01_e,Monologue,Locale_MainScenario:event_neverland2_01_e_99,False,,1,pain_02,,3,angry,,31,31,1.0,,,,,,,,
event_neverland2_01_e_100,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_100,True,,1,pain_02,,3,angry,,31,31,1.0,,,,ludmilla_w,ludmilla_w,,,
event_neverland2_01_e_101,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_101,True,,1,pain_02,,3,angry,,31,31,1.0,,,,ludmilla_w,ludmilla_w,,,
event_neverland2_01_e_102,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_102,True,,1,pain_02,,3,angry,,31,30,1.0,,,,ludmilla_w,ludmilla_w,,,
event_neverland2_01_e_103,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_103,True,,1,pain_02,,3,angry,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,,
event_neverland2_01_e_104,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_104,True,,1,pain_02,,3,angry,,30,30,1.0,,,,ludmilla_w,ludmilla_w,,,
event_neverland2_01_e_105,40035,event_neverland2_01_e,Self,Locale_MainScenario:event_neverland2_01_e_105,False,,1,pain_02,,3,angry,,30,S_10,1.0,,,,,,,,
event_neverland2_01_e_106,40035,event_neverland2_01_e,Speech,Locale_MainScenario:event_neverland2_01_e_106,False,,1,pain_02,,3,angry,,S_10,S_10,1.0,,,,mica_w,mica_w,,,
event_neverland2_01_e_107,40035,event_neverland2_01_e,Monologue,Locale_MainScenario:event_neverland2_01_e_107,False,,1,pain_02,,3,angry,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_e_108,40035,event_neverland2_01_e,Monologue,Locale_MainScenario:event_neverland2_01_e_108,False,,1,pain_02,,3,angry,,S_10,S_100,2.0,,,,,,,,
