id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,characters/0/hide_char_id
event_coinsinrush1_01_s_11,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_11,False,,1,angry,,S_100,S_100,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_12,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_12,True,,1,surprise,,S_100,S_10,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_13,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_13,True,,1,surprise,,S_10,S_10,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_14,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_14,False,,1,surprise,,S_10,S_10,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_15,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_15,False,,1,idle,,S_10,S_10,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_16,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_16,True,,1,idle,,S_10,S_100,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_17,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_17,False,,1,idle,,S_100,S_100,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_18,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_18,True,,1,idle,,S_100,1700,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_19,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_19,False,,1,idle,,1700,1700,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_20,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_20,False,,1,idle,,1700,1700,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_21,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_21,True,,1,idle,,S_100,S_100,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_22,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_22,True,,1,idle,,S_100,S_100,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_23,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_23,False,,1,idle,,S_100,S_100,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_24,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_24,False,,1,idle,,S_100,S_100,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_25,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_25,True,,1,good,,S_100,S_100,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_26,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_26,True,,1,good,,S_100,S_100,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_27,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_27,False,,1,good,,S_100,S_100,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_28,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_28,False,,1,good,,S_100,S_100,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_29,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_29,True,,1,idle,,S_100,S_100,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_30,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_30,False,,1,idle,,S_100,S_100,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_31,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_31,True,,1,idle,,S_100,S_100,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_32,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_32,True,,1,idle,,S_100,S_10,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_33,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_33,False,,1,idle,,S_10,S_10,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_34,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_34,False,,1,idle,,black,black,1.0,none,,,,,,,,,
event_coinsinrush1_01_s_35,40088,event_coinsinrush1_01_s,Narration,Locale_MainScenario:event_coinsinrush1_01_s_35,False,,1,idle,,black,black,1.0,,,,sfx_scn_walk,,,,,,
event_coinsinrush1_01_s_36,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_36,True,,1,surprise,,S_10,S_10,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_37,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_37,False,,1,surprise,,S_10,S_10,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_38,40088,event_coinsinrush1_01_s,Narration,Locale_MainScenario:event_coinsinrush1_01_s_38,False,,1,idle,,black,black,1.0,,,,sfx_scn_toyshopbell,suspiciousman,17,idle,,,
event_coinsinrush1_01_s_39,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_39,False,,1,idle,,L_170,L_170,1.0,,,,,,17,idle,,,
event_coinsinrush1_01_s_40,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_40,False,,1,idle,,L_170,L_170,1.0,,,,,,17,idle,,,
event_coinsinrush1_01_s_41,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_41,False,,1,idle,,L_170,L_1700,2.0,,,,,,17,idle,,,
event_coinsinrush1_01_s_42,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_42,False,,1,idle,,L_1700,L_1700,1.0,,suspiciousman,,,,17,idle,,,
event_coinsinrush1_01_s_43,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_43,False,,1,idle,,L_1700,L_1700,1.0,,suspiciousman,,,,17,idle,,,
event_coinsinrush1_01_s_44,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_44,True,,1,idle,,L_1700,L_1700,1.0,,suspiciousman,suspiciousman,,,17,idle,,,
event_coinsinrush1_01_s_45,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_45,True,,1,idle,,L_1700,L_1700,1.0,,suspiciousman,suspiciousman,,,17,idle,,,
event_coinsinrush1_01_s_46,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_46,False,,1,idle,,L_1700,L_170,0.5,,,,,,17,idle,,,
event_coinsinrush1_01_s_47,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_47,False,,1,idle,,S_10,S_10,1.0,,,,,,17,idle,,,
event_coinsinrush1_01_s_48,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_48,True,,1,angry,,S_10,S_10,1.0,,milk,milk,,,17,idle,,,
event_coinsinrush1_01_s_49,40088,event_coinsinrush1_01_s,Narration,Locale_MainScenario:event_coinsinrush1_01_s_49,False,,15,angry,,black,black,1.0,,,,sfx_scn_heavytrip,,17,idle,,,
event_coinsinrush1_01_s_50,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_50,True,,15,angry,,16,16,1.0,,suspiciousman,suspiciousman,,,17,idle,,,
event_coinsinrush1_01_s_51,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_51,True,,15,angry,,16,16,1.0,,milk,milk,,,17,idle,,,
event_coinsinrush1_01_s_52,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_52,True,,15,angry,,16,16,1.0,,milk,milk,,,17,idle,,,
event_coinsinrush1_01_s_53,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_53,False,,15,angry,,16,16,1.0,,milk,,,,17,idle,,,
event_coinsinrush1_01_s_54,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_54,True,,15,idle,,XS_170,XS_170,1.0,bgm_story_tuffguys,poli,poli,,poli,17,idle,suspiciousman,black,
event_coinsinrush1_01_s_55,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_55,True,,15,idle,,XS_170,XS_170,1.0,,poli,poli,,,17,idle,,,
event_coinsinrush1_01_s_56,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_56,False,,15,idle,,XS_170,XS_170,1.0,,poli,,,,17,idle,,,
event_coinsinrush1_01_s_57,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_57,False,,15,idle,,XS_170,XS_170,1.0,,poli,,,,17,idle,,,
event_coinsinrush1_01_s_58,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_58,False,,15,idle,,XS_170,XS_170,1.0,,poli,,,,17,idle,,,
event_coinsinrush1_01_s_59,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_59,True,,15,idle,,XS_170,XS_170,1.0,,poli,poli,,,17,idle,,,
event_coinsinrush1_01_s_60,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_60,True,,15,idle,,XS_170,XS_170,1.0,,poli,poli,,,17,idle,,,
event_coinsinrush1_01_s_61,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_61,True,,15,idle,,XS_170,XS_170,1.0,,poli,poli,,,17,idle,,,
event_coinsinrush1_01_s_62,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_62,False,,15,idle,,XS_170,XS_170,1.0,,poli,,,,17,idle,,,
event_coinsinrush1_01_s_63,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_63,True,,15,idle,,XS_170,XS_170,1.0,,poli,poli,,,17,idle,,,
event_coinsinrush1_01_s_64,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_64,False,,15,idle,,XS_170,S_150,1.0,,milk,milk,,,17,idle,poli,,
event_coinsinrush1_01_s_65,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_65,False,,15,idle,,S_150,S_150,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_66,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_66,True,,15,no,,S_150,S_150,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_67,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_67,True,,15,no,,S_150,S_150,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_68,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_68,True,,15,no,,S_150,S_150,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_69,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_69,False,,15,no,,S_150,S_150,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_70,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_70,True,,15,idle,,S_150,S_150,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_71,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_71,True,,15,idle,,S_150,S_150,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_72,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_72,False,,15,idle,,S_150,S_150,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_73,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_73,True,,15,idle,,S_150,S_150,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_74,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_74,True,,15,idle,,S_150,S_150,1.0,,milk,milk,,,,,,,
event_coinsinrush1_01_s_75,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_75,False,,15,idle,,S_150,S_150,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_76,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_76,False,,15,idle,,S_150,S_150,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_77,40088,event_coinsinrush1_01_s,Monologue,Locale_MainScenario:event_coinsinrush1_01_s_77,False,,15,idle,,S_150,S_150,1.0,,milk,,,,,,,,
event_coinsinrush1_01_s_78,40088,event_coinsinrush1_01_s,Narration,Locale_MainScenario:event_coinsinrush1_01_s_78,False,,15,idle,Office,black,black,1.0,none,,,,mustang,1,angry,,black,milk
event_coinsinrush1_01_s_79,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_79,False,,,,,L_10,L_10,1.0,,mustang,mustang,,,1,angry,,,
event_coinsinrush1_01_s_80,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_80,True,,,,,L_10,L_10,1.0,,mustang,mustang,,,1,angry,,,
event_coinsinrush1_01_s_81,40088,event_coinsinrush1_01_s,Speech,Locale_MainScenario:event_coinsinrush1_01_s_81,True,,,,,L_10,L_100,2.0,,mustang,mustang,,,1,angry,,,
event_coinsinrush1_01_s_82,40088,event_coinsinrush1_01_s,Self,Locale_MainScenario:event_coinsinrush1_01_s_82,False,,,,,L_100,L_100,1.0,,,,,,1,angry,,,
