id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_ex_redash_04_4_19,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_19,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_20,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_20,False,,5,no,,5,5,1.0,,sfx_scn_knock,,Low_2,,,,,,,,,
d_ex_redash_04_4_21,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_21,False,,5,surprise,,5,L_50,0.5,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_22,80800,d_ex_redash_04_4,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_04_4_22,False,,5,surprise,,L_50,L_50,1.0,,,,,,,,,,,,,
d_ex_redash_04_4_23,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_23,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_24,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_24,False,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_25,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_25,True,,5,no,,L_50,L_50,1.0,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_26,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_26,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_27,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_27,True,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_28,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_28,True,,5,think,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_29,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_29,True,,5,think,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_30,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_30,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_31,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_31,True,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_32,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_32,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_33,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_33,False,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_34,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_34,False,,5,surprise,,L_50,1,0.5,,sfx_scn_heavytrip,,Low_2,rapunzel_o,,,,,,,,
d_ex_redash_04_4_35,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_35,True,rapunzel_o,5,surprise,,1,L_50,0.5,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_36,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_36,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_37,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_37,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_38,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_38,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_39,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_39,False,,5,no,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_40,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_40,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_41,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_41,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_42,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_42,True,,5,no,,L_50,L_50,1.0,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_43,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_43,True,,5,no,,L_50,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_44,80800,d_ex_redash_04_4,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_04_4_44,False,,5,no,,5,5,1.0,,,,,,,,,,,,,
d_ex_redash_04_4_45,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_45,True,,5,pain_01,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_46,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_46,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_47,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_47,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_48,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_48,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_49,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_49,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_50,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_50,True,,5,surprise,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_51,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_51,True,,5,surprise,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_52,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_52,True,,5,surprise,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_53,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_53,True,,5,surprise,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_54,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_54,True,,5,pain_01,,5,L_50,0.7,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_55,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_55,True,,5,pain_01,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_56,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_56,True,,5,pain_01,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_57,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_57,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_58,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_58,True,,5,pain_01,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_59,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_59,True,,5,pain_01,,L_50,L_500,1.0,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_60,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_60,True,,5,pain_01,,L_500,L_500,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_61,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_61,True,,5,pain_01,,L_500,L_500,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_62,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_62,False,,5,pain_01,,L_500,L_500,1.0,,sfx_scn_knock,,Low_2,,,,,,,,,
d_ex_redash_04_4_63,80800,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_63,False,,5,pain_01,,L_500,L_500,1.0,none,,unknown,Low_2,,liliweiss,13,no,,,,,
d_ex_redash_04_4_64,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_64,False,,5,surprise,,L_500,5,0.6,,,rapunzel_o,Low_2,,,13,no,,,,,
d_ex_redash_04_4_65,80800,d_ex_redash_04_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_4_65,True,,5,surprise,,5,3,0.7,bgm_story_whosdumber,,liliweiss,,,,3,no,,,,,
d_ex_redash_04_4_66,80800,d_ex_redash_04_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_4_66,True,,5,surprise,,3,3,1.0,,,liliweiss,,,,3,no,,,,,
d_ex_redash_04_4_67,80800,d_ex_redash_04_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_4_67,True,,5,surprise,,3,3,1.0,,,redhood,,,,3,no,,,,,
d_ex_redash_04_4_68,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_68,True,,5,surprise,,3,2,1.0,,,rapunzel_o,Low_2,,,1,no,redhood,3,shy,,
d_ex_redash_04_4_69,80800,d_ex_redash_04_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_4_69,True,,5,surprise,,2,2,1.0,,,redhood,,,,1,no,,3,shy,,
d_ex_redash_04_4_70,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_70,False,,5,surprise,,17,170,0.3,,sfx_scn_heavytrip,,Low_2,,,1,no,,3,shy,,
d_ex_redash_04_4_71,80800,d_ex_redash_04_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_4_71,True,,5,surprise,,3,30,1.0,,,redhood,,,,1,no,,3,shy,,
d_ex_redash_04_4_72,80800,d_ex_redash_04_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_4_72,True,,5,surprise,,30,30,1.0,,,redhood,,,,1,no,,3,shy_02,,
d_ex_redash_04_4_73,80800,d_ex_redash_04_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_4_73,True,,5,surprise,,30,2,0.3,,,redhood,,,,1,no,,3,shy_02,,
d_ex_redash_04_4_74,80800,d_ex_redash_04_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_4_74,True,,5,surprise,,2,2,1.0,,,liliweiss,,,,1,angry,,3,shy_02,,
d_ex_redash_04_4_75,80800,d_ex_redash_04_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_04_4_75,True,,5,surprise,,2,2,1.0,,,redhood,,,,1,angry,,3,shy_02,,
d_ex_redash_04_4_76,80800,d_ex_redash_04_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_4_76,True,,5,surprise,,2,10,1.0,,,liliweiss,,,,1,delight,,3,shy_02,,
d_ex_redash_04_4_77,80800,d_ex_redash_04_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_04_4_77,True,,5,surprise,,10,10,1.0,,,liliweiss,,,,17,delight,,15,shy_02,,
d_ex_redash_04_4_78,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_78,False,,5,surprise,,17,170,0.3,,sfx_scn_bang,,,,,17,delight,,15,shy_02,liliweiss,redhood
d_ex_redash_04_4_79,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_79,True,,5,think,,170,5,0.5,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_80,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_80,True,,5,sad,,5,L_50,0.7,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_81,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_81,True,,5,angry,,L_50,L_500,0.5,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_82,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_82,False,,5,angry,,black,black,1.0,,sfx_scn_windowclack,,,,,,,,,,,
