id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_darkhero_02_s_32,40047,event_darkhero_02_s,Narration,trony,,Locale_SubScenario:event_darkhero_02_s_32,False,,3,surprise,,30,30,1.0,,,,Red,,,
event_darkhero_02_s_33,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_33,True,,3,surprise,,30,30,1.0,,,,Red,,,
event_darkhero_02_s_34,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_34,True,,3,surprise,,30,30,1.0,,,,Red,,,
event_darkhero_02_s_35,40047,event_darkhero_02_s,Speech,trony,elegg,Locale_SubScenario:event_darkhero_02_s_35,False,,3,surprise,,black,black,1.0,none,,,Red,,,
event_darkhero_02_s_36,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_36,True,,3,surprise,NikkeRoom,2,2,1.0,bgm_story_backtonormal,black,,,elegg,1,surprise
event_darkhero_02_s_37,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_37,False,,3,sad,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_38,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_38,True,,3,sad,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_39,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_39,True,,3,sad,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_40,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_40,True,,3,sad,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_41,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_41,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_42,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_42,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_43,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_43,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_44,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_44,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_45,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_45,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_46,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_46,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_47,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_47,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_48,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_48,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_49,40047,event_darkhero_02_s,Narration,elegg,,Locale_SubScenario:event_darkhero_02_s_49,False,,3,sad,,2,S_10,1.0,,,,,,1,idle
event_darkhero_02_s_50,40047,event_darkhero_02_s,Speech,elegg,trony,Locale_SubScenario:event_darkhero_02_s_50,False,,3,think,,S_10,S_10,1.0,,,,,,1,idle
event_darkhero_02_s_51,40047,event_darkhero_02_s,Narration,elegg,,Locale_SubScenario:event_darkhero_02_s_51,False,,3,think,,S_10,S_10,1.0,,,,,,1,idle
event_darkhero_02_s_52,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_52,True,,3,think,,S_10,S_10,1.0,,,,,,1,idle
event_darkhero_02_s_53,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_53,True,,3,think,,S_10,2,1.0,,,,,,1,idle
event_darkhero_02_s_54,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_54,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_55,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_55,True,,3,sad,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_56,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_56,True,,3,sad,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_57,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_57,True,,3,sad,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_58,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_58,True,,3,sad,,2,S_10,1.0,,,,,,1,delight
event_darkhero_02_s_59,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_59,True,,3,sad,,S_10,30,1.0,,,,,,1,delight
event_darkhero_02_s_60,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_60,True,,3,sad,,30,2,1.0,,,,,,1,idle
event_darkhero_02_s_61,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_61,True,,3,sad,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_62,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_62,True,,3,idle,,2,2,1.0,,,,,,1,idle
event_darkhero_02_s_63,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_63,True,,3,idle,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_64,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_64,True,,3,idle,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_65,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_65,True,,3,sad,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_66,40047,event_darkhero_02_s,Narration,trony,,Locale_SubScenario:event_darkhero_02_s_66,False,,3,sad,,2,30,1.0,,,,,,1,delight
event_darkhero_02_s_67,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_67,True,,3,think,,30,30,1.0,,,,,,1,delight
event_darkhero_02_s_68,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_68,True,,3,think,,30,S_10,1.0,,,,,,1,delight
event_darkhero_02_s_69,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_69,True,,3,think,,S_10,S_10,1.0,,,,,,1,delight
event_darkhero_02_s_70,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_70,True,,3,sad,,S_10,2,1.0,,,,,,1,delight
event_darkhero_02_s_71,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_71,True,,3,sad,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_72,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_72,True,,3,no,,2,2,1.0,,,,,,1,delight
event_darkhero_02_s_73,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_73,True,,3,surprise,,2,300,0.7,,,,,,1,delight
event_darkhero_02_s_74,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_74,False,,3,special,,300,300,1.0,,,,,,1,delight
event_darkhero_02_s_75,40047,event_darkhero_02_s,Narration,trony,,Locale_SubScenario:event_darkhero_02_s_75,False,,3,special,,300,300,1.0,,,,,,1,delight
event_darkhero_02_s_76,40047,event_darkhero_02_s,Narration,trony,,Locale_SubScenario:event_darkhero_02_s_76,False,,3,special,,black,black,1.0,,,,,,1,delight
event_darkhero_02_s_77,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_77,True,,3,special,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_78,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_78,True,,3,special,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_79,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_79,True,,3,special,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_80,40047,event_darkhero_02_s,Speech,trony,trony,Locale_SubScenario:event_darkhero_02_s_80,True,,3,special,,2,2,1.0,,,,,,1,surprise
event_darkhero_02_s_81,40047,event_darkhero_02_s,Speech,elegg,elegg,Locale_SubScenario:event_darkhero_02_s_81,True,,3,special,,2,2,1.0,,,,,,1,surprise
