id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_bowwowparadise_01_s_11,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_11,False,,1,sad,,XS_30,XS_30,1.0,,,,,,,
event_bowwowparadise_01_s_12,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_12,True,,1,sad,,XS_30,XS_10,2.0,,,biscuit,biscuit,,,
event_bowwowparadise_01_s_13,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_13,True,,1,sad,,XS_10,XS_10,1.0,,,biscuit,biscuit,,,
event_bowwowparadise_01_s_14,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_14,False,,1,sad,,XS_10,1,2.0,,,biscuit,biscuit,,,
event_bowwowparadise_01_s_15,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_15,False,,1,sad,,1,1,1.0,,,,,,,
event_bowwowparadise_01_s_16,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_16,True,,1,sad,,1,1,1.0,,,biscuit,biscuit,,,
event_bowwowparadise_01_s_17,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_17,True,,1,sad,,1,1,1.0,,,unknown,unknown,nero,5,idle
event_bowwowparadise_01_s_18,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_18,False,,1,sad,,1,31,1.0,,,,,,3,idle
event_bowwowparadise_01_s_19,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_19,True,,1,idle,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_20,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_20,True,,1,idle,,31,31,1.0,,,nero,nero,,3,idle
event_bowwowparadise_01_s_21,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_21,False,,1,idle,,31,31,1.0,,,,,,3,idle
event_bowwowparadise_01_s_22,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_22,True,,1,idle,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_23,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_23,True,,1,idle,,31,31,1.0,,,nero,nero,,3,idle
event_bowwowparadise_01_s_24,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_24,False,,1,idle,,31,31,1.0,,,,,,3,idle
event_bowwowparadise_01_s_25,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_25,True,,1,delight,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_26,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_26,True,,1,sad,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_27,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_27,True,,1,sad,,31,XS_10,0.5,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_28,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_28,True,,1,sad,,XS_10,XS_10,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_29,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_29,False,,1,sad,,XS_10,30,1.0,,,,,,3,idle
event_bowwowparadise_01_s_30,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_30,False,,1,sad,,30,30,1.0,,,,,,3,idle
event_bowwowparadise_01_s_31,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_31,True,,1,sad,,30,30,1.0,,,nero,nero,,3,idle
event_bowwowparadise_01_s_32,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_32,True,,1,sad,,30,XS_10,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_33,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_33,True,,1,sad,,XS_10,XS_10,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_34,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_34,True,,1,sad,,XS_10,XS_10,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_35,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_35,True,,1,sad,,XS_10,XS_10,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_36,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_36,True,,1,sad,,XS_10,XS_10,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_37,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_37,True,,1,sad,,XS_10,31,1.0,,,nero,nero,,3,idle
event_bowwowparadise_01_s_38,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_38,True,,1,sad,,31,31,1.0,,,nero,nero,,3,idle
event_bowwowparadise_01_s_39,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_39,True,,1,sad,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_40,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_40,True,,1,sad,,31,31,1.0,,,nero,nero,,3,idle
event_bowwowparadise_01_s_41,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_41,False,,1,idle,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_42,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_42,True,,1,idle,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_43,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_43,True,,1,idle,,31,31,1.0,,,biscuit,biscuit,,3,idle
event_bowwowparadise_01_s_44,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_44,True,,1,idle,,31,31,1.0,,,nero,nero,,3,idle
event_bowwowparadise_01_s_45,40010,event_bowwowparadise_01_s,Narration,Locale_SubScenario:event_bowwowparadise_01_s_45,False,,1,idle,,31,31,1.0,,,,,,3,idle
event_bowwowparadise_01_s_46,40010,event_bowwowparadise_01_s,Speech,Locale_SubScenario:event_bowwowparadise_01_s_46,True,,1,idle,,31,XS_10,0.5,,,biscuit,biscuit,,3,idle
