id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,play_sound
event_beautyfullshot1_02_e_14,40051,event_beautyfullshot1_02_e,Speech,mary_s,mary_s,Locale_MainScenario:event_beautyfullshot1_02_e_14,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,angry,,10,10,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_15,40051,event_beautyfullshot1_02_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot1_02_e_15,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,angry,,10,S_130,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_16,40051,event_beautyfullshot1_02_e,Self,maiden_s,,Locale_MainScenario:event_beautyfullshot1_02_e_16,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,angry,,S_130,S_130,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_17,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_17,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_130,S_150,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_18,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_18,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_150,S_150,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_19,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_19,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_150,S_150,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_20,40051,event_beautyfullshot1_02_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_02_e_20,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_150,S_1500,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_21,40051,event_beautyfullshot1_02_e,Monologue,viper_s,,Locale_MainScenario:event_beautyfullshot1_02_e_21,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_1500,S_1500,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_22,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_22,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_1500,S_150,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_23,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_23,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_150,S_150,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_24,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_24,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,S_150,15,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_25,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_25,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,15,15,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_26,40051,event_beautyfullshot1_02_e,Self,viper_s,,Locale_MainScenario:event_beautyfullshot1_02_e_26,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,15,15,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_27,40051,event_beautyfullshot1_02_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_02_e_27,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,15,1719,1.5,,,,,,,,,,,
event_beautyfullshot1_02_e_28,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_28,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,1719,1719,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_29,40051,event_beautyfullshot1_02_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_02_e_29,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,1719,1719,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_30,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_30,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,1719,1719,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_31,40051,event_beautyfullshot1_02_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_02_e_31,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,1719,1719,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_32,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_32,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,1719,1719,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_33,40051,event_beautyfullshot1_02_e,Self,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_33,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,good,,17,angry,,19,angry,,1719,1719,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_34,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_34,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,angry,,17,angry,,19,angry,,S_150,S_150,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_35,40051,event_beautyfullshot1_02_e,Monologue,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_35,False,,9,idle,,7,idle,,5,idle,,3,idle,,5,idle,,13,idle,,13,angry,,5,angry,,3,angry,LogHouseIn_d,black,black,1.0,none,anis_s,neon_s,rapi_s,guilty_s,mary_s,maiden_s,viper_s,rosanna,sakura,
event_beautyfullshot1_02_e_36,40051,event_beautyfullshot1_02_e,Monologue,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_36,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_37,40051,event_beautyfullshot1_02_e,Narration,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_37,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,sfx_scn_clothweak
event_beautyfullshot1_02_e_38,40051,event_beautyfullshot1_02_e,Monologue,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_38,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,bgm_story_milkyway,,,,,,,,,,
event_beautyfullshot1_02_e_39,40051,event_beautyfullshot1_02_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_02_e_39,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_40,40051,event_beautyfullshot1_02_e,Self,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_40,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_41,40051,event_beautyfullshot1_02_e,Monologue,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_41,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_42,40051,event_beautyfullshot1_02_e,Monologue,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_42,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_43,40051,event_beautyfullshot1_02_e,Self,rosanna,,Locale_MainScenario:event_beautyfullshot1_02_e_43,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_44,40051,event_beautyfullshot1_02_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_02_e_44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_45,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_46,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_46,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_47,40051,event_beautyfullshot1_02_e,Self,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_47,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_48,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_48,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_49,40051,event_beautyfullshot1_02_e,Monologue,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_49,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_50,40051,event_beautyfullshot1_02_e,Monologue,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_50,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_51,40051,event_beautyfullshot1_02_e,Monologue,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_51,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_52,40051,event_beautyfullshot1_02_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_02_e_52,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_53,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_53,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_54,40051,event_beautyfullshot1_02_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_02_e_54,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_55,40051,event_beautyfullshot1_02_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_02_e_55,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_56,40051,event_beautyfullshot1_02_e,Self,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_56,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_57,40051,event_beautyfullshot1_02_e,Monologue,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_57,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoralIslandInside_d,black,black,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_58,40051,event_beautyfullshot1_02_e,Self,sakura,,Locale_MainScenario:event_beautyfullshot1_02_e_58,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS_70,XS_70,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_59,40051,event_beautyfullshot1_02_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot1_02_e_59,True,anis_s,9,angry,neon_s,7,surprise,mary_s,5,idle,rosanna_s,3,angry,sakura_s,1,idle,viper_s,13,idle,,,,,,,,,,,XS_70,XS_700,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_60,40051,event_beautyfullshot1_02_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot1_02_e_60,True,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,XS_900,XS_900,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_61,40051,event_beautyfullshot1_02_e,Speech,neon_s,neon_s,Locale_MainScenario:event_beautyfullshot1_02_e_61,True,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,XS_700,XS_700,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_62,40051,event_beautyfullshot1_02_e,Speech,anis_s,anis_s,Locale_MainScenario:event_beautyfullshot1_02_e_62,True,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,XS_900,XS_900,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_63,40051,event_beautyfullshot1_02_e,Speech,mary_s,mary_s,Locale_MainScenario:event_beautyfullshot1_02_e_63,True,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,500,500,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_64,40051,event_beautyfullshot1_02_e,Speech,mary_s,mary_s,Locale_MainScenario:event_beautyfullshot1_02_e_64,True,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,500,500,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_65,40051,event_beautyfullshot1_02_e,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot1_02_e_65,False,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,31,31,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_66,40051,event_beautyfullshot1_02_e,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot1_02_e_66,False,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,31,31,1.0,,,,,,,,,,,
event_beautyfullshot1_02_e_67,40051,event_beautyfullshot1_02_e,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot1_02_e_67,True,,9,angry,,7,surprise,,5,idle,,3,angry,,1,idle,,13,idle,,,,,,,,,,,S_130,S_1300,1.0,,,,,,,,,,,
