id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,highlight,speaker,set_filter_01,set_filter_02,characters/0/hide_char_id,characters/1/hide_char_id,fade
event_newyearnewsword_06_e_29,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_29,False,,1,surprise,,13,idle,,S_10,S_10,1.0,,,,hongryeon_o,hongryeon_o,,,,,
event_newyearnewsword_06_e_30,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_30,True,,1,surprise,,13,special,,S_10,S_130,1.0,,,,janghwa,janghwa,,,,,
event_newyearnewsword_06_e_31,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_31,False,,1,surprise,,13,idle,,S_130,S_1300,1.0,,,,janghwa,,,,,,
event_newyearnewsword_06_e_32,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_32,False,,1,surprise,,13,idle,,black,black,1.0,,,,janghwa,,,,hongryeon_o,janghwa,
event_newyearnewsword_06_e_33,40036,event_newyearnewsword_06_e,Narration,Locale_SubScenario:event_newyearnewsword_06_e_33,False,newyearnewsword_event,1,idle,,,,,black,black,1.0,sfx_scn_bonecrash,,,janghwa,,,,,,
event_newyearnewsword_06_e_34,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_34,False,,1,idle,,,,none,black,black,1.0,,,,janghwa,,,,,,
event_newyearnewsword_06_e_35,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_35,True,,1,idle,,,,,black,black,1.0,,event_bgm_camellia,,hongryeon_o,hongryeon_o,,,,,
event_newyearnewsword_06_e_36,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_36,False,,1,idle,,,,,black,black,1.0,sfx_scn_down,,,hongryeon_o,,,,,,
event_newyearnewsword_06_e_37,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_37,True,,1,idle,,,,,newyearnewsword_04,newyearnewsword_01,2.0,,,,hongryeon_o,hongryeon_o,,,,,
event_newyearnewsword_06_e_38,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_38,True,,1,idle,,,,,newyearnewsword_01,newyearnewsword_01,1.0,,,,janghwa,janghwa,,,,,
event_newyearnewsword_06_e_39,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_39,False,,1,idle,,,,,newyearnewsword_01,newyearnewsword_02,2.0,,,,janghwa,,,,,,
event_newyearnewsword_06_e_40,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_40,True,,1,idle,,,,,newyearnewsword_02,newyearnewsword_02,1.0,,,,janghwa,janghwa,,,,,
event_newyearnewsword_06_e_41,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_41,True,,1,idle,,,,,newyearnewsword_02,newyearnewsword_02,1.0,,,,hongryeon_o,hongryeon_o,,,,,
event_newyearnewsword_06_e_42,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_42,True,,1,idle,,,,,newyearnewsword_02,newyearnewsword_02,1.0,,,,janghwa,janghwa,,,,,
event_newyearnewsword_06_e_43,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_43,True,,1,idle,,,,,newyearnewsword_02,newyearnewsword_02,1.0,,,,janghwa,janghwa,,,,,
event_newyearnewsword_06_e_44,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_44,True,,1,idle,,,,,black,black,1.0,,,,janghwa,janghwa,,,,,
event_newyearnewsword_06_e_45,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_45,False,,1,idle,,,,,newyearnewsword_02,newyearnewsword_02,1.0,,,,hongryeon_o,hongryeon_o,,,,,
event_newyearnewsword_06_e_46,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_46,True,,1,idle,,,,,newyearnewsword_02,newyearnewsword_03,2.0,,,,hongryeon_o,hongryeon_o,,,,,
event_newyearnewsword_06_e_47,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_47,True,,1,idle,,,,,newyearnewsword_03,newyearnewsword_03,1.0,,,,hongryeon_o,hongryeon_o,,,,,
event_newyearnewsword_06_e_48,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_48,False,,1,idle,,,,,newyearnewsword_03,newyearnewsword_03,1.0,,,,hongryeon_o,,,,,,
event_newyearnewsword_06_e_49,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_49,True,,1,idle,,,,,black,black,1.0,,,,hongryeon_o,hongryeon_o,,,newyearnewsword_event,,
event_newyearnewsword_06_e_50,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_50,True,hongryeon,1,idle,,,,Desert_02_n,30,10,2.0,,,,hongryeon,hongryeon,,,,,black
event_newyearnewsword_06_e_51,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_51,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_52,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_52,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_53,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_53,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_54,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_54,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_55,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_55,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_56,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_56,False,,1,idle,,,,,10,10,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_57,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_57,True,,1,no,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_58,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_58,True,,1,no,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_59,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_59,True,,1,no,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_60,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_60,False,,1,no,,,,,10,10,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_61,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_61,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_62,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_62,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_63,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_63,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_64,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_64,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_65,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_65,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_66,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_66,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_67,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_67,False,,1,idle,,,,,10,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_68,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_68,False,,1,idle,,,,,100,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_69,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_69,True,,1,no,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_70,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_70,True,,1,no,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_71,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_71,True,,1,no,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_72,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_72,True,,1,no,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_73,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_73,True,,1,no,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_74,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_74,False,,1,no,,,,,100,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_75,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_75,False,,1,no,,,,,100,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_76,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_76,True,,1,idle,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_77,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_77,False,,1,idle,,,,,100,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_78,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_78,True,,1,idle,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_79,40036,event_newyearnewsword_06_e,Narration,Locale_SubScenario:event_newyearnewsword_06_e_79,False,,1,idle,,,,,100,100,1.0,sfx_scn_fillacup,,,hongryeon,,,,,,
event_newyearnewsword_06_e_80,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_80,False,,1,idle,,,,,100,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_81,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_81,True,,1,idle,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_82,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_82,True,,1,idle,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_83,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_83,True,,1,idle,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_84,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_84,True,,1,idle,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_85,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_85,True,,1,idle,,,,,100,100,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_86,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_86,False,,1,idle,,,,,100,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_87,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_87,True,,1,delight,,,,,100,10,1.0,,none,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_88,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_88,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_89,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_89,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_90,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_90,False,,1,idle,,,,,10,10,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_91,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_91,False,,1,idle,,,,Sunset,10,30,2.0,,event_bgm_camellia_loop,,hongryeon,,,,hongryeon,,
event_newyearnewsword_06_e_92,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_92,False,,,,,,,,30,3,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_93,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_93,False,,,,,,,,3,3,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_94,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_94,False,,,,,,,,3,3,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_95,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_95,True,,,,,,,,3,3,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_96,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_96,True,,,,,,,,3,3,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_97,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_97,True,,,,,,,,3,3,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_98,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_98,False,,,,,,,,3,3,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_99,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_99,True,hongryeon,1,idle,,,,Desert_02_n,3,1,2.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_100,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_100,True,,1,idle,,,,,1,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_101,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_101,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_102,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_102,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_103,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_103,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_104,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_104,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_105,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_105,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_106,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_106,False,,1,idle,,,,,10,10,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_107,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_107,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_108,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_108,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_109,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_109,False,,1,idle,,,,,10,10,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_110,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_110,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_111,40036,event_newyearnewsword_06_e,Monologue,Locale_SubScenario:event_newyearnewsword_06_e_111,False,,1,idle,,,,,10,100,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_112,40036,event_newyearnewsword_06_e,Narration,Locale_SubScenario:event_newyearnewsword_06_e_112,False,,1,idle,,,,,black,black,1.0,sfx_scn_clinkglasses,,,hongryeon,,,,,,
event_newyearnewsword_06_e_113,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_113,True,,1,idle,,,,,100,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_114,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_114,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_115,40036,event_newyearnewsword_06_e,Self,Locale_SubScenario:event_newyearnewsword_06_e_115,False,,1,idle,,,,,10,10,1.0,,,,hongryeon,,,,,,
event_newyearnewsword_06_e_116,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_116,True,,1,idle,,,,,10,10,1.0,,,,hongryeon,hongryeon,,,,,
event_newyearnewsword_06_e_117,40036,event_newyearnewsword_06_e,Speech,Locale_SubScenario:event_newyearnewsword_06_e_117,True,,1,idle,,,,,black,black,1.0,,,,hongryeon,hongryeon,,,,,
