id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/hide_char_id,fade,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
event_oldtales1_04_e_24,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_24,False,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,15,L_150,1.0,,,,,,,
event_oldtales1_04_e_25,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_25,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_26,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_26,False,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,4,50,1.0,,,,,,,
event_oldtales1_04_e_27,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_27,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,12,12,1.0,,,,,,,
event_oldtales1_04_e_28,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_28,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,12,2,1.0,,,,,,,
event_oldtales1_04_e_29,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_29,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,2,2,1.0,,,,,,,
event_oldtales1_04_e_30,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_30,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,2,2,1.0,,,,,,,
event_oldtales1_04_e_31,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_31,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,2,2,1.0,,,,,,,
event_oldtales1_04_e_32,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_32,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,2,2,1.0,,,,,,,
event_oldtales1_04_e_33,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_33,True,,3,idle,,5,worry,,1,void,,13,worry,,15,think,,2,2,1.0,,,,,,,
event_oldtales1_04_e_34,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_34,True,,3,angry,,5,worry,,1,void,,13,worry,,15,think,,2,30,0.7,,,,,,,
event_oldtales1_04_e_35,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_35,True,,3,angry,,5,worry,,1,angry,,13,no,,15,think,,30,2,1.5,,,,,,,
event_oldtales1_04_e_36,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_36,False,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,2,2,1.0,,,,,,,
event_oldtales1_04_e_37,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_37,True,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,2,2,1.0,,,,,,,
event_oldtales1_04_e_38,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_38,False,,3,think,,5,worry,,1,angry,,13,no,,15,think,,2,3,1.0,,,,,,,
event_oldtales1_04_e_39,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_39,True,,3,think,,5,worry,,1,angry,,13,no,,15,surprise,,L_150,L_150,1.0,,,,,,,
event_oldtales1_04_e_40,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_40,True,,3,think,,5,worry,,1,angry,,13,no,,15,surprise,,L_150,L_150,1.0,,,,,,,
event_oldtales1_04_e_41,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_41,True,,3,idle,,5,worry,,1,angry,,13,no,,15,surprise,,3,3,1.0,,,,,,,
event_oldtales1_04_e_42,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_42,True,,3,idle,,5,worry,,1,angry,,13,no,,15,surprise,,3,3,1.0,,,,,,,
event_oldtales1_04_e_43,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_43,False,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,L_150,L_150,1.0,,,,,,,
event_oldtales1_04_e_44,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_44,True,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,L_150,L_150,1.0,,,,,,,
event_oldtales1_04_e_45,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_45,True,,3,idle,,5,worry,,1,angry,,13,no,,15,surprise,,L_150,15,1.0,,,,,,,
event_oldtales1_04_e_46,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_46,True,,3,idle,,5,worry,,1,angry,,13,no,,15,surprise,,15,15,1.0,,,,,,,
event_oldtales1_04_e_47,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_47,True,,3,think,,5,worry,,1,angry,,13,no,,15,surprise,,3,3,1.0,,,,,,,
event_oldtales1_04_e_48,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_48,True,,3,think,,5,worry,,1,angry,,13,no,,15,surprise,,3,3,1.0,,,,,,,
event_oldtales1_04_e_49,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_49,True,,3,think,,5,worry,,1,angry,,13,no,,15,surprise,,3,3,1.0,,,,,,,
event_oldtales1_04_e_50,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_50,True,,3,think,,5,worry,,1,angry,,13,no,,15,surprise,,3,3,1.0,,,,,,,
event_oldtales1_04_e_51,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_51,True,,3,think,,5,worry,,1,angry,,13,no,,15,think,,15,15,1.0,,,,,,,
event_oldtales1_04_e_52,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_52,True,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,3,30,1.0,,,,,,,
event_oldtales1_04_e_53,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_53,True,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_54,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_54,True,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_55,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_55,True,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_56,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_56,True,,3,idle,,5,worry,,1,angry,,13,no,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_57,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_57,True,,3,think,,5,worry,,1,angry,,13,no,,15,think,,30,3,1.0,,,,,,,
event_oldtales1_04_e_58,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_58,True,,3,think,,5,worry,,1,angry,,13,no,,15,think,,3,3,1.0,,,,,,,
event_oldtales1_04_e_59,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_59,True,,3,think,,5,worry,,1,angry,,13,no,,15,think,,3,3,1.0,,,,,,,
event_oldtales1_04_e_60,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_60,False,,3,think,,5,worry,,1,angry,,13,no,,15,no,,50,50,1.0,,,,,,,
event_oldtales1_04_e_61,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_61,False,,3,think,,5,worry,,1,angry,,13,no,,15,no,,L_150,L_150,1.0,,,,,,,
event_oldtales1_04_e_62,40061,event_oldtales1_04_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_04_e_62,False,,3,think,,5,worry,,1,no,,13,no,,15,no,,12,12,1.0,,,,,,,
event_oldtales1_04_e_63,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_63,True,,3,think,,5,worry,,1,no,,13,no,,15,think,,50,50,1.0,,,,,,,
event_oldtales1_04_e_64,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_64,True,,3,think,,5,worry,,1,angry,,13,no,,15,think,,50,50,1.0,,,,,,,
event_oldtales1_04_e_65,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_65,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,50,4,1.0,,,,,,,
event_oldtales1_04_e_66,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_66,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_67,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_67,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_68,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_68,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_69,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_69,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_70,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_70,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_71,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_71,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_72,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_72,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_73,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_73,True,,3,idle,,5,smile,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_74,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_74,True,,3,worry,,5,smile,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_75,40061,event_oldtales1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_04_e_75,False,,3,worry,,5,worry,,1,angry,,13,worry,,15,think,,L_150,15,1.0,,,,,,,
event_oldtales1_04_e_76,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_76,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_77,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_77,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_78,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_78,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_79,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_79,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_80,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_80,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_81,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_81,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_82,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_82,False,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_83,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_83,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,30,1.0,,,,,,,
event_oldtales1_04_e_84,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_84,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_85,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_85,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_86,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_86,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_87,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_87,True,,3,idle,,5,surprise,,1,angry,,13,worry,,15,think,,30,4,1.0,,,,,,,
event_oldtales1_04_e_88,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_88,True,,3,idle,,5,surprise,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_89,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_89,True,,3,idle,,5,angry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_90,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_90,True,,3,think,,5,angry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_91,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_91,True,,3,think,,5,angry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_92,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_92,True,,3,think,,5,angry,,1,angry,,13,worry,,15,think,,4,50,0.7,,,,,,,
event_oldtales1_04_e_93,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_93,True,,3,idle,,5,angry,,1,angry,,13,worry,,15,think,,50,30,0.7,,,,,,,
event_oldtales1_04_e_94,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_94,True,,3,idle,,5,angry,,1,angry,,13,worry,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_95,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_95,True,,3,idle,,5,angry,,1,angry,,13,worry,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_96,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_96,True,,3,idle,,5,angry,,1,angry,,13,worry,,15,think,,30,30,1.0,,,,,,,
event_oldtales1_04_e_97,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_97,False,,3,idle,,5,surprise,,1,angry,,13,worry,,15,think,,30,4,1.0,,,,,,,
event_oldtales1_04_e_98,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_98,True,,3,idle,,5,surprise,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_99,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_99,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_100,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_100,True,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_101,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_101,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_102,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_102,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_103,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_103,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_104,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_104,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_105,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_105,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_106,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_106,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_107,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_107,False,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_108,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_108,True,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_109,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_109,True,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_110,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_110,True,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_111,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_111,False,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_112,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_112,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_113,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_113,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_114,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_114,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_115,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_115,True,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_116,40061,event_oldtales1_04_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_04_e_116,False,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_117,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_117,False,,3,think,,5,worry,,1,angry,,13,worry,,15,think,,4,4,1.0,,,,,,,
event_oldtales1_04_e_118,40061,event_oldtales1_04_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_04_e_118,True,,3,idle,,5,worry,,1,angry,,13,worry,,15,think,,4,30,1.0,,,,,,,
