id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,set_camera_shake
event_oldtales1_01_e_15,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_15,True,,1,smile_blue,,12,12,1.0,,,13,think,,,,,,,,,,,,,,
event_oldtales1_01_e_16,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_16,True,,1,smile_blue,,12,12,1.0,,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_17,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_17,True,,1,delight_blue,,12,12,1.0,,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_18,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_18,True,,1,delight_blue,,12,12,1.0,,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_19,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_19,True,,1,smile_blue,,12,12,1.0,,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_20,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_20,True,,1,smile_blue,,12,12,1.0,,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_21,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_21,True,,1,smile_blue,,12,12,1.0,,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_22,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_22,True,,1,smile_blue,,12,12,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_23,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_23,True,,1,surprise_blue,,12,12,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_24,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_24,True,,1,surprise_blue,,12,12,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_25,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_25,True,,1,idle_blue,,12,S_10,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_26,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_26,True,,1,idle_blue,,S_10,S_10,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_27,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_27,True,,1,idle_blue,,S_10,S_10,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_28,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_28,True,,1,delight_blue,,S_10,S_10,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_29,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_29,True,,1,delight_blue,,S_10,S_10,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_30,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_30,True,,1,delight_blue,,S_10,S_10,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_31,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_31,True,,1,smile_blue,,S_10,S_10,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_32,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_32,True,,1,smile_blue,,S_10,130,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_33,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_33,True,,1,smile_blue,,130,130,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_34,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_34,True,,1,delight_blue,,130,12,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_35,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_35,True,,1,delight_blue,,12,12,1.0,,,13,idle,,,,,,,,,,,,,,
event_oldtales1_01_e_36,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_36,True,,1,idle_blue,,12,12,1.0,,,13,think,,,,,,,,,,,,,,
event_oldtales1_01_e_37,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_37,True,,1,idle_blue,,12,12,1.0,,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_38,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_38,True,,1,idle_blue,,12,12,1.0,none,,13,worry,,,,,,,,,,,,,,
event_oldtales1_01_e_39,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_39,True,,1,idle_blue,BriefingRoom,130,130,1.0,,,13,worry,hansel,15,idle,gretel,17,idle,littlemermaid,5,idle,redshoes,3,idle,black,
event_oldtales1_01_e_40,40061,event_oldtales1_01_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_e_40,True,,1,idle_blue,,16,16,1.0,,,13,worry,,15,idle,,17,idle,,5,idle,,3,idle,,
event_oldtales1_01_e_41,40061,event_oldtales1_01_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_e_41,True,,1,idle_blue,,4,4,1.0,,,13,worry,,15,idle,,17,idle,,5,idle,,3,idle,,
event_oldtales1_01_e_42,40061,event_oldtales1_01_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_01_e_42,True,,1,idle_blue,,4,4,1.0,,,13,worry,,15,idle,,17,idle,,5,idle,,3,idle,,
event_oldtales1_01_e_43,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_43,True,,1,idle_blue,,130,130,1.0,,,13,worry,,15,idle,,17,idle,,5,idle,,3,idle,,
event_oldtales1_01_e_44,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_44,True,,1,idle_blue,,130,130,1.0,event_bgm_oldtales_dutycall,,13,worry,,15,idle,,17,idle,,5,idle,,3,idle,,
event_oldtales1_01_e_45,40061,event_oldtales1_01_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_e_45,True,,1,surprise_blue,,15,S_150,0.7,,,13,worry,,15,surprise,,17,smile,,5,surprise,,3,surprise,,Low_2
event_oldtales1_01_e_46,40061,event_oldtales1_01_e,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_01_e_46,True,,1,surprise_blue,,3,30,0.7,,,13,worry,,15,surprise,,17,smile,,5,surprise,,3,surprise,,Low_2
event_oldtales1_01_e_47,40061,event_oldtales1_01_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_01_e_47,True,,1,surprise_blue,,5,L_50,0.7,,,13,worry,,15,surprise,,17,smile,,5,surprise,,3,surprise,,Low_2
event_oldtales1_01_e_48,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_48,True,,1,surprise_blue,,130,130,1.0,,,13,angry,,15,surprise,,17,smile,,5,surprise,,3,surprise,,
event_oldtales1_01_e_49,40061,event_oldtales1_01_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_01_e_49,False,,1,surprise_blue,,L_50,L_50,1.0,,,13,angry,,15,surprise,,17,smile,,5,surprise,,3,surprise,,
event_oldtales1_01_e_50,40061,event_oldtales1_01_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_01_e_50,True,,1,surprise_blue,,L_50,5,1.5,,,13,angry,,15,surprise,,17,smile,,5,think,,3,surprise,,
event_oldtales1_01_e_51,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_51,True,,1,surprise_blue,,130,130,1.0,,,13,angry,,15,surprise,,17,smile,,5,think,,3,surprise,,
event_oldtales1_01_e_52,40061,event_oldtales1_01_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_01_e_52,True,,1,surprise_blue,,130,12,1.0,,,13,angry,,15,surprise,,17,idle,,5,think,,3,surprise,,
event_oldtales1_01_e_53,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_53,True,,1,surprise_blue,,12,12,1.0,,,13,idle,,15,surprise,,17,idle,,5,idle,,3,surprise,,
event_oldtales1_01_e_54,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_54,True,,1,surprise_blue,,12,12,1.0,,,13,idle,,15,surprise,,17,idle,,5,idle,,3,surprise,,
event_oldtales1_01_e_55,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_55,True,,1,surprise_blue,,12,12,1.0,,,13,idle,,15,surprise,,17,idle,,5,idle,,3,surprise,,
event_oldtales1_01_e_56,40061,event_oldtales1_01_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_01_e_56,True,,1,surprise_blue,,12,14,1.0,,,13,idle,,15,surprise,,17,idle,,5,idle,,3,surprise,,
event_oldtales1_01_e_57,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_57,True,,1,surprise_blue,,14,14,1.0,,,13,worry,,15,surprise,,17,idle,,5,idle,,3,surprise,,
event_oldtales1_01_e_58,40061,event_oldtales1_01_e,Speech,abe,abe,Locale_MainScenario:event_oldtales1_01_e_58,True,,1,surprise_blue,,14,130,1.0,,,13,worry,,15,surprise,,17,idle,,5,idle,,3,surprise,,
