id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_ce006_2_03_e_13,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_13,True,,2,void,,12,idle,,4,idle,,14,idle,,3,3,1.0,,,,,,,,,
event_ce006_2_03_e_14,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_14,True,,2,void,,12,idle,,4,idle,,14,idle,,3,13,1.5,,,,,,,,,
event_ce006_2_03_e_15,40080,event_ce006_2_03_e,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_e_15,True,,2,void,,12,idle,,4,idle,,14,idle,,13,13,1.0,,,,,,,,,
event_ce006_2_03_e_16,40080,event_ce006_2_03_e,Self,neon,,Locale_MainScenario:event_ce006_2_03_e_16,False,,2,void,,12,idle,,4,idle,,14,idle,,13,13,1.0,,,,,,,,,
event_ce006_2_03_e_17,40080,event_ce006_2_03_e,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_e_17,True,,2,void,,12,idle,,4,idle,,14,idle,,13,13,1.0,,,,,,,,,
event_ce006_2_03_e_18,40080,event_ce006_2_03_e,Self,neon,,Locale_MainScenario:event_ce006_2_03_e_18,False,,2,void,,12,idle,,4,idle,,14,idle,,13,13,1.0,,,,,,,,,
event_ce006_2_03_e_19,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_19,True,,2,void,,12,sad,,4,idle,,14,idle,,13,S_120,1.3,,,,,,,,,
event_ce006_2_03_e_20,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_20,True,,2,void,,12,idle,,4,idle,,14,idle,,S_120,S_120,1.0,,,,,,,,,
event_ce006_2_03_e_21,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_21,True,,2,void,,12,idle,,4,idle,,14,idle,,S_120,S_120,1.0,,,,,,,,,
event_ce006_2_03_e_22,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_22,True,,2,void,,12,idle,,4,idle,,14,idle,,S_120,S_120,1.0,,,,,,,,,
event_ce006_2_03_e_23,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_23,True,,2,idle,,12,idle,,4,idle,,14,idle,,S_120,1,1.3,,,,,,,,,
event_ce006_2_03_e_24,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_24,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_25,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_25,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_26,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_26,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_27,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_27,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_28,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_28,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_29,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_29,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_30,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_30,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_31,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_31,True,,2,idle,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_32,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_32,True,,2,angry,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_33,40080,event_ce006_2_03_e,Speech,neon,neon,Locale_MainScenario:event_ce006_2_03_e_33,True,,2,angry,,12,idle,,4,idle,,14,idle,,S_140,S_140,1.0,,,,,,,,,
event_ce006_2_03_e_34,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_34,True,,2,angry,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_35,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_35,True,,2,angry,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_36,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_36,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_37,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_37,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_38,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_38,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_39,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_39,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_40,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_40,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_41,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_41,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_42,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_42,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_43,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_43,True,,2,angry,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_44,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_44,True,,2,pain,,12,angry,,4,idle,,14,idle,,1,20,1.0,,,,,,,,,
event_ce006_2_03_e_45,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_45,True,,2,pain,,12,angry,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_46,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_46,True,,2,pain,,12,angry,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_47,40080,event_ce006_2_03_e,Speech,anis,privaty,Locale_MainScenario:event_ce006_2_03_e_47,False,,2,pain,,12,idle,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_48,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_48,True,,2,void,,12,idle,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_49,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_49,True,,2,void,,12,idle,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_50,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_50,True,,2,void,,12,idle,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_51,40080,event_ce006_2_03_e,Self,anis,,Locale_MainScenario:event_ce006_2_03_e_51,False,,2,void,,12,idle,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_52,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_52,True,,2,void,,12,idle,,4,idle,,14,idle,,20,1,1.3,,,,,,,,,
event_ce006_2_03_e_53,40080,event_ce006_2_03_e,Self,privaty,,Locale_MainScenario:event_ce006_2_03_e_53,False,,2,void,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_54,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_54,True,,2,void,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_55,40080,event_ce006_2_03_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_e_55,True,,2,void,,12,angry,,4,idle,,14,idle,,40,40,1.0,,,,,,,,,
event_ce006_2_03_e_56,40080,event_ce006_2_03_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_e_56,True,,2,void,,12,angry,,4,idle,,14,idle,,40,40,1.0,,,,,,,,,
event_ce006_2_03_e_57,40080,event_ce006_2_03_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_e_57,True,,2,void,,12,angry,,4,idle,,14,idle,,40,40,1.0,,,,,,,,,
event_ce006_2_03_e_58,40080,event_ce006_2_03_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_e_58,True,,2,void,,12,idle,,4,idle,,14,idle,,40,40,1.0,,,,,,,,,
event_ce006_2_03_e_59,40080,event_ce006_2_03_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_e_59,True,,2,void,,12,idle,,4,think,,14,idle,,40,40,1.0,,,,,,,,,
event_ce006_2_03_e_60,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_60,False,,2,void,,12,idle,,4,think,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_61,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_61,True,,2,void,,12,idle,,4,think,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_62,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_62,False,,2,void,,12,angry,,4,think,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_63,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_63,True,,2,void,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_64,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_64,True,,2,void,,12,angry,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_65,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_65,True,,2,void,,12,angry,,4,idle,,14,idle,,1,S_120,1.0,,,,,,,,,
event_ce006_2_03_e_66,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_66,True,,2,void,,12,angry,,4,idle,,14,idle,,S_120,S_120,1.0,,,,,,,,,
event_ce006_2_03_e_67,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_67,True,,2,void,,12,angry,,4,idle,,14,idle,,S_120,S_120,1.0,,,,,,,,,
event_ce006_2_03_e_68,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_68,True,,2,angry,,12,angry,,4,idle,,14,idle,,S_120,20,1.0,,,,,,,,,
event_ce006_2_03_e_69,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_69,True,,2,angry,,12,angry,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_70,40080,event_ce006_2_03_e,Speech,anis,privaty,Locale_MainScenario:event_ce006_2_03_e_70,False,,2,angry,,12,angry,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_71,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_71,True,,2,angry,,12,angry,,4,idle,,14,idle,,20,20,1.0,,,,,,,,,
event_ce006_2_03_e_72,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_72,True,,2,angry,,12,idle,,4,idle,,14,idle,,20,1,1.3,,,,,,,,,
event_ce006_2_03_e_73,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_73,True,,2,sad,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_74,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_74,True,,2,sad,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_75,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_75,True,,2,sad,,12,idle,,4,idle,,14,idle,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_76,40080,event_ce006_2_03_e,Monologue,anis,,Locale_MainScenario:event_ce006_2_03_e_76,False,,2,sad,,12,idle,,4,idle,,14,idle,,black,black,1.0,none,anis,rapi,neon,,,,,
event_ce006_2_03_e_77,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_77,False,elegg,2,idle,,12,idle,,,,,,,,black,black,1.0,,,,,,,,,
event_ce006_2_03_e_78,40080,event_ce006_2_03_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_03_e_78,True,,2,idle,,12,idle,hermin,12,idle,,,,bunkerofartist,1,1,1.0,collab_bgm_sb_camp_04,,,,privaty,black,,,
event_ce006_2_03_e_79,40080,event_ce006_2_03_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_03_e_79,True,,2,idle,,,,,12,idle,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_80,40080,event_ce006_2_03_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_03_e_80,True,,2,idle,,,,,12,idle,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_81,40080,event_ce006_2_03_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_03_e_81,True,,2,idle,,,,,12,idle,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_82,40080,event_ce006_2_03_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_03_e_82,True,,2,idle,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_83,40080,event_ce006_2_03_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_03_e_83,True,,2,idle,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_84,40080,event_ce006_2_03_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_03_e_84,True,,2,idle,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_85,40080,event_ce006_2_03_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_03_e_85,True,,2,special,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_86,40080,event_ce006_2_03_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_03_e_86,True,,2,special,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_87,40080,event_ce006_2_03_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_03_e_87,True,,2,special,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_88,40080,event_ce006_2_03_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_03_e_88,True,,2,special,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_89,40080,event_ce006_2_03_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_03_e_89,True,,2,special,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_90,40080,event_ce006_2_03_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_03_e_90,True,,2,special,,,,,12,delight,,,,,1,1,1.0,,,,,,,,,
event_ce006_2_03_e_91,40080,event_ce006_2_03_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_03_e_91,False,roam,14,idle,ce006_03,2,idle,anis,12,void,privaty,19,idle,,black,black,1.0,,elegg,hermin,,,,rapi,4,idle
event_ce006_2_03_e_92,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_92,True,,14,idle,,2,idle,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_93,40080,event_ce006_2_03_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_03_e_93,True,,14,idle,,2,idle,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_94,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_94,True,,14,idle,,2,no,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_95,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_95,True,,14,idle,,2,no,,12,void,,19,idle,,13,13,1.0,,,,,,,,4,idle
event_ce006_2_03_e_96,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_96,True,,14,idle,,2,no,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_97,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_97,True,,14,idle,,2,no,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_98,40080,event_ce006_2_03_e,Speech,roam,roam,Locale_MainScenario:event_ce006_2_03_e_98,True,,14,idle,,2,no,,12,void,,19,idle,,13,13,1.0,,,,,,,,4,idle
event_ce006_2_03_e_99,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_99,True,,14,idle,,2,no,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_100,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_100,True,,14,idle,,2,no,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_101,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_101,True,,14,idle,,2,no,,12,void,,19,idle,,3,3,1.0,,,,,,,,4,idle
event_ce006_2_03_e_102,40080,event_ce006_2_03_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_03_e_102,True,,14,idle,,2,no,,12,void,,19,idle,,3,1,1.3,,,,,,,,4,idle
event_ce006_2_03_e_103,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_103,True,,14,idle,,2,no,,12,void,,19,idle,,1,1,1.0,,,,,,,,4,idle
event_ce006_2_03_e_104,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_104,True,,14,idle,,2,sad,,12,void,,19,idle,,1,S_20,1.3,,,,,,,,4,idle
event_ce006_2_03_e_105,40080,event_ce006_2_03_e,Monologue,ce006_03,,Locale_MainScenario:event_ce006_2_03_e_105,False,,14,idle,,2,no,,12,void,,19,idle,,black,black,1.0,,,,,,,,4,idle
event_ce006_2_03_e_106,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_106,True,,14,idle,,2,special,,12,void,,19,idle,,S_20,2,1.3,,,,,,,,4,idle
event_ce006_2_03_e_107,40080,event_ce006_2_03_e,Self,ce006_03,,Locale_MainScenario:event_ce006_2_03_e_107,False,,14,idle,,2,special,,12,void,,19,idle,,2,2,1.0,,,,,,,,4,idle
event_ce006_2_03_e_108,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_108,True,,14,idle,,2,special,,12,void,,19,idle,,2,2,1.0,,,,,,,,4,idle
event_ce006_2_03_e_109,40080,event_ce006_2_03_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_03_e_109,True,,14,idle,,2,special,,12,void,,19,idle,,2,2,1.0,,,,,,,,4,idle
event_ce006_2_03_e_110,40080,event_ce006_2_03_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_03_e_110,False,,14,idle,,2,special,,12,void,,19,idle,,2,19,3.0,none,,,,,,,4,idle
event_ce006_2_03_e_111,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_111,False,,14,idle,,2,special,,12,void,,1,idle,,black,black,1.0,,roam,anis,,ce006_03,black,,4,idle
event_ce006_2_03_e_112,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_112,False,,,,,,,,,,,1,idle,,S_10,S_10,1.3,,,,,,,,4,idle
event_ce006_2_03_e_113,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_113,False,,,,,,,,,,,1,idle,,S_10,S_10,1.0,,,,,,,,4,idle
event_ce006_2_03_e_114,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_114,False,,,,,,,,,,,1,idle,,S_10,S_10,1.0,,,,,,,,4,idle
event_ce006_2_03_e_115,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_115,False,,,,,,,,,,,1,idle,,black,black,1.0,,,,,,,,4,idle
event_ce006_2_03_e_116,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_116,False,,,,,,,,,,,1,idle,,S_10,S_100,1.3,,,,,,,,4,idle
event_ce006_2_03_e_117,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_117,False,,,,,,,,,,,1,idle,,black,black,1.0,bgm_story_tragedy,,,,,,,4,idle
event_ce006_2_03_e_118,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_118,False,,,,,,,,,,,1,idle,,black,black,1.0,,,,,,,,4,idle
event_ce006_2_03_e_119,40080,event_ce006_2_03_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_03_e_119,False,,,,,,,,,,,1,idle,,black,black,1.0,,,,,,,,4,idle
