id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,fade,play_sound,play_ambient,set_filter_01,set_filter_02
event_footstepwalkrun1_01_e_44,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_44,False,,1,pain,,XS_10,XS_10,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_45,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_45,True,,1,pain,,XS_10,XS_10,1.0,,youngrapi,youngrapi,,,,,,
event_footstepwalkrun1_01_e_46,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_46,False,,1,pain,,XS_10,XS_10,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_47,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_47,False,,1,pain,,XS_10,XS_10,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_48,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_48,True,,1,pain,,XS_10,XS_100,1.0,,youngrapi,youngrapi,,,,,,
event_footstepwalkrun1_01_e_49,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_49,False,,1,pain,,XS_100,XS_100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_50,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_50,False,,1,pain,,XS_100,XS_10,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_51,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_51,False,,1,pain,,black,black,1.0,,youngrapi,,youngrapi,black,,,,
event_footstepwalkrun1_01_e_52,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_52,False,,,,,black,black,1.0,,youngrapi,,,,sfx_scn_vitalbeep,ambient_scn_surgery,,
event_footstepwalkrun1_01_e_53,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_53,True,,,,,1,100,0.5,,youngrapi,youngrapi,,,,,,
event_footstepwalkrun1_01_e_54,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_54,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_55,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_55,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_56,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_56,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_57,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_57,True,,,,,100,1,1.0,,youngrapi,youngrapi,,,,,,
event_footstepwalkrun1_01_e_58,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_58,False,,,,,1,1,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_59,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_59,False,,,,,1,1,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_60,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_60,True,,,,,1,1,1.0,,youngrapi,youngrapi,,,,,,
event_footstepwalkrun1_01_e_61,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_61,False,,,,,1,1,1.5,,youngrapi,,,,,,,
event_footstepwalkrun1_01_e_62,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_62,False,,,,,1,5,1.0,,youngrapi,,,,,,,
event_footstepwalkrun1_01_e_63,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_63,False,,,,,5,5,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_64,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_64,False,,,,ElevatorOut,black,black,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_65,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_65,False,,,,,500,500,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_66,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_66,False,,,,,500,500,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_67,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_67,False,,,,,500,500,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_68,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_68,False,,,,,500,500,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_69,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_69,False,,,,,500,500,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_70,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_70,False,,,,,500,500,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_71,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_71,False,,,,,500,500,1.0,,youngrapi,doctor,,,,,Grey,Vignetting
event_footstepwalkrun1_01_e_72,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_72,True,,,,Hospital,500,100,1.5,,youngrapi,youngrapi,,,,,,
event_footstepwalkrun1_01_e_73,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_73,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_74,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_74,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_75,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_75,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_76,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_76,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_77,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_77,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_78,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_78,False,,,,,100,100,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_79,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_79,False,,,,,100,10,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_80,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_80,False,,,,,10,10,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_81,40066,event_footstepwalkrun1_01_e,Speech,Locale_MainScenario:event_footstepwalkrun1_01_e_81,False,,,,,10,10,1.0,,youngrapi,doctor,,,,,,
event_footstepwalkrun1_01_e_82,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_82,False,,,,,black,black,1.0,,,,,,,,,
event_footstepwalkrun1_01_e_83,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_83,False,,,,,10,100,1.0,,,,,black,sfx_scn_lightbuttonmany,,Vignetting,
event_footstepwalkrun1_01_e_84,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_84,False,,,,,100,100,1.0,,,,,,,,Vignetting,
event_footstepwalkrun1_01_e_85,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_85,False,,,,,100,100,1.0,,,,,,,,Vignetting,
event_footstepwalkrun1_01_e_86,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_86,False,,,,Hospital_n,100,100,1.0,,,,,black,sfx_scn_lightbuttonmany,,Vignetting,
event_footstepwalkrun1_01_e_87,40066,event_footstepwalkrun1_01_e,Narration,Locale_MainScenario:event_footstepwalkrun1_01_e_87,False,,,,,100,100,1.0,,,,,,,none,Vignetting,
