id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,set_camera_shake,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id,set_filter_01,set_filter_02
event_redash1_05_e_14,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_14,False,,17,angry,,15,no,,13,idle,,1,angry,,black,black,1.0,,liliweiss,commander,redhood,snowwhite_o,redash_11,1,idle,,,,,,,,,,,,,
event_redash1_05_e_15,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_15,True,,,,,,,,,,,,,,pinklove_01,pinklove_01,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_16,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_16,True,,,,,,,,,,,,,,pinklove_01,pinklove_01,3.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_17,40031,event_redash1_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_e_17,False,,,,,,,,,,,,,,pinklove_01,pinklove_01,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_18,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_18,True,,,,,,,,,,,,,,pinklove_01,pinklove_01,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_19,40031,event_redash1_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_e_19,True,,,,,,,,,,,,,,pinklove_01,pinklove_02,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_20,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_20,True,,,,,,,,,,,,,,pinklove_02,pinklove_02,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_21,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_21,False,,,,,,,,,,,,,,pinklove_02,pinklove_03,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_22,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_22,False,,,,,,,,,,,,,,pinklove_03,pinklove_03,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_23,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_23,False,,,,,,,,,,,,,,pinklove_03,pinklove_03,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_24,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_24,False,,,,,,,,,,,,,,pinklove_03,pinklove_03,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_25,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_25,False,,,,,,,,,,,,,,pinklove_03,pinklove_03,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_26,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_26,False,,,,,,,,,,,,,,pinklove_03,pinklove_03,1.0,,,,,,,1,idle,sfx_scn_explosions,Low_2,,,,,,,,,,,
event_redash1_05_e_27,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_27,True,,,,,,,,,,,,,,pinklove_03,pinklove_04,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_28,40031,event_redash1_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_e_28,False,,,,,,,,,,,,,,pinklove_04,pinklove_04,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_29,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_29,False,,,,,,,,,,,,,,pinklove_04,pinklove_04,1.0,,,,,,,1,idle,sfx_scn_explosions,Low_2,,,,,,,,,,,
event_redash1_05_e_30,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_30,True,,,,,,,,,,,,,,pinklove_04,pinklove_04,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_31,40031,event_redash1_05_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_05_e_31,True,,,,,,,,,,,,,,pinklove_04,pinklove_03,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_32,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_32,True,,,,,,,,,,,,,,pinklove_03,pinklove_03,1.0,,,,,,,1,idle,,,,,,,,,,,,,
event_redash1_05_e_33,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_33,False,,,,,,,redhood,13,idle,snowwhite_o,1,angry,WasteLand_02_n,black,black,1.0,,,,,,,1,idle,sfx_scn_gas,,redash_11,,,,,,,,,,
event_redash1_05_e_34,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_34,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_35,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_35,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_36,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_36,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_37,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_37,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_38,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_38,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_39,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_39,True,,,,,,,,13,go,,1,angry,,13,130,0.5,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_40,40031,event_redash1_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_e_40,True,,,,,,,,13,go,,1,angry,,75,75,1.0,,,,,,hongryeon_o,5,angry,,,,dorothy,7,think,rapunzel_o,9,angry,,,,
event_redash1_05_e_41,40031,event_redash1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_e_41,True,,,,,,,,13,go,,1,angry,,75,75,1.0,,,,,,,5,angry,,,,,7,think,,9,angry,,,,
event_redash1_05_e_42,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_42,False,,,,,,,,13,go,,1,angry,,black,black,1.0,,,,,,,5,angry,,,,,7,think,,9,angry,,,,
event_redash1_05_e_43,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_43,False,,,,,,,,13,go,,1,angry,,black,black,1.0,,,,,,,5,angry,,,,,7,think,,9,angry,,,,
event_redash1_05_e_44,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_44,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,5,angry,,,,,7,think,,9,angry,,,,
event_redash1_05_e_45,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_45,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,5,angry,,,,,7,think,,9,angry,,,,
event_redash1_05_e_46,40031,event_redash1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_e_46,True,,,,,,,,13,idle,,1,angry,,75,75,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_47,40031,event_redash1_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_e_47,True,,,,,,,,13,idle,,1,angry,,75,75,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_48,40031,event_redash1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_e_48,True,,,,,,,,13,idle,,1,angry,,75,75,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_49,40031,event_redash1_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_e_49,True,,,,,,,,13,idle,,1,angry,,75,50,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_50,40031,event_redash1_05_e,Speech,rapunzel_o,rapunzel,Locale_MainScenario:event_redash1_05_e_50,True,,,,,,,,13,idle,,1,angry,,L_90,L_90,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_51,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_51,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_52,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_52,False,,,,,,,,13,idle,,1,angry,,black,black,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_53,40031,event_redash1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_e_53,True,,,,commander,15,angry,,13,idle,,1,angry,,75,75,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_54,40031,event_redash1_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_e_54,True,,,,,15,angry,,13,idle,,1,angry,,75,75,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_55,40031,event_redash1_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_e_55,True,,,,,15,angry,,13,idle,,1,angry,,75,75,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_56,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_56,False,,,,,15,angry,,13,idle,,1,angry,,75,50,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_57,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_57,False,,,,,15,angry,,13,idle,,1,angry,,50,50,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_58,40031,event_redash1_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_e_58,True,,,,,15,angry,,13,idle,,1,angry,,50,50,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_59,40031,event_redash1_05_e,Speech,commander,commander,Locale_MainScenario:event_redash1_05_e_59,True,,,,,15,angry,,13,idle,,1,angry,,15,L_1500,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_60,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_60,True,,,,,15,angry,,13,angry,,1,angry,,1300,1300,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_61,40031,event_redash1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_05_e_61,True,,,,,15,angry,,13,angry,,1,angry,,700,700,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_62,40031,event_redash1_05_e,Speech,commander,commander,Locale_MainScenario:event_redash1_05_e_62,False,,,,,15,angry,,13,angry,,1,angry,,L_1500,L_1500,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_63,40031,event_redash1_05_e,Speech,commander,commander,Locale_MainScenario:event_redash1_05_e_63,True,,,,,15,angry,,13,angry,,1,angry,,L_1500,L_150,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_64,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_64,True,,,,,15,angry,,13,idle,,1,angry,,L_150,130,1.0,,,,,,,5,angry,,,,,7,angry,,9,angry,,,,
event_redash1_05_e_65,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_65,False,,,,,15,angry,,13,idle,,1,sad,,130,S_10,1.0,,,,,,,5,angry,,,hongryeon_o,,7,angry,,9,angry,dorothy,rapunzel_o,,
event_redash1_05_e_66,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_66,False,,,,,15,angry,,13,idle,,1,sad,EventScene_redash_12_1,black,black,1.0,,,commander,redhood,snowwhite_o,,,,,,,,,,,,,,,,
event_redash1_05_e_67,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_67,False,,,,,,,,,,,,,,godliliweiss_01,godliliweiss_01,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_68,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_68,False,,,,,,,,,,,,,,godliliweiss_01,godliliweiss_01,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_69,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_69,False,,,,,,,,,,,,,,godliliweiss_01,godliliweiss_01,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_70,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_70,False,,,,,,,,,,,,,,godliliweiss_01,godliliweiss_02,3.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_71,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_71,False,,,,,,,,,,,,,,godliliweiss_02,godliliweiss_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_72,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_72,False,,,,,,,,,,,,,,godliliweiss_02,godliliweiss_03,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_73,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_73,False,,,,,,,,,,,,,EventScene_redash_12_2,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_74,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_74,False,,,,,,,,,,,,,,godliliweiss_04,godliliweiss_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_75,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_75,False,,,,,,,,,,,,,,godliliweiss_04,godliliweiss_04,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_76,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_76,False,,,,,,,,,,,,,,godliliweiss_04,godliliweiss_05,2.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_77,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_77,False,,,,,,,,,,,,,,godliliweiss_05,godliliweiss_05,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_78,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_78,False,,,,,,,,,,,,,,godliliweiss_05,godliliweiss_05,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_79,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_79,False,,,,,,,,,,,,,,godliliweiss_05,godliliweiss_05,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_80,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_80,False,,,,,,,,,,,,,EventScene_redash_13,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_81,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_81,False,,,,,,,,,,,,,,godliliweiss_06,godliliweiss_06,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_82,40031,event_redash1_05_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_05_e_82,True,,,,,,,,,,,,,,godliliweiss_06,godliliweiss_07,2.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_83,40031,event_redash1_05_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_05_e_83,True,,,,,,,,,,,,,,godliliweiss_07,godliliweiss_07,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_84,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_84,False,,,,,,,redhood,13,think,,,,WasteLand_02_n,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_85,40031,event_redash1_05_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_05_e_85,False,,,,,,,,13,think,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_86,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_86,False,,,,,,,,13,angry,,,,,13,13,1.0,,,,,,,,,,Low_2,,,,,,,,,,Red,Red
event_redash1_05_e_87,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_87,False,,,,,,,,13,angry,,,,,13,130,1.0,,,,,,,,,,,,,,,,,,,,Red,Red
event_redash1_05_e_88,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_88,False,,,,,,,,13,pain_2,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_89,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_89,False,,,,,,,,13,pain_2,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,
event_redash1_05_e_90,40031,event_redash1_05_e,Narration,,,Locale_MainScenario:event_redash1_05_e_90,False,,,,,,,,13,idle,,,,,13,1300,2.0,,,,,,,,,,,,,,,,,,,,,
