id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,fade,characters/2/hide_char_id
event_overzone2_03_s_11,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_11,True,,7,idle,,3,think,,1,no,,13,no,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_12,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_12,True,,7,idle,,3,think,,1,no,,13,no,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_13,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_13,True,,7,idle,,3,think,,1,no,,13,no,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_14,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_14,True,,7,idle,,3,think,,1,no,,13,no,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_15,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_15,True,,7,idle,,3,think,,1,no,,13,no,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_16,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_16,True,,7,idle,,3,think,,1,no,,13,no,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_17,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_17,True,,7,idle,,3,think,,1,no,,13,no,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_18,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_18,True,,7,idle,,3,idle,,1,no,,13,no,,30,3,1.0,,,,,,,,,,
event_overzone2_03_s_19,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_19,True,,7,idle,,3,idle,,1,no,,13,sad,,130,130,1.0,,,,,,,,,,
event_overzone2_03_s_20,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_20,True,,7,idle,,3,idle,,1,no,,13,sad,,130,130,1.0,,,,,,,,,,
event_overzone2_03_s_21,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_21,True,,7,idle,,3,idle,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_22,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_22,True,,7,idle,,3,idle,,1,no,,13,sad,,130,1300,0.6,,,,,,,,,,
event_overzone2_03_s_23,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_23,False,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_24,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_24,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_25,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_25,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_26,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_26,True,,7,idle,,3,think,,1,no,,13,surprise,,1300,130,1.0,,,,,,,,,,
event_overzone2_03_s_27,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_27,True,,7,idle,,3,think,,1,no,,13,surprise,,130,130,1.0,,,,,,,,,,
event_overzone2_03_s_28,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_28,True,,7,idle,,3,think,,1,no,,13,sad,,130,130,1.0,,,,,,,,,,
event_overzone2_03_s_29,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_29,True,,7,idle,,3,think,,1,no,,13,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_30,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_30,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_31,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_31,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_32,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_32,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_33,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_33,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_34,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_34,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_35,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_35,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_36,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_36,True,,7,idle,,3,idle,,1,no,,13,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_37,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_37,True,,7,idle,,3,think,,1,no,,13,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_38,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_38,True,,7,idle,,3,think,,1,no,,13,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_39,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_39,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_40,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_40,True,,7,idle,,3,think,,1,no,,13,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_41,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_41,True,,7,idle,,3,think,,1,no,,13,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_42,80304,event_overzone2_03_s,Speech,manvoice,manvoice,Locale_MainScenario:event_overzone2_03_s_42,True,,7,idle,,3,think,,1,no,,13,sad,,70,70,1.0,,,,,,,,,,
event_overzone2_03_s_43,80304,event_overzone2_03_s,Speech,collectrobot,collectrobot,Locale_MainScenario:event_overzone2_03_s_43,True,,7,idle,,3,think,,1,no,,13,sad,,70,7,1.0,,none,,,,,,,,
event_overzone2_03_s_44,80304,event_overzone2_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_03_s_44,True,,7,idle,,3,think,,1,idle,,13,sad,,7,2,1.0,,,,,,,,,,
event_overzone2_03_s_45,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_45,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_46,80304,event_overzone2_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_03_s_46,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_47,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_47,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_48,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_48,True,,7,idle,,3,worry,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_49,80304,event_overzone2_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_03_s_49,True,,7,idle,,3,worry,,1,surprise,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_50,80304,event_overzone2_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_03_s_50,True,,7,idle,,3,worry,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_51,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_51,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_52,80304,event_overzone2_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_03_s_52,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_53,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_53,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_54,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_54,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_55,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_55,True,,7,idle,,3,think,,1,idle,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_56,80304,event_overzone2_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_03_s_56,True,,7,idle,,3,think,,1,delight,,13,sad,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_57,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_57,True,,7,idle,,3,idle,,1,delight,,13,sad,,2,30,1.0,,,,,,,,,,
event_overzone2_03_s_58,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_58,True,,7,idle,,3,idle,,1,delight,,13,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_59,80304,event_overzone2_03_s,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone2_03_s_59,True,,7,idle,,3,idle,,1,idle,,13,sad,,10,10,1.0,,,,,,,,,,
event_overzone2_03_s_60,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_60,True,,7,idle,,3,idle,,1,idle,,13,surprise,,12,12,1.0,,bgm_story_purewhite,collectrobot,dorothy,snowwhite,1,idle,hongryeon,black,
event_overzone2_03_s_61,80304,event_overzone2_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_03_s_61,True,,,,,,,,,,,13,surprise,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_62,80304,event_overzone2_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_03_s_62,True,,,,,,,,,,,13,surprise,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_63,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_63,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_64,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_64,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_65,80304,event_overzone2_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_03_s_65,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_66,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_66,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_67,80304,event_overzone2_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_03_s_67,False,,,,,,,,,,,13,idle,,12,L_10,1.0,,,,,,1,pain,,,
event_overzone2_03_s_68,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_68,True,,,,,,,,,,,13,surprise,,130,130,1.0,,,,,,1,pain,,,
event_overzone2_03_s_69,80304,event_overzone2_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_03_s_69,True,,,,,,,,,,,13,surprise,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_70,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_70,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_71,80304,event_overzone2_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_03_s_71,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_72,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_72,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_73,80304,event_overzone2_03_s,Speech,snowwhite,snowwhite,Locale_MainScenario:event_overzone2_03_s_73,True,,,,,,,,,,,13,idle,,12,12,1.0,,,,,,1,idle,,,
event_overzone2_03_s_74,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_74,True,,,,dorothy,3,think,,,,,13,no,Desert_05_n,13,13,1.0,,none,,,,1,idle,,black,snowwhite
event_overzone2_03_s_75,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_75,True,,,,,3,think,,,,,1,surprise,,13,2,1.0,,event_bgm_satellitespiano,,,,,,,,
event_overzone2_03_s_76,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_76,True,,,,,3,idle,,,,,1,surprise,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_77,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_77,True,,,,,3,idle,,,,,1,surprise,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_78,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_78,True,,,,,3,idle,,,,,1,surprise,,2,2,1.0,,,,,,,,,,
event_overzone2_03_s_79,80304,event_overzone2_03_s,Narration,,,Locale_MainScenario:event_overzone2_03_s_79,False,,,,,3,idle,,,,,1,surprise,Tomb_n,2,9,1.0,,,,,,,,,,
event_overzone2_03_s_80,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_80,True,,,,,3,idle,,,,,1,sad,,9,9,1.0,,,,,,,,,,
event_overzone2_03_s_81,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_81,True,,,,,3,idle,,,,,1,sad,,9,9,1.0,,,,,,,,,,
event_overzone2_03_s_82,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_82,True,,,,,3,idle,,,,,1,sad,Desert_05_n,9,30,1.0,,,,,,,,,,
event_overzone2_03_s_83,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_83,True,,,,,3,idle,,,,,1,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_84,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_84,True,,,,,3,idle,,,,,1,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_85,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_85,True,,,,,3,idle,,,,,1,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_86,80304,event_overzone2_03_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_03_s_86,True,,,,,3,idle,,,,,1,sad,,30,30,1.0,,,,,,,,,,
event_overzone2_03_s_87,80304,event_overzone2_03_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_03_s_87,True,,,,,3,idle,,,,,1,idle,,10,100,1.4,,,,,,,,,,
