id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_camera_shake
re_event_ce02_3_03_s_26,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_26,True,,13,idle,,1,think,,130,13,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_27,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_27,True,,13,idle,,1,angry,,10,1,0.6,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_28,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_28,True,,13,idle,,1,angry,,13,130,0.6,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_29,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_29,False,,13,idle,,1,surprise,,1,10,1.0,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_30,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_30,False,,13,idle,,1,surprise,,18,18,1.0,,,notmassproduction,notmassproductions,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_31,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_31,False,,13,idle,,1,surprise,,18,18,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_32,40082,re_event_ce02_3_03_s,Narration,Locale_SubScenario:event_ce02_3_03_s_32,False,,13,idle,,1,surprise,,18,18,1.0,sfx_scn_gunfire,,,,,18,idle,,17,idle,,19,idle,Low_2
re_event_ce02_3_03_s_33,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_33,True,,13,idle,,1,surprise,,10,10,1.0,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_34,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_34,True,,13,idle,,1,surprise,,10,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_35,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_35,True,,13,idle,,1,surprise,,12,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_36,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_36,True,,13,idle,,1,think,,12,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_37,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_37,True,,13,idle,,1,think,,12,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_38,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_38,True,,13,idle,,1,think,,12,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_39,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_39,True,,13,idle,,1,think,,12,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_40,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_40,True,,13,idle,,1,think,,12,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_41,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_41,True,,13,idle,,1,think,,12,12,1.0,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_42,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_42,True,,13,idle,,1,think,,12,130,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_43,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_43,True,,13,idle,,1,think,,130,130,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_44,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_44,False,,13,idle,,1,think,,130,13,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_45,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_45,False,,13,idle,,1,think,,10,10,1.0,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_46,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_46,False,,13,idle,,1,think,,10,1,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_47,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_47,True,,13,idle,,1,think,,1,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_48,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_48,True,,13,idle,,1,think,,12,12,1.0,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_49,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_49,True,,13,idle,,1,think,,12,12,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_50,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_50,True,,13,idle,,1,think,,12,12,1.0,,,notmassproduction,notmassproduction,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_51,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_51,True,,13,idle,,1,think,,12,13,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_52,40082,re_event_ce02_3_03_s,Narration,Locale_SubScenario:event_ce02_3_03_s_52,False,,13,idle,,1,think,,13,18,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_53,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_53,False,,13,idle,,1,think,,18,18,1.0,,none,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_54,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_54,True,,13,idle,,1,idle,,18,18,1.0,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_55,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_55,False,,13,idle,,1,idle,,18,18,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_56,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_56,True,,13,idle,,1,idle,,18,18,1.0,,,notmassproduction,notmassproduction,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_57,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_57,True,,13,idle,,1,idle,,18,18,1.0,,,notmassproduction,notmassproduction,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_58,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_58,True,,13,idle,,1,idle,,18,18,1.0,,,notmassproduction,notmassproduction,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_59,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_59,True,,13,idle,,1,idle,,18,18,1.0,,,notmassproduction,notmassproduction,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_60,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_60,True,,13,idle,,1,idle,,18,18,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_61,40082,re_event_ce02_3_03_s,Narration,Locale_SubScenario:event_ce02_3_03_s_61,False,,13,idle,,1,idle,,18,180,1.0,sfx_scn_aim,event_bgm_spot_oblivion,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_62,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_62,True,,13,idle,,1,idle,,180,180,1.0,,,notmassproduction,notmassproduction,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_63,40082,re_event_ce02_3_03_s,Narration,Locale_SubScenario:event_ce02_3_03_s_63,False,,13,idle,,1,idle,,black,black,1.0,sfx_scn_finishshot,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_64,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_64,False,,13,idle,,1,idle,,black,black,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_65,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_65,False,,13,idle,,1,angry,,1,10,0.6,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_66,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_66,False,,13,idle,,1,angry,,13,130,0.6,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_67,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_67,True,,13,idle,,1,angry,,130,130,1.0,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_68,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_68,False,,13,idle,,1,angry,,18,18,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_69,40082,re_event_ce02_3_03_s,Narration,Locale_SubScenario:event_ce02_3_03_s_69,False,,13,idle,,1,angry,,18,18,1.0,sfx_scn_aims,,,,,18,idle,,17,idle,,19,idle,Low_2
re_event_ce02_3_03_s_70,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_70,True,,13,idle,,1,angry,,18,18,1.0,,,notmassproduction,notmassproductions,,18,idle,,17,idle,,19,idle,Low_2
re_event_ce02_3_03_s_71,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_71,False,,13,idle,,1,angry,,18,1800,1.0,,,,,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_72,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_72,True,,13,idle,,1,angry,,1,10,0.6,,,ce_02_02,ce_02_02,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_73,40082,re_event_ce02_3_03_s,Speech,Locale_SubScenario:event_ce02_3_03_s_73,True,,13,idle,,1,angry,,13,130,0.6,,,p12,p12,,18,idle,,17,idle,,19,idle,
re_event_ce02_3_03_s_74,40082,re_event_ce02_3_03_s,Monologue,Locale_SubScenario:event_ce02_3_03_s_74,False,,13,idle,,1,angry,,black,black,1.0,,,,,,18,idle,,17,idle,,19,idle,
