id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/hide_char_id,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_ce003_1_intermission_01_16,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_16,True,,,,,130,130,1.0,,,ade,ade,,,,,,,,13,shy,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_17,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_17,False,,,,,130,130,1.0,,,ade,,,,,,,,,13,shy,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_18,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_18,True,,,,,130,1300,2.0,,,ade,ade,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_19,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_19,False,,,,,1300,1300,1.0,,,ade,,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_20,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_20,True,,,,,1300,1300,1.0,,,ade,ade,,,,,,,,13,worried,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_21,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_21,False,,,,,1300,1300,1.0,,,ade,,,,,,,,,13,worried,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_22,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_22,True,,,,,1300,1300,1.0,,,ade,ade,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_23,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_23,False,,,,,1300,1300,1.0,,,ade,,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_24,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_24,True,,,,,1300,1300,1.0,,,ade,ade,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_25,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_25,True,,,,,1300,1300,1.0,,,ade,ade,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_26,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_26,True,,,,,1300,1300,1.0,,,ade,ade,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_27,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_27,False,,,,,1300,1300,1.0,,,ade,,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_28,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_28,True,,,,,1300,130,2.0,,,ade,ade,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_29,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_29,True,,,,,130,130,1.0,,,ade,ade,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_30,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_30,False,,,,,130,130,1.0,,,ade,,,,,,,,,13,idle,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_31,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_31,True,,,,,130,130,1.0,,,ade,ade,,,,,,,,13,delight,,,,,,,,,,,,,,,,,,,
event_ce003_1_intermission_01_32,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_32,True,soda,9,sad,,black,black,1.0,,,ade,ade,,,cocoa,7,serious,,,5,idle,,ce_003_02,3,idle,ce_003_01,1,idle,ce_003_03,13,idle,rapi,15,idle,anis,17,idle,neon,19,idle
event_ce003_1_intermission_01_33,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_33,True,,9,sad,CommanderRoom,50,4,1.0,,event_bgm_ce003_story_1,ade,ade,,,,7,serious,,,5,delight,black,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_34,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_34,True,,9,sad,,4,4,1.0,,,ce_003_02,ce_003_02,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_35,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_35,True,,9,sad,,4,4,1.0,,,ade,ade,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_36,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_36,True,,9,sad,,4,12,2.0,,,ce_003_01,ce_003_01,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_37,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_37,True,,9,sad,,12,12,1.0,,,ce_003_03,ce_003_03,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_38,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_38,True,,9,sad,,XS_70,XS_70,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_39,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_39,True,,9,sad,,XS_70,S_90,1.0,,,soda,soda,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_40,40041,event_ce003_1_intermission_01,Narration,Locale_SubScenario:event_ce003_1_intermission_01_40,False,,9,sad,,S_90,8,1.0,,,cocoa,,,,,7,serious,,,5,idle,,,3,idle,,1,surprise,,13,surprise,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_41,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_41,True,,9,sad,,S_10,S_10,1.0,,,ce_003_01,ce_003_01,,,,7,serious,,,5,idle,,,3,idle,,1,surprise,,13,surprise,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_42,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_42,True,,9,sad,,50,50,1.0,,,ade,ade,,,,7,serious,,,5,idle,,,3,idle,,1,surprise,,13,surprise,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_43,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_43,True,,9,shy,,50,50,1.0,,,ade,ade,,,,7,idle,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_44,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_44,True,,9,sad,,50,8,2.0,,,soda,soda,,,,7,idle,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_45,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_45,True,,9,sad,,8,8,1.0,,,cocoa,cocoa,,,,7,delight,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_46,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_46,True,,9,sad,,8,8,1.0,,,cocoa,cocoa,,,,7,delight,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_47,40041,event_ce003_1_intermission_01,Monologue,Locale_SubScenario:event_ce003_1_intermission_01_47,False,,9,idle,,8,8,1.0,sfx_scn_poke,,cocoa,,,,,7,delight,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_48,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_48,True,,9,idle,,12,12,1.0,,,ce_003_01,ce_003_01,,,,7,delight,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_49,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_49,True,,9,idle,,12,12,1.0,,,ce_003_03,ce_003_03,,,,7,idle,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_50,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_50,True,,9,idle,,50,50,1.0,,,ade,ade,,,,7,idle,,,5,idle,,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_51,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_51,True,,9,think,,S_90,S_90,1.0,,,soda,soda,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_52,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_52,True,,9,idle,,S_90,XS_70,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_53,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_53,True,,9,idle,,XS_70,XS_70,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_54,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_54,True,,9,idle,,S_10,S_10,1.0,,,ce_003_01,ce_003_01,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_55,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_55,True,,9,idle,,XS_70,8,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_56,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_56,True,,9,think,,8,8,1.0,,,soda,soda,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_57,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_57,True,,9,idle,,8,6,1.0,,,ade,ade,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_58,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_58,True,,9,idle,,6,6,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_59,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_59,True,,9,idle,,6,XS_70,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_60,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_60,True,,9,idle,,XS_70,XS_70,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_61,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_61,True,,9,idle,,XS_70,XS_70,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_62,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_62,True,,9,idle,,XS_70,XS_70,1.0,,,cocoa,cocoa,,,,7,serious,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_63,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_63,True,,9,idle,,30,30,1.0,,,ce_003_02,ce_003_02,,,,7,serious,,,5,idle,,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_64,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_64,False,,9,idle,,30,30,1.0,,,ce_003_02,,,,,7,serious,,,5,idle,,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_65,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_65,True,,9,idle,,150,16,1.0,,,rapi,rapi,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_66,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_66,True,,9,idle,,16,16,1.0,,,anis,anis,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_67,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_67,True,,9,idle,,16,16,1.0,,,anis,anis,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_68,40041,event_ce003_1_intermission_01,Self,Locale_SubScenario:event_ce003_1_intermission_01_68,False,,9,idle,,16,16,1.0,,,anis,,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_69,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_69,True,,9,idle,,50,4,1.0,,,ade,ade,,,,7,idle,,,5,delight,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_70,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_70,True,,9,idle,,4,4,1.0,,,ce_003_02,ce_003_02,,,,7,idle,,,5,idle,,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_71,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_71,True,,9,idle,,4,4,1.0,,,ade,ade,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_72,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_72,True,,9,idle,,4,4,1.0,,,ce_003_02,ce_003_02,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_73,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_73,True,,9,idle,,4,4,1.0,,,ade,ade,,,,7,idle,,,5,shy,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_74,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_74,True,,9,idle,,4,4,1.0,,,ce_003_02,ce_003_02,,,,7,idle,,,5,idle,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_75,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_75,True,,9,idle,,4,50,1.0,,,ade,ade,,,,7,idle,,,5,worried,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_76,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_76,True,,9,idle,,50,50,1.0,,,ade,ade,,,,7,idle,,,5,worried,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_77,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_77,True,,9,idle,,50,50,1.0,,,ade,ade,,,,7,idle,,,5,worried,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_78,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_78,True,,9,idle,,50,50,1.0,,,ade,ade,,,,7,idle,,,5,idle,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_79,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_79,True,,9,idle,,50,50,1.0,,,ade,ade,,,,7,idle,,,5,idle,,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_80,40041,event_ce003_1_intermission_01,Speech,Locale_SubScenario:event_ce003_1_intermission_01_80,True,,9,idle,,50,30,1.0,,,ce_003_02,ce_003_02,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_ce003_1_intermission_01_81,40041,event_ce003_1_intermission_01,Monologue,Locale_SubScenario:event_ce003_1_intermission_01_81,False,,9,idle,,black,black,1.0,,,ce_003_02,,,,,7,idle,,,5,idle,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
