id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_boomtheghost1_prologue_18,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_18,False,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,S_500,S_500,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_19,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_19,True,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,EventScene_boomtheghost_01_1,black,black,1.0,,,elegg_s,tove_s,pepper_s,centi_s,frima_s,yan_s,,,,,,,,,,,
event_boomtheghost1_prologue_20,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_20,True,,,,,,,,,,,,,,,,,,,,bfgboom_01,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_21,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_21,False,,,,,,,,,,,,,,,,,,,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_22,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_22,True,,,,,,,,,,,,,,,,,,,,bfgboom_02,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_23,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_23,False,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_24,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_24,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_02,0.5,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_25,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_25,False,,,,,,,,,,,,,,,,,,,none,black,black,1.0,,,,,,,,,unknown_ghost,5,idle,,,,,,,,
event_boomtheghost1_prologue_26,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_26,False,,,,,,,,,,,,,,,,,,,,90,50,3.0,,,,,,,,,,5,idle,,,,,,,,
event_boomtheghost1_prologue_27,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_27,False,,,,,,,,,,,,,,,,,,,,50,50,1.0,,,,,,,,,,5,idle,,,,,,,,
event_boomtheghost1_prologue_28,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_28,False,,,,,,,,,,,,,,,,,,,,50,S_500,1.0,,,,,,,,,,5,idle,,,,,,,,
event_boomtheghost1_prologue_29,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_29,False,,,,,,,,,,,,,,,,,,,,S_500,S_500,1.0,,,,,,,,,,5,idle,,,,,,,,
event_boomtheghost1_prologue_30,40084,event_boomtheghost1_prologue,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_prologue_30,True,,,,,,,,,,,,,,,,,,,,S_500,S_500,1.0,,,,,,,,,,5,idle,,,,,,,,
event_boomtheghost1_prologue_31,40084,event_boomtheghost1_prologue,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_31,False,elegg_s,1,idle,,,,,,,,,,,,,,,,Deck_n,S_500,S_100,1.5,,,,,,,,,,5,idle,,,,,,,,
event_boomtheghost1_prologue_32,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_32,True,,1,idle,,,,,,,,,,,,,,,,,S_100,S_100,1.0,,Low_2,,,,,,,,5,idle,unknown_ghost,,,,,,,
event_boomtheghost1_prologue_33,40084,event_boomtheghost1_prologue,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_33,False,,1,idle,,,,,,,,,,,,,,,,EventScene_boomtheghost_01_2,black,black,1.0,,,elegg_s,,,,,,,,,,sfx_scn_tyrantcry,,,,,,
event_boomtheghost1_prologue_34,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_34,False,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_35,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_35,False,,,,,,,,,,,,,,,,,,,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_36,40084,event_boomtheghost1_prologue,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_prologue_36,True,,,,,,,,,,,,,,,,,,,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_37,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_37,True,,,,,,,,,,,,,,,,,,,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_38,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_38,True,,,,,,,,,,,,,,,,,,,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_39,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_39,True,,,,,,,,,,,,,,,,,,,,bfgboom_02,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_40,40084,event_boomtheghost1_prologue,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_prologue_40,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_41,40084,event_boomtheghost1_prologue,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_prologue_41,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_42,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_42,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_43,40084,event_boomtheghost1_prologue,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_43,False,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,sfx_scn_tyrantcry,,,,,,
event_boomtheghost1_prologue_44,40084,event_boomtheghost1_prologue,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_44,False,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,Low_2,,,,,,,,,,,sfx_scn_energescatter,,,,,,
event_boomtheghost1_prologue_45,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_45,False,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_46,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_46,False,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_47,40084,event_boomtheghost1_prologue,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_prologue_47,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_48,40084,event_boomtheghost1_prologue,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_prologue_48,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_49,40084,event_boomtheghost1_prologue,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_prologue_49,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_50,40084,event_boomtheghost1_prologue,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_prologue_50,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_51,40084,event_boomtheghost1_prologue,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_prologue_51,True,,,,,,,,,,,,,,,,,,,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_52,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_52,False,,,,,,,,,,,,,,,,,,,EventScene_boomtheghost_01_4,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_53,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_53,True,,,,,,,,,,,,,,,,,,,,bfgboom_04,bfgboom_04,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_54,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_54,True,,,,,,,,,,,,,,,,,,,,bfgboom_04,bfgboom_05,0.5,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_55,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_55,True,,,,,,,,,,,,,,,,,,,,bfgboom_05,bfgboom_05,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_56,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_56,False,,,,,,,,,,,,,,,,,,,,bfgboom_05,bfgboom_05,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_57,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_57,False,elegg_s,1,idle,,,,pepper_s,13,idle,centi_s,15,idle,frima_s,17,sleep_01,yan_s,19,no,Deck_n,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_58,40084,event_boomtheghost1_prologue,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_prologue_58,True,,1,idle,,,,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_190,S_1900,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_59,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_59,True,,1,idle,,,,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_60,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_60,True,,1,idle,,,,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_61,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_61,True,,1,idle,,,,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_62,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_62,False,,1,surprise,,,,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_100,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_63,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_63,True,,1,surprise,,,,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_64,40084,event_boomtheghost1_prologue,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_prologue_64,False,,1,surprise,tove_s,5,no,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_10,S_50,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_65,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_65,False,,1,surprise,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,no,,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_66,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_66,False,,1,surprise,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,no,,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_67,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_67,False,,1,surprise,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,no,,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_68,40084,event_boomtheghost1_prologue,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_prologue_68,True,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_50,S_500,0.5,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_69,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_69,True,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,no,,S_10,S_100,0.5,,,,tove_s,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_70,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_70,False,,5,idle,,,,,13,idle,,15,idle,,17,sleep_01,,19,no,,black,black,1.0,,,,,pepper_s,centi_s,frima_s,yan_s,,,,,,,,,,,
event_boomtheghost1_prologue_71,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_71,False,,5,idle,,,,,,,,,,ghost_01,12,idle,ghost_02,13,idle,,black,black,1.0,,,,,,,,,ghost_03,14,idle,,,ghost_04,1,idle,ghost_05,15,idle
event_boomtheghost1_prologue_72,40084,event_boomtheghost1_prologue,Monologue,ghost_02,,Locale_MainScenario:event_boomtheghost1_prologue_72,False,,5,idle,,,,,,,,,,,12,idle,,13,idle,,13,130,1.0,,,,,,,,,,14,idle,,,,1,idle,,15,idle
event_boomtheghost1_prologue_73,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_73,True,,5,idle,,,,,,,,,,,12,idle,,13,idle,,S_500,S_500,1.0,,Low_2,,,,,,,,14,idle,,,,1,idle,,15,idle
event_boomtheghost1_prologue_74,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_74,False,,5,idle,,,,,,,,,,,12,idle,,13,idle,,black,black,1.0,,,,,,,,,,14,idle,,,,1,idle,,15,idle
event_boomtheghost1_prologue_75,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_75,False,,5,idle,,,,,,,,,,,12,idle,,13,idle,,black,black,1.0,,,,,,,,,,14,idle,,,,1,idle,,15,idle
event_boomtheghost1_prologue_76,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_76,False,,5,idle,,,,,,,,,,,12,idle,,13,idle,,black,black,1.0,,,,,,,,,,14,idle,,,,1,idle,,15,idle
