id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound
event_redash2_05_s_14,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_14,True,,1,think,,3,angry,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_15,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_15,True,,1,think,,3,angry,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_16,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_16,True,,1,think,,3,angry,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_17,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_17,True,,1,think,,3,think,,5,sad,,13,angry,,10,31,1.0,,,
event_redash2_05_s_18,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_18,True,,1,think,,3,think,,5,sad,,13,angry,,31,31,1.0,,,
event_redash2_05_s_19,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_19,True,,1,think,,3,think,,5,sad,,13,angry,,31,31,1.0,,,
event_redash2_05_s_20,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_20,True,,1,think,,3,think,,5,sad,,13,idle,,31,113,1.0,,,
event_redash2_05_s_21,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_21,False,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_22,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_22,True,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_23,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_23,True,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_24,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_24,True,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_25,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_25,True,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_26,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_26,True,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_27,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_27,True,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_28,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_28,True,,1,think,,3,think,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_29,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_29,True,,1,think,,3,idle,,5,sad,,13,idle,,113,31,1.0,,,
event_redash2_05_s_30,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_30,True,,1,think,,3,idle,,5,sad,,13,idle,,31,31,1.0,,,
event_redash2_05_s_31,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_31,True,,1,think,,3,idle,,5,sad,,13,idle,,31,31,1.0,,,
event_redash2_05_s_32,40032,event_redash2_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_s_32,True,,1,think,,3,idle,,5,sad,,13,idle,,31,S_50,1.0,,,
event_redash2_05_s_33,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_33,True,,1,think,,3,idle,,5,sad,,13,idle,,10,10,1.0,,,
event_redash2_05_s_34,40032,event_redash2_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_s_34,True,,1,think,,3,idle,,5,sad,,13,idle,,S_50,S_50,1.0,,,
event_redash2_05_s_35,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_35,True,,1,think,,3,idle,,5,sad,,13,idle,,10,10,1.0,,,
event_redash2_05_s_36,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_36,True,,1,think,,3,idle,,5,sad,,13,angry,,10,113,1.0,,,
event_redash2_05_s_37,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_37,True,,1,think,,3,idle,,5,sad,,13,angry,,113,113,1.0,,,
event_redash2_05_s_38,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_38,True,,1,think,,3,idle,,5,sad,,13,angry,,113,113,1.0,,,
event_redash2_05_s_39,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_39,True,,1,think,,3,idle,,5,sad,,13,angry,,113,113,1.0,,,
event_redash2_05_s_40,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_40,True,,1,think,,3,idle,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_41,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_41,True,,1,think,,3,idle,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_42,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_42,True,,1,think,,3,idle,,5,sad,,13,idle,,113,100,1.0,,,
event_redash2_05_s_43,40032,event_redash2_05_s,Narration,,,Locale_MainScenario:event_redash2_05_s_43,False,,1,think,,3,idle,,5,sad,,13,idle,Desert_05,black,black,1.0,none,black,
event_redash2_05_s_44,40032,event_redash2_05_s,Narration,,,Locale_MainScenario:event_redash2_05_s_44,False,,1,think,,3,idle,,5,sad,,13,idle,,black,black,1.0,event_bgm_redash_facethat,,
event_redash2_05_s_45,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_45,True,,1,think,,3,idle,,5,sad,,13,idle,,100,100,1.0,,,
event_redash2_05_s_46,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_46,True,,1,think,,3,think,,5,sad,,13,idle,,L_300,L_300,1.0,,,
event_redash2_05_s_47,40032,event_redash2_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_s_47,True,,1,think,,3,think,,5,sad,,13,idle,,S_500,S_500,1.0,,,
event_redash2_05_s_48,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_48,True,,1,think,,3,think,,5,sad,,13,idle,,100,100,1.0,,,
event_redash2_05_s_49,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_49,True,,1,think,,3,think,,5,sad,,13,idle,,100,100,1.0,,,
event_redash2_05_s_50,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_50,True,,1,think,,3,think,,5,sad,,13,idle,,100,31,1.0,,,
event_redash2_05_s_51,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_51,True,,1,think,,3,think,,5,sad,,13,idle,,31,31,1.0,,,
event_redash2_05_s_52,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_52,False,,1,think,,3,think,,5,sad,,13,idle,,31,31,1.0,,,
event_redash2_05_s_53,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_53,True,,1,think,,3,think,,5,sad,,13,idle,,31,113,1.0,,,
event_redash2_05_s_54,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_54,True,,1,think,,3,idle,,5,sad,,13,idle,,113,113,1.0,,,
event_redash2_05_s_55,40032,event_redash2_05_s,Narration,,,Locale_MainScenario:event_redash2_05_s_55,False,,1,think,,3,idle,,5,sad,,13,idle,,113,130,1.0,,,
event_redash2_05_s_56,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_56,True,,1,think,,3,idle,,5,sad,,13,angry,,130,130,1.0,,,
event_redash2_05_s_57,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_57,True,,1,think,,3,idle,,5,sad,,13,angry,,130,10,1.0,,,
event_redash2_05_s_58,40032,event_redash2_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_s_58,True,,1,think,,3,idle,,5,angry,,13,angry,,S_50,S_500,1.0,,,
event_redash2_05_s_59,40032,event_redash2_05_s,Narration,,,Locale_MainScenario:event_redash2_05_s_59,False,,1,think,,3,idle,,5,angry,,13,angry,,black,black,1.0,,,sfx_scn_earthquake
event_redash2_05_s_60,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_60,True,,1,think,,3,surprise,,5,angry,,13,angry,,L_300,L_300,1.0,,,
event_redash2_05_s_61,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_61,True,,1,think,,3,surprise,,5,angry,,13,angry,,L_300,31,1.0,,,
event_redash2_05_s_62,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_62,True,,1,think,,3,surprise,,5,angry,,13,angry,,31,31,1.0,,,
event_redash2_05_s_63,40032,event_redash2_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_s_63,True,,1,think,,3,surprise,,5,sad,,13,angry,,S_50,S_50,1.0,,,
event_redash2_05_s_64,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_64,False,,1,think,,3,surprise,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_65,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_65,True,,1,think,,3,surprise,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_66,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_66,True,,1,think,,3,surprise,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_67,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_67,True,,1,think,,3,idle,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_68,40032,event_redash2_05_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_05_s_68,True,,1,think,,3,idle,,5,sad,,13,angry,,130,130,1.0,,,
event_redash2_05_s_69,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_69,False,,1,think,,3,idle,,5,sad,,13,angry,,L_30,L_30,1.0,,,
event_redash2_05_s_70,40032,event_redash2_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_s_70,False,,1,think,,3,idle,,5,sad,,13,angry,,S_50,S_50,1.0,,,
event_redash2_05_s_71,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_71,True,,1,think,,3,idle,,5,sad,,13,angry,,10,10,1.0,,,
event_redash2_05_s_72,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_72,True,,1,think,,3,idle,,5,sad,,13,angry,,10,100,0.5,,,
event_redash2_05_s_73,40032,event_redash2_05_s,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_05_s_73,True,,1,think,,3,angry,,5,sad,,13,angry,,L_300,L_300,1.0,,,
event_redash2_05_s_74,40032,event_redash2_05_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_05_s_74,True,,1,think,,3,angry,,5,angry,,13,angry,,S_500,S_500,1.0,,,
event_redash2_05_s_75,40032,event_redash2_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_05_s_75,True,,1,think,,3,angry,,5,angry,,13,angry,,100,1,1.0,,,
