id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,play_sound
event_beautyfullshot2_intermission_19,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_19,False,,1,idle,,XS_170,XS_170,1.0,,anis_s,,,13,idle,,15,idle,,17,idle,,3,idle,,,,,,,
event_beautyfullshot2_intermission_20,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_20,True,,1,idle,,XS_170,XS_170,1.0,,anis_s,anis_s,,13,idle,,15,idle,,17,idle,,3,idle,,,,,,,
event_beautyfullshot2_intermission_21,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_21,False,,1,idle,,XS_170,XS_170,1.0,,anis_s,,,13,idle,,15,idle,,17,idle,,3,idle,,,,,,,
event_beautyfullshot2_intermission_22,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_22,True,,1,idle,,130,130,1.0,,rapi_s,rapi_s,,13,idle,,15,idle,,17,idle,,3,idle,,,,,,,
event_beautyfullshot2_intermission_23,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_23,True,,1,idle,,130,130,1.0,,rapi_s,rapi_s,,13,idle,,15,idle,,17,idle,,3,idle,,,,,,,
event_beautyfullshot2_intermission_24,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_24,False,,1,idle,,130,130,1.0,,rapi_s,,,13,idle,,15,idle,,17,idle,,3,idle,,,,,,,
event_beautyfullshot2_intermission_25,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_25,True,,1,idle,,130,130,1.0,,rapi_s,rapi_s,,13,idle,,15,idle,,17,idle,,3,idle,,,,,,,
event_beautyfullshot2_intermission_26,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_26,True,,1,idle,,30,30,1.0,,mary_s,mary_s,,13,idle,,15,idle,,17,idle,,3,idle,,rapi_s,neon_s,anis_s,,,
event_beautyfullshot2_intermission_27,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_27,False,,1,idle,,30,30,1.0,,mary_s,,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_28,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_28,True,,1,idle,,30,30,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_29,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_29,True,,1,idle,,30,31,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_30,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_30,True,,1,idle,,31,31,1.0,,sakura_s,sakura_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_31,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_31,True,,1,idle,,31,31,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_32,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_32,True,,1,idle,,31,31,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_33,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_33,True,,1,idle,,31,31,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_34,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_34,True,,1,idle,,31,31,1.0,,sakura_s,sakura_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_35,40052,event_beautyfullshot2_intermission,Narration,Locale_MainScenario:event_beautyfullshot2_intermission_35,False,,1,idle,,black,black,1.0,,sakura_s,,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_36,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_36,True,,1,idle,,300,30,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_37,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_37,True,,1,idle,,30,30,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_38,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_38,True,,1,idle,,30,30,1.0,,mary_s,mary_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_39,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_39,False,,1,idle,,30,30,1.0,,mary_s,,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_40,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_40,False,,1,special,,30,10,1.0,,sakura_s,sakura_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_41,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_41,False,,1,special,,10,10,1.0,,sakura_s,,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_42,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_42,True,,1,idle,,10,10,1.0,,sakura_s,sakura_s,,,,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_43,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_43,True,,1,idle,,10,130,1.0,none,rosanna_s,rosanna_s,rosanna_s,13,void,,,,,,,,3,idle,,,,,,,
event_beautyfullshot2_intermission_44,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_44,True,,1,idle,,130,130,1.0,bgm_areah,rosanna_s,rosanna_s,,13,void,,,,,,,,3,idle,,,,,mary_s,,
event_beautyfullshot2_intermission_45,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_45,False,,1,idle,,130,130,1.0,,rosanna_s,,,13,void,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_46,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_46,True,,1,idle,,130,130,1.0,,rosanna_s,rosanna_s,,13,void,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_47,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_47,True,,1,idle,,130,113,1.0,,sakura_s,sakura_s,,13,void,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_48,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_48,True,,1,idle,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_49,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_49,True,,1,idle,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_50,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_50,False,,1,idle,,113,113,1.0,,rosanna_s,,,13,void,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_51,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_51,True,,1,idle,,113,130,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_52,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_52,True,,1,idle,,130,130,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_53,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_53,True,,1,idle,,130,130,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_54,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_54,True,,1,idle,,130,130,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_55,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_55,True,,1,idle,,130,130,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_56,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_56,False,,1,idle,,130,130,1.0,,rosanna_s,,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_57,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_57,True,,1,idle,,130,1300,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_58,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_58,True,,1,idle,,1300,1300,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_59,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_59,False,,1,idle,,1300,1300,1.0,,rosanna_s,,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_60,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_60,True,,1,idle,,1300,130,1.0,,rosanna_s,rosanna_s,,13,angry,,,,,,,,,,,,,,,,
event_beautyfullshot2_intermission_61,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_61,True,,1,idle,,130,1315,1.0,,jackal,jackal,,13,angry,jackal,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_62,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_62,True,,1,idle,,1315,1315,1.0,,rosanna_s,rosanna_s,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_63,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_63,True,,1,idle,,1315,1315,1.0,,jackal,jackal,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_64,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_64,True,,1,idle,,1315,1315,1.0,,jackal,jackal,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_65,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_65,False,,1,idle,,1315,1315,1.0,,rosanna_s,rosanna_s,,13,think,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_66,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_66,True,,1,idle,,1315,1315,1.0,,jackal,jackal,,13,think,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_67,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_67,False,,1,idle,,1315,1315,1.0,,rosanna_s,rosanna_s,,13,think,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_68,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_68,True,,1,idle,,1315,1315,1.0,,jackal,jackal,,13,think,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_69,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_69,True,,1,idle,,130,1300,0.5,,rosanna_s,rosanna_s,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_70,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_70,True,,1,idle,,S_150,S_1500,0.5,none,jackal,jackal,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_71,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_71,True,,1,idle,,S_1500,S_1500,1.0,,jackal,jackal,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_72,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_72,True,,1,idle,,S_1500,S_1500,1.0,bgm_frostpillar,jackal,jackal,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_73,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_73,True,,1,idle,,S_1500,S_150,1.0,,jackal,jackal,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_74,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_74,True,,1,idle,,S_150,S_150,1.0,,jackal,jackal,,13,angry,,15,angry,,,,,,,,,,,,,
event_beautyfullshot2_intermission_75,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_75,False,,1,idle,,S_150,S_150,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_76,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_76,True,,1,idle,,S_150,S_150,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_77,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_77,True,,1,idle,,S_150,S_150,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_78,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_78,True,,1,idle,,S_150,S_150,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_79,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_79,True,,1,idle,,S_150,S_1500,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_80,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_80,True,,1,idle,,S_1500,S_1500,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_81,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_81,True,,1,idle,,S_1500,S_1500,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_82,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_82,True,,1,idle,,S_1500,S_150,1.0,,jackal,jackal,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_83,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_83,False,,1,idle,,S_150,130,1.0,,rosanna_s,rosanna_s,,13,think,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_84,40052,event_beautyfullshot2_intermission,Self,Locale_MainScenario:event_beautyfullshot2_intermission_84,False,,1,idle,,130,130,1.0,,rosanna_s,,,13,think,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_85,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_85,True,,1,idle,,130,130,1.0,,rosanna_s,rosanna_s,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_86,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_86,True,,1,idle,,130,130,1.0,,rosanna_s,rosanna_s,,13,angry,,15,no,,,,,,,,,,,,,
event_beautyfullshot2_intermission_87,40052,event_beautyfullshot2_intermission,Narration,Locale_MainScenario:event_beautyfullshot2_intermission_87,False,,1,idle,LogHouseIn_d,S_100,S_100,1.0,none,viper_s,,,13,angry,,15,no,viper_s,1,sad,,,,black,,jackal,,,sakura_s,
event_beautyfullshot2_intermission_88,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_88,False,,,,,S_100,S_100,1.0,,viper_s,viper_s,,13,void,,,,,1,sad,,,,,,,,,,
event_beautyfullshot2_intermission_89,40052,event_beautyfullshot2_intermission,Narration,Locale_MainScenario:event_beautyfullshot2_intermission_89,False,,,,,S_100,S_10,1.0,,viper_s,,,13,void,,,,,1,sad,,,,,,,,,,sfx_scn_phonedrop
event_beautyfullshot2_intermission_90,40052,event_beautyfullshot2_intermission,Narration,Locale_MainScenario:event_beautyfullshot2_intermission_90,False,,,,,S_10,S_10,1.0,,viper_s,,,13,void,,,,,1,sad,,,,,,,,,,
event_beautyfullshot2_intermission_91,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_91,True,,,,,S_10,113,1.0,bgm_theruinedcity,viper_s,viper_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_92,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_92,True,,,,,113,113,1.0,,viper_s,viper_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_93,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_93,True,,,,,113,113,1.0,,viper_s,viper_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_94,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_94,True,,,,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_95,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_95,True,,,,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_96,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_96,True,,,,,113,113,1.0,,viper_s,viper_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_97,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_97,True,,,,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_98,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_98,True,,,,,113,113,1.0,,viper_s,viper_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_99,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_99,True,,,,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_100,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_100,True,,,,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_101,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_101,True,,,,,113,113,1.0,,viper_s,viper_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_102,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_102,True,,,,,113,130,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_103,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_103,True,,,,,130,130,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_104,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_104,True,,,,,130,130,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_105,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_105,True,,,,,130,1300,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_106,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_106,True,,,,,1300,1300,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_107,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_107,True,,,,,1300,1300,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_108,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_108,True,,,,,1300,130,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_109,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_109,True,,,,,130,130,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_110,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_110,True,,,,,130,113,1.0,,viper_s,viper_s,,13,void,,,,,1,angry,,,,,,,,,,
event_beautyfullshot2_intermission_111,40052,event_beautyfullshot2_intermission,Speech,Locale_MainScenario:event_beautyfullshot2_intermission_111,True,,,,,113,113,1.0,,rosanna_s,rosanna_s,,13,void,,,,,1,angry,,,,,,,,,,
