id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id
event_wisdomspring_02_e_15,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_15,False,,,,,XS_1600,XS_160,1.0,,,
event_wisdomspring_02_e_16,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_16,False,ether,1,idle,ElevatorOut,XS_160,XS_10,1.0,,,
event_wisdomspring_02_e_17,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_17,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_18,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_18,False,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_19,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_19,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_20,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_20,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_21,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_21,False,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_22,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_22,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_23,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_23,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_24,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_24,False,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_25,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_25,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_26,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_26,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_27,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_27,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_28,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_28,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_29,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_29,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_30,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_30,False,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_31,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_31,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_32,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_32,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_33,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_33,False,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_34,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_34,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_35,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_35,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_36,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_36,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_37,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_37,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_38,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_38,True,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_39,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_39,False,,1,idle,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_40,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_40,True,,1,sad,,XS_10,XS_100,1.0,,,
event_wisdomspring_02_e_41,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_41,True,,1,sad,,XS_100,XS_100,1.0,,,
event_wisdomspring_02_e_42,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_42,False,,1,sad,,XS_100,XS_100,1.0,,,
event_wisdomspring_02_e_43,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_43,True,,1,delight,,XS_100,XS_10,1.0,,,
event_wisdomspring_02_e_44,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_44,True,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_45,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_45,False,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_46,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_46,True,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_47,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_47,True,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_48,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_48,False,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_49,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_49,True,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_50,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_50,True,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_51,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_51,True,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_52,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_52,True,,1,delight,,XS_10,XS_10,1.0,,,
event_wisdomspring_02_e_53,40068,event_wisdomspring_02_e,Narration,ether,,Locale_SubScenario:event_wisdomspring_02_e_53,False,,1,delight,,black,black,1.0,,sfx_scn_heavydoorhit2,
event_wisdomspring_02_e_54,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_54,False,,1,delight,,black,black,1.0,none,,
event_wisdomspring_02_e_55,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_55,True,,1,delight,,black,black,1.0,,,
