id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/2/hide_char_id,characters/4/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id
event_redash1_03_s_25,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_25,True,,1,idle,,13,think,,100,10,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_26,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_26,True,,1,idle,,13,think,,10,10,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_27,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_27,True,,1,idle,,13,think,,10,10,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_28,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_28,True,,1,idle,,13,idle,,10,113,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_29,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_29,True,,1,idle,,13,idle,,113,113,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_30,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_30,True,,1,idle,,13,idle,,113,13,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_31,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_31,True,,1,idle,,13,idle,,13,130,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_32,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_32,True,,1,idle,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_33,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_33,True,,1,idle,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_34,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_34,True,,1,idle,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_35,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_35,True,,1,idle,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_36,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_36,True,,1,think,,13,idle,,130,113,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_37,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_37,True,,1,idle,,13,idle,,113,113,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_38,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_38,True,,1,idle,,13,idle,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_39,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_39,True,,1,idle,,13,idle,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_40,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_40,True,,1,idle,,13,idle,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_41,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_41,False,,1,think,,13,idle,,113,113,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_42,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_42,False,,1,think,,13,idle,,113,113,1.0,,liliweiss,liliweiss,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_43,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_43,False,,1,think,,13,idle,,113,113,1.0,,,,liliweiss,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_44,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_44,False,,1,think,,,,,113,1,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_45,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_45,False,,1,idle,liliweiss,13,idle,,black,black,1.0,none,,,,black,,,,,,,,,,,,,,,,,,,
event_redash1_03_s_46,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_46,False,,1,idle,,13,idle,,black,black,1.0,event_bgm_redash_goddesssquadready,,,,,snowwhite_o,3,sad,rapunzel_o,5,idle,dorothy,15,idle,commander,17,idle,,,,,,,
event_redash1_03_s_47,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_47,True,,1,idle,,13,idle,,L_170,L_170,1.0,,commander,commander,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_48,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_48,True,,1,idle,,13,idle,,L_170,L_170,1.0,,commander,commander,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_49,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_49,True,,1,idle,,13,idle,,150,150,1.0,,dorothy,dorothy,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_50,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_50,True,,1,idle,,13,idle,,L_170,L_170,1.0,,commander,commander,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_51,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_51,True,,1,idle,,13,idle,,L_50,L_50,1.0,,rapunzel_o,rapunzel_o,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_52,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_52,True,,1,idle,,13,idle,,L_170,L_170,1.0,,commander,commander,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_53,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_53,True,,1,idle,,13,idle,,130,130,1.0,,liliweiss,liliweiss,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_54,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_54,False,,1,idle,,13,idle,,130,130,1.0,,,,liliweiss,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_55,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_55,True,,1,idle,,,,,130,150,1.0,,dorothy,dorothy,,,,3,sad,,5,idle,,15,worry,,17,idle,,,,,,,
event_redash1_03_s_56,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_56,True,,1,idle,,,,,150,150,1.0,,dorothy,dorothy,,,,3,sad,,5,idle,,15,worry,,17,idle,,,,,,,
event_redash1_03_s_57,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_57,True,,1,idle,,,,,150,L_170,1.0,,commander,commander,,,,3,sad,,5,idle,,15,worry,,17,idle,,,,,,,
event_redash1_03_s_58,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_58,True,,1,idle,,,,,L_170,L_170,1.0,,commander,commander,,,,3,sad,,5,idle,,15,worry,,17,idle,,,,,,,
event_redash1_03_s_59,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_59,True,,1,idle,,,,,100,100,1.0,,redhood,redhood,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_60,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_60,False,,1,idle,,,,,100,100,1.0,,snowwhite_o,snowwhite_o,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_61,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_61,False,,1,idle,,,,,100,31,2.0,,,,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_62,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_62,True,,1,idle,,,,,31,31,1.0,,redhood,redhood,,,,3,sad,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_63,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_63,True,,1,idle,,,,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,3,angry,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_64,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_64,False,,1,idle,hongryeon_o,13,think,,31,31,1.0,,,,,,,3,angry,,5,idle,,15,idle,,17,idle,snowwhite_o,,,,,,
event_redash1_03_s_65,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_65,True,,1,think,,13,think,,31,31,1.0,,redhood,redhood,,,,,,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_66,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_66,True,,1,think,,13,sad,,31,113,1.0,,hongryeon_o,hongryeon_o,,,,,,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_67,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_67,True,,1,think,,13,idle,,113,113,1.0,,hongryeon_o,hongryeon_o,,,,,,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_68,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_68,False,,1,think,,13,idle,,113,113,1.0,,,,hongryeon_o,,,,,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_69,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_69,True,,1,think,,,,,113,15,1.0,,dorothy,dorothy,,,,,,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_70,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_70,True,,1,think,,,,,15,15,1.0,,dorothy,dorothy,,,,,,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_71,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_71,True,,1,think,,,,,15,150,1.0,,dorothy,dorothy,,,,,,,5,idle,,15,idle,,17,idle,,,,,,,
event_redash1_03_s_72,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_72,False,,1,think,,,,,150,150,1.0,,,,,,,,,,3,idle,,15,idle,,17,idle,,dorothy,,,,,
event_redash1_03_s_73,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_73,True,,1,think,,,,,31,31,1.0,,rapunzel_o,rapunzel_o,,,,,,,3,idle,,,,,15,idle,,,,,,,
event_redash1_03_s_74,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_74,True,,1,go,,,,,31,31,1.0,,redhood,redhood,,,,,,,3,idle,,,,,15,idle,,,,,,,
event_redash1_03_s_75,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_75,True,,1,go,,,,,31,31,1.0,,rapunzel_o,rapunzel_o,,,,,,,3,smile,,,,,15,idle,,,,,,,
event_redash1_03_s_76,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_76,True,,1,no,,,,,31,31,1.0,,redhood,redhood,,,,,,,3,smile,,,,,15,idle,,,,,,,
event_redash1_03_s_77,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_77,True,,1,no,,,,,31,113,1.0,,commander,commander,,,,,,,3,smile,,,,,13,idle,,,,,,,
event_redash1_03_s_78,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_78,True,,1,idle,,,,,113,113,1.0,,redhood,redhood,,,,,,,3,smile,,,,,13,idle,,,,,,,
event_redash1_03_s_79,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_79,True,,1,idle,liliweiss_op,OP_leftup,angry,,113,113,1.0,event_bgm_redash_facethat,liliweiss_op,liliweiss_op,,,,,,,3,angry,,,,,13,no,,,,,,,
event_redash1_03_s_80,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_80,True,,1,angry,,OP_leftup,angry,,113,10,1.0,,redhood,redhood,,,,,,,3,angry,,,,,13,no,,,,,,,
event_redash1_03_s_81,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_81,False,,1,angry,,OP_leftup,angry,,10,10,1.0,,,,,,,,,,3,angry,,,,,13,no,,,sfx_scn_firemissiles,Low_2,,,
event_redash1_03_s_82,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_82,False,,1,angry,,OP_leftup,angry,,10,10,1.0,,,,,,,,,,3,angry,,,,,13,no,,,,,,,
event_redash1_03_s_83,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_83,True,,1,angry,,OP_leftup,angry,,10,100,0.5,,redhood,redhood,,,,,,,3,angry,,,,,13,no,,,,,,,
event_redash1_03_s_84,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_84,True,,1,angry,,OP_leftup,angry,,100,100,1.0,,liliweiss_op,liliweiss_op,,,,,,,3,angry,,,,,13,no,,,,,,,
event_redash1_03_s_85,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_85,True,,1,angry,,OP_leftup,angry,,100,L_1300,0.5,,commander,commander,liliweiss_op,,,,,,3,angry,,,,,13,no,,,,,,,
event_redash1_03_s_86,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_86,True,,1,angry,,,,,L_1300,L_1300,1.0,,commander,commander,,,,,,,3,angry,,,,,13,angry,,,,,,,
event_redash1_03_s_87,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_87,True,,1,angry,,,,,L_1300,L_1300,1.0,,snowwhite_op,snowwhite_op,,,snowwhite_op,OP_leftup,angry,,3,angry,,,,,13,angry,,,,,,,
event_redash1_03_s_88,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_88,True,,1,angry,,,,,L_1300,100,1.0,,redhood,redhood,,,,OP_leftup,angry,,3,angry,,,,,13,angry,,,,,,,
event_redash1_03_s_89,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_89,True,,1,angry,,,,,100,100,1.0,,redhood,redhood,,,,OP_leftup,angry,,3,angry,,,,,13,angry,snowwhite_op,,,,,,
event_redash1_03_s_90,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_90,True,,1,angry,,,,,100,1,1.0,,redhood,redhood,,,,,,,3,angry,,,,,13,angry,,,,,,,
event_redash1_03_s_91,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_91,True,,1,angry,,,,,1,31,1.0,,rapunzel_o,rapunzel_o,,,,,,,3,angry,,,,,13,angry,,,,,,,
event_redash1_03_s_92,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_92,True,,1,angry,,,,,31,31,1.0,,redhood,redhood,,,,,,,3,angry,,,,,13,angry,,,,,,,
event_redash1_03_s_93,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_93,False,,1,angry,,,,,31,31,1.0,,,,,,,,,,3,angry,,,,,13,angry,,,,,redhood,,
event_redash1_03_s_94,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_94,True,,,,,,,,31,31,1.0,,rapunzel_o,rapunzel_o,,,,,,,3,angry,,,,,13,angry,,,,,,,
event_redash1_03_s_95,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_95,False,,,,,,,Desert_03,black,black,1.0,,,,,,snowwhite_o,3,sad,,3,angry,,,,,13,angry,,,sfx_scn_crumblingsupplies,,,rapunzel_o,commander
event_redash1_03_s_96,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_96,False,,,,,,,,3,S_30,0.5,,,,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_97,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_97,False,,,,,,,,S_30,S_30,1.0,,snowwhite_o,snowwhite_o,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_98,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_98,False,,,,,,,,S_30,S_30,1.0,none,,,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_99,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_99,True,,,,,,,,S_30,S_300,0.5,,snowwhite_o,snowwhite_o,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_100,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_100,True,,,,,,,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_101,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_101,True,,,,,,,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_102,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_102,False,,,,,,,,S_300,S_300,1.0,,,,,,,3,sad,,,,,,,,,,,,sfx_scn_crackle,,,,
event_redash1_03_s_103,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_103,True,,,,,,,,S_300,S_30,1.0,,snowwhite_o,snowwhite_o,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_104,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_104,True,,,,,,,,S_30,S_30,1.0,,snowwhite_o,snowwhite_o,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_105,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_105,False,,,,,,,,S_30,S_30,1.0,,snowwhite_o,snowwhite_o,,,,3,surprise,,,,,,,,,,,,,,,,
event_redash1_03_s_106,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_106,False,,,,,,,,black,black,1.0,,,,,,,3,surprise,,,,,,,,,,,,sfx_scn_4rapturestep,Low_2,,,
event_redash1_03_s_107,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_107,False,,,,,,,,black,black,1.0,bgm_story_callingsignal,,,,,,3,surprise,,,,,,,,,,,,,,,,
event_redash1_03_s_108,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_108,False,,,,,,,,S_30,S_30,1.0,,snowwhite_o,snowwhite_o,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_109,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_109,False,,,,,,,,S_30,S_130,1.0,,,,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_110,40031,event_redash1_03_s,Narration,Locale_MainScenario:event_redash1_03_s_110,False,,,,,,,,S_130,S_130,1.0,,,,,,,3,sad,,,,,,,,,,,,,,,,
event_redash1_03_s_111,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_111,True,,,,,,,,S_130,S_30,1.0,,snowwhite_o,snowwhite_o,,,,3,angry,,,,,,,,,,,,,,,,
event_redash1_03_s_112,40031,event_redash1_03_s,Speech,Locale_MainScenario:event_redash1_03_s_112,True,,,,,,,,S_30,S_300,1.0,,snowwhite_o,snowwhite_o,,,,3,angry,,,,,,,,,,,,,,,,
