id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker
event_ce02_3_01_e_21,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_21,True,,13,idle,,1,idle,GateKeeper,12,5,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_22,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_22,True,,13,idle,,1,idle,Factory,6,12,1.0,,,product12,product12
event_ce02_3_01_e_23,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_23,True,,13,idle,,1,idle,,12,12,1.0,,,product12,product12
event_ce02_3_01_e_24,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_24,True,,13,idle,,1,think,,12,12,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_25,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_25,True,,13,idle,,1,think,,12,130,1.0,,,product12,product12
event_ce02_3_01_e_26,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_26,True,,13,idle,,1,think,,130,13,1.0,,,product12,product12
event_ce02_3_01_e_27,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_27,True,,13,idle,,1,think,,13,13,1.0,,,product12,product12
event_ce02_3_01_e_28,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_28,True,,13,idle,,1,think,,13,13,1.0,,,product12,product12
event_ce02_3_01_e_29,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_29,True,,13,idle,,1,angry,,10,10,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_30,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_30,True,,13,idle,,1,angry,,10,10,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_31,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_31,True,,13,idle,,1,angry,,13,13,1.0,,,product12,product12
event_ce02_3_01_e_32,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_32,True,,13,idle,,1,angry,,13,13,1.0,,,product12,product12
event_ce02_3_01_e_33,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_33,True,,13,idle,,1,angry,,13,13,1.0,,,product12,product12
event_ce02_3_01_e_34,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_34,True,,13,idle,,1,angry,,13,13,1.0,,,product12,product12
event_ce02_3_01_e_35,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_35,True,,13,idle,,1,surprise,,13,12,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_36,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_36,True,,13,idle,,1,surprise,,12,12,1.0,,,product12,product12
event_ce02_3_01_e_37,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_37,True,,13,idle,,1,surprise,,12,12,1.0,,,product12,product12
event_ce02_3_01_e_38,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_38,True,,13,idle,,1,surprise,,12,12,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_39,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_39,True,,13,idle,,1,surprise,,12,12,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_40,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_40,True,,13,idle,,1,surprise,,12,12,1.0,,,product12,product12
event_ce02_3_01_e_41,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_41,True,,13,idle,,1,surprise,,12,12,1.0,,,product12,product12
event_ce02_3_01_e_42,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_42,True,,13,idle,,1,think,,10,10,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_43,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_43,True,,13,idle,,1,think,,130,130,1.0,,,product12,product12
event_ce02_3_01_e_44,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_44,True,,13,idle,,1,idle,,10,10,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_45,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_45,True,,13,idle,,1,idle,,10,10,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_46,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_46,True,,13,idle,,1,idle,,10,12,1.0,,,product12,product12
event_ce02_3_01_e_47,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_47,True,,13,idle,,1,idle,,12,12,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_48,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_48,True,,13,idle,,1,idle,,12,12,1.0,,,ce_02_02,ce_02_02
event_ce02_3_01_e_49,40026,event_ce02_3_01_e,Speech,Locale_SubScenario:event_ce02_3_01_e_49,True,,13,idle,,1,idle,,12,130,1.0,,,product12,product12
