id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,set_filter_02,play_sound
event_newyearnewsword_06_s_15,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_15,True,,1,angry,,13,idle,,S_130,S_130,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_16,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_16,True,,1,angry,,13,delight,,S_130,S_1300,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_17,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_17,True,,1,angry,,13,idle,,S_1300,S_1300,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_18,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_18,True,,1,angry,,13,idle,,S_1300,S_1300,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_19,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_19,True,,1,angry,,13,idle,,S_1300,S_1300,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_20,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_20,False,,1,angry,,13,idle,,S_1300,S_100,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_21,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_21,True,,1,angry,,13,idle,,S_100,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_22,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_22,True,,1,angry,,13,special,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_23,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_23,True,,1,angry,,13,special,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_24,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_24,True,,1,angry,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_25,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_25,True,,1,angry,,13,idle,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_26,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_26,True,,1,angry,,13,void,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_27,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_27,False,,1,angry,,13,sad,,12,S_130,1.0,,janghwa,,,,
event_newyearnewsword_06_s_28,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_28,True,,1,angry,,13,sad,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_29,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_29,True,,1,angry,,13,sad,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_30,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_30,True,,1,angry,,13,sad,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_31,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_31,True,,1,angry,,13,void,,S_10,S_100,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_32,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_32,True,,1,angry,,13,void,,S_100,S_100,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_33,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_33,False,,1,angry,,13,void,,S_100,S_100,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_34,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_34,True,,1,angry,,13,void,,S_100,S_100,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_35,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_35,True,,1,angry,,13,void,,S_100,S_100,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_36,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_36,True,,1,angry,,13,idle,,S_1300,S_1300,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_37,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_37,True,,1,angry,,13,idle,,S_100,S_100,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_38,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_38,True,,1,surprise,,13,void,,S_1300,S_1300,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_39,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_39,True,,1,surprise,,13,void,,S_1300,S_1300,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_40,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_40,False,,1,surprise,,13,void,ArkRuinIndoor,black,black,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_41,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_41,True,,1,idle,,13,void,,S_1300,S_1300,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_42,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_42,True,,1,idle,,13,void,,S_100,S_100,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_43,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_43,True,,1,idle,,13,void,,S_1300,S_130,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_44,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_44,True,,1,idle,,13,void,WasteLand_02_n,black,black,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_45,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_45,True,,1,angry,,13,void,,S_100,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_46,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_46,False,,1,angry,,13,void,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_47,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_47,True,,1,angry,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_48,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_48,False,,1,angry,,13,idle,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_49,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_49,True,,1,surprise,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_50,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_50,True,,1,surprise,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_51,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_51,False,,1,surprise,,13,idle,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_52,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_52,True,,1,surprise,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_53,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_53,True,,1,surprise,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_54,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_54,True,,1,surprise,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_55,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_55,True,,1,surprise,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_56,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_56,True,,1,surprise,,13,idle,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_57,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_57,False,,1,surprise,,13,idle,,12,12,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_58,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_58,True,,1,angry,,13,idle,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_59,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_59,True,,1,angry,,13,special,,12,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_60,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_60,True,,1,angry,,13,special,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_61,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_61,True,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_62,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_62,True,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_63,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_63,True,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_64,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_64,True,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_65,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_65,False,,1,angry,,13,idle,,S_130,S_10,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_66,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_66,True,,1,angry,,13,idle,,S_10,S_10,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_67,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_67,True,,1,angry,,13,idle,,S_10,S_10,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_68,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_68,True,,1,angry,,13,sad,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_69,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_69,True,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_70,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_70,True,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_71,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_71,True,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_72,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_72,False,,1,angry,,13,idle,,S_130,S_130,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_73,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_73,False,,1,angry,,13,idle,,S_130,S_1300,1.0,,hongryeon_o,,,,
event_newyearnewsword_06_s_74,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_74,False,,1,angry,,13,idle,,S_1300,S_1300,1.0,,hongryeon_o,,,,
event_newyearnewsword_06_s_75,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_75,False,,1,angry,,13,idle,,S_1300,S_1300,1.0,,hongryeon_o,,,,
event_newyearnewsword_06_s_76,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_76,False,,1,angry,,13,idle,,S_1300,S_1300,1.0,,hongryeon_o,,,,
event_newyearnewsword_06_s_77,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_77,True,,1,idle,,13,idle,Laboratory,black,black,1.0,none,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_78,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_78,True,,1,idle,,13,idle,,S_10,12,1.0,bgm_intotheswarm,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_79,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_79,True,,1,idle,,13,surprise,,12,12,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_80,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_80,True,,1,idle,,13,surprise,,12,12,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_81,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_81,True,,1,idle,,13,surprise,,12,12,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_82,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_82,True,,1,idle,,13,idle,,12,12,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_83,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_83,True,,1,idle,,13,idle,,12,12,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_84,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_84,True,,1,sad,,13,idle,,12,12,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_85,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_85,True,,1,sad,,13,idle,,12,12,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_86,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_86,True,,1,angry,,13,idle,,12,12,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_87,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_87,True,,1,idle,,13,surprise,,12,S_130,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_88,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_88,True,,1,idle,,13,void,,S_130,S_130,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_89,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_89,True,,1,idle,,13,void,,S_130,S_130,1.0,,janghwa,janghwa,Grey,Vignetting,
event_newyearnewsword_06_s_90,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_90,True,,1,idle,,13,surprise,,S_130,S_10,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_91,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_91,True,,1,idle,,13,surprise,,S_10,S_10,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_92,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_92,True,,1,idle,,13,delight,,S_10,S_100,1.0,,hongryeon_o,hongryeon_o,Grey,Vignetting,
event_newyearnewsword_06_s_93,40036,event_newyearnewsword_06_s,Narration,Locale_SubScenario:event_newyearnewsword_06_s_93,False,,1,idle,,13,delight,WasteLand_02_n,black,black,1.0,,hongryeon_o,,,,sfx_scn_drawingsword
event_newyearnewsword_06_s_94,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_94,False,,1,idle,,13,surprise,,12,12,1.0,,hongryeon_o,,,,
event_newyearnewsword_06_s_95,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_95,True,,1,idle,,13,surprise,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_96,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_96,True,,1,idle,,13,surprise,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_97,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_97,True,,1,idle,,13,surprise,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_98,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_98,True,,1,idle,,13,surprise,,12,12,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_99,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_99,True,,1,idle,,13,delight,,12,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_100,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_100,False,,1,idle,,13,delight,,S_130,S_130,1.0,,janghwa,,,,
event_newyearnewsword_06_s_101,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_101,False,,1,idle,,13,delight,,S_130,S_130,1.0,,janghwa,,,,
event_newyearnewsword_06_s_102,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_102,False,,1,angry,,13,idle,,S_130,S_130,1.0,,janghwa,janghwa,,,
event_newyearnewsword_06_s_103,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_103,False,,1,angry,,13,idle,,S_130,S_10,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_104,40036,event_newyearnewsword_06_s,Monologue,Locale_SubScenario:event_newyearnewsword_06_s_104,False,,1,angry,,13,idle,,S_10,12,1.0,,hongryeon_o,,,,
event_newyearnewsword_06_s_105,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_105,True,,1,angry,,13,idle,,S_10,S_10,1.0,,hongryeon_o,hongryeon_o,,,
event_newyearnewsword_06_s_106,40036,event_newyearnewsword_06_s,Speech,Locale_SubScenario:event_newyearnewsword_06_s_106,True,,1,angry,,13,special,,S_130,S_130,1.0,,janghwa,janghwa,,,
