id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/1/hide_char_id
event_arcanearchive_04_s_17,40077,event_arcanearchive_04_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_s_17,True,,3,angry,,1,special,,13,idle,,2,3,1.0,,arcana,,
event_arcanearchive_04_s_18,40077,event_arcanearchive_04_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_s_18,False,,3,angry,,1,special,,13,idle,,3,3,1.0,,,,
event_arcanearchive_04_s_19,40077,event_arcanearchive_04_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_s_19,True,,3,angry,,1,special,,13,idle,,3,3,1.0,,arcana,,
event_arcanearchive_04_s_20,40077,event_arcanearchive_04_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_s_20,True,,3,angry,,1,special,,13,idle,,3,3,1.0,,arcana,,
event_arcanearchive_04_s_21,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_21,True,,3,angry,,1,special,,13,surprise,,3,12,1.5,,k,,
event_arcanearchive_04_s_22,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_22,True,,3,angry,,1,special,,13,surprise,,12,12,1.0,,k,,
event_arcanearchive_04_s_23,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_23,True,,3,angry,,1,special,,13,surprise,,12,12,1.0,,d_w,,
event_arcanearchive_04_s_24,40077,event_arcanearchive_04_s,Narration,arcana,Locale_SubScenario:event_arcanearchive_04_s_24,False,,3,surprise,,1,special,,13,surprise,,3,L_30,0.7,,,,
event_arcanearchive_04_s_25,40077,event_arcanearchive_04_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_s_25,True,,3,surprise,,1,special,,13,surprise,,L_30,L_30,1.0,,arcana,,
event_arcanearchive_04_s_26,40077,event_arcanearchive_04_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_s_26,True,,3,surprise,,1,special,,13,surprise,,L_30,L_30,1.0,,arcana,,
event_arcanearchive_04_s_27,40077,event_arcanearchive_04_s,Self,arcana,Locale_SubScenario:event_arcanearchive_04_s_27,False,,3,surprise,,1,special,,13,surprise,,L_30,L_30,1.0,,,,
event_arcanearchive_04_s_28,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_28,False,,3,surprise,,1,special,,13,idle,,L_30,2,1.3,,d_w,,
event_arcanearchive_04_s_29,40077,event_arcanearchive_04_s,Self,d_w,Locale_SubScenario:event_arcanearchive_04_s_29,False,,3,surprise,,1,special,,13,idle,,2,2,1.0,,,,
event_arcanearchive_04_s_30,40077,event_arcanearchive_04_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_s_30,True,,3,surprise,,1,special,,13,idle,,2,2,1.0,,arcana,,
event_arcanearchive_04_s_31,40077,event_arcanearchive_04_s,Self,arcana,Locale_SubScenario:event_arcanearchive_04_s_31,False,,3,surprise,,1,special,,13,idle,,2,2,1.0,,,,
event_arcanearchive_04_s_32,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_32,True,,3,surprise,,1,special,,13,idle,,2,2,1.0,,d_w,,
event_arcanearchive_04_s_33,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_33,True,,3,surprise,,1,special,,13,idle,,2,2,1.0,,d_w,,
event_arcanearchive_04_s_34,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_34,True,,3,surprise,,1,special,,13,idle,,2,2,1.0,,d_w,,
event_arcanearchive_04_s_35,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_35,True,,3,surprise,,1,special,,13,idle,,2,12,1.3,,k,,
event_arcanearchive_04_s_36,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_36,True,,3,surprise,,1,special,,13,surprise,,12,12,1.0,,k,,
event_arcanearchive_04_s_37,40077,event_arcanearchive_04_s,Monologue,k,Locale_SubScenario:event_arcanearchive_04_s_37,False,,3,surprise,,1,think,,13,think,,black,black,1.0,,,,
event_arcanearchive_04_s_38,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_38,True,,3,surprise,,1,think,,13,think,,12,12,1.0,,k,,
event_arcanearchive_04_s_39,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_39,True,,3,surprise,,1,think,,13,think,,12,12,1.0,,k,,
event_arcanearchive_04_s_40,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_40,False,,3,surprise,,1,think,,13,think,,12,12,1.0,,,,
event_arcanearchive_04_s_41,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_41,False,,3,surprise,,1,special,,13,think,,12,12,1.0,,d_w,,
event_arcanearchive_04_s_42,40077,event_arcanearchive_04_s,Choice,d_w,Locale_SubScenario:event_arcanearchive_04_s_42,False,,3,surprise,,1,special,,13,think,,12,12,1.0,,,event_arcanearchive_04_s_44,
event_arcanearchive_04_s_43,40077,event_arcanearchive_04_s,Choice,d_w,Locale_SubScenario:event_arcanearchive_04_s_43,False,,3,surprise,,1,special,,13,think,,12,12,1.0,,,event_arcanearchive_04_s_45,
event_arcanearchive_04_s_44,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_44,True,,3,surprise,,1,void,,13,think,,12,12,1.0,,d_w,event_arcanearchive_04_s_46,
event_arcanearchive_04_s_45,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_45,True,,3,surprise,,1,void,,13,think,,12,12,1.0,,d_w,event_arcanearchive_04_s_46,
event_arcanearchive_04_s_46,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_46,True,,3,surprise,,1,void,,13,idle,,12,12,1.0,,k,,
event_arcanearchive_04_s_47,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_47,False,,3,surprise,,1,think,,13,think,,12,12,1.0,,k,,
event_arcanearchive_04_s_48,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_48,False,,3,surprise,,1,think,,13,think,,12,12,1.0,,d_w,,
event_arcanearchive_04_s_49,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_49,True,,3,surprise,,1,think,,13,idle,,12,12,1.0,,k,,
event_arcanearchive_04_s_50,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_50,True,,3,surprise,,1,special,,13,idle,,12,12,1.0,,d_w,,
event_arcanearchive_04_s_51,40077,event_arcanearchive_04_s,Self,d_w,Locale_SubScenario:event_arcanearchive_04_s_51,False,,3,surprise,,1,special,,13,idle,,12,12,1.0,,,,
event_arcanearchive_04_s_52,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_52,True,,3,surprise,,1,special,,13,idle,,12,12,1.0,,d_w,,
event_arcanearchive_04_s_53,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_53,True,,3,surprise,,1,special,,13,idle,,12,12,1.0,,d_w,,
event_arcanearchive_04_s_54,40077,event_arcanearchive_04_s,Monologue,d_w,Locale_SubScenario:event_arcanearchive_04_s_54,False,,3,surprise,,1,special,,13,idle,,12,10,1.3,,,,
event_arcanearchive_04_s_55,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_55,True,,3,surprise,,1,special,,13,idle,,10,10,1.0,,d_w,,
event_arcanearchive_04_s_56,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_56,True,,3,surprise,,1,special,,13,idle,,10,10,1.0,,d_w,,
event_arcanearchive_04_s_57,40077,event_arcanearchive_04_s,Speech,d_w,Locale_SubScenario:event_arcanearchive_04_s_57,True,,3,surprise,,1,idle,,13,idle,,10,10,1.0,,d_w,,
event_arcanearchive_04_s_58,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_58,True,,3,surprise,,1,idle,,13,surprise,,10,S_130,1.3,,k,,d_w
event_arcanearchive_04_s_59,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_59,True,,3,surprise,,,,,13,surprise,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_60,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_60,True,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_61,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_61,False,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_62,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_62,True,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_63,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_63,False,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_64,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_64,True,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_65,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_65,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_66,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_66,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_67,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_67,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_68,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_68,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_69,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_69,False,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_70,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_70,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_71,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_71,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_72,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_72,False,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_73,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_73,False,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_74,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_74,True,,3,surprise,,,,,13,think,,S_130,13,1.3,,k,,
event_arcanearchive_04_s_75,40077,event_arcanearchive_04_s,Monologue,k,Locale_SubScenario:event_arcanearchive_04_s_75,False,,3,surprise,,,,,13,think,,13,13,1.0,,,,
event_arcanearchive_04_s_76,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_76,True,,3,surprise,,,,,13,idle,,13,13,1.0,,k,,
event_arcanearchive_04_s_77,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_77,True,,3,surprise,,,,,13,idle,,13,13,1.0,,k,,
event_arcanearchive_04_s_78,40077,event_arcanearchive_04_s,Choice,k,Locale_SubScenario:event_arcanearchive_04_s_78,False,,3,surprise,,,,,13,idle,,13,13,1.0,,,event_arcanearchive_04_s_80,
event_arcanearchive_04_s_79,40077,event_arcanearchive_04_s,Choice,k,Locale_SubScenario:event_arcanearchive_04_s_79,False,,3,surprise,,,,,13,idle,,13,13,1.0,,,event_arcanearchive_04_s_80,
event_arcanearchive_04_s_80,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_80,True,,3,surprise,,,,,13,surprise,,13,13,1.0,,k,,
event_arcanearchive_04_s_81,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_81,False,,3,surprise,,,,,13,surprise,,13,13,1.0,,,,
event_arcanearchive_04_s_82,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_82,True,,3,surprise,,,,,13,think,,13,S_130,1.3,,k,,
event_arcanearchive_04_s_83,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_83,False,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_84,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_84,False,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_85,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_85,True,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_86,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_86,True,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_87,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_87,False,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_88,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_88,True,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_89,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_89,False,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_90,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_90,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_91,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_91,True,,3,surprise,,,,,13,idle,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_92,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_92,True,,3,surprise,,,,,13,surprise,,S_130,S_1300,1.3,none,k,,
event_arcanearchive_04_s_93,40077,event_arcanearchive_04_s,Monologue,k,Locale_SubScenario:event_arcanearchive_04_s_93,False,,3,surprise,,,,,13,think,,black,black,1.0,,,,
event_arcanearchive_04_s_94,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_94,True,,3,surprise,,,,,13,think,,S_1300,S_130,1.3,,k,,
event_arcanearchive_04_s_95,40077,event_arcanearchive_04_s,Speech,k,Locale_SubScenario:event_arcanearchive_04_s_95,True,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,k,,
event_arcanearchive_04_s_96,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_96,False,,3,surprise,,,,,13,think,,S_130,S_130,1.0,,,,
event_arcanearchive_04_s_97,40077,event_arcanearchive_04_s,Monologue,k,Locale_SubScenario:event_arcanearchive_04_s_97,False,,3,surprise,,,,,13,think,,S_130,13,1.3,,,,
event_arcanearchive_04_s_98,40077,event_arcanearchive_04_s,Narration,k,Locale_SubScenario:event_arcanearchive_04_s_98,False,,3,surprise,,,,,13,think,,13,13,1.0,,,,
event_arcanearchive_04_s_99,40077,event_arcanearchive_04_s,Self,k,Locale_SubScenario:event_arcanearchive_04_s_99,False,,3,surprise,,,,,13,think,,13,13,1.0,,,,
