id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_dirtybackyard_02_e_32,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_32,True,,5,angry,,3,angry,,4,50,1.0,,,,,,
event_dirtybackyard_02_e_33,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_33,True,,5,think,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_e_34,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_34,True,,5,think,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_e_35,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_35,True,,5,think,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_e_36,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_36,True,,5,think,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_e_37,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_37,True,,5,think,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_e_38,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_38,True,,5,angry,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_e_39,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_39,True,,5,think,,3,angry,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_e_40,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_40,True,,5,think,,3,angry,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_e_41,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_41,True,,5,think,,3,angry,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_e_42,40038,event_dirtybackyard_02_e,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_e_42,False,,5,think,,3,angry,,black,black,1.0,,,,,,
event_dirtybackyard_02_e_43,40038,event_dirtybackyard_02_e,Narration,,,Locale_SubScenario:event_dirtybackyard_02_e_43,False,,5,think,,3,angry,,15,150,0.7,none,,,,,
event_dirtybackyard_02_e_44,40038,event_dirtybackyard_02_e,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_e_44,False,,5,think,,3,angry,,150,150,1.0,,,,,,
event_dirtybackyard_02_e_45,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_45,True,,5,think,,3,surprise,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_e_46,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_46,True,,5,think,,3,surprise,,S_30,2,1.0,bgm_intotheswarm,,,jin,1,idle
event_dirtybackyard_02_e_47,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_47,True,,5,think,,3,surprise,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_48,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_48,False,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_49,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_49,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_50,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_50,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_51,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_51,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_52,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_52,True,,5,angry,,3,angry,,50,50,1.0,,,,,1,idle
event_dirtybackyard_02_e_53,40038,event_dirtybackyard_02_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_e_53,True,,5,angry,,3,angry,,50,50,1.0,,,,,1,idle
event_dirtybackyard_02_e_54,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_54,True,,5,think,,3,angry,,1,1,1.0,,,,,1,idle
event_dirtybackyard_02_e_55,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_55,True,,5,think,,3,angry,,1,L_10,1.0,,,,,1,idle
event_dirtybackyard_02_e_56,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_56,True,,5,think,,3,angry,,L_10,L_10,1.0,,,,,1,idle
event_dirtybackyard_02_e_57,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_57,True,,5,think,,3,angry,,L_10,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_58,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_58,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_59,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_59,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_60,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_60,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_61,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_61,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_62,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_62,True,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_63,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_63,False,,5,think,,3,angry,,2,S_30,1.0,,,,,1,idle
event_dirtybackyard_02_e_64,40038,event_dirtybackyard_02_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_e_64,True,,5,think,,3,angry,,S_30,S_30,1.0,,,,,1,idle
event_dirtybackyard_02_e_65,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_65,True,,5,think,,3,angry,,S_30,S_30,1.0,,,,,1,idle
event_dirtybackyard_02_e_66,40038,event_dirtybackyard_02_e,Self,,,Locale_SubScenario:event_dirtybackyard_02_e_66,False,,5,think,,3,angry,,S_30,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_67,40038,event_dirtybackyard_02_e,Self,,,Locale_SubScenario:event_dirtybackyard_02_e_67,False,,5,think,,3,angry,,2,2,1.0,,,,,1,idle
event_dirtybackyard_02_e_68,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_68,True,,5,think,,3,angry,,2,1,1.0,,,,,1,idle
event_dirtybackyard_02_e_69,40038,event_dirtybackyard_02_e,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_e_69,True,,5,think,,3,angry,,1,1,1.0,,sfx_scn_rustle,,,1,idle
event_dirtybackyard_02_e_70,40038,event_dirtybackyard_02_e,Self,,,Locale_SubScenario:event_dirtybackyard_02_e_70,False,,5,think,,3,angry,,1,1,1.0,,,,,1,idle
event_dirtybackyard_02_e_71,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_71,True,,5,think,,3,angry,,1,1,1.0,,,,,1,idle
event_dirtybackyard_02_e_72,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_72,True,,5,think,,3,angry,,1,L_10,1.0,,,,,1,idle
event_dirtybackyard_02_e_73,40038,event_dirtybackyard_02_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_02_e_73,True,,5,think,,3,angry,,L_10,L_10,1.0,,,,,1,idle
