id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,set_camera_shake,characters/3/hide_char_id,characters/2/hide_char_id,fade,set_filter_02
d_ex_seayouagain_08_11,80600,d_ex_seayouagain_08,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_08_11,False,,7,angry,,5,worry,,3,idle,,19,19,1.0,,Red,,,,,,,,,,
d_ex_seayouagain_08_12,80600,d_ex_seayouagain_08,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_08_12,True,,7,angry,,5,idle,,3,idle,,3,3,1.0,none,,yan_s,,,,,,,,,
d_ex_seayouagain_08_13,80600,d_ex_seayouagain_08,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_08_13,True,,7,angry,,5,idle,,3,idle,,3,3,1.0,bgm_story_orangepop,,yan_s,,,,,,,,,
d_ex_seayouagain_08_14,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_14,True,,7,worry,,5,surprise,,3,idle,,6,6,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_15,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_15,True,,7,worry,,5,surprise,,3,idle,,6,6,1.0,,,neon_s,,,,,,,,,
d_ex_seayouagain_08_16,80600,d_ex_seayouagain_08,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_08_16,True,,7,idle,,5,surprise,,3,idle,,3,S_30,1.0,,,yan_s,,,,,,,,,
d_ex_seayouagain_08_17,80600,d_ex_seayouagain_08,Speech,yan_s,Locale_SuddenStory:d_ex_seayouagain_08_17,True,,7,idle,,5,idle,,3,no,,S_30,S_30,1.0,,,yan_s,,,,,Low_2,,,,
d_ex_seayouagain_08_18,80600,d_ex_seayouagain_08,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_08_18,False,,7,idle,,5,idle,,3,no,,black,black,1.0,,,,,,,,,,yan_s,,
d_ex_seayouagain_08_19,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_19,False,,7,no,,5,worry,,,,Beach_n,6,6,1.0,,,,,,,,,,,black,
d_ex_seayouagain_08_20,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_20,True,,7,no,,5,worry,,,,,6,6,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_21,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_21,True,,7,no,,5,worry,,,,,6,6,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_22,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_22,True,,7,no,,5,worry,,,,,6,6,1.0,,,neon_s,,,,,,,,,
d_ex_seayouagain_08_23,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_23,True,,7,no,,5,worry,,,,,6,6,1.0,,,neon_s,,,,,,,,,
d_ex_seayouagain_08_24,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_24,True,,7,angry,,5,worry,,,,,6,6,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_25,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_25,True,,7,angry,,5,worry,,,,,6,6,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_26,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_26,True,,7,angry,,5,angry,,,,,6,6,1.0,,,neon_s,,,,,,,,,
d_ex_seayouagain_08_27,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_27,True,,7,angry,,5,angry,,,,,6,6,1.0,,,neon_s,,,,,,,,,
d_ex_seayouagain_08_28,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_28,True,,7,angry,,5,angry,,,,,6,6,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_29,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_29,True,,7,angry,,5,angry,,,,,6,6,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_30,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_30,False,,7,angry,,5,angry,,,,,6,6,1.0,,,,,,,,,,,,
d_ex_seayouagain_08_31,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_31,True,,7,idle,,5,idle,,,,,6,7,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_32,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_32,True,,7,idle,,5,idle,,,,,7,7,1.0,,,anis_s,,,,,,,,,
d_ex_seayouagain_08_33,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_33,False,,7,idle,,5,idle,,,,,19,19,1.0,,,,,,,,,,,,
d_ex_seayouagain_08_34,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_34,True,,7,idle,,5,idle,,,,,6,6,1.0,,,neon_s,,,,,,,,,Vignetting
d_ex_seayouagain_08_35,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_35,True,,7,idle,,5,idle,,,,,6,6,1.0,,,anis_s,rapi_s,13,think,,,,,,Vignetting
d_ex_seayouagain_08_36,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_36,False,,7,idle,,5,idle,,,,,6,6,1.0,,,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_37,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_37,False,,7,idle,,5,idle,,,,,6,13,0.5,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_38,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_38,False,,7,idle,,5,idle,,,,,13,13,1.0,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_39,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_39,False,,7,idle,,5,idle,,,,,13,13,1.0,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_40,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_40,False,,7,idle,,5,idle,,,,,13,13,1.0,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_41,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_41,False,,7,idle,,5,idle,,,,,13,13,1.0,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_42,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_42,True,,7,no,,5,idle,,,,,13,6,0.5,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_43,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_43,True,,7,no,,5,idle,,,,,6,6,1.0,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_44,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_44,True,,7,no,,5,idle,,,,,6,6,1.0,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_45,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_45,True,,7,idle,,5,no,,,,,6,6,1.0,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_46,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_46,True,,7,idle,,5,no,,,,,6,6,1.0,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_47,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_47,True,,7,idle,,5,no,,,,,6,6,1.0,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_48,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_48,True,,7,idle,,5,idle,,,,,6,6,1.0,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_49,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_49,True,,7,idle,,5,idle,,,,,6,7,0.7,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_50,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_50,True,,7,idle,,5,angry,,,,,7,5,0.7,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_51,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_51,True,,7,no,,5,idle,,,,,5,7,0.7,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_52,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_52,True,,7,no,,5,no,,,,,7,5,0.7,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_53,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_53,True,,7,no,,5,no,,,,,7,XS_70,0.5,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_54,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_54,True,,7,no,,5,angry,,,,,5,XS_50,0.5,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_55,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_55,False,,7,no,,5,angry,,,,,13,13,1.0,none,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_56,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_56,False,,7,no,,5,angry,,,,,13,13,1.0,bgm_story_crawlinganxiety,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_57,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_57,False,,7,no,,5,angry,,,,,13,13,1.0,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_58,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_58,False,,7,no,,5,angry,,,,,13,13,1.0,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_59,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_59,True,,7,idle,,5,no,,,,,13,6,0.5,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_60,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_60,True,,7,idle,,5,no,,,,,6,6,1.0,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_61,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_61,True,,7,idle,,5,no,,,,,6,6,1.0,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_62,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_62,True,,7,idle,,5,no,,,,,6,6,1.0,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_63,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_63,True,,7,angry,,5,angry,,,,,6,6,1.0,,,anis_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_64,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_64,True,,7,angry,,5,angry,,,,,6,6,1.0,,,neon_s,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_65,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_65,False,,7,angry,,5,angry,,,,,6,13,1.0,,Blur_High,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_66,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_66,False,,7,idle,,5,idle,,,,,13,13,1.0,,Blur_Low,,,13,think,,,,,white,Vignetting
d_ex_seayouagain_08_67,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_67,True,,7,worry,,5,surprise,,,,,XS_70,XS_70,1.0,,,anis_s,,13,think,,,,,,
d_ex_seayouagain_08_68,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_68,True,,7,worry,,5,surprise,,,,,XS_50,XS_50,1.0,,,neon_s,,13,think,,,,,,
d_ex_seayouagain_08_69,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_69,False,,7,worry,,5,surprise,,,,,13,13,1.0,,Blur_Low,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_70,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_70,False,,7,worry,,5,surprise,,,,,13,13,1.0,,Blur_Low,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_71,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_71,False,,7,worry,,5,surprise,,,,,13,13,1.0,,Blur_Low,,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_72,80600,d_ex_seayouagain_08,Speech,unknown,Locale_SuddenStory:d_ex_seayouagain_08_72,True,,7,worry,,5,surprise,,,,,13,13,1.0,,Blur_Low,unknown,,13,think,,,,,,Vignetting
d_ex_seayouagain_08_73,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_73,False,,7,worry,,5,surprise,,,,,black,black,1.0,,,,,13,think,,,,,,
d_ex_seayouagain_08_74,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_74,False,,7,worry,,5,surprise,,,,,black,black,1.0,,,,,13,idle,,,,,,
d_ex_seayouagain_08_75,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_75,True,,7,worry,,5,surprise,,,,,6,6,1.0,,,anis_s,,13,idle,,,,,,
d_ex_seayouagain_08_76,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_76,True,,7,worry,,5,surprise,,,,,6,6,1.0,,,neon_s,,13,idle,,,,,,
d_ex_seayouagain_08_77,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_77,False,,7,worry,,5,surprise,,,,,black,black,1.0,,,,,13,idle,,,,,,
d_ex_seayouagain_08_78,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_78,False,,7,worry,,5,surprise,,,,,13,130,0.5,,,,,13,idle,,,,,,
d_ex_seayouagain_08_79,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_79,False,,7,worry,,5,surprise,,,,,130,130,1.0,,,,,13,idle,,,,,,
d_ex_seayouagain_08_80,80600,d_ex_seayouagain_08,Speech,unknown,Locale_SuddenStory:d_ex_seayouagain_08_80,True,,7,worry,,5,surprise,,,,,190,190,1.0,none,Red,unknown,,13,idle,sfx_scn_waterdrop,,rapi_s,,,Vignetting
d_ex_seayouagain_08_81,80600,d_ex_seayouagain_08,Speech,unknown,Locale_SuddenStory:d_ex_seayouagain_08_81,True,,7,worry,,5,surprise,,,,,190,1900,0.3,,Red,unknown,,,,sfx_scn_screamfilter,Low_2,,,,Vignetting
d_ex_seayouagain_08_82,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_82,True,,7,worry,,5,surprise,,,,,5,XS_50,0.3,bgm_recognition_underworld,,neon_s,,,,,Low_2,,,,
d_ex_seayouagain_08_83,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_83,True,,7,angry,,5,surprise,,,,,7,XS_70,0.3,,,anis_s,,,,,Low_2,,,,
d_ex_seayouagain_08_84,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_84,False,,7,angry,,5,surprise,,,,,19,19,1.0,,,,rapi_s,9,idle,,,,,,
d_ex_seayouagain_08_85,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_85,False,,7,worry,,5,worry,,,,,6,6,1.0,,,,,9,idle,,,,,,
d_ex_seayouagain_08_86,80600,d_ex_seayouagain_08,Speech,rapi_s,Locale_SuddenStory:d_ex_seayouagain_08_86,False,,7,worry,,5,worry,,,,,90,90,1.0,,,rapi_s,,9,idle,,,,,,
d_ex_seayouagain_08_87,80600,d_ex_seayouagain_08,Speech,rapi_s,Locale_SuddenStory:d_ex_seayouagain_08_87,True,,7,worry,,5,worry,,,,,90,90,1.0,,,rapi_s,,9,idle,,,,,,
d_ex_seayouagain_08_88,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_88,False,,7,worry,,5,worry,,,,,black,black,1.0,,,,,9,idle,,,,,,
d_ex_seayouagain_08_89,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_89,False,,7,worry,,5,worry,,,,,9,9,1.0,,,,,9,idle,,,,,,
d_ex_seayouagain_08_90,80600,d_ex_seayouagain_08,Speech,rapi_s,Locale_SuddenStory:d_ex_seayouagain_08_90,True,,7,worry,,5,worry,,,,,9,9,1.0,,,rapi_s,,9,idle,,,,,,
d_ex_seayouagain_08_91,80600,d_ex_seayouagain_08,Speech,rapi_s,Locale_SuddenStory:d_ex_seayouagain_08_91,True,,7,worry,,5,worry,,,,,9,9,1.0,,,rapi_s,,9,idle,,,,,,
d_ex_seayouagain_08_92,80600,d_ex_seayouagain_08,Speech,rapi_s,Locale_SuddenStory:d_ex_seayouagain_08_92,True,,7,worry,,5,worry,,,,,9,9,1.0,,,rapi_s,,9,idle,,,,,,
d_ex_seayouagain_08_93,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_93,True,,7,worry,,5,worry,,,,,9,6,1.0,,,anis_s,,9,idle,,,,,,
d_ex_seayouagain_08_94,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_94,True,,7,worry,,5,worry,,,,,6,6,1.0,,,neon_s,,9,idle,,,,,,
d_ex_seayouagain_08_95,80600,d_ex_seayouagain_08,Speech,anis_s,Locale_SuddenStory:d_ex_seayouagain_08_95,True,,7,worry,,5,worry,,,,,7,XS_70,1.0,,,anis_s,,9,idle,,,,,,
d_ex_seayouagain_08_96,80600,d_ex_seayouagain_08,Speech,neon_s,Locale_SuddenStory:d_ex_seayouagain_08_96,True,,7,worry,,5,worry,,,,,5,XS_50,1.0,,,neon_s,,9,idle,,,,,,
d_ex_seayouagain_08_97,80600,d_ex_seayouagain_08,Self,Self,Locale_SuddenStory:d_ex_seayouagain_08_97,False,,7,worry,,5,worry,,,,,19,1900,0.5,,,,,9,idle,,Low_2,,,,
d_ex_seayouagain_08_98,80600,d_ex_seayouagain_08,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_08_98,False,,7,worry,,5,worry,,,,,black,black,1.0,,,,,9,idle,,,,,,
