id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,fade,characters/3/hide_char_id
event_claymore_03_s_14,40050,event_claymore_03_s,Monologue,clay,,Locale_SubScenario:event_claymore_03_s_14,False,,5,idle,,3,idle,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_03_s_15,40050,event_claymore_03_s,Monologue,clay,,Locale_SubScenario:event_claymore_03_s_15,False,,5,idle,,3,idle,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_03_s_16,40050,event_claymore_03_s,Monologue,clay,,Locale_SubScenario:event_claymore_03_s_16,False,,5,idle,,3,idle,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_03_s_17,40050,event_claymore_03_s,Narration,clay,,Locale_SubScenario:event_claymore_03_s_17,False,,5,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,
event_claymore_03_s_18,40050,event_claymore_03_s,Narration,clay,,Locale_SubScenario:event_claymore_03_s_18,False,,5,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,
event_claymore_03_s_19,40050,event_claymore_03_s,Monologue,clay,,Locale_SubScenario:event_claymore_03_s_19,False,,5,idle,,3,idle,,black,black,1.0,,,,,,,,,,,,,,
event_claymore_03_s_20,40050,event_claymore_03_s,Monologue,clay,,Locale_SubScenario:event_claymore_03_s_20,False,,5,idle,,3,idle,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_03_s_21,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_21,True,,5,idle,,3,good,,50,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_22,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_22,True,,5,idle,,3,good,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_23,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_23,True,,5,idle,,3,good,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_24,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_24,True,,5,idle,,3,good,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_25,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_25,True,,5,idle,,3,good,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_26,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_26,True,,5,idle,,3,idle,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_27,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_27,True,,5,idle,,3,no,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_28,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_28,True,,5,idle,,3,no,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_29,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_29,True,,5,no,,3,no,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_30,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_30,False,,5,no,,3,idle,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_31,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_31,False,,5,no,,3,idle,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_32,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_32,True,,5,no,,3,surprise,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_33,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_33,True,,5,delight,,3,surprise,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_34,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_34,True,,5,surprise,,3,surprise,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_35,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_35,True,,5,surprise,,3,surprise,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_36,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_36,True,,5,surprise,,3,idle,,4,4,1.0,,,,,,,,,,,,,,
event_claymore_03_s_37,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_37,True,,5,surprise,,3,idle,,4,S_30,1.0,,,,,,,,,,,,,,
event_claymore_03_s_38,40050,event_claymore_03_s,Self,milk,,Locale_SubScenario:event_claymore_03_s_38,False,,5,surprise,,3,idle,,S_30,S_30,1.0,,,,,,,,,,,,,,
event_claymore_03_s_39,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_39,True,,5,surprise,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
event_claymore_03_s_40,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_40,True,,5,surprise,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
event_claymore_03_s_41,40050,event_claymore_03_s,Self,milk,,Locale_SubScenario:event_claymore_03_s_41,False,,5,sad,,3,surprise,,S_30,S_30,1.0,,,,,,,,,,,,,,
event_claymore_03_s_42,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_42,True,,5,sad,,3,surprise,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_03_s_43,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_43,True,,5,sad,,3,idle,,S_30,S_30,1.0,,,,,,,,,,,,,,
event_claymore_03_s_44,40050,event_claymore_03_s,Speech,milk,milk,Locale_SubScenario:event_claymore_03_s_44,True,,5,sad,,3,idle,,S_30,S_30,1.0,,,,,,,,,,,,,,
event_claymore_03_s_45,40050,event_claymore_03_s,Narration,milk,,Locale_SubScenario:event_claymore_03_s_45,False,,5,surprise,,3,idle,,black,black,1.0,,milk,milk_n,3,idle,,,,,,,,,
event_claymore_03_s_46,40050,event_claymore_03_s,Monologue,milk_n,,Locale_SubScenario:event_claymore_03_s_46,False,,5,surprise,,,,,3,3,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_47,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_47,True,,5,surprise,,,,,3,3,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_48,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_48,True,,5,surprise,,,,,3,3,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_49,40050,event_claymore_03_s,Self,milk_n,,Locale_SubScenario:event_claymore_03_s_49,False,,5,surprise,,,,,3,3,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_50,40050,event_claymore_03_s,Choice,milk_n,,Locale_SubScenario:event_claymore_03_s_50,False,,5,surprise,,,,,3,3,1.0,,,,3,good,event_claymore_03_s_52,,,,,,,,
event_claymore_03_s_51,40050,event_claymore_03_s,Choice,milk_n,,Locale_SubScenario:event_claymore_03_s_51,False,,5,surprise,,,,,3,3,1.0,,,,3,good,event_claymore_03_s_54,,,,,,,,
event_claymore_03_s_52,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_52,True,,5,surprise,,,,,3,3,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_53,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_53,True,,5,surprise,,,,,3,3,1.0,,,,3,good,event_claymore_03_s_56,,,,,,,,
event_claymore_03_s_54,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_54,True,,5,surprise,,,,,3,3,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_55,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_55,True,,5,surprise,,,,,3,3,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_56,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_56,True,,5,surprise,,,,,3,4,1.0,,,,3,surprise,,,,,,,,,
event_claymore_03_s_57,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_57,True,,5,surprise,,,,,4,4,1.0,,,,3,surprise,,,,,,,,,
event_claymore_03_s_58,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_58,True,,5,no,,,,,4,4,1.0,,,,3,surprise,,,,,,,,,
event_claymore_03_s_59,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_59,True,,5,no,,,,,4,S_30,0.7,,,,3,angry,,,,,,,,,
event_claymore_03_s_60,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_60,True,,5,no,,,,,S_30,S_30,1.0,,,,3,angry,,,,,,,,,
event_claymore_03_s_61,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_61,False,,5,no,,,,,S_30,S_30,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_62,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_62,True,,5,no,,,,,S_30,S_30,1.0,,,,3,shy,,,,,,,,,
event_claymore_03_s_63,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_63,True,,5,no,,,,,S_30,S_30,1.0,,,,3,shy,,,,,,,,,
event_claymore_03_s_64,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_64,True,,5,no,,,,,S_30,S_30,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_65,40050,event_claymore_03_s,Self,milk_n,,Locale_SubScenario:event_claymore_03_s_65,False,,5,idle,,,,,black,black,1.0,,,,3,idle,,clay,milk_n,bigman,3,idle,,,
event_claymore_03_s_66,40050,event_claymore_03_s,Speech,bigman,bigman,Locale_SubScenario:event_claymore_03_s_66,True,,,,,,,OuterRim,3,3,1.0,,,,,,,,,,3,idle,Grey,black,
event_claymore_03_s_67,40050,event_claymore_03_s,Speech,bigman,bigman,Locale_SubScenario:event_claymore_03_s_67,True,,,,,,,,3,3,1.0,,,,,,,,,,3,idle,Grey,,
event_claymore_03_s_68,40050,event_claymore_03_s,Speech,bigman,bigman,Locale_SubScenario:event_claymore_03_s_68,True,,,,,,,,3,3,1.0,,,,,,,,,,3,idle,Grey,,
event_claymore_03_s_69,40050,event_claymore_03_s,Self,milk_n,,Locale_SubScenario:event_claymore_03_s_69,False,clay,5,surprise,,,,Park,black,black,1.0,,,milk_n,3,idle,,,,,3,idle,,,bigman
event_claymore_03_s_70,40050,event_claymore_03_s,Self,milk_n,,Locale_SubScenario:event_claymore_03_s_70,False,,5,surprise,,,,,black,black,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_71,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_71,True,,5,surprise,,,,,5,50,0.5,,,,3,idle,,,,,,,,,
event_claymore_03_s_72,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_72,True,,5,surprise,,,,,50,50,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_73,40050,event_claymore_03_s,Speech,clay,clay,Locale_SubScenario:event_claymore_03_s_73,True,,5,surprise,,,,,50,50,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_74,40050,event_claymore_03_s,Monologue,clay,,Locale_SubScenario:event_claymore_03_s_74,False,,5,surprise,,,,,50,50,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_75,40050,event_claymore_03_s,Monologue,clay,,Locale_SubScenario:event_claymore_03_s_75,False,,5,surprise,,,,,50,50,1.0,,,,3,idle,,,,,,,,,
event_claymore_03_s_76,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_76,True,,5,surprise,,,,,50,S_30,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_77,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_77,True,,5,surprise,,,,,S_30,S_30,1.0,,,,3,good,,,,,,,,,
event_claymore_03_s_78,40050,event_claymore_03_s,Speech,milk_n,milk_n,Locale_SubScenario:event_claymore_03_s_78,True,,5,surprise,,,,,S_30,S_30,1.0,,,,3,good,,,,,,,,,
